ATAC_ATXR7	unbound
0.523659434614708	0.451893326703233
0.527633420377487	0.45325059056397
0.531356620630964	0.45432275591177
0.532957789651889	0.456257527016663
0.535484935937928	0.457051904069805
0.542005359179769	0.458828287111955
0.545844306591386	0.459922383114595
0.54906593582626	0.461347875679283
0.55564423264717	0.463331381572713
0.55944459767274	0.465770557738956
0.566428009547138	0.467851533209458
0.571038604679682	0.469625479512181
0.571925999558749	0.471080212949991
0.577906269395941	0.472683587492837
0.581397975333139	0.474128573972939
0.583674336109877	0.476726138201926
0.587146750854052	0.478707207355929
0.590021138614509	0.480715080643626
0.594863228063332	0.481782372512572
0.598277769228438	0.483151820070443
0.599628152740061	0.484353132607864
0.603679303274933	0.486689965718181
0.607595415458642	0.487301587314313
0.609640281919101	0.489214427764364
0.613691432453973	0.491197933657793
0.612861911153975	0.493079096495296
0.617723291795821	0.494316960124119
0.621677986365577	0.496612368664181
0.623915764756268	0.498937018077364
0.627079520412072	0.501066728336402
0.631690115544616	0.502679849836955
0.633734982005075	0.504648735293823
0.636532204993439	0.506412934638839
0.638210538786457	0.508362326180293
0.638962895314362	0.509271229986496
0.637824714925993	0.509329711732739
0.638750692191107	0.509951080286578
0.642801842725978	0.511537397653435
0.649592342670144	0.512173386643835
0.653411998888737	0.513477042237182
0.658273379530583	0.513952206425411
0.661861541432898	0.515487352264306
0.665449703335213	0.516330464105985
0.671333517207288	0.518391945661072
0.676947254377039	0.520911534228401
0.682522409160743	0.523409192140888
0.687808196049099	0.5255364656605
0.693383350832803	0.527734404623489
0.700135268390923	0.529627751158126
0.70434074846998	0.530690169548218
0.7137548506653	0.534028502562957
0.723959891774572	0.537296170134319
0.728763398837348	0.541536096736981
0.733528323514078	0.54465999668216
0.740434570616383	0.548015386872888
0.744234935641953	0.551799643202735
0.748806948388451	0.555700863025069
0.755520283560524	0.559519233706891
0.762349365890736	0.562994024129532
0.766979252216304	0.565104240473156
0.773518966651168	0.566627202614917
0.779942933927893	0.569419705998049
0.784611402639506	0.57202214370589
0.787697993523218	0.574919426884375
0.794179834379013	0.580099934905788
0.79886759428365	0.583557668152442
0.796764854244121	0.585599655792115
0.798751847125511	0.58568737841148
0.79693847498133	0.586971540089413
0.793851884097618	0.586684004837048
0.792983780411574	0.5866523272245
0.790495216511582	0.585273132708921
0.788508223630192	0.583854950362514
0.780965367158122	0.581971350785584
0.779171286206965	0.580743234114468
0.772361495069776	0.57957847266845
0.764490688316311	0.577334235656351
0.75845254490005	0.575326362368654
0.752703769379137	0.573720551086381
0.745681775118693	0.570638075711458
0.737135776609416	0.567838262110045
0.729998035190833	0.565784090773238
0.721548492646672	0.563517923106298
0.715510349230411	0.562077810105049
0.708874178830431	0.55965812785422
0.705170269769977	0.557745287404168
0.70150494309557	0.555676495630801
0.694290036904894	0.554199831538149
0.689988100860721	0.551782586026747
0.682213750072372	0.549594394021465
0.676117733077041	0.548819510883737
0.669848095344502	0.547698610747401
0.663192633751499	0.546217073175897
0.657193072721284	0.543168712152948
0.650479737549211	0.541511729342713
0.647836844105033	0.540047248947196
0.644229391009695	0.538519413326581
0.640255405246916	0.537651934090634
0.636628660958555	0.535229815100378
0.632673966388799	0.534274613245066
0.62887360136323	0.531949963831882
