K36me3_ATX5	unbound
1.16095264626276	0.770044588865425
1.15190376423793	0.761878231418585
1.143422407915	0.753668362258537
1.134389290493	0.746544308123511
1.12521429164552	0.738890202209422
1.11402142363571	0.730747578424331
1.1034433751363	0.723002493473537
1.09308603107651	0.715605502228396
1.08227151353464	0.707247297682417
1.07073182426255	0.698900959967312
1.0569535613885	0.690534844200749
1.04339600295408	0.682413976272261
1.0309892605263	0.674477044222328
1.01779428795699	0.666945562227276
1.00344849938103	0.658680314523147
0.989402238258862	0.650217286304443
0.973779516853617	0.642056862273039
0.958014914022897	0.634060596068734
0.94363759624128	0.627088832929932
0.926517237567117	0.619021365740379
0.910594988708089	0.610601849234881
0.894798856671707	0.603070367239829
0.878986960032494	0.596090692880444
0.863080475776297	0.589854673255864
0.848324807526742	0.583412961896125
0.832654792313006	0.576844671007058
0.820200756076736	0.571399773440783
0.807667896826313	0.566453282771238
0.793700458718295	0.562064533152798
0.783595348303803	0.559052335915806
0.774262703428016	0.556936084409844
0.766853340097578	0.556299231152909
0.763763477942756	0.557472069604344
0.760137619291691	0.558805110272586
0.760831261816242	0.561866752638222
0.764961587757891	0.567891147112205
0.772843889173251	0.574554372648269
0.783185468630204	0.583790722678966
0.795970561525919	0.595165080072228
0.812491865292514	0.608612177258247
0.83580771287915	0.625880393985873
0.860290141075259	0.644554830172133
0.89289133972919	0.667495392057797
0.933075312344697	0.693748777562608
0.979596655298153	0.723848994075922
1.02722152044976	0.758207425068055
1.08304397907334	0.796830003954446
1.14802567194157	0.841380064862678
1.22210354064313	0.890119117069628
1.30016985386086	0.9422995502302
1.39121043520827	0.999264294038364
1.48382747683875	1.06014311422999
1.58339670831759	1.12475405273166
1.69035953852403	1.1933186237197
1.80977640496674	1.26541357689292
1.93081702550101	1.33801089257317
2.05263011157399	1.41106310343694
2.17288250196673	1.4842834277381
2.28741234153191	1.55555956958098
2.40075983588479	1.6255105819762
2.51486403117355	1.6921151480648
2.62365555530835	1.75689024439357
2.72571559403444	1.81656853686171
2.81644088332524	1.87354514750075
2.90839581163683	1.92929354114427
2.98529554424509	1.97967812723249
3.06679854087991	2.02764187982231
3.14494367711179	2.07272594811989
3.21517498272266	2.11428952325803
3.27115508737454	2.15032513301377
3.32374580241783	2.18414164539596
3.37334124292328	2.21540085572469
3.41560614311244	2.24382191566925
3.45944750358467	2.26873237148009
3.49811807432843	2.29055151784811
3.52499672215481	2.30988258534276
3.55332571344161	2.32629441244228
3.57566415565275	2.33997884624579
3.60044611130264	2.35191094469015
3.61788176203342	2.36131145254795
3.63594799687742	2.36947978779993
3.64636839934853	2.37496028585883
3.65265847587799	2.37902863104366
3.65008884561658	2.38161955578461
3.65429799457238	2.38476624377151
3.65469210964315	2.38785161979889
3.65259541746666	2.38949715368017
3.64906414643258	2.39033969867226
3.64502840810792	2.39047023381188
3.63722492970671	2.39007269497758
3.63765057398314	2.38991249276078
3.63093485317725	2.38817004642736
3.62620547232804	2.38716729921846
3.61934787009667	2.3851420267492
3.61414555116253	2.38284975058527
3.60690959846323	2.3798949096975
3.60399314693955	2.37886645102171
3.59639460837514	2.37605005649415
3.59316286479485	2.37256120821703
3.58332575262848	2.36846121814987
3.57621591675182	2.36515037233587
