ATAC_ATX1	unbound
0.6965342868028	0.62793949716653
0.703178493036213	0.628898722374957
0.708929034103729	0.630225569427224
0.716214347956155	0.631949253304296
0.723655081837433	0.634654073625521
0.692415656038228	0.637380805182472
0.700963757625075	0.640236569572028
0.709162164147006	0.643518385767358
0.715514957826322	0.647589006448806
0.724315616960053	0.651343131503108
0.731814633352151	0.656066220092826
0.74255804284653	0.659450288721542
0.756060157853027	0.663567166456188
0.764821961979545	0.669093667022508
0.780752514936851	0.674461919775254
0.79611967028957	0.681415085245479
0.813895836089491	0.690313481531778
0.835538075107099	0.699754789547719
0.85694718408143	0.710009247867252
0.879444233257723	0.72428320065154
0.902426970024178	0.734873631252196
0.926983334582758	0.747735526623063
0.954706382229191	0.761181721613276
0.979612441852687	0.776193352666989
1.00719949697388	0.790662071991059
1.04106163575995	0.805330427018405
1.07323358173227	0.82031284309115
1.1054443827118	0.835348819962336
1.13889854392214	0.851261246262541
1.17200301006757	0.867611897277256
1.20666167650151	0.885299133671227
1.2378428197899	0.900787942747406
1.26274887941339	0.913995548726386
1.2922009748808	0.932405855899297
1.31714588951151	0.93940527842272
1.34776363519531	0.955008512841021
1.37164003712766	0.965981172776
1.39100925822331	0.976371967673381
1.40554103092095	0.981547888468092
1.41226294716879	0.983588067972311
1.41517707270976	0.983476077211936
1.40973737169995	0.98233669295421
1.40115041510589	0.977581954801777
1.38349081432761	0.969827811936699
1.35980868743132	0.959329895442439
1.33363984007341	0.944890391099336
1.29896174613586	0.92683309827978
1.26570185996158	0.914372908897214
1.2207466166162	0.88881953887779
1.18274641956195	0.872924154649815
1.13567357832347	0.849089599343969
1.09273879535317	0.826365213314882
1.04852179714484	0.801520306583916
1.00820972716141	0.778469686600693
0.971491745345182	0.758026503668805
0.92834325983521	0.736865119121469
0.887273517211131	0.716329422083184
0.844416444255256	0.695445579855038
0.809174952713118	0.675265331751856
0.775176821401794	0.654566517736503
0.739682772312772	0.634688157769983
0.71238712974568	0.617490272307215
0.682352209170076	0.595450003749113
0.658864357309853	0.579953890927692
0.629412261842443	0.561621490370693
0.605904982478613	0.546032863442875
0.581737167992164	0.532058364213503
0.563086764529952	0.518972487321887
0.545330026233637	0.507861056227313
0.526077370159625	0.497190284428996
0.513119225254109	0.488734982020701
0.503230625918415	0.480605913566542
0.496256152123692	0.474943076422375
0.491574123754532	0.469479874981484
0.483395144736208	0.465426296372267
0.478810253885081	0.46121203536773
0.472515742716584	0.457847443392993
0.469854174722498	0.455756137672081
0.466065811519236	0.454331907349924
0.46373451108646	0.452810293757876
0.460276415444508	0.451025745337121
0.457439999917963	0.448113985567377
0.451961443900938	0.447247274465347
0.449707853482588	0.446346479218854
0.44749311807145	0.445319085721503
0.444287579976382	0.444415855893263
0.442286547104916	0.444048234049424
0.441509446960657	0.4427286907424
0.438809023959358	0.44267512994396
0.439488986585584	0.441764596370478
0.440946049356069	0.441540614849728
0.439741544132468	0.441623390629136
0.437410243699692	0.441477315724299
0.436477723526581	0.440627646694499
0.435836615907567	0.4400457816569
0.435525775849864	0.439529650326477
0.434165850597411	0.439739024356743
0.432708787826926	0.438857705764229
0.430027792329233	0.43881144871103
0.427405079342359	0.438670242969688
0.426511414176461	0.437939868445505
