ATAC_ATX1	unbound
0.0388918700777263	0.00464590499026158
0.0389899755414699	0.00459735272161312
0.0389928937541897	0.00450742533295951
0.0389665527931134	0.00443629717684809
0.0387811147827309	0.00448580033069034
0.0103435758872893	0.00458044413624036
0.0104544869685856	0.00452016107265313
0.0104597160399877	0.00449071796877208
0.0105183952314025	0.00459744125983945
0.0106711400073525	0.00466672395913862
0.0107191028655752	0.00463877277679554
0.0109165728949819	0.00462708032712531
0.0110949956594931	0.00460883803677677
0.0110820106061827	0.00465585363921592
0.0112282891779242	0.00473748653459849
0.0113601391114368	0.00482875439846203
0.0115246021611161	0.00511541889444769
0.0117346507625019	0.00525569958675003
0.0119919147807605	0.00538430948931074
0.0121257166586547	0.00723399453368757
0.0123763670678572	0.0073130924463425
0.0126220191687285	0.00737345120737743
0.0128703513904448	0.00734915341307489
0.0130791855457235	0.00729313533644244
0.0133266452207376	0.00732063436635011
0.013666841158507	0.00734892354199797
0.0138684829484701	0.00738734522618642
0.0140260561754184	0.00745372544297492
0.0142873457713345	0.00755118952182411
0.0145067900565644	0.00752523276150382
0.0146643325066359	0.00756655476278849
0.0148028807177522	0.00744829598588931
0.014853728034489	0.007450016133895
0.0148901900343318	0.00746445127938353
0.0150192865118133	0.00578316648610541
0.0151385711728699	0.00581975732814908
0.0151089989047917	0.00584725350846703
0.0151882175232553	0.00589806728064699
0.0151552048070403	0.00586456111497482
0.0150041573824683	0.00581851817588861
0.0147750132206456	0.00579083439793233
0.0144943663584141	0.00574230115986555
0.0142678231348525	0.00565466774349371
0.0139788516804717	0.00559157711653364
0.0136615223640254	0.0054957758079936
0.0133859905327367	0.00525965988376863
0.0130072585926865	0.00512859272840212
0.0126926766430463	0.00509612993731859
0.0122339440387557	0.00496535156357416
0.0118334569334661	0.00481254517135493
0.0114326590556206	0.00459028541200306
0.0109326819343154	0.00438230742343915
0.0105004062460984	0.00417430190449288
0.010093246218625	0.00405177652020571
0.00975768676850576	0.00401787619414542
0.00929897457632224	0.00404166233773953
0.00893846178902475	0.00414760690948013
0.00851433069878222	0.00420679342153825
0.00827217951676639	0.00426215679432027
0.00791671224682125	0.00404209573404635
0.00758506610805096	0.00387764801876999
0.00729426019035478	0.00371854075463092
0.00704200054951629	0.00355684020581651
0.00679292563315898	0.00346999709720046
0.00649182430906572	0.0034548268445557
0.00624495762331807	0.00344013492715589
0.00602545468732985	0.00342831794215655
0.00586113194651456	0.00337559375130708
0.00570378249287524	0.00329398642777311
0.00549977155479593	0.00311857819336553
0.00539385142203494	0.00294041122197923
0.00524662348741952	0.00275053308397828
0.00514656004395809	0.00262992588740906
0.0050996223231567	0.00253948005490466
0.00506552508693272	0.00254764425458826
0.00504277497075911	0.00258797780067726
0.00499532224308778	0.00268892486198334
0.00489989672693113	0.00284423683356105
0.00483707580251626	0.00302739711193723
0.00476941478211132	0.00306497015881766
0.0046954021694957	0.00298596356852102
0.00466743991809926	0.00291517024710299
0.00465884114240655	0.0029125405551683
0.00457970167582796	0.00284730646529872
0.00452360534708163	0.00279281834353846
0.00449419117536518	0.00284872902205409
0.0045469155677793	0.00293414073305099
0.00457201740294125	0.00300587285239448
0.00449171724454354	0.0030423898559598
0.00448694843465121	0.00298855685711573
0.00443538039980372	0.00288701376142306
0.00443468606796297	0.00283425879934503
0.00443609123258748	0.00274355436222125
0.00440870742270863	0.00263134770336611
0.00446129964514477	0.00244568283954161
0.00446144623413532	0.00240431487237095
0.00451981111931872	0.00238292460545714
0.00462684618095963	0.00231692934213447
0.00466552708283229	0.00234509383328174
0.00459671073310516	0.0024009721569629
0.00453986248222945	0.00237915371056454
