H4K16ac_ATXR3	unbound
0.0280887035714397	0.00898063760174328
0.0282671176118453	0.00898941043466165
0.0282839020604842	0.00897824378381251
0.0282803451600322	0.00898482622373445
0.0281552805096965	0.00896749160137725
0.0280884134516219	0.00892693237616594
0.0281236874742315	0.00889044426404197
0.027876260746355	0.00883958138192974
0.0276594919468478	0.0088095903587276
0.0273993648033885	0.00876573748581666
0.0271773938304769	0.00871433946488132
0.0268703994269078	0.00866072561432384
0.0265424664858048	0.00858091522822701
0.0262948179540391	0.00851419177993531
0.0261338761808438	0.00845085792860305
0.0258510008830867	0.00837482764918353
0.0254481877492387	0.00828731185342781
0.0251407128144974	0.00820922234531356
0.0248122215607056	0.00813875675488149
0.0243592047441875	0.00801178110558623
0.0239376741857751	0.00789496855902858
0.0235838067083584	0.00778025209484063
0.023333799227853	0.00766918608766493
0.023061734218017	0.00753973640812181
0.0227858177364934	0.00739135013400936
0.0223487499113147	0.0072632535542462
0.0218634637815846	0.00715430708608199
0.021471804465277	0.00704350793626412
0.0210934163274345	0.00692550289823966
0.0206719772222544	0.00679202817711039
0.0202133155542363	0.00668267437702214
0.0198422362321253	0.00658955983107033
0.0194735885044404	0.00651941510795422
0.0192097725458241	0.00646411539046039
0.0189929129424865	0.00644077801956661
0.0187641087888909	0.00643358356773057
0.0187682092749223	0.0064524558045304
0.0187430619756546	0.00650009413009955
0.0188059396414509	0.00659625159933164
0.0190024375795949	0.00673703358284109
0.0194483279771672	0.00690935818411523
0.0200858790701845	0.00713041590759866
0.0207877173953644	0.00739093929804343
0.0216383533516742	0.00766292197765676
0.0225811796417239	0.00796073570349483
0.0235635964428511	0.00827847069148864
0.024454636310006	0.00860174306306619
0.0252660671321059	0.0089146967371814
0.026006891464824	0.00921020854447546
0.0267431626811101	0.00950459951174536
0.0274669344989381	0.00982935107377541
0.0280227852344801	0.010145155225973
0.0285428774549705	0.0104463952573238
0.029161715447905	0.0107663581593799
0.0296768842417088	0.0111097356197438
0.0301179869728143	0.0114684171750446
0.0305435138150365	0.011785762468645
0.0308992047401672	0.0120912739771125
0.0313897016702656	0.0123983798747533
0.0318973815135884	0.0126976910298621
0.0324115889048634	0.0129782852328505
0.0327408354527705	0.0132395782642955
0.0331794510617872	0.013473813936685
0.0335164093342973	0.0137049347643857
0.0339700642603288	0.01393963773486
0.0344427731337364	0.014152074485612
0.0348158633537021	0.0143634483983029
0.0350922614553747	0.0145579710217015
0.0353097745762635	0.014735223864279
0.0356516498186904	0.014873655967223
0.0359723611915052	0.0149790335526166
0.0363573931946562	0.0150910521644643
0.036549406120926	0.0151985411208553
0.0367484336576227	0.0152689821784458
0.0368504982858442	0.0153171734959085
0.0368909060545337	0.0153499404750949
0.0370524842032153	0.0153582945544695
0.0370459321128711	0.0153668701268547
0.0372118640570927	0.0153664011333776
0.0373666555388452	0.0153417499806334
0.0374373230063874	0.0152800386626615
0.037616071369278	0.0152104094913459
0.0377151319983409	0.0151313749375994
0.0376806486842326	0.0150292702167546
0.0375826178685741	0.0148961593601003
0.037594341816202	0.0147421584117033
0.0374067303399544	0.0145752268853109
0.0373360733275782	0.0143967950997287
0.0371186269307802	0.0142152501669048
0.0370574443193683	0.0140380014628483
0.0369045250365165	0.0138612514705275
0.0366553845307262	0.0136925079927294
0.036530352411108	0.0135028433348925
0.0362649260510908	0.0133096404406111
0.0359356110477005	0.0131199412346443
0.035740201104829	0.0129238147222181
0.0354098127034393	0.0127088389539742
0.0350473247460592	0.0124945379503328
0.0346659841049278	0.0122720170428248
0.0344237298166188	0.0120694378002855
0.0340728407222109	0.011860577776915
