H4K16ac_ATX1	unbound
2.22612154635841	1.30147820724077
2.22931225606324	1.29691928740085
2.23242450569336	1.29197035213249
2.23938129898422	1.28714268216542
2.23736749040002	1.28189549980473
2.23595520905526	1.27734641228654
2.23381063367989	1.27284320893639
2.23237219897689	1.26785822182172
2.22735075419552	1.2625356583278
2.2192693665005	1.25798329336904
2.21382946798734	1.25285409886905
2.20347273812576	1.24836728272178
2.18872224408048	1.24174357531957
2.17632555227647	1.23652261248349
2.16209812539592	1.23179326573366
2.14909990635247	1.2252941010733
2.13259713730536	1.22046315366565
2.11648666863179	1.21496033094011
2.09598243577452	1.21154196042032
2.07916582642857	1.20646192752896
2.06614145402689	1.20149660505773
2.04898485102387	1.19770788375295
2.0325866954097	1.19427968091143
2.01809773494678	1.1914053655271
2.00287648045325	1.1880918731057
1.9866352449885	1.18693165914213
1.97408163303507	1.18631550031402
1.96477103750294	1.1869218268204
1.95294971958013	1.18875391610187
1.94285452330091	1.19251969532262
1.9357146565024	1.19864195431685
1.9362900303836	1.20593425959638
1.93649925724949	1.21762489012764
1.94324682367446	1.23152779304708
1.9538650871184	1.24901293851507
1.96607870541476	1.27103406173896
1.9916043830534	1.29733552235388
2.02510683495412	1.33088995896143
2.0639184185768	1.36626992996929
2.11523130743645	1.40710356209407
2.17153948771923	1.45010685987954
2.23660904301117	1.49847205044582
2.30604620912858	1.55186483485426
2.38743545995998	1.60971821588536
2.47436922273748	1.66782723728132
2.56773671164112	1.72944639753318
2.65888116509467	1.79697478314189
2.76459303908584	1.86585019682695
2.86481270784739	1.93236585329796
2.9737937516181	2.00155262383765
3.09009773569498	2.07011995810866
3.198006491778	2.13942799394963
3.30408451278448	2.20617634870147
3.41793008118715	2.2761070982517
3.52889878018382	2.34710301598883
3.64350279597534	2.41806288187963
3.7473316281735	2.4848866177647
3.8503235529081	2.547157988691
3.94926170711607	2.60677463275149
4.04072000086845	2.66351368398707
4.11944160915975	2.71872872535524
4.20300158872477	2.76581243665668
4.26673732274666	2.81029713758208
4.33727292990999	2.85522429298511
4.39588260571757	2.8987913105495
4.45415228786807	2.94017555269088
4.5156126797234	2.97920659249937
4.57262700067857	3.01473732577369
4.61983381229511	3.04608276743364
4.65712850114009	3.07279718556102
4.69070941311551	3.09747959053186
4.72324419076149	3.11945482958769
4.74487301802292	3.13867701856047
4.75122828407434	3.15068883826809
4.75666818258749	3.16081612964506
4.75622357549748	3.16652543112682
4.74774988742891	3.16925553912586
4.74280690272225	3.16867870958464
4.72361033777679	3.16544715317763
4.69727390603283	3.15642763671504
4.67070209406474	3.14417000896428
4.62922286790194	3.13060795986465
4.58426524509372	3.1135652688743
4.53337080996586	3.09357288136638
4.48245022147976	3.07020800750672
4.41955139492143	3.04102895406688
4.35335724522533	3.00991948812834
4.29030149851758	2.97751543316264
4.22653961113745	2.94632403120971
4.15665783793002	2.91504086092068
4.08750835875321	2.88232217165978
4.01927424711467	2.85012131800973
3.94186030673519	2.81679630224244
3.86651248165638	2.78204887726556
3.79835683009255	2.7479569404037
3.71343687589924	2.71305219827923
3.63934441201577	2.6732771794602
3.56195662499452	2.63569476838589
3.48574573909391	2.59774528396717
3.41173173528515	2.56035951932737
3.33858079229818	2.52383572155881
