H3K4me3 WT nuclear genes	cdkc2 nuclear genes	WT ATXR3-marked	cdkc2 ATXR3-marked	WT ATXR3-bound	cdkc2 ATXR3-bound
0.00941724825708137	0.00927169866963716	0.0363985266632698	0.0349533657473822	0.0323277389139321	0.0315659570973668
0.0105104630322055	0.0103391430889085	0.0387756703559397	0.0377492736571094	0.0344071413836027	0.0336492399345237
0.0122380152037393	0.0120275909409902	0.0425446692366285	0.0415378016415488	0.0382483821848844	0.037235246887468
0.0147726166604029	0.0144685128892654	0.0482208380256056	0.0468349393323797	0.0443165522728624	0.0428984951195586
0.0216183213771493	0.0212293377821121	0.0652853067766126	0.0643152698873055	0.0635052826909364	0.0621764485981734
0.0274758836137698	0.0270173728276096	0.0804145195972796	0.0792547350647729	0.0792902211663865	0.0777233520386802
0.031444497956149	0.0308733249493059	0.0901662968104265	0.0890194470695745	0.0898457608946245	0.0879076017999785
0.0338554711043214	0.033256967958384	0.0952813944880483	0.0940136187376053	0.0962606539041476	0.0939838614965138
0.0352079543513482	0.0345750465386793	0.0971320520183068	0.0964089319212722	0.100652691383647	0.0981824195444607
0.0357742446425689	0.0351241679662723	0.0982054092575232	0.0971574228327821	0.103639586862599	0.101016136722407
0.0358714354240398	0.0352264593752263	0.10020190468133	0.0990074327623586	0.106871799810552	0.104344994901415
0.0356712731920347	0.0349573778621557	0.102507355674006	0.100452852319	0.109838035497858	0.10640019562712
0.0352347333206873	0.0344416684283582	0.105563331772422	0.101858466713499	0.112418559958087	0.107802829112735
0.0345839606863349	0.0338177616103246	0.107823707329116	0.104024749672713	0.114020198031687	0.109199418587232
0.0337554190518628	0.0329714265096569	0.110362035138846	0.105750882005318	0.115302896445946	0.11017583954662
0.032858944235268	0.032098022738309	0.112624033139354	0.107904964720146	0.116258844045777	0.11103781987816
0.0319364219210968	0.0311887982873909	0.11465178789168	0.109903811027905	0.117382886957518	0.112128715747189
0.0309093883617258	0.0301852710352471	0.115397369045869	0.110800838221554	0.117543890330153	0.112058301223678
0.0299044365424022	0.029198839531427	0.116371074079576	0.111595814800047	0.117368529907654	0.112089951978424
0.0289798897574168	0.0282147179475033	0.117091514220556	0.111905367774176	0.117189121452591	0.111471768635903
0.0280792056631313	0.0272898545636132	0.118182802014153	0.112452779406069	0.117457514099864	0.111218304011929
0.0272074369564677	0.0264052634775193	0.118765837154359	0.112812167291489	0.117384089282648	0.11095485944744
0.0263360845089514	0.025518675705417	0.118695960138294	0.112647944128531	0.116610017888398	0.110285788699464
0.0255167224855641	0.0247064845706187	0.118764813813842	0.11211274776195	0.11608436055801	0.109560612589462
0.0247543806064279	0.0239439893687964	0.118697552349066	0.11171619563253	0.115351161215353	0.108623586262077
0.0239450478860821	0.0232299790028322	0.117900738810972	0.1111696323598	0.114017821475368	0.107513304541189
0.0232276147212674	0.0225636731841324	0.11701030519409	0.110643842337263	0.112655567284171	0.106436220451033
0.0225771835319719	0.0219020786304832	0.116028984705391	0.109630782839732	0.11152042697149	0.105050300403582
0.0219579005532934	0.0212661886899567	0.11506057306893	0.10827325478769	0.110382230141296	0.10373701081524
0.0213952793669265	0.0207137818768301	0.113942418944481	0.107252844520759	0.109011084869776	0.102467891872128
0.020826147695502	0.0201545509780339	0.112402529953952	0.105618445554717	0.107306990508958	0.10088625668828
0.020319013470163	0.0196297450456549	0.111319500594059	0.104308213121821	0.105839465124146	0.0995104768915779
0.0198025292687143	0.0191662596707244	0.109706770919449	0.103414801981428	0.1043269717781	0.0986348905356649
0.0192888572105915	0.0187090041652532	0.107981652517182	0.102202542971314	0.102495605907925	0.0970150735610258
0.0187975114448295	0.0182446207256028	0.106136838680039	0.100668312128483	0.100658645895363	0.0954929606189836
0.0183389487982054	0.0177736819895841	0.104539202348289	0.0990542973376206	0.0991362162386479	0.0938832948052186
0.0179134894980495	0.017324180179506	0.103095057751804	0.0973075053039941	0.0977523863045929	0.0921711512703066
0.0174559413375097	0.0168865850097683	0.10104247333041	0.0955125314174076	0.0956072584467891	0.0902997957564299
0.0170396981164809	0.016444124325947	0.0992585451006498	0.0935147606134211	0.0938805437307758	0.0883671020617673
0.0165993896709057	0.0159835382647943	0.097191357533838	0.0912016847180133	0.0920429171018935	0.0862981864130907
0.0161563049954398	0.0155453302618008	0.0952455033125535	0.0891832505666712	0.0901105718451774	0.0843007278215267
0.0156848011203637	0.0150330859154145	0.0933121619252756	0.086773463619974	0.0882187314754013	0.0820771108950034
0.0151876946318005	0.0145439872357528	0.0908833864388253	0.0842773978772882	0.0858081054786956	0.0795884924956862
0.0146654522441806	0.0140373402653716	0.087980522702461	0.0817621436356911	0.0831783560895509	0.0769040376383326
0.0141401647895684	0.0135226745860443	0.0849687467814205	0.0790596555171241	0.0806224904937857	0.0743177060454062
0.0136053101782358	0.0129895053399576	0.0821328631911414	0.0763606553339895	0.077884885532659	0.0716515310509837
0.0130613561666209	0.0124323587860567	0.0791824187514339	0.0731792307733154	0.0750944248567932	0.0686294407917747
0.0124941120533504	0.0119070217105174	0.0759318522050041	0.0700793836952894	0.072110047195612	0.0656965195796688
0.0119030505474184	0.0113692828949882	0.072059929764053	0.0666266564974583	0.068579541245467	0.0625639029115361
0.0113464186271042	0.010807331281956	0.0685160414373059	0.0630116363962488	0.065163379986565	0.0592488823772939
0.0107876724674948	0.0102351278113444	0.0646899203146994	0.0595150743165721	0.0615644063890772	0.0558598228433996
0.0102663816686311	0.00973047619016178	0.0613158261718766	0.0564186399564085	0.0583088303891783	0.0528478038820585
0.00970705153610268	0.00921668885059651	0.0576806123316928	0.0531615935445394	0.0545912001996739	0.0497252324071967
0.00916540588320603	0.0087312753320049	0.0542935805087428	0.050009155789002	0.0511294724409686	0.0467222349255207
0.00873303122092383	0.00826146888256424	0.0514833395340883	0.0466906155185025	0.0483267790073072	0.0436532458835083
0.0083186865806917	0.00782951881109523	0.0487421228562942	0.0439804011136044	0.04552964847016	0.0410050364860386
0.00791067832393882	0.00740079650363711	0.046078819839764	0.0414055638860088	0.0424761903485733	0.0382311205474982
0.00749492608366436	0.00702477523928048	0.0432984296970171	0.0393550417916357	0.0400350704038353	0.0360522270306904
0.00712928159489817	0.00672357120528056	0.0409560880769759	0.0378435109814674	0.0381213277394798	0.0344188080523388
0.00682538777038121	0.00648593530344047	0.0394235840375024	0.0365668583531832	0.0365589178839319	0.0331121405708203
0.00652751265779772	0.00621966367831499	0.0383558495779739	0.0352646652407173	0.0349711650010694	0.0318195829211886
0.0062835311955187	0.00594598735679212	0.0372036967433532	0.0341165599989345	0.0335615094210295	0.0306392437497421
0.00608408098352659	0.00578517198419229	0.0358250896539982	0.03313988947427	0.0322437255536994	0.0294338260107789
0.00600590565185441	0.00574483932843738	0.0352464664770211	0.0328689244075636	0.0311251803331559	0.0286843810168492
0.0059514404737854	0.00572682484446578	0.0343040574550748	0.0319807779563028	0.0297351570267881	0.0274612176016803
0.00605644712754788	0.00585578819236599	0.0336333100586319	0.0313663449365954	0.0285082234125659	0.0263536486922963
0.00634860385106258	0.00613662718739651	0.0336423207625565	0.031229272010621	0.0279858828576524	0.0257473837037536
0.00683884843478302	0.00660960549561139	0.0338241645074518	0.0314807807485663	0.0278970938945038	0.025777198457323
0.0075662921396066	0.00732428017178191	0.0345103730156347	0.0322870948082751	0.0285561579553226	0.0264077386726673
0.00851253342086639	0.00820119447883372	0.0358750689258908	0.0333476636957136	0.0301976827636489	0.0279308063384052
0.00962565804514221	0.0092745282027404	0.0377967899247758	0.0354016819157605	0.0326543593024538	0.0304243790061838
0.0109062703002643	0.0105227666725297	0.0407891581805997	0.0381500860949146	0.0358952454952376	0.0338957455487806
0.0122385725204004	0.011842656249289	0.0437186933228172	0.0415197240118744	0.0398648392216249	0.0378737132459591
0.0135438978692288	0.0132143921717938	0.0471033534365591	0.0452139439099907	0.0438740308932372	0.0420203040451779
0.0148237319947305	0.0145104714972643	0.050476620318047	0.0486414844670811	0.0476392380924174	0.0459731094105102
0.0160537492251371	0.015737802901158	0.0538367487921853	0.0519130015412535	0.0514477447882091	0.0499026103554264
0.01717062293837	0.0168795996631433	0.0570453981375325	0.0551054506540148	0.0548647342670421	0.0535147073128396
0.0181622692500096	0.0178873885975727	0.0593871368251087	0.0578185873686933	0.0580278939681036	0.056666041598415
0.0190886795797387	0.0187733250473237	0.0620134497646478	0.0601075365237262	0.0606919044070248	0.0594746005039383
0.0199185029216016	0.0195426655243498	0.0644648431642819	0.0621303586051479	0.0629997628647227	0.0619090406268988
0.020650362677338	0.0201646447542889	0.0665897885024458	0.0638259843371358	0.0651320939190084	0.0638109184049434
0.0212141445184191	0.020751122030675	0.0684826210016494	0.0656335904370984	0.0667506993090324	0.0657316822760051
0.0216998490964611	0.0212347515431735	0.0700642900214016	0.0673323467205914	0.0686375745397729	0.067475878825475
0.0220619665850821	0.0216182656179392	0.0713345048677177	0.0683928863899583	0.0698458255554361	0.0687900338262693
