H1_ATX1	unbound
1.04034385197939	0.994946833349798
1.03287173696322	0.990040681908524
1.02323817032495	0.985118511569699
1.01381377642431	0.981866675366563
1.0029484147756	0.978894441738887
0.994627988101293	0.976402775037783
0.985935698782326	0.973238314639479
0.977127202386901	0.969036994690511
0.966819634705184	0.966208931140807
0.957464965050413	0.963204659718026
0.947389811521609	0.960233882353764
0.936233932181758	0.956961658462835
0.928076195414491	0.953887486396189
0.918709905052074	0.951775904446101
0.90965737379609	0.950814770592958
0.901801775427611	0.94965558491553
0.892853830540439	0.948776001813562
0.886625131242355	0.949329381910827
0.880884501665389	0.948251746984575
0.876561598421197	0.946909072117002
0.87044910619957	0.944788752586431
0.864359855393234	0.942875222460627
0.856910981792354	0.941034505505515
0.85213487094998	0.939329221047893
0.845511067591943	0.938459831789822
0.837120916671763	0.937433166083055
0.832216978045287	0.937175407458803
0.82534913982669	0.936865223351652
0.819550406711497	0.936770566229752
0.814077053410382	0.93494878069902
0.809300942568008	0.934297830953028
0.806058765134864	0.932727978992893
0.801085102262513	0.931528017939878
0.797343234400605	0.931021238271857
0.791683949777159	0.930552321452596
0.788058288991707	0.9317406323983
0.784328041837444	0.934123079343365
0.782573314982947	0.938154016472913
0.782247935168868	0.942383005426744
0.782689522059404	0.947436239472817
0.783537833717538	0.953730209947493
0.787070528841824	0.960260095095214
0.788581220835763	0.967405979666994
0.79324112460168	0.974624677409468
0.797366475815896	0.984956866330761
0.804013520589224	0.996066699915052
0.808836114262181	1.01013274822947
0.81677305758418	1.02455558108027
0.823164446789303	1.03769253333665
0.832705047766405	1.05006057851051
0.841315992131853	1.06230484129419
0.850263937019026	1.07404814946351
0.858828398553891	1.08490313695038
0.865765961018361	1.09537949594964
0.87456283670614	1.10616895158288
0.882639228519887	1.11743460535246
0.888867927817971	1.12891287358045
0.898919839931483	1.13952903386745
0.906845162545836	1.14947385672066
0.913945414917346	1.15662119755585
0.921185115780603	1.1639214460495
0.929412576793744	1.16947417844652
0.935606413968891	1.17344977756634
0.941753768313455	1.17836029779786
0.948284606010326	1.18394069919975
0.953641752234984	1.19057543531327
0.960346900546541	1.19639612017844
0.967842256978004	1.20248038872152
0.975593268977672	1.20849766914756
0.980973656617621	1.21273102689164
0.98917787621547	1.216384791797
0.99807933827206	1.21943857617585
1.00369214006492	1.22263216184243
1.0111410136658	1.22642718429893
1.02076295959642	1.22958436338017
1.0266081755422	1.23262067259805
1.03202342530509	1.23572979498663
1.03862398724783	1.23876027915086
1.04406247842601	1.24179658836875
1.04908262412894	1.24472513409401
1.05570642748698	1.24695467338062
1.06107519441928	1.24944051502807
1.0658629259693	1.25123463155393
1.0726029364038	1.25304039818711
1.08181815756682	1.25608544498548
1.08800037403432	1.25821158956971
1.09207924241796	1.25921786758868
1.10113177367394	1.2610178091682
1.10646567848331	1.26181292899217
1.112543308582	1.26460749848335
1.1209915630404	1.2659370669802
1.12632546784977	1.26763652638417
1.13514558495284	1.26957918177825
1.14166480194207	1.27130631018708
1.14989226295521	1.27326061568847
1.15834051741362	1.274451839161
1.16541752836983	1.27595324674069
1.17457464599463	1.27795560893474
1.18177948473495	1.28038611257246
1.18720635520548	1.28154092945965
1.19445767677639	1.28323602007337
