H1_ATXR7	unbound
0.0154093796948351	0.0144970141453192
0.0152625949057809	0.0165066313681493
0.0153025344997895	0.0197425860264572
0.0152002463502599	0.0223336424919531
0.0150882220481067	0.0252633993799713
0.0149465383538083	0.0283583589893603
0.0148721529780085	0.0306376626770879
0.0148084398388184	0.032307816019742
0.014649256538892	0.0332053975320822
0.0147294009537294	0.0336123822831044
0.0146959791695117	0.0339540994000701
0.0146007257275933	0.0342436146480862
0.0145601224125397	0.0345779900431413
0.0145817575314688	0.034756200196873
0.0144910021448381	0.034929845794036
0.0144580745108489	0.0350754840981579
0.0144356484248396	0.0347836550736841
0.014531334815235	0.0329690964461786
0.0146960011938299	0.0314679629800276
0.0146400765104804	0.0285089550848483
0.01469566264919	0.0253986239735159
0.0146695144590139	0.0223116506842721
0.0146658106894824	0.0190843256291341
0.0147289807791142	0.0168241366508145
0.0147320119277245	0.0152355331069392
0.0148387592151161	0.0137496950852245
0.0149880116291074	0.0125376207412802
0.0150231572279906	0.0112779722239827
0.0150838001722515	0.0100476828611027
0.015236624241706	0.00871438925668717
0.0152376889021686	0.00744362436872989
0.015298205801521	0.00614046597143974
0.0152216911756366	0.00531218066774748
0.0151885283309744	0.0048804378900386
0.0152074132465883	0.00486518310505253
0.0152762300080431	0.00485404472933635
0.0153581826076392	0.00485397216470058
0.0154597894212379	0.00484512727942138
0.0156138347739415	0.00487870430983026
0.0157521935677171	0.00488985872954314
0.0155857949068734	0.00482277151522751
0.015706216592599	0.00470434075750443
0.0158196932191888	0.00461584062541002
0.0157961579604814	0.00456811484718729
0.0156734211513822	0.0045597006443723
0.0157787398402134	0.004556374606246
0.0157787404578877	0.00454949682385736
0.0158258440950834	0.00452178805202922
0.0157630287236302	0.00449596476491395
0.0156532579401617	0.00448379437552393
0.0156431952449553	0.0044641079850077
0.015720565636028	0.00444948374249457
0.0156843466811903	0.0044551484512534
0.0155309778957274	0.00445229162232133
0.0154828594105279	0.00445801385966493
0.0156080197497991	0.0044652681945688
0.0154801927026702	0.00449361145390871
0.0154132270573461	0.0044966136691162
0.0153453950511168	0.00448702158853519
0.0153789052499772	0.00447340760956772
0.0152925894562089	0.00446509575769429
0.0153984859764378	0.00445891034994204
0.015448821438523	0.00447676084435303
0.0154807262753225	0.00448343072396242
0.0156460307192531	0.00449914030734682
0.0155685531726699	0.00451594482012502
0.0155311291521422	0.00453505648449416
0.01552328240524	0.00455149358039845
0.0154533231631119	0.00456540136064544
0.0152985831932199	0.00456817782357182
0.0152870493225933	0.00457570062082479
0.0152004504408815	0.00457619935105117
0.0151372029517199	0.00459072378846155
0.0151366838391455	0.00461202009640016
0.0152050071763526	0.00462903568463555
0.0152089640817174	0.0046496082682259
0.0151395310894246	0.00467754185229051
0.0151383506850959	0.00469220948766304
0.0151788422028915	0.00470266337042159
0.015092369504793	0.00469879623111604
0.0152102915189642	0.00472036801461352
0.0152805020473642	0.00472696295997953
0.0152079713957288	0.00472318540134337
0.0152311931974134	0.00472773362231913
0.0152966038492772	0.00473489589986455
0.0152257640886573	0.00474798296003716
0.0152334980954397	0.00476807961494018
0.015245800564041	0.00476659516726275
0.0152739348741662	0.0047740289766544
0.015420691026606	0.00478313243280199
0.015487485855347	0.0047979868052905
0.0154984121962208	0.00478610647827247
0.0155494541102756	0.00478256235508862
0.0155822843172839	0.00480649077264193
0.0156615800329881	0.00481403175479568
0.0157123460558311	0.00481530542652109
0.0157462434036683	0.00481718152549558
0.0159007822579799	0.0048222664748639
0.016075675001319	0.00483435801403852
0.0162004928534056	0.00484132287169225
0.0163091930499493	0.00484826450204134
