CMA602_ATX1	unbound
0.0613134589530484	0.0201888438744392
0.0608461460729857	0.0200078343294963
0.060615233650196	0.0198689825816223
0.0601501350557542	0.0197206834950695
0.0596487020964535	0.0195869994229102
0.0561924651506252	0.0194053632659642
0.0560228501951359	0.0193420643842974
0.0555375652777233	0.0192079457684156
0.0551354641823742	0.0190234711282424
0.055022772148825	0.0188274661271532
0.0550323665252079	0.0187344487917331
0.0551594264550406	0.0186267639178829
0.0550558698173258	0.0185354261937046
0.0548921639400499	0.0184722832375457
0.0548785426437584	0.018324254428142
0.0550348379553877	0.0182419792530483
0.0551395450802068	0.0181135790106173
0.0552563713598044	0.0180092574305391
0.0554130737587551	0.017915071750584
0.0558094566852514	0.0179855135819143
0.0563854535686245	0.017975998586285
0.0566616230390606	0.0178531146139115
0.0571083918882419	0.0178006679564864
0.0575770563153444	0.0177044839970764
0.0581493363422289	0.0177205076631787
0.0586421078127073	0.017645729708733
0.0589612095839194	0.0175387394533074
0.0593925307710704	0.0174659349704496
0.0601099189312337	0.0173554247881021
0.0606219943320645	0.0173091358112359
0.061030435970021	0.0172657678517188
0.0614380528384338	0.0172235346242359
0.061792289237994	0.0171799635215118
0.062090744766811	0.0171285822945129
0.0617794978095827	0.0168712880075613
0.061641281788016	0.0166978426594811
0.0612458797169022	0.0165649839086282
0.0606151830913019	0.0164371942393606
0.0600949490938317	0.0163301614691278
0.0593787697040481	0.0161881252500502
0.0584790046926615	0.016050094352995
0.057449332165543	0.0159213958181071
0.0561236713457218	0.0157759068227988
0.0547316438671494	0.0156897882982274
0.0533514177228349	0.0156043489735273
0.0520627499823929	0.0155496215454606
0.0506734394750003	0.0155459921337942
0.049233158284119	0.0156731813155452
0.0477567480386559	0.0158768323780819
0.046611850404516	0.0162067625181253
0.0455000676703585	0.0167003428316663
0.0445173679711153	0.0174074160116375
0.0437661585175857	0.0182334640197202
0.0431792672356421	0.0191818284151489
0.0425876610157737	0.020214261790135
0.0423457891466935	0.0213088170882837
0.0418188977559574	0.0224718547593641
0.0418043641633435	0.0237448757089832
0.041814431424169	0.0250460355034604
0.041971937207751	0.0263491601789337
0.042232769493402	0.0277049591867075
0.0425033642904557	0.0291219029790665
0.0430958441794736	0.0303053952564848
0.0439067400639751	0.0315100066126554
0.044755538816607	0.0327010328536075
0.0455578638145447	0.0338302493980333
0.0461140102246138	0.0347632230676109
0.046628826978603	0.0355848272823309
0.0469597489384266	0.0363331413150069
0.0476105081379836	0.0370636335164453
0.0481275730102124	0.0378330844671124
0.0485398745562315	0.0385885027241055
0.0487430406839255	0.0393133545143142
0.0492332705949348	0.0400854984072158
0.0494937767896037	0.0408110574995697
0.0496881401561091	0.0414684172645168
0.0500060690790867	0.0420033468101769
0.0501908375266252	0.0425763055285698
0.0505784762129312	0.043110138400915
0.0508349931939073	0.0435785163319026
0.0511097939639451	0.0439994603718756
0.0513123758869763	0.0444127397110507
0.0516024998952663	0.0448340696966128
0.0516328783319542	0.0453312785223452
0.0516663211761831	0.0458019798952378
0.0520570480241504	0.0461878299971832
0.05245580589508	0.0464670932463334
0.0525665303834614	0.0467347157399799
0.0527440293566168	0.0469024926920099
0.0531856859294879	0.0471859863740478
0.0534229609968465	0.0474088101714565
0.053976522906833	0.0476608741310409
0.0542209038559049	0.0478477649799716
0.0542743416184346	0.0480488293573233
0.054241766398654	0.048276623448771
0.0544260144971242	0.0485196331395808
0.0544855067670853	0.0486836024290458
0.0541579965192371	0.0489283077735974
0.054344238483295	0.0490927065671648
0.0545612563388153	0.0492341908572497
0.0544088478126488	0.0493674585201431
