ATX1-TAG_ATX1	unbound
0.0191528699767616	0.00729006751336105
0.0192589903155146	0.00727919122475568
0.0192939643237637	0.00726198999735985
0.0190915199648654	0.00725471690454192
0.0191681748891907	0.00727400852366679
0.0191952663228279	0.00727479453470361
0.0188734484063882	0.0072667744544938
0.0189554919296142	0.0072817629719098
0.0189395943697586	0.00728323956721658
0.0190519832678465	0.00726363763127151
0.0189811344764991	0.00723059210650153
0.0187623911201128	0.00723795929022985
0.0188773989619841	0.00723431994290816
0.018794453189128	0.00721555176175483
0.0186088568594852	0.00720579442646327
0.0186173212013194	0.00716817420779209
0.0184499949698437	0.00718103682350373
0.0180405604170098	0.00717506353006544
0.0179799005653578	0.00712841290875585
0.0179054039438136	0.00710941571554523
0.0178616281321683	0.00708369345079515
0.0177234647518048	0.00706684953753507
0.0172104547410539	0.00703812500482835
0.0172263071822141	0.00699872512271638
0.0173492393429805	0.00699186695545672
0.0171368624065222	0.00695389921231669
0.0169374698585467	0.00693329643694129
0.0169528882791034	0.00689772676570582
0.0166974290594621	0.00685393993478859
0.0164616878440534	0.00682749523863426
0.0164786762295909	0.00676043571395955
0.0163617036488233	0.00675246922213699
0.0160377307916159	0.00671432856645876
0.0158189051402303	0.00667723445513085
0.0159214624075099	0.00662349600014301
0.0160573750561293	0.00657415813716277
0.0161000243480069	0.00655466023497728
0.0159371560118013	0.00654194965978448
0.0157241474772401	0.00654872661000008
0.0154507693547043	0.00652799198865702
0.0151312537786608	0.00647288492126459
0.0150671621834986	0.00646496330868584
0.0152538070619022	0.00643716214468221
0.0151002340004027	0.00643450681323712
0.015039839232286	0.00643915954999559
0.0150927857409346	0.00640076390663648
0.0150692446222911	0.00637239990074306
0.0149106353192881	0.00639832785143103
0.014828845117838	0.00639754177161189
0.0146462102594723	0.00639833283451485
0.0145631895386291	0.00635300647967739
0.0145158819605175	0.00630789516073802
0.0148322070773666	0.00629240915757337
0.0150331875779428	0.00625958108491149
0.0150537375142927	0.00622459917724125
0.0149621329586636	0.00621452646492638
0.0150341604492109	0.00620015855448458
0.0149452998755924	0.00619098624760481
0.0149556855641597	0.00617910754093724
0.0149916558454708	0.00618249457742457
0.0150113603090722	0.0061999548075857
0.0148918301306914	0.00620159480733893
0.0149670859193344	0.00620118174496823
0.015070889578747	0.00620972317004063
0.0151468174877577	0.00621857622807046
0.015450703174566	0.00621019330622468
0.0156068783600528	0.00621750522466754
0.0155646203801043	0.00622930168395927
0.0158896306908128	0.00621781449522872
0.0157239253947507	0.00619809211701333
0.0158333064360483	0.00621588174018349
0.0159193429987911	0.00625326720241338
0.0158834151303452	0.00629924862424875
0.0161932949420397	0.00628995693173711
0.0164374954307687	0.00631683061753193
0.0164840800686608	0.00634099423258325
0.0164837300003123	0.00633242455291383
0.0168166236472168	0.00637451921112113
0.0169344480259102	0.0063899833528975
0.016833575599139	0.0064086839121609
0.0170139322476778	0.00645278657238418
0.0169488969346552	0.00647435369411431
0.0169919301135014	0.00652408886225365
0.0169663917460287	0.00656174032923137
0.0170656512506107	0.00659027979931473
0.0171784647421063	0.00657646451535841
0.0170392229716132	0.00659870200853397
0.0172041232700783	0.00662905990944243
0.0174659380175818	0.00664775797620647
0.017103193672298	0.00665208027484251
0.0169409833512803	0.00668188709879311
0.0169590520887441	0.0067150261781259
0.0171983397893766	0.00673424533325317
0.0171099155648682	0.00676197319352549
0.0172834404067076	0.00675560097756781
0.01734274216204	0.00678390415417996
0.0172128163473088	0.00679004124734463
0.0171953017743074	0.00678565546767719
0.017205183361746	0.00677295521967056
0.0171485861524588	0.00680636849027909
0.0168565346568555	0.00678864116582328
