ID	ATX1-TAG-rep2	ATX2-TAG-rep2	ATX3-TAG-rep2	ATX4-TAG-rep2	ATX5-TAG-rep2	ATXR3-TAG-rep2	ATXR7-TAG-rep2	WT-rep2	
AT1G69960	1.41851	4.02123	3.23541	3.39015	6.93982	3.23877	4.51685	2.63737	
AT1G69970	2.97887	2.29167	1.39245	2.38227	5.56206	3.99588	4.04366	2.63737	
AT1G69980	2.41146	3.32941	3.48113	4.71872	3.82711	3.65939	3.69952	2.53188	
AT1G69990	5.29577	2.98349	4.54595	3.25271	4.18431	2.56578	3.31236	2.05715	
AT1G70000	1.32394	1.81604	1.88391	2.84039	3.67402	1.72454	3.18331	2.05715	
AT1G70010	1.65493	1.72956	1.88391	3.52759	4.38842	2.73402	5.89342	3.58682	
AT1G70020	3.168	2.20519	2.94873	4.35222	8.1645	2.43959	2.36597	1.47693	
AT1G70030	2.74245	2.68082	2.82586	2.93202	4.49047	3.70145	3.91461	2.84836	
AT1G70040	5.43762	4.75629	5.56981	3.06946	6.22543	3.19671	3.05425	3.58682	
AT1G70060	2.45875	6.48586	3.23541	3.48177	3.82711	6.72991	9.89406	4.0088	
AT1G70070	3.30985	6.22642	2.90777	2.74877	3.82711	6.43547	7.7862	3.90331	
AT1G70080	3.54627	3.67532	3.80877	3.71084	5.40898	3.70145	3.44141	2.63737	
AT1G70090	3.40442	3.93475	4.87359	2.93202	7.75627	5.38392	2.96822	1.58242	
AT1G70100	4.25553	5.01573	4.70977	3.80246	7.34805	4.50062	6.5817	3.1121	
AT1G70110	4.9175	5.36164	4.62786	3.61921	7.65422	4.16413	5.97945	3.16484	
AT1G70120	1.74949	4.97249	4.79168	2.29064	3.98019	2.9864	3.87159	2.32089	
AT1G70130	1.65493	4.97249	4.75072	2.29064	4.23533	3.02846	3.91461	2.26814	
AT1G70140	2.93158	1.81604	4.46404	2.93202	6.22543	2.60784	2.06485	3.37583	
AT1G70150	4.25553	4.62658	5.16027	4.26059	5.10281	2.6499	3.05425	5.32749	
AT1G70160	0.945673	3.5456	3.07159	5.3601	5.81721	3.74351	5.54928	3.53408	
AT1G70170	2.78973	4.3239	2.53918	3.34434	6.78674	4.71093	2.36597	3.48133	
AT1G70180	1.60764	4.71305	4.0545	2.06158	6.12337	3.02846	5.29117	4.69452	
AT1G70190	1.56036	6.83177	2.82586	3.39015	5.20487	2.56578	6.06549	2.0044	
AT1G70200	3.64084	2.85378	3.84972	1.55764	5.2559	3.44908	5.46324	2.1099	
AT1G70210	2.12776	1.90252	2.66204	1.87833	4.08225	2.06103	2.40899	1.84616	
AT1G70220	2.78973	4.84277	3.604	4.53547	8.36861	2.6499	3.74254	1.84616	
AT1G70230	2.26961	3.15645	2.08868	3.75665	7.19496	3.15464	3.09727	2.58462	
AT1G70250	1.74949	4.36714	2.86682	3.2069	5.10281	2.56578	3.31236	2.69012	
AT1G70260	1.98591	2.72406	1.55627	3.06946	4.59253	2.94433	3.39839	3.16484	
AT1G70270	3.40442	3.06997	4.58691	2.93202	5.97029	3.02846	2.66709	3.74507	
AT1G70280	1.37123	4.79953	2.86682	3.11527	6.02132	2.35547	6.40963	2.37363	
AT1G70290	1.84406	2.63758	3.03063	2.29064	4.5415	4.92124	5.54928	2.63737	
AT1G70300	4.25553	3.11321	2.90777	2.1532	6.48057	2.35547	4.25875	4.21979	
AT1G70310	0.898389	3.45912	1.76104	3.34434	2.09215	2.86021	3.69952	2.37363	
AT1G70320	2.55332	6.3129	3.35827	6.04729	6.07235	3.82763	5.50626	2.74286	
AT1G70330	5.72132	7.56683	3.48113	1.96995	5.76618	3.8697	4.77496	4.27254	
AT1G70340	5.05935	7.00472	5.11931	3.39015	6.42954	5.72042	4.94703	4.58902	
AT1G70350	3.02615	5.3184	2.45727	2.42808	7.24599	3.02846	4.12969	3.63957	
AT1G70360	5.53218	3.63208	5.52886	4.35222	7.90936	6.14104	5.03307	2.05715	
AT1G70370	2.3169	2.59434	2.98968	3.43596	4.8987	2.69196	3.44141	2.53188	
AT1G70380	3.40442	1.7728	2.04773	3.5734	4.23533	3.36495	3.09727	3.37583	
AT1G70390	2.45875	2.42139	2.04773	1.7867	5.66412	1.89279	2.62408	3.90331	
AT1G70400	3.92454	5.18868	4.54595	4.58128	7.34805	4.4165	4.34478	2.32089	
AT1G70410	2.17505	2.33491	2.78491	3.75665	5.35795	3.65939	6.15152	3.69232	
AT1G70420	2.55332	2.46463	2.17059	2.1532	5.20487	2.90227	2.06485	2.16264	
AT1G70430	3.07344	3.15645	2.86682	4.71872	3.52094	2.9864	4.34478	3.21759	
AT1G70440	4.35009	3.45912	2.04773	3.29852	4.38842	3.19671	4.30177	3.0066	
AT1G70450	4.06639	4.41038	2.66204	2.24483	5.91926	3.70145	1.76372	2.16264	
AT1G70460	3.12072	2.59434	4.99645	3.16108	3.2658	3.32289	4.64591	2.74286	
AT1G70470	3.64084	2.72406	4.91454	2.88621	3.31683	3.49114	4.64591	2.53188	
AT1G70475	2.17505	2.72406	3.07159	2.06158	4.5415	3.11258	3.22632	2.05715	
AT1G70480	2.74245	5.96699	2.78491	4.16897	6.32749	2.77609	6.66774	3.58682	
AT1G70490	1.27666	5.92375	4.505	3.66503	5.61309	3.44908	9.07672	4.37803	
AT1G70500	1.51308	3.58884	1.51532	3.29852	4.84767	3.07052	2.75313	1.42418	
AT1G70505	3.30985	5.44812	3.97259	4.30641	3.67402	3.5332	4.30177	2.21539	
AT1G70510	2.8843	2.42139	1.39245	2.01576	6.07235	2.39753	1.80674	3.58682	
AT1G70518	2.41146	5.05897	3.89068	3.9399	7.4501	4.37444	5.89342	3.21759	
AT1G70520	2.93158	5.10221	4.17736	3.98572	8.5217	4.753	6.49567	3.27034	
AT1G70530	1.79678	1.85928	3.07159	4.07734	6.58263	2.81815	3.35538	3.74507	
AT1G70540	3.59356	5.23192	4.42309	4.44384	9.38917	2.69196	4.25875	2.47913	
AT1G70550	1.32394	2.16195	1.84295	1.87833	6.73571	2.39753	1.41958	2.53188	
AT1G70560	2.45875	1.64308	3.39923	2.51971	4.74561	3.65939	4.21573	3.53408	
AT1G70570	3.40442	3.7618	3.48113	2.93202	9.84843	2.81815	4.25875	2.74286	
AT1G70580	2.55332	4.97249	3.23541	1.96995	4.84767	1.93485	2.40899	2.79561	
AT1G70581	3.07344	2.07547	4.0545	3.66503	2.9086	1.2198	2.62408	2.53188	
AT1G70590	3.40442	4.92925	3.11254	3.29852	8.06244	3.8697	4.47384	1.31869	
AT1G70600	1.70221	4.71305	4.09545	2.97783	4.28636	3.70145	3.6565	1.79341	
AT1G70610	3.82997	8.0857	8.92809	4.9936	9.23609	4.87918	4.17271	2.79561	
AT1G70620	3.07344	3.37264	2.90777	2.01576	5.91926	3.57526	4.73194	1.74066	
AT1G70630	2.78973	2.42139	2.86682	4.26059	7.8073	2.90227	2.49502	1.31869	
AT1G70640	3.30985	4.58334	6.22509	4.9936	7.85833	4.16413	3.05425	2.42638	
AT1G70650	5.24848	4.23743	5.8565	3.48177	6.48057	3.49114	3.82857	3.0066	
AT1G70660	2.22233	3.80504	2.98968	3.43596	4.8987	4.54269	4.81798	4.06155	
AT1G70670	3.02615	2.5511	2.21154	2.93202	4.79664	2.9864	2.27994	2.21539	
AT1G70680	3.64084	2.85378	1.96582	2.1532	7.14394	1.80866	1.33355	1.68792	
AT1G70690	3.40442	2.68082	3.52209	3.75665	4.79664	3.99588	2.02183	2.32089	
AT1G70700	1.08752	3.93475	3.52209	2.33645	4.69459	4.03794	2.53804	3.05935	
AT1G70710	2.17505	3.37264	2.08868	2.65714	6.73571	2.77609	2.9252	2.42638	
AT1G70720	3.21529	2.81054	2.12963	1.51182	6.22543	3.02846	3.22632	2.95385	
AT1G70730	5.86317	3.11321	3.48113	2.79458	7.8073	2.94433	5.5923	4.37803	
AT1G70740	0.567404	2.72406	1.72009	2.56552	2.14318	2.43959	1.72071	1.68792	
AT1G70750	0.189135	3.28617	2.90777	3.5734	5.71515	3.99588	3.91461	3.74507	
AT1G70760	4.9175	5.27516	2.98968	3.48177	6.02132	4.62681	4.68892	3.21759	
AT1G70770	3.35714	3.50236	2.82586	3.11527	4.08225	5.04743	5.97945	3.37583	
AT1G70780	3.87726	2.68082	3.03063	4.03153	6.37851	3.61732	3.26934	3.21759	
AT1G70790	3.54627	3.50236	3.604	3.66503	2.50038	4.12207	4.08668	1.84616	
AT1G70800	2.26961	2.94025	5.406	3.71084	7.60319	2.14516	2.45201	3.21759	
AT1G70810	1.60764	3.5456	3.07159	4.48966	13.8286	3.36495	3.01124	2.79561	
AT1G70820	1.93863	4.02123	3.31732	5.3601	2.70449	3.32289	3.39839	2.47913	
AT1G70830	3.07344	3.11321	1.76104	2.10739	6.83777	3.28083	4.34478	3.79781	
AT1G70840	2.41146	3.06997	3.48113	4.44384	6.58263	2.43959	3.82857	4.0088	
AT1G70850	2.64788	3.28617	1.88391	1.51182	3.57197	2.1031	3.44141	4.06155	
AT1G70860	3.54627	2.46463	1.51532	3.11527	5.71515	4.20619	4.94703	2.26814	
AT1G70870	3.49899	4.15095	1.88391	5.22266	5.61309	2.94433	3.31236	2.16264	
AT1G70880	1.74949	2.81054	3.31732	1.74089	5.15384	2.3134	2.62408	3.69232	
AT1G70885	2.0332	3.19969	2.04773	2.1532	6.02132	1.97691	2.71011	2.95385	
AT1G70890	3.30985	2.85378	1.92486	3.5734	6.37851	3.70145	1.54864	2.47913	
AT1G70895	1.74949	3.32941	2.04773	3.43596	7.19496	3.15464	2.36597	2.32089	
AT1G70900	2.69517	5.14545	3.68591	3.9399	7.90936	3.28083	5.8504	4.58902	
AT1G70910	2.26961	3.45912	4.9555	3.98572	3.92916	2.81815	3.52745	3.63957	
AT1G70920	2.12776	2.85378	3.44018	2.84039	2.9086	2.14516	2.45201	2.21539	
AT1G70940	3.12072	1.7728	2.21154	2.33645	8.21553	2.77609	3.14029	2.32089	
AT1G70950	1.79678	2.68082	3.56304	3.34434	5.86823	2.56578	2.96822	3.21759	
AT1G70960	2.22233	1.989	2.703	3.66503	4.59253	3.15464	4.17271	2.90111	
AT1G70970	3.78269	3.67532	2.41632	3.43596	5.2559	3.49114	4.43082	4.1143	
AT1G70980	4.35009	4.02123	4.9555	3.06946	6.93982	2.73402	3.78555	2.79561	
AT1G70985	4.49194	3.93475	4.83263	3.34434	6.58263	2.73402	3.44141	3.42858	
AT1G70990	2.22233	1.81604	2.82586	2.51971	5.97029	2.3134	1.93579	1.95165	
AT1G71000	4.68108	3.45912	3.35827	2.51971	8.92992	2.94433	2.71011	2.1099	
AT1G71010	3.64084	3.97799	2.2525	1.69507	6.93982	2.52371	4.3878	2.69012	
AT1G71015	4.01911	2.85378	2.33441	1.55764	7.90936	2.48165	3.35538	3.21759	
AT1G71020	4.16096	2.89702	4.17736	2.29064	5.00076	4.62681	4.90401	3.37583	
AT1G71030	1.98591	2.16195	3.44018	2.70296	8.62375	10.4734	3.26934	3.42858	
AT1G71040	1.18209	3.97799	3.97259	4.67291	10.869	2.77609	3.31236	1.74066	
AT1G71050	2.83702	2.98349	2.00677	3.11527	5.97029	2.9864	2.53804	2.53188	
AT1G71060	2.97887	4.19419	4.83263	4.67291	11.1241	3.32289	4.30177	2.58462	
AT1G71070	4.9175	6.0967	8.80522	2.79458	2.70449	3.07052	4.77496	2.26814	
AT1G71080	2.22233	3.97799	4.91454	2.10739	9.4402	3.95382	2.32295	3.27034	
AT1G71090	5.15392	4.10771	2.98968	4.58128	6.63365	3.82763	3.78555	3.21759	
AT1G71100	2.36418	2.85378	6.26604	4.85616	9.38917	3.28083	2.27994	2.42638	
AT1G71110	3.49899	4.02123	2.00677	3.39015	7.55216	3.15464	4.77496	4.1143	
AT1G71120	3.35714	3.93475	2.00677	3.61921	7.55216	3.07052	4.47384	3.63957	
AT1G71130	4.06639	4.02123	2.74395	3.02365	7.39908	2.94433	2.1939	2.63737	
AT1G71140	2.97887	4.84277	5.03741	5.90985	6.42954	3.07052	3.44141	2.84836	
AT1G71150	2.97887	6.0967	1.72009	3.52759	3.82711	3.82763	3.52745	2.42638	
AT1G71160	2.64788	6.05347	1.47436	3.98572	3.67402	4.20619	3.35538	2.32089	
AT1G71170	1.60764	5.75079	8.6414	2.93202	9.13403	4.16413	3.01124	2.79561	
AT1G71180	4.20824	4.19419	3.72686	2.93202	8.06244	3.70145	3.26934	3.48133	
AT1G71190	4.53923	4.23743	5.36504	3.43596	5.61309	3.91176	3.95762	3.27034	
AT1G71200	3.59356	5.70755	3.56304	3.89409	4.79664	3.28083	4.73194	3.74507	
AT1G71210	4.39738	4.92925	2.66204	2.56552	8.72581	1.80866	3.6565	2.1099	
AT1G71220	3.78269	7.39388	3.64495	1.69507	7.39908	2.35547	3.52745	3.90331	
AT1G71230	6.14687	4.41038	3.89068	5.31429	5.86823	4.66887	3.82857	2.26814	
AT1G71235	2.26961	8.0857	6.42986	4.44384	9.03198	3.11258	3.09727	2.21539	
AT1G71240	5.34305	5.5346	3.1535	3.84828	6.02132	2.22928	4.47384	2.95385	
AT1G71250	3.07344	4.45362	3.93163	5.03941	2.80655	3.36495	6.36661	3.32309	
AT1G71260	2.93158	4.92925	4.25927	3.98572	2.44935	4.58475	6.02247	3.0066	
AT1G71270	2.74245	3.80504	3.64495	5.26847	8.92992	3.5332	4.04366	3.90331	
AT1G71280	2.26961	3.28617	3.44018	4.76453	10.0015	3.11258	3.44141	3.27034	
AT1G71290	3.54627	5.36164	2.703	3.2069	4.69459	2.86021	4.51685	3.69232	
AT1G71300	3.07344	6.44262	2.66204	3.34434	6.27646	4.62681	4.30177	3.16484	
AT1G71310	2.50603	4.23743	3.68591	2.88621	8.26655	3.65939	3.82857	2.05715	
AT1G71320	0.472836	2.03223	2.17059	1.09951	3.46991	2.6499	4.12969	3.1121	
AT1G71330	1.22937	2.33491	3.11254	2.19902	4.23533	1.97691	4.55987	1.63517	
AT1G71340	2.97887	5.18868	3.604	5.26847	6.68468	3.70145	4.51685	3.42858	
AT1G71350	1.84406	5.40488	6.96227	5.17685	5.97029	3.40701	2.96822	2.74286	
AT1G71360	3.26257	3.28617	2.04773	3.9399	6.5316	2.60784	3.57047	2.69012	
AT1G71370	5.29577	5.40488	3.48113	1.64926	4.23533	2.6499	3.35538	2.53188	
AT1G71380	4.44466	5.83727	4.58691	4.71872	10.4097	3.57526	3.44141	3.74507	
AT1G71390	1.41851	4.06447	2.58013	2.84039	5.56206	3.23877	3.82857	2.47913	
AT1G71400	2.12776	4.23743	5.61077	4.53547	6.12337	3.11258	4.25875	2.84836	
AT1G71410	3.02615	4.15095	4.46404	3.2069	4.84767	3.49114	4.00064	2.16264	
AT1G71420	3.35714	5.62107	11.8768	3.48177	3.52094	4.753	3.18331	2.63737	
AT1G71430	2.74245	6.91825	6.71654	3.29852	6.73571	5.25774	2.83917	3.27034	
AT1G71440	1.89135	6.78853	8.02709	3.9399	8.31758	5.67836	2.62408	2.84836	
AT1G71450	3.02615	3.93475	2.45727	2.01576	6.32749	3.49114	3.26934	2.63737	
AT1G71460	2.6006	3.80504	3.11254	1.83251	6.27646	3.07052	2.9252	3.21759	
AT1G71470	3.73541	2.46463	2.98968	2.33645	4.74561	1.7666	1.20449	3.16484	
AT1G71480	4.35009	7.35064	3.84972	2.70296	4.5415	5.51011	4.17271	4.37803	
AT1G71490	2.64788	8.51809	6.10222	3.02365	4.79664	4.24825	2.1939	3.16484	
AT1G71500	3.87726	3.45912	1.67914	1.7867	5.46001	3.44908	3.6565	2.37363	
AT1G71520	2.74245	4.23743	3.27636	2.29064	7.60319	2.9864	2.75313	2.69012	
AT1G71528	2.3169	5.14545	4.87359	3.39015	12.1447	3.44908	2.88218	3.0066	
AT1G71530	2.41146	5.88051	7.90422	4.35222	12.757	2.1031	1.84976	3.53408	
AT1G71680	2.6006	2.98349	2.78491	2.84039	4.69459	3.02846	3.31236	1.58242	
AT1G71690	1.56036	5.01573	2.00677	3.52759	6.32749	5.25774	3.61348	1.58242	
AT1G71691	1.56036	5.01573	2.62109	2.79458	5.2559	5.00537	3.61348	1.58242	
AT1G71692	1.79678	3.06997	3.11254	4.53547	6.58263	3.23877	2.23692	3.32309	
AT1G71695	5.29577	7.39388	7.33086	2.56552	8.57272	4.58475	5.33419	3.53408	
AT1G71696	4.72836	3.32941	2.90777	1.64926	3.21477	2.52371	2.32295	3.63957	
AT1G71697	1.98591	5.92375	3.35827	1.74089	5.00076	2.6499	3.35538	3.1121	
AT1G71710	1.98591	6.74529	4.30022	2.01576	6.27646	2.86021	2.75313	2.53188	
AT1G71720	2.74245	5.18868	3.35827	2.29064	6.78674	4.96331	5.37721	3.53408	
AT1G71730	3.02615	5.01573	3.52209	2.29064	7.60319	4.753	5.46324	3.42858	
AT1G71750	5.43762	6.05347	2.66204	6.23054	8.21553	3.23877	4.86099	1.68792	
AT1G71760	3.59356	5.70755	4.66882	3.29852	3.36786	3.32289	3.61348	5.06375	
AT1G71770	4.6338	5.23192	4.34118	3.2069	4.18431	2.94433	3.69952	4.64177	
AT1G71780	2.36418	4.58334	3.35827	2.38227	6.83777	2.77609	4.64591	2.32089	
AT1G71790	5.62675	5.01573	4.70977	2.19902	5.81721	2.73402	2.62408	3.1121	
AT1G71800	3.68812	4.62658	3.35827	3.66503	6.37851	2.14516	4.43082	1.95165	
AT1G71810	3.64084	4.97249	3.35827	4.26059	6.5316	2.3134	4.55987	2.16264	
AT1G71820	2.97887	3.5456	2.78491	2.47389	5.05178	3.11258	3.57047	3.58682	
AT1G71828	3.26257	4.97249	3.23541	3.9399	11.9916	2.3134	3.61348	4.06155	
AT1G71830	2.45875	3.28617	5.16027	3.2069	5.91926	1.80866	1.84976	2.79561	
AT1G71840	3.54627	4.45362	3.68591	4.48966	7.19496	3.02846	5.5923	3.32309	
AT1G71850	3.168	4.49686	2.98968	3.5734	5.46001	3.32289	5.50626	2.53188	
AT1G71860	5.43762	4.71305	12.0406	3.98572	10.7159	3.99588	3.82857	2.90111	
AT1G71865	3.97182	3.71856	3.39923	5.77242	11.0731	3.8697	4.90401	2.21539	
AT1G71866	4.87021	4.79953	3.56304	6.50542	10.92	3.49114	3.95762	1.68792	
AT1G71870	3.26257	2.50786	2.90777	2.1532	7.34805	2.18722	2.88218	2.53188	
AT1G71880	1.18209	1.21069	2.17059	2.42808	4.08225	0.841238	2.40899	2.42638	
AT1G71890	2.0332	3.58884	3.604	2.19902	6.27646	2.39753	2.79615	2.1099	
AT1G71900	3.64084	3.11321	3.1535	2.84039	8.5217	2.90227	6.3236	3.58682	
AT1G71910	1.41851	3.58884	2.00677	2.70296	10.4097	2.9864	3.26934	2.63737	
AT1G71920	5.4849	3.5456	2.12963	3.16108	9.95048	2.94433	5.03307	3.37583	
AT1G71930	1.89135	1.64308	1.84295	3.98572	6.63365	2.48165	2.53804	1.0022	
AT1G71940	3.30985	2.94025	3.84972	2.56552	6.68468	4.16413	3.52745	3.90331	
AT1G71950	3.49899	3.02673	4.09545	2.84039	5.81721	4.08001	3.52745	4.43078	
AT1G71960	2.36418	2.85378	2.90777	4.48966	7.24599	2.81815	2.79615	2.26814	
AT1G71970	2.6006	3.67532	3.64495	3.39015	3.41888	4.71093	3.48443	4.16704	
AT1G71980	3.68812	4.97249	7.94518	4.81035	10.971	4.50062	5.03307	3.85056	
AT1G71990	1.84406	2.63758	2.21154	2.38227	6.73571	2.01897	4.55987	2.42638	
AT1G72000	3.68812	4.84277	4.83263	3.16108	8.11347	4.24825	4.90401	3.53408	
AT1G72010	2.0332	5.05897	3.44018	3.84828	4.94973	5.46805	5.03307	1.95165	
AT1G72020	2.0332	5.14545	3.52209	3.80246	5.00076	5.17361	4.99005	2.0044	
AT1G72030	3.35714	5.14545	7.08513	3.11527	7.85833	4.58475	6.19454	3.48133	
AT1G72040	3.4517	4.75629	7.61754	3.06946	7.85833	4.24825	6.3236	3.37583	
AT1G72050	0.898389	2.42139	1.63818	1.74089	5.00076	1.34598	3.57047	2.90111	
AT1G72060	2.69517	4.3239	3.23541	2.61133	8.06244	6.01485	3.61348	2.79561	
AT1G72070	2.74245	4.3239	3.84972	3.75665	11.1241	7.73939	3.01124	2.84836	
AT1G72080	4.01911	2.50786	1.47436	2.19902	5.46001	1.68248	1.67769	4.53628	
AT1G72090	4.9175	8.12894	6.96227	4.6271	10.5628	3.70145	6.36661	3.27034	
AT1G72100	2.0332	5.18868	3.84972	2.24483	6.99085	3.95382	5.07608	1.63517	
AT1G72110	1.93863	5.27516	3.64495	2.24483	6.78674	3.82763	5.03307	1.68792	
AT1G72120	2.64788	4.79953	3.52209	3.98572	7.34805	2.90227	2.71011	1.79341	
AT1G72125	3.30985	3.24293	4.21832	2.70296	6.32749	2.06103	3.52745	3.0066	
AT1G72130	3.35714	2.20519	3.03063	2.88621	11.7875	3.28083	4.68892	5.90771	
AT1G72131	2.69517	3.5456	3.31732	4.81035	7.39908	3.78557	5.03307	2.21539	
AT1G72140	2.74245	2.20519	3.11254	3.2069	4.64356	2.60784	3.52745	2.58462	
AT1G72150	2.3169	2.50786	3.35827	2.47389	6.32749	9.08537	4.17271	3.90331	
AT1G72160	1.08752	2.85378	2.41632	1.7867	6.42954	3.65939	3.52745	4.48353	
AT1G72170	4.25553	6.01023	7.16704	6.32217	10.7669	3.82763	3.39839	2.32089	
AT1G72175	4.16096	5.70755	5.28313	3.34434	5.35795	3.74351	4.3878	2.32089	
AT1G72180	5.57947	6.0967	4.30022	6.09311	5.97029	5.6363	9.2488	4.69452	
AT1G72190	4.82293	6.18318	4.91454	4.81035	6.73571	5.84661	8.5175	4.43078	
AT1G72200	2.41146	6.74529	11.9997	3.39015	6.22543	2.77609	2.49502	3.21759	
AT1G72210	1.93863	2.89702	2.78491	3.5734	5.20487	2.35547	3.39839	3.0066	
AT1G72220	2.41146	3.37264	2.62109	4.53547	7.85833	3.32289	1.67769	2.0044	
AT1G72230	3.07344	3.24293	3.56304	2.38227	3.57197	4.03794	3.01124	4.37803	
AT1G72240	2.55332	3.50236	2.29345	2.33645	6.07235	3.11258	3.35538	3.69232	
AT1G72250	4.11368	3.89151	3.1535	3.5734	2.9086	2.73402	5.33419	3.53408	
AT1G72260	3.87726	3.67532	3.56304	3.39015	3.623	2.81815	5.16212	3.69232	
AT1G72270	1.18209	4.92925	3.03063	1.92414	3.46991	3.44908	3.35538	2.53188	
AT1G72275	4.35009	6.3129	3.97259	2.84039	7.29702	3.15464	3.26934	3.42858	
AT1G72280	4.11368	7.0912	2.98968	3.71084	8.82786	4.753	3.82857	5.011	
AT1G72290	2.36418	4.45362	2.62109	4.9936	5.40898	2.22928	3.14029	2.0044	
AT1G72300	3.12072	7.39388	4.42309	4.03153	12.2978	4.58475	4.68892	2.05715	
AT1G72310	4.68108	5.3184	2.00677	4.81035	7.8073	2.52371	4.99005	2.37363	
AT1G72320	5.62675	6.18318	2.74395	3.39015	5.40898	4.20619	5.80738	3.21759	
AT1G72330	2.3169	7.39388	10.6072	4.48966	6.12337	5.51011	2.75313	2.05715	
AT1G72340	4.39738	4.84277	3.11254	3.29852	10.818	3.95382	5.54928	2.1099	
AT1G72350	1.46579	3.15645	3.23541	3.29852	6.48057	2.94433	2.96822	3.37583	
AT1G72360	6.0523	3.80504	6.55272	2.38227	4.23533	4.87918	7.26998	3.1121	
AT1G72370	5.81589	3.93475	6.55272	2.42808	4.28636	4.83712	7.61412	3.1121	
AT1G72390	3.4517	5.5346	2.58013	5.22266	3.67402	3.40701	2.62408	2.32089	
AT1G72410	3.54627	5.57784	2.45727	4.9936	3.46991	3.74351	2.75313	3.0066	
AT1G72416	1.46579	1.51337	1.84295	3.43596	5.05178	2.69196	1.37656	2.42638	
AT1G72420	2.78973	2.29167	2.82586	3.9399	4.28636	3.02846	2.49502	2.1099	
AT1G72430	2.50603	2.42139	2.29345	2.74877	6.27646	7.0664	1.59165	3.21759	
AT1G72440	2.41146	2.89702	3.03063	3.75665	5.30692	2.86021	1.84976	2.37363	
AT1G72450	1.93863	3.37264	6.02031	3.02365	4.8987	3.32289	3.61348	3.53408	
AT1G72460	1.60764	2.07547	2.00677	2.70296	5.86823	2.35547	1.67769	2.95385	
AT1G72470	1.98591	4.3239	3.52209	0.870444	6.1744	3.5332	5.67833	3.63957	
AT1G72480	2.0332	4.19419	3.80877	0.64138	5.66412	3.40701	5.07608	3.42858	
AT1G72490	3.26257	2.20519	2.78491	2.84039	2.44935	2.06103	2.71011	1.74066	
AT1G72500	3.64084	2.03223	2.17059	3.61921	6.32749	2.01897	1.76372	3.1121	
AT1G72510	1.51308	1.7728	3.23541	3.25271	5.97029	2.27134	2.10787	2.05715	
AT1G72520	3.59356	2.11871	5.03741	3.75665	6.37851	2.39753	1.76372	2.90111	
AT1G72530	3.64084	5.49136	3.39923	5.31429	6.32749	3.40701	4.34478	2.47913	
AT1G72540	3.87726	4.28066	2.53918	4.71872	8.62375	3.36495	2.75313	3.05935	
AT1G72545	3.97182	4.19419	3.35827	6.4138	4.23533	3.78557	4.08668	2.53188	
AT1G72550	2.8843	1.85928	3.1535	2.65714	7.50113	3.49114	4.34478	3.05935	
AT1G72560	2.26961	4.5401	2.82586	2.06158	4.33739	3.23877	2.45201	1.84616	
AT1G72570	3.92454	2.03223	2.29345	2.51971	3.31683	3.40701	2.10787	2.1099	
AT1G72580	2.36418	2.50786	0.860045	2.79458	6.78674	2.3134	3.69952	2.47913	
AT1G72590	4.25553	3.11321	5.07836	3.48177	7.19496	2.69196	3.61348	4.58902	
AT1G72600	2.26961	4.88601	3.64495	5.22266	8.87889	21.4516	4.55987	3.74507	
AT1G72610	3.49899	4.10771	3.11254	4.6271	8.77684	48.7918	3.82857	3.48133	
AT1G72620	2.78973	3.19969	2.74395	2.79458	4.8987	2.3134	2.32295	1.05495	
AT1G72630	3.168	4.49686	1.88391	3.29852	5.91926	2.3134	2.96822	1.79341	
AT1G72640	5.2012	4.36714	2.45727	3.80246	8.77684	3.70145	5.80738	3.16484	
AT1G72645	4.30281	5.14545	7.61754	3.48177	4.5415	7.36083	3.61348	2.47913	
AT1G72650	1.89135	6.87501	3.84972	2.88621	9.083	2.77609	5.97945	3.16484	
AT1G72660	2.78973	4.88601	2.17059	4.16897	5.86823	3.65939	3.74254	2.05715	
AT1G72670	2.69517	4.75629	2.82586	4.6271	6.22543	2.77609	3.31236	3.27034	
AT1G72680	2.26961	3.19969	4.54595	2.51971	9.49123	2.43959	3.95762	2.69012	
AT1G72690	3.59356	4.06447	4.58691	4.07734	10.5118	2.73402	2.9252	1.79341	
AT1G72700	1.13481	3.97799	2.29345	3.61921	4.08225	2.01897	4.25875	1.89891	
AT1G72710	4.06639	5.27516	2.86682	4.26059	8.62375	5.38392	9.59294	1.52967	
AT1G72720	3.87726	5.3184	3.11254	4.35222	8.98095	5.6363	9.85104	1.68792	
AT1G72730	4.25553	3.37264	3.72686	2.38227	7.60319	2.48165	3.01124	3.42858	
AT1G72740	4.53923	3.11321	4.70977	4.12315	4.69459	2.81815	2.58106	1.84616	
AT1G72750	3.97182	4.36714	2.62109	4.12315	8.57272	5.59423	2.32295	3.05935	
AT1G72760	3.54627	5.75079	3.35827	3.98572	4.28636	3.07052	4.77496	2.05715	
AT1G72770	2.45875	3.5456	4.09545	3.5734	4.23533	2.60784	5.76437	2.16264	
AT1G72790	3.26257	2.72406	1.47436	1.87833	3.06169	3.19671	2.83917	2.05715	
AT1G72800	2.08048	4.5401	4.91454	2.97783	3.57197	2.56578	3.44141	3.21759	
AT1G72810	5.86317	5.40488	5.03741	5.3601	2.60243	7.02434	5.50626	3.32309	
AT1G72820	5.39033	5.3184	5.69268	3.98572	1.93907	3.40701	3.09727	3.37583	
AT1G72830	5.10663	2.50786	3.27636	2.97783	1.47982	2.56578	4.34478	3.21759	
