ID	ATX1-TAG-rep2	ATX2-TAG-rep2	ATX3-TAG-rep2	ATX4-TAG-rep2	ATX5-TAG-rep2	ATXR3-TAG-rep2	ATXR7-TAG-rep2	WT-rep2	
AT2G05562	5.2012	6.22642	3.27636	7.42168	4.18431	6.72991	9.85104	6.38244
AT2G05564	3.87726	2.89702	3.39923	6.23054	1.42879	6.85609	7.91525	2.95385
AT2G05565	1.79678	1.64308	1.3515	1.60345	1.32673	1.85072	1.29053	2.58462
AT2G05567	9.12574	3.97799	4.17736	6.23054	6.5316	6.77197	8.08732	6.32969
AT2G05570	18.1569	11.4583	9.05095	12.8276	8.36861	16.4041	17.4221	14.9275
AT2G05575	1.08752	2.5511	1.76104	2.97783	2.55141	4.24825	2.27994	2.95385
AT2G05580	10.9225	10.0747	8.14995	11.0867	6.22543	12.1559	10.8835	7.80662
AT2G05585	4.72836	3.89151	1.51532	3.66503	3.36786	5.51011	4.77496	3.58682
AT2G05590	14.2324	21.4466	19.0439	14.7517	13.5225	13.2495	13.5506	13.2396
AT2G05600	7.47081	9.16668	4.21832	6.13892	3.72505	7.27671	8.34542	4.48353
AT2G05605	2.55332	1.16745	1.55627	2.01576	3.2658	2.77609	2.9252	1.47693
AT2G05610	19.4336	15.6525	16.6685	21.9902	10.7669	20.2738	23.6597	18.4088
AT2G05615	0.851105	1.989	0.532409	0.549754	0.0510281	2.22928	1.4626	0.421979
AT2G05620	7.89637	12.1934	11.5901	10.8576	11.0221	12.7868	7.44205	8.22859
AT2G05625	2.55332	3.02673	2.12963	6.50542	3.46991	4.62681	4.73194	3.79781
AT2G05630	11.3481	21.1439	24.8594	14.935	12.757	13.9646	12.303	10.022
AT2G05632	6.00502	9.46935	10.8939	8.88769	10.7669	5.72042	6.92584	5.1165
AT2G05635	9.92956	5.44812	5.8565	8.70444	13.0632	7.90764	8.86164	11.1824
AT2G05640	40.9476	26.2893	24.0403	38.0246	38.5262	34.9114	46.6742	37.8726
AT2G05642	15.178	10.8098	9.00999	15.0266	11.6854	17.3716	18.9278	14.6638
AT2G05645	4.58651	3.67532	3.31732	4.76453	4.64356	5.97279	7.44205	5.80221
AT2G05647	3.168	0.691825	0.573363	3.11527	3.36786	5.04743	4.55987	3.21759
AT2G05655	6.0523	8.12894	9.62431	9.48325	14.6961	10.3893	10.4533	9.54728
AT2G05660	42.839	33.467	25.3508	37.7956	28.0144	44.5015	51.7933	48.4749
AT2G05665	4.11368	3.89151	5.56981	3.9399	6.07235	4.20619	2.15088	4.80001
AT2G05670	10.9225	5.18868	4.13641	6.91774	5.40898	10.221	10.1091	6.80441
AT2G05675	3.59356	3.15645	4.79168	2.88621	4.23533	3.11258	1.76372	4.06155
AT2G05680	17.2112	13.6635	13.7198	19.9744	16.8903	15.9835	22.7994	15.244
AT2G05685	2.26961	1.7728	2.53918	2.74877	3.21477	3.02846	4.00064	3.58682
AT2G05690	14.8471	13.0149	11.5901	18.8749	14.2879	19.685	22.3692	16.2989
AT2G05695	2.3169	2.7673	2.00677	4.90197	2.34729	4.16413	3.61348	2.90111
AT2G05700	15.3199	8.30189	10.7301	16.4926	11.4813	18.2549	17.3791	14.9275
AT2G05705	1.89135	1.90252	2.2525	2.61133	2.9086	3.8697	3.31236	1.95165
AT2G05710	38.1579	46.8279	35.1799	39.8572	27.4021	40.7159	42.0282	30.1188
AT2G05715	5.91045	3.63208	3.72686	4.48966	4.03122	4.71093	7.61412	3.05935
AT2G05720	5.4849	8.34513	6.67559	7.1468	6.5316	5.72042	8.90465	8.54508
AT2G05725	1.79678	1.989	1.26959	2.24483	2.70449	2.1031	2.10787	3.74507
AT2G05730	1.98591	1.29717	1.06482	1.7867	0.969534	2.06103	2.79615	1.89891
AT2G05740	2.08048	2.07547	0.941954	3.25271	0.969534	3.07052	4.34478	4.53628
AT2G05750	15.9346	10.2909	9.46049	15.2557	12.3488	17.9604	19.8311	17.1957
AT2G05752	11.6318	5.49136	9.41954	10.3537	7.24599	10.3472	13.4645	11.2352
AT2G05753	3.26257	6.22642	6.14318	3.66503	3.2658	4.87918	4.17271	3.1121
AT2G05755	18.1096	24.1706	34.1561	19.8828	12.1957	20.1056	19.1429	18.9363
AT2G05760	18.7716	26.8514	21.7059	19.8828	15.9718	25.2371	21.982	21.3627
AT2G05765	1.41851	1.38365	1.26959	0.778818	0.459253	1.80866	1.50562	1.37143
AT2G05770	10.5442	4.06447	5.44695	8.79606	6.37851	7.52908	8.38844	6.90991
AT2G05780	15.7454	12.2799	10.6482	15.164	12.5019	17.9184	23.0144	16.7737
AT2G05785	1.18209	1.03774	1.51532	2.29064	3.21477	2.43959	2.02183	2.1099
AT2G05786	1.65493	0.648586	2.98968	1.09951	1.47982	1.68248	0.946388	2.37363
AT2G05790	14.4215	14.5283	27.5624	21.8069	18.166	23.6388	12.5181	14.3473
AT2G05800	26.006	17.3389	12.6959	22.2192	16.8393	21.8301	23.6167	27.1122
AT2G05801	1.98591	2.07547	1.63818	4.9936	4.13328	4.753	3.57047	4.27254
AT2G05810	14.2324	15.2634	37.0229	23.3645	17.8088	20.8206	16.2607	21.0462
AT2G05812	2.97887	3.28617	4.66882	4.16897	4.43945	3.5332	4.77496	6.43518
AT2G05815	0.567404	0.951259	2.00677	1.74089	1.17365	0.925362	2.06485	1.58242
AT2G05820	5.62675	3.84827	4.13641	6.04729	3.46991	6.47753	6.23756	3.48133
AT2G05825	8.27463	5.5346	4.42309	6.87192	4.38842	7.0664	7.61412	6.85716
AT2G05830	13.5231	28.0189	19.0439	17.6379	13.6245	15.7312	22.4122	18.7781
AT2G05835	4.16096	3.02673	2.04773	4.07734	3.01066	3.70145	3.82857	3.0066
AT2G05840	13.996	20.9709	21.0916	19.0123	15.6656	12.913	17.4652	14.3473
AT2G05845	10.4024	10.2909	9.95195	14.4769	13.4204	16.6145	16.2177	14.0836
AT2G05850	8.6529	11.761	11.5901	14.5685	11.8385	14.932	15.5294	12.8704
AT2G05855	2.50603	1.38365	1.84295	1.64926	0.510281	2.60784	3.78555	2.37363
AT2G05860	8.13278	4.36714	5.56981	7.74237	5.35795	6.01485	6.28058	8.96706
AT2G05865	4.20824	1.90252	0.81909	3.75665	2.24524	4.50062	4.34478	3.05935
AT2G05870	4.72836	4.75629	2.33441	4.67291	3.87814	5.08949	4.86099	5.64397
AT2G05875	2.50603	3.41588	3.68591	3.84828	1.78598	3.74351	4.73194	2.69012
AT2G05880	8.51105	5.88051	5.8565	9.39163	5.86823	8.95919	8.47448	6.80441
AT2G05885	6.43057	2.7673	3.07159	4.58128	2.29627	3.99588	3.82857	5.22199
AT2G05890	12.8611	7.99922	6.14318	11.3616	9.23609	11.9456	14.2388	9.70552
AT2G05895	2.78973	9.20991	18.2657	4.85616	7.90936	3.65939	3.01124	5.32749
AT2G05900	8.22735	6.05347	6.307	6.96355	6.27646	8.2862	8.38844	5.27474
AT2G05905	2.50603	2.59434	2.17059	2.70296	2.29627	1.47217	3.31236	2.1099
AT2G05910	7.8018	7.43711	8.02709	7.05517	8.77684	9.54805	8.34542	8.54508
AT2G05914	8.41649	7.17768	6.02031	8.33793	7.8073	9.46393	11.7868	9.44178
AT2G05915	4.35009	3.89151	3.1535	4.12315	3.16374	4.08001	6.23756	4.48353
AT2G05920	19.67	25.9867	33.5418	24.2808	25.5651	32.598	23.7888	17.3539
AT2G05925	2.26961	1.94576	2.66204	3.89409	3.82711	2.77609	2.36597	3.1121
AT2G05930	18.346	17.0362	14.7846	26.0675	16.9413	23.5547	25.6385	22.6286
AT2G05935	26.4788	16.2146	13.3102	24.0517	18.217	30.1163	36.651	25.2133
AT2G05940	14.0432	13.4041	23.0574	16.6301	12.3998	23.6809	11.6578	9.01981
AT2G05945	0.472836	2.07547	0.655272	2.56552	1.6329	1.72454	2.71011	2.05715
AT2G05950	6.47786	4.84277	2.82586	6.27636	3.36786	6.77197	7.57111	5.32749
AT2G05960	30.8762	24.3436	17.8152	30.832	26.1774	33.6916	46.1579	35.8155
AT2G05965	0.567404	2.46463	0.900999	2.97783	1.78598	1.47217	3.22632	2.16264
AT2G05970	5.7686	5.3184	7.04418	7.87981	4.8987	8.53857	10.7114	7.38464
AT2G05975	2.26961	2.68082	1.02386	2.47389	1.88804	2.60784	3.61348	3.63957
AT2G05980	27.0935	40.1258	29.5282	36.1921	29.5963	29.0227	30.7576	25.8462
AT2G05985	7.23439	7.26416	7.208	12.2778	7.50113	7.82351	10.6684	6.69892
AT2G05990	28.181	32.2131	20.7639	21.9443	14.441	23.3864	22.9284	18.3561
AT2G05995	6.80884	8.99372	6.307	6.91774	7.34805	7.73939	8.94767	5.96046
AT2G06000	12.5774	22.6573	18.2248	15.5764	13.7776	16.6986	14.4969	14.9275
AT2G06002	6.33601	2.42139	2.78491	2.42808	3.2658	5.42599	6.28058	4.80001
AT2G06005	19.9064	29.7917	25.9652	22.4941	17.2475	23.0499	25.0363	22.7869
AT2G06010	10.9225	14.7878	19.6172	13.469	14.3899	12.8289	15.2713	14.0308
AT2G06020	14.9889	15.2634	11.3854	13.5148	13.0122	14.1749	17.5942	17.1957
AT2G06025	19.1026	29.2296	32.6817	23.9601	23.8812	22.5031	22.9714	23.6308
AT2G06035	3.64084	3.50236	1.84295	2.88621	2.50038	3.74351	4.77496	4.16704
AT2G06040	24.1619	36.4937	23.5488	26.7547	21.1256	23.3864	26.886	16.8792
AT2G06045	3.40442	3.32941	4.17736	3.9399	2.55141	5.59423	3.78555	4.16704
AT2G06050	16.4547	20.2791	26.4566	20.4325	15.0023	23.1761	15.4003	19.411
AT2G06060	12.01	10.0747	7.45372	12.0946	6.37851	11.8194	12.303	6.90991
AT2G06065	3.21529	2.81054	0.860045	2.1532	2.24524	2.73402	3.18331	2.63737
AT2G06070	17.164	17.4253	12.1225	22.0818	16.8903	25.3633	29.9833	16.1407
AT2G06075	1.89135	1.55661	1.47436	2.47389	1.17365	1.55629	2.36597	2.21539
AT2G06080	7.8018	9.29639	6.3889	8.2005	11.1241	11.1464	14.1098	10.0748
AT2G06085	2.64788	1.38365	1.3515	1.74089	3.21477	1.68248	3.18331	1.84616
AT2G06090	1.98591	1.25393	2.29345	4.30641	3.46991	4.33238	2.49502	3.63957
AT2G06095	4.11368	5.36164	5.406	8.97931	8.06244	7.73939	7.65714	6.38244
AT2G06100	12.8611	12.9285	8.96904	17.0882	12.8081	21.4516	21.6379	18.8836
AT2G06105	17.1167	19.6738	13.515	22.036	13.7266	29.5695	30.9727	23.4726
AT2G06110	19.0553	16.1282	14.1293	20.57	14.2368	25.153	29.6392	24.2111
AT2G06115	2.6006	2.50786	1.88391	3.61921	0.867478	2.81815	3.14029	3.90331
AT2G06120	13.996	10.7233	7.33086	19.1039	7.96039	14.5114	15.1852	11.0242
AT2G06125	2.41146	2.07547	3.23541	2.61133	1.73496	4.92124	4.25875	3.1121
AT2G06130	13.0503	9.59907	9.37858	12.4611	10.3077	13.2916	18.9708	12.0792
AT2G06135	2.26961	2.11871	1.47436	3.43596	0.765422	2.48165	2.96822	3.27034
AT2G06140	15.3672	9.59907	10.6482	14.0187	11.1752	16.5303	17.3791	15.244
AT2G06145	2.78973	2.63758	2.08868	1.96995	1.78598	2.39753	3.31236	1.58242
AT2G06150	23.5945	17.1227	14.3341	19.6995	12.2978	26.4149	27.0581	19.7275
AT2G06160	24.1619	14.9175	11.1806	16.4468	13.7266	20.6524	27.8754	21.1517
AT2G06165	4.25553	3.06997	3.48113	6.18473	7.34805	5.88867	9.42087	5.53848
AT2G06166	3.21529	2.24843	3.39923	4.85616	4.43945	5.17361	4.51685	5.80221
AT2G06170	20.3792	12.1934	15.1532	20.066	14.0327	27.4244	22.1111	22.4176
AT2G06175	4.82293	0.994498	2.58013	5.13104	0.867478	2.81815	2.58106	3.85056
AT2G06180	26.8571	15.739	15.9313	25.5636	17.0434	28.4339	33.6398	31.332
AT2G06185	1.74949	1.42689	1.802	1.60345	3.2658	2.52371	2.40899	1.89891
AT2G06190	5.39033	4.97249	4.38213	4.9936	4.94973	9.29568	7.57111	6.43518
AT2G06200	10.2133	12.3664	5.406	8.79606	6.99085	7.82351	9.89406	8.22859
AT2G06205	3.07344	2.33491	1.59723	2.33645	3.11271	3.74351	3.31236	2.90111
AT2G06210	59.7192	79.1274	46.9748	47.6453	38.7814	51.4838	49.7714	38.7166
AT2G06215	3.49899	4.02123	2.41632	3.98572	2.80655	2.60784	2.75313	1.89891
AT2G06220	13.996	11.3719	11.5082	16.7217	11.5834	21.1571	18.7987	16.088
AT2G06225	6.38329	3.80504	5.52886	4.6271	4.74561	3.57526	3.44141	4.27254
AT2G06230	2.36418	2.24843	3.23541	3.06946	2.14318	2.52371	3.39839	5.69672
AT2G06235	2.74245	2.03223	2.53918	4.81035	4.03122	4.62681	4.43082	2.26814
AT2G06240	23.0271	12.9717	16.7914	17.3631	15.9208	18.3811	23.6597	16.3517
AT2G06245	7.42353	4.10771	3.93163	7.42168	4.59253	8.03382	8.17335	6.90991
AT2G06250	14.4215	8.95048	7.45372	11.3616	9.38917	12.9971	14.7981	11.6572
AT2G06255	8.79475	9.03696	8.68236	13.9271	13.1142	10.179	10.4963	10.3385
AT2G06260	11.0171	10.6368	10.1567	15.6222	6.37851	15.3526	19.573	13.0814
AT2G06265	5.29577	1.989	2.08868	4.94778	4.08225	5.21568	4.86099	4.64177
AT2G06270	10.3551	8.43161	10.6072	14.2478	8.77684	12.9971	13.6796	10.8132
AT2G06275	2.50603	0.994498	1.3515	1.19113	0.714394	2.18722	2.10787	2.32089
AT2G06280	5.29577	4.36714	3.23541	5.58916	5.56206	6.68784	8.38844	5.69672
AT2G06285	5.62675	3.7618	3.03063	5.17685	7.24599	6.09898	6.92584	5.32749
AT2G06290	61.7524	40.6879	37.6372	54.7005	44.3945	61.9572	77.1307	59.3408
AT2G06296	4.58651	1.68632	3.31732	6.00148	3.57197	5.76248	6.28058	6.06595
AT2G06303	7.04526	3.32941	2.86682	5.08522	6.02132	7.48702	6.75377	9.91651
AT2G06305	1.22937	1.64308	1.47436	3.06946	4.84767	2.18722	3.14029	2.32089
AT2G06310	30.1197	23.9977	17.6104	36.6961	22.3503	39.9168	44.7814	34.7078
AT2G06315	1.89135	1.81604	1.84295	4.30641	1.17365	2.48165	2.06485	1.1077
AT2G06330	13.003	10.9827	9.78813	17.2256	11.2772	14.6375	21.2077	13.0814
AT2G06335	8.41649	3.32941	5.44695	5.03941	5.20487	9.04331	8.94767	7.70112
AT2G06340	12.341	8.47485	9.46049	14.935	9.64431	14.5955	16.3897	12.3429
AT2G06345	1.60764	2.42139	2.62109	2.56552	2.75552	3.49114	2.83917	2.63737
AT2G06350	34.8953	22.787	21.5011	38.9409	28.1675	35.9209	38.5008	34.1276
AT2G06355	4.30281	2.33491	0.696227	3.66503	1.73496	3.49114	2.32295	1.58242
AT2G06365	1.32394	2.20519	6.02031	4.12315	4.84767	3.65939	2.23692	1.47693
AT2G06370	2.17505	2.46463	1.55627	2.19902	1.07159	4.29031	4.86099	3.53408
AT2G06375	5.39033	1.47013	0.81909	2.70296	1.73496	2.35547	1.50562	3.27034
AT2G06380	3.12072	2.7673	2.04773	2.51971	2.60243	3.65939	3.95762	2.74286
AT2G06385	1.04024	2.98349	2.41632	3.25271	1.6329	1.55629	2.88218	2.84836
AT2G06390	2.26961	0.994498	1.39245	1.83251	1.93907	3.44908	3.18331	2.05715
AT2G06395	2.08048	2.81054	3.39923	4.76453	2.14318	3.78557	4.21573	2.90111
AT2G06400	24.6348	19.0252	16.8323	23.9601	20.4623	26.1204	30.3274	25.3715
AT2G06405	3.54627	1.55661	2.74395	1.87833	1.83701	3.11258	3.44141	3.74507
AT2G06410	22.0342	15.2634	15.6037	20.9823	19.952	23.8912	23.4876	18.5671
AT2G06415	2.55332	1.34041	1.802	2.74877	3.82711	3.19671	1.63467	2.37363
AT2G06420	12.1046	7.3074	9.29668	10.7202	4.79664	12.24	15.9165	15.7187
AT2G06425	6.85613	4.19419	2.49823	3.84828	3.06169	6.5196	6.88282	3.95606
AT2G06430	23.0271	16.5173	12.6549	27.5793	15.4105	27.6767	30.2414	26.5319
AT2G06435	5.24848	5.27516	4.9555	7.60493	5.20487	4.96331	7.09791	4.32529
AT2G06440	20.8521	15.2634	17.6924	22.1276	15.9718	28.2235	25.7246	19.5165
AT2G06445	1.89135	2.16195	1.96582	2.19902	1.17365	3.28083	2.45201	1.42418
AT2G06450	11.5372	8.21542	8.35472	8.33793	9.13403	12.1138	14.9701	13.2396
AT2G06455	1.65493	0.994498	0.737181	1.7867	1.12262	1.4301	3.26934	2.53188
AT2G06460	10.7807	5.92375	8.31377	11.9113	10.971	16.4462	15.9595	11.0242
AT2G06465	15.4145	13.8365	21.3783	9.80394	13.6245	11.3567	11.7868	8.17585
AT2G06470	40.1438	24.5165	25.3099	44.6675	29.9535	44.838	56.6112	42.0924
AT2G06475	3.78269	5.01573	5.20122	5.95567	8.82786	5.08949	3.48443	4.37803
AT2G06480	4.01911	2.68082	2.66204	4.9936	3.36786	6.1831	5.16212	5.64397
AT2G06485	3.12072	4.23743	4.83263	5.22266	8.01141	4.87918	3.01124	4.53628
AT2G06490	13.2394	9.77202	11.1806	12.4611	10.6138	17.0771	18.8417	13.1869
AT2G06495	3.02615	3.11321	1.10577	3.39015	4.49047	2.69196	2.88218	1.74066
AT2G06500	11.6791	10.5936	11.3444	19.0123	10.6649	16.5303	18.9708	13.6616
AT2G06505	1.79678	1.7728	1.67914	2.29064	2.60243	4.16413	3.18331	2.26814
AT2G06510	21.3249	29.0566	30.1016	18.7833	18.2681	39.0755	22.5843	18.1979
AT2G06515	1.37123	0.648586	1.72009	0.962069	2.95963	2.35547	3.6565	2.1099
AT2G06520	3.78269	5.75079	7.49468	6.27636	5.97029	106.627	4.81798	6.06595
AT2G06525	3.78269	2.5511	2.29345	3.89409	3.41888	2.73402	2.15088	2.21539
AT2G06530	11.2535	18.4631	17.6104	11.1325	16.8903	28.3497	11.0125	12.2374
AT2G06535	5.62675	1.16745	2.62109	4.03153	3.77608	2.52371	4.21573	2.63737
AT2G06540	37.0231	25.2948	20.4773	36.6044	23.1157	42.4825	46.5451	32.3342
AT2G06541	15.3199	9.94498	6.67559	14.7517	12.655	13.1654	15.2282	8.75607
AT2G06550	6.90341	4.66982	4.58691	6.27636	2.70449	7.27671	8.47448	4.85276
AT2G06555	6.09959	4.06447	3.72686	6.09311	4.38842	6.1831	5.89342	8.0176
AT2G06560	42.7917	47.9089	36.2857	33.0769	31.4333	35.1217	39.2321	31.5957
AT2G06562	9.07846	8.43161	7.82231	12.965	9.18506	15.2264	12.7332	10.866
AT2G06565	4.25553	2.98349	2.08868	3.52759	1.6329	4.37444	3.78555	3.32309
AT2G06570	18.8189	14.0527	12.6959	16.7675	11.7875	17.3295	24.477	15.2967
AT2G06575	2.93158	1.989	1.802	1.96995	0.867478	1.85072	2.02183	1.68792
AT2G06580	25.7223	16.2146	14.7846	18.1877	12.655	21.6619	27.2732	16.5099
AT2G06585	2.97887	2.46463	3.11254	2.61133	1.9901	2.86021	3.18331	2.1099
AT2G06590	14.9416	7.52359	10.2796	14.7517	9.69534	14.8899	16.0456	14.7165
AT2G06595	1.56036	2.94025	3.68591	3.16108	1.2757	2.94433	3.69952	3.21759
AT2G06600	21.3249	13.6635	13.6788	21.1197	10.3587	22.0825	26.1117	19.3055
AT2G06605	1.08752	2.50786	5.73363	3.84828	2.04112	2.69196	2.15088	1.26594
AT2G06610	3.82997	3.58884	4.01354	8.65862	5.20487	6.85609	5.97945	5.011
AT2G06615	2.08048	1.90252	1.59723	1.51182	2.04112	2.39753	1.72071	1.52967
AT2G06620	5.2012	3.45912	2.62109	5.13104	2.50038	4.58475	5.50626	4.95826
AT2G06625	0.567404	1.72956	2.21154	2.56552	3.06169	1.34598	0.817335	1.68792
AT2G06630	7.28168	4.66982	4.46404	6.13892	6.32749	6.30929	10.1522	4.53628
AT2G06635	1.22937	1.25393	3.64495	2.33645	1.58187	0.757114	1.50562	1.16044
AT2G06640	5.05935	3.24293	2.98968	6.7803	1.68393	6.22516	9.07672	5.06375
AT2G06645	10.166	9.42611	4.87359	12.0488	5.2559	11.7353	17.3361	12.9231
AT2G06650	23.0271	14.831	11.0987	18.8749	14.7982	18.8017	26.5419	23.2616
AT2G06655	2.97887	3.41588	2.62109	2.29064	2.85757	3.28083	3.69952	3.16484
AT2G06660	5.39033	5.88051	5.81554	3.9399	7.4501	6.68784	6.40963	4.53628
AT2G06665	0.992956	1.21069	0.409545	1.83251	1.6329	1.51423	2.66709	1.79341
AT2G06667	1.18209	1.47013	1.802	1.51182	1.02056	1.68248	3.31236	3.42858
AT2G06670	13.5231	11.8043	8.68236	12.4153	7.90936	15.3105	15.6584	13.9781
AT2G06675	3.64084	1.7728	1.92486	3.29852	2.85757	3.99588	4.34478	2.0044
AT2G06680	11.7736	15.0039	11.5492	17.1798	11.0731	17.2033	19.8311	20.466
AT2G06685	1.79678	1.72956	2.62109	2.1532	2.70449	2.14516	1.84976	2.58462
AT2G06690	5.4849	3.67532	4.21832	8.70444	2.60243	8.16001	7.39904	6.1187
AT2G06695	0.898389	0.864781	1.39245	2.79458	1.88804	1.64041	2.32295	1.0022
AT2G06700	5.81589	3.37264	3.19445	6.13892	6.93982	5.08949	7.313	4.16704
AT2G06705	2.6006	3.7618	2.74395	3.75665	1.53084	1.7666	3.09727	2.69012
AT2G06710	13.665	8.69105	8.31377	13.6064	8.67478	16.8668	16.8199	11.3407
AT2G06715	13.5231	12.0205	8.60045	13.8813	16.38	20.1897	21.3368	17.0902
AT2G06720	19.67	12.7123	13.8426	14.8434	12.2978	20.6103	24.7352	14.0836
AT2G06725	3.26257	1.72956	2.21154	1.51182	2.70449	3.57526	2.1939	0.580221
AT2G06740	21.7505	14.6148	11.713	17.0424	17.7068	23.0499	23.6167	19.2528
AT2G06745	2.69517	1.08098	2.04773	1.46601	2.60243	3.11258	1.84976	0.580221
AT2G06750	14.7525	6.57233	8.31377	13.469	9.23609	13.1654	17.164	12.0792
AT2G06755	2.08048	2.46463	3.31732	2.65714	2.85757	2.9864	2.49502	2.69012
AT2G06760	23.6891	17.4686	19.4534	22.2192	18.5742	27.9712	29.4241	22.8924
AT2G06765	2.93158	2.72406	2.29345	3.66503	2.60243	3.99588	2.96822	2.84836
AT2G06770	6.14687	5.5346	4.62786	6.68867	5.00076	12.24	10.3242	8.28134
AT2G06775	2.78973	2.20519	1.22864	3.16108	2.85757	3.36495	5.16212	5.1165
AT2G06780	20.9939	15.8687	10.0748	17.134	7.4501	21.1992	22.1541	14.0836
AT2G06785	1.65493	3.15645	3.44018	4.39803	2.9086	4.83712	2.49502	4.32529
AT2G06790	16.7384	9.64231	11.1396	17.5463	20.1051	22.5031	19.7451	17.6176
AT2G06795	3.35714	3.37264	2.94873	5.13104	1.6329	3.32289	5.16212	2.21539
AT2G06800	20.7102	13.1879	10.9349	19.2414	11.8896	24.2277	29.338	15.9825
AT2G06805	2.22233	1.81604	1.96582	1.4202	3.16374	1.89279	2.10787	2.16264
AT2G06810	16.8803	12.9717	10.1158	12.3695	16.8903	17.4136	18.1104	13.9781
AT2G06815	4.01911	2.16195	1.06482	3.61921	1.42879	2.3134	3.22632	2.32089
AT2G06820	3.64084	5.3184	4.79168	6.27636	3.77608	5.84661	8.94767	5.32749
AT2G06822	4.68108	2.11871	2.74395	0.916256	2.34729	4.33238	3.61348	2.95385
AT2G06830	23.2163	17.3821	15.5627	24.0517	22.3503	28.9386	33.5108	30.0133
AT2G06835	3.59356	3.5456	4.70977	4.21478	4.49047	6.5196	3.14029	3.58682
AT2G06840	35.4154	22.3978	17.979	33.9015	27.6062	40.1271	42.2003	30.699
AT2G06845	18.4879	13.1447	10.771	16.0803	10.2056	19.6429	22.7994	18.8308
AT2G06850	10.5915	11.5016	11.5492	12.6902	12.1957	81.8525	17.5512	16.6682
AT2G06855	1.37123	1.25393	2.00677	1.14532	1.73496	2.48165	1.63467	1.0022
AT2G06860	37.9688	26.9379	24.1222	37.2	28.8309	44.7959	52.5246	36.5539
AT2G06865	1.65493	1.59984	2.29345	2.61133	1.47982	2.94433	1.07544	1.95165
AT2G06870	23.3581	15.6958	15.7265	22.6773	19.5438	28.2235	30.4995	24.2111
AT2G06875	10.2133	6.13994	4.25927	7.78818	7.8073	7.73939	11.0555	7.70112
AT2G06880	19.4336	12.842	13.5559	17.0424	16.6352	20.358	25.1653	22.5231
AT2G06885	17.0221	9.81526	13.7607	18.8749	14.492	20.358	23.4876	17.9869
AT2G06890	31.7273	19.8467	16.7094	27.9916	18.5742	29.3172	32.3923	26.5319
AT2G06895	3.4517	5.66431	5.36504	6.7803	3.67402	5.04743	3.87159	2.74286
AT2G06900	14.5634	9.98822	7.33086	18.8749	12.9101	14.8479	19.444	12.3956
AT2G06902	5.86317	6.70205	4.99645	9.48325	4.33739	7.23465	8.47448	11.0242
AT2G06904	8.74747	4.28066	3.52209	5.26847	5.05178	6.14104	10.2812	3.69232
AT2G06905	1.04024	4.66982	3.52209	5.17685	1.9901	3.82763	2.53804	1.79341
AT2G06906	5.95774	3.15645	3.03063	4.12315	4.59253	5.84661	6.10851	3.37583
AT2G06908	11.8682	4.84277	5.73363	9.3	8.47067	9.84249	12.26	8.80882
AT2G06910	16.4074	11.1989	12.4502	18.6458	16.1249	22.2928	19.7021	12.0792
AT2G06912	4.35009	3.97799	5.8565	5.54335	3.52094	6.47753	6.79679	6.17145
AT2G06914	1.89135	3.50236	3.23541	3.06946	1.32673	4.50062	6.75377	4.32529
AT2G06917	6.43057	2.42139	3.39923	5.03941	3.2658	5.97279	5.42022	7.70112
AT2G06920	31.3018	21.7925	19.781	30.9695	19.8499	35.7526	39.017	26.2155
AT2G06922	6.95069	4.5401	6.02031	6.50542	6.02132	6.14104	10.3242	6.17145
AT2G06925	5.72132	7.65331	7.45372	6.96355	5.81721	14.0907	9.63595	8.86156
AT2G06930	25.0603	23.1329	15.4808	29.6867	20.1561	33.8178	33.0376	27.5869
AT2G06935	4.58651	4.62658	4.25927	5.03941	1.53084	4.79506	3.39839	1.84616
AT2G06940	5.29577	4.84277	4.87359	9.25419	6.02132	7.23465	7.95827	7.38464
AT2G06945	2.08048	2.85378	4.38213	2.38227	1.02056	1.64041	2.06485	1.16044
AT2G06950	36.1247	44.1471	28.6272	31.6567	26.1774	33.944	31.661	28.6946
AT2G06955	1.04024	1.21069	1.55627	3.25271	3.82711	1.26186	2.27994	1.16044
AT2G06960	5.72132	6.39938	7.00322	8.15468	8.98095	10.5155	13.2064	10.1275
AT2G06965	14.1378	12.669	8.72331	13.7438	9.28712	15.605	16.8199	13.5561
AT2G06967	18.4879	15.2634	12.6549	25.1512	11.7365	22.6714	28.2626	16.088
AT2G06973	2.22233	1.989	1.18768	3.89409	1.78598	1.68248	2.9252	4.0088
AT2G06975	1.93863	4.28066	2.74395	1.7867	1.17365	2.1031	2.23692	3.0066
AT2G06980	16.5493	15.2634	11.7949	18.1877	11.6854	24.5642	23.0144	15.4022
AT2G06983	1.18209	2.11871	2.2525	4.12315	7.85833	4.50062	2.83917	5.32749
AT2G06985	0.614687	1.64308	1.63818	2.01576	1.6329	2.39753	2.71011	0.421979
AT2G06990	45.5341	69.8743	45.7052	43.0641	37.4546	44.7539	55.4067	40.6155
AT2G06995	6.19416	7.17768	7.94518	3.66503	6.32749	6.94021	5.20514	5.90771
AT2G07000	3.40442	3.45912	3.97259	3.9399	4.18431	2.35547	4.25875	2.47913
AT2G07005	1.41851	3.06997	3.39923	2.29064	2.14318	1.17773	2.71011	2.1099
AT2G07010	29.174	29.0134	17.119	31.7025	22.3503	36.2153	37.7265	33.0726
