ID	ATX1-TAG-rep2	ATX2-TAG-rep2	ATX3-TAG-rep2	ATX4-TAG-rep2	ATX5-TAG-rep2	ATXR3-TAG-rep2	ATXR7-TAG-rep2	WT-rep2	
AT2G07678	18.1096	10.2909	13.2693	14.7059	22.9116	7.99176	12.217	22.6286	
AT2G07680	1.60764	2.03223	3.604	3.11527	1.42879	3.99588	2.62408	3.53408	
AT2G07681	19.8118	9.42611	16.5866	14.431	16.6862	11.2305	11.3136	18.7781	
AT2G07682	26.8098	12.4961	20.4363	20.1118	26.8918	15.9415	17.3791	37.7671	
AT2G07683	21.2303	9.68554	17.2828	15.7138	20.1561	12.198	16.8199	26.9012	
AT2G07685	21.7505	11.761	17.7743	16.4926	17.2475	12.1138	15.7014	28.9583	
AT2G07686	18.2515	9.90174	11.4263	14.2936	13.2163	9.42187	12.4321	17.8286	
AT2G07687	33.8551	14.0527	25.228	19.5163	23.524	12.7027	18.4976	35.2353	
AT2G07689	22.3179	11.5448	17.5695	15.8512	23.8812	12.8709	12.9913	30.3298	
AT2G07690	5.34305	4.3239	4.83263	3.48177	5.91926	3.02846	3.01124	1.95165	
AT2G07691	28.7957	13.9662	18.7981	20.6158	21.6869	13.7122	16.4758	31.1737	
AT2G07692	22.176	13.0582	20.3134	17.5463	27.5552	13.7122	14.3249	27.0594	
AT2G07693	21.8923	12.9717	20.1087	17.5005	27.5552	13.6281	14.3249	26.9539	
AT2G07694	21.7032	11.5016	18.3476	15.897	21.789	12.3662	14.3679	24.8968	
AT2G07695	24.0201	10.7665	17.6924	16.7217	24.0342	12.7868	15.2282	28.1144	
AT2G07696	21.1831	10.1179	15.4399	16.8591	22.1462	9.92661	15.4864	24.2638	
AT2G07697	34.6589	12.8852	22.2383	21.9443	25.1058	15.5208	14.7551	34.5495	
AT2G07698	30.5452	13.0149	22.525	20.3409	27.5042	12.3662	16.5188	36.3957	
AT2G07699	23.6891	9.68554	17.0371	18.8291	17.0944	11.9035	12.5612	23.4198	
AT2G07700	2.97887	1.989	3.93163	4.03153	2.24524	4.79506	6.23756	2.79561	
AT2G07702	23.5	11.3719	19.2486	14.5227	18.8804	10.2631	11.9589	26.9539	
AT2G07704	12.7193	7.3074	12.4092	8.65862	15.4615	6.98228	5.93644	17.4066	
AT2G07706	13.1448	5.83727	10.9758	11.5906	11.7365	7.90764	8.13034	15.5077	
AT2G07708	13.7123	5.36164	9.41954	8.24631	13.8796	6.5196	5.63531	13.9781	
AT2G07709	24.5875	7.3074	14.4569	11.3158	14.9512	10.5155	10.4103	24.8968	
AT2G07711	31.2072	13.8797	26.088	25.3345	21.9421	12.1559	17.035	33.6528	
AT2G07712	6.61971	4.41038	5.69268	6.09311	5.66412	4.83712	7.44205	7.70112	
AT2G07714	8.98389	5.44812	6.34795	8.47537	10.0525	5.6363	8.60353	11.3407	
AT2G07715	10.5442	6.39938	7.7404	8.79606	11.3793	6.81403	7.313	15.7715	
AT2G07716	17.7786	6.91825	14.7027	10.9951	19.1866	6.5196	6.83981	19.3583	
AT2G07717	15.3199	7.56683	14.416	10.9951	21.4318	7.48702	7.39904	24.5803	
AT2G07718	23.169	7.39388	14.1703	15.668	18.0129	8.45444	8.7756	21.7847	
AT2G07719	23.5472	9.94498	15.3579	13.4232	19.952	9.67424	9.85104	20.4132	
AT2G07720	2.78973	1.81604	1.51532	5.03941	1.47982	4.33238	5.20514	3.79781	
AT2G07721	26.4788	9.51259	16.7094	14.5685	22.7585	9.67424	9.20578	26.4264	
AT2G07723	16.0764	8.47485	14.8665	11.0867	16.6352	7.73939	9.76501	21.2572	
AT2G07724	17.1167	8.38837	14.416	13.5148	15.8697	9.63218	9.46388	18.8308	
AT2G07725	29.2686	10.8962	23.2212	19.6995	24.8507	10.3052	12.6902	35.921	
AT2G07727	14.0905	6.39938	12.0406	11.8655	14.543	8.16001	8.86164	19.411	
AT2G07728	17.8259	8.69105	14.1703	10.1704	12.706	9.50599	11.0125	20.1495	
AT2G07729	27.4245	11.761	23.7127	15.668	23.3709	10.221	15.4864	31.1737	
AT2G07730	3.4517	2.07547	2.37536	5.22266	4.64356	4.33238	3.91461	5.53848	
AT2G07731	10.4024	5.49136	7.53563	9.20838	8.41964	5.67836	7.74318	13.1869	
AT2G07732	15.6509	5.3184	11.713	12.2778	11.9406	6.98228	8.30241	13.2396	
AT2G07733	20.7102	8.73429	19.9858	13.2857	17.8598	8.74888	12.3461	23.3144	
AT2G07734	20.9939	8.56133	16.8323	13.9729	21.1256	8.66475	7.61412	19.833	
AT2G07737	20.9939	9.90174	18.5114	13.1025	17.8598	9.04331	10.2382	25.5825	
AT2G07739	15.9346	8.69105	16.1361	13.1025	19.0845	10.8099	9.72199	24.0001	
AT2G07740	6.28872	4.02123	3.64495	5.77242	4.08225	5.6363	6.92584	3.53408	
AT2G07741	22.2233	13.3176	14.416	17.4547	20.3092	11.2305	13.5936	23.5781	
AT2G07744	2.78973	1.7728	1.55627	3.66503	2.24524	4.4165	3.01124	4.37803	
AT2G07747	29.2213	12.4096	23.7536	14.5227	16.6352	10.6417	14.712	29.8023	
AT2G07749	11.3954	5.01573	7.49468	9.52907	11.3282	8.11795	9.76501	14.9275	
AT2G07750	3.68812	2.7673	1.18768	1.7867	4.5415	3.11258	3.31236	2.79561	
AT2G07760	5.29577	2.59434	1.802	3.84828	1.9901	4.37444	4.00064	2.90111	
AT2G07768	15.8873	11.1557	16.177	17.0424	22.1462	13.5019	15.0132	24.2111	
AT2G07770	0.945673	2.81054	0.941954	2.84039	3.2658	2.43959	3.52745	4.27254	
AT2G07772	22.9326	10.3774	16.4637	16.9507	19.6458	13.2074	15.5724	21.099	
AT2G07773	17.9205	11.1557	17.8562	15.2557	22.4013	12.4083	14.626	22.5231	
AT2G07774	21.1358	10.0315	19.4124	15.4389	22.6565	12.5765	14.8411	26.11	
AT2G07775	9.74043	6.3129	11.5901	9.80394	13.0632	10.0528	8.38844	16.9847	
AT2G07777	17.6368	8.34513	8.80522	12.5069	11.5324	8.24413	10.1952	15.4022	
AT2G07779	19.4336	9.03696	19.9858	16.7217	16.329	12.4083	13.1204	27.9034	
AT2G07780	0.614687	1.25393	2.04773	4.26059	2.60243	2.69196	3.22632	4.58902	
AT2G07783	10.8752	6.39938	9.05095	9.16256	9.95048	8.20207	8.99069	14.5055	
AT2G07784	18.8662	8.21542	11.2625	11.5906	13.5735	11.6091	12.0019	20.5187	
AT2G07785	25.4386	8.95048	15.4399	15.3931	16.329	11.2305	13.0343	23.3671	
AT2G07787	13.0976	7.95598	10.0748	11.5448	13.8796	6.35135	8.68957	17.6176	
AT2G07788	6.38329	2.5511	1.67914	3.89409	3.67402	4.4165	5.29117	3.85056	
AT2G07789	8.6529	8.34513	10.1977	11.6823	6.02132	14.6796	13.2925	10.9187	
AT2G07790	2.93158	3.19969	2.37536	2.10739	3.92916	5.38392	5.16212	2.63737	
AT2G07791	4.30281	2.59434	2.49823	2.19902	0.663365	3.02846	3.78555	2.53188	
AT2G07795	42.9335	18.4198	33.0503	30.7404	28.6778	14.932	22.2831	43.0946	
AT2G07798	34.8007	13.5771	22.8526	21.2113	22.8606	15.3105	15.1422	34.6023	
AT2G07800	1.65493	1.55661	2.62109	1.09951	4.08225	2.81815	3.05425	2.05715	
AT2G07806	33.9969	13.1014	28.3405	20.799	27.6062	14.0907	18.0674	39.877	
AT2G07811	43.2172	20.8845	35.098	34.0847	42.9146	26.8355	29.5961	54.3298	
AT2G07813	19.9064	11.934	16.9961	13.7438	18.3701	11.7353	12.8623	24.3166	
AT2G07815	15.178	6.48586	12.2454	12.1862	14.9002	6.47753	9.37785	17.5649	
AT2G07827	29.174	12.0205	23.0164	21.4862	26.4326	9.7163	12.8193	36.2375	
AT2G07835	24.6348	12.3231	15.2351	17.7754	19.901	10.7678	12.7762	26.1627	
AT2G07845	5.15392	8.25866	4.21832	3.61921	3.36786	3.8697	4.17271	2.32089	
AT2G07850	3.73541	4.62658	5.93841	6.50542	3.57197	4.87918	3.05425	5.32749	
AT2G07880	3.168	1.94576	3.44018	6.23054	0.459253	4.58475	5.80738	5.69672	
AT2G07885	0.851105	3.02673	1.92486	4.03153	3.21477	4.92124	4.68892	2.95385	
AT2G07945	1.84406	1.85928	4.0545	2.24483	0.81645	2.18722	1.93579	2.1099	
AT2G07975	1.04024	3.19969	3.52209	3.89409	4.79664	3.32289	3.01124	4.0088	
AT2G07981	299.494	200.672	175.941	307.083	250.14	332.415	343.023	301.557	
AT2G08000	5.95774	4.23743	4.34118	2.70296	4.03122	3.19671	3.01124	3.16484	
AT2G08005	3.30985	3.41588	2.66204	3.66503	3.16374	4.03794	3.52745	2.58462	
AT2G08020	5.7686	11.026	12.0406	3.89409	3.46991	3.61732	4.12969	2.90111	
AT2G08025	1.18209	6.13994	4.83263	4.21478	2.29627	4.20619	3.57047	1.58242	
AT2G08045	1.65493	2.72406	1.84295	3.61921	3.31683	3.99588	4.77496	3.48133	
AT2G08120	4.11368	9.77202	2.703	3.98572	1.42879	4.66887	5.07608	3.0066	
AT2G08130	3.35714	7.48035	4.17736	5.77242	2.44935	3.15464	4.00064	3.21759	
AT2G08145	3.49899	3.97799	7.82231	3.61921	2.50038	4.08001	3.09727	2.58462	
AT2G08150	4.01911	5.18868	4.09545	5.40591	5.66412	3.11258	3.22632	2.47913	
AT2G08175	3.35714	2.42139	3.23541	4.07734	5.35795	3.70145	4.60289	2.42638	
AT2G08220	3.26257	2.89702	2.2525	4.53547	1.9901	3.65939	4.68892	2.90111	
AT2G08270	1.98591	4.28066	2.703	4.67291	2.55141	3.5332	2.40899	2.32089	
AT2G08300	3.68812	2.94025	1.76104	2.74877	4.18431	5.13155	4.77496	2.37363	
AT2G08320	2.8843	2.98349	4.79168	2.74877	2.75552	3.61732	3.39839	2.32089	
AT2G08340	1.70221	4.45362	8.14995	5.17685	3.16374	4.20619	2.75313	3.63957	
AT2G08345	3.12072	4.36714	3.1535	2.06158	4.74561	3.78557	4.90401	3.42858	
AT2G08350	4.77565	4.88601	3.89068	5.17685	2.24524	4.20619	5.89342	2.53188	
AT2G08430	3.92454	4.15095	2.78491	2.74877	3.21477	3.65939	3.39839	2.90111	
AT2G08435	2.97887	4.84277	4.30022	2.1532	2.75552	4.29031	5.1191	2.69012	
AT2G08455	4.49194	5.01573	2.62109	4.9936	2.14318	4.54269	3.18331	2.58462	
AT2G08460	7.42353	3.80504	3.72686	3.84828	2.04112	3.40701	6.10851	4.90551	
AT2G08480	3.4517	5.57784	2.37536	4.81035	2.29627	4.37444	4.21573	3.69232	
AT2G08505	3.35714	3.50236	3.56304	3.61921	0.918506	5.08949	5.1191	3.95606	
AT2G08575	4.72836	6.91825	4.13641	4.12315	0.918506	4.92124	4.86099	3.05935	
AT2G08635	6.43057	7.39388	12.0406	6.00148	2.95963	5.67836	3.14029	5.06375	
AT2G08640	6.66699	5.05897	5.07836	3.75665	3.623	2.9864	4.51685	3.58682	
AT2G08650	3.92454	7.0912	8.96904	5.54335	5.61309	3.44908	3.48443	4.64177	
AT2G08655	3.168	4.45362	1.88391	4.16897	4.43945	5.08949	5.63531	4.64177	
AT2G08660	4.6338	5.75079	4.30022	2.1532	2.70449	4.58475	2.96822	4.74727	
AT2G08665	5.10663	4.02123	7.57659	5.95567	2.60243	78.1931	3.87159	5.69672	
AT2G08690	2.64788	6.70205	3.604	3.89409	1.73496	3.49114	4.12969	3.0066	
AT2G08730	5.7686	8.12894	4.91454	4.26059	4.03122	5.93073	6.40963	3.05935	
AT2G08775	4.44466	3.7618	4.54595	3.71084	5.35795	2.9864	3.52745	5.38023	
AT2G08780	3.30985	5.10221	7.98613	3.29852	5.56206	7.86558	3.22632	4.21979	
AT2G08820	1.51308	2.50786	0.614318	2.61133	2.50038	2.52371	2.62408	3.48133	
AT2G08865	6.61971	5.57784	3.11254	5.58916	2.34729	3.5332	4.81798	2.26814	
AT2G08950	1.51308	2.94025	5.81554	2.47389	4.74561	2.94433	2.40899	3.21759	
AT2G08955	2.93158	3.80504	2.00677	4.07734	2.85757	3.19671	2.83917	2.79561	
AT2G08986	494.303	329.136	326.326	501.33	393.019	560.853	602.806	516.239	
AT2G09040	3.97182	3.58884	2.53918	4.53547	3.11271	3.19671	3.48443	3.42858	
AT2G09060	2.17505	3.84827	4.505	6.00148	5.40898	2.81815	2.66709	3.32309	
AT2G09075	2.50603	3.32941	2.90777	4.48966	4.64356	3.65939	2.71011	5.011	
AT2G09090	6.43057	5.44812	4.21832	3.66503	1.58187	4.37444	6.66774	5.06375	
AT2G09165	6.14687	8.51809	10.1158	4.81035	5.00076	4.58475	3.14029	3.69232	
AT2G09185	2.64788	3.71856	2.74395	4.48966	2.24524	4.03794	4.17271	3.74507	
AT2G09187	3.02615	1.25393	2.58013	3.34434	1.47982	2.94433	3.61348	1.68792	
AT2G09190	4.53923	4.88601	2.66204	2.97783	3.01066	3.61732	3.39839	2.37363	
AT2G09200	8.6529	9.94498	2.94873	5.08522	3.31683	5.46805	9.42087	5.53848	
AT2G09205	1.08752	2.24843	4.13641	3.29852	2.19421	2.39753	2.40899	3.95606	
AT2G09210	3.168	4.49686	4.75072	5.77242	3.98019	3.23877	3.05425	3.69232	
AT2G09225	3.97182	5.01573	8.35472	4.9936	8.26655	8.53857	5.97945	3.32309	
AT2G09300	4.53923	7.56683	4.505	6.13892	3.41888	3.78557	4.73194	3.79781	
AT2G09335	5.53218	4.88601	11.5082	8.52118	3.77608	3.49114	4.08668	4.06155	
AT2G09350	3.26257	5.23192	8.55949	3.52759	4.8987	8.45444	3.44141	3.90331	
AT2G09360	3.87726	3.37264	2.74395	3.11527	1.78598	2.43959	3.14029	2.63737	
AT2G09380	2.8843	2.63758	4.75072	5.90985	4.23533	3.95382	4.08668	3.74507	
AT2G09388	6.90341	2.68082	2.21154	5.63498	1.83701	4.71093	5.1191	4.74727	
AT2G09430	2.83702	7.13444	5.81554	5.63498	4.94973	4.37444	3.82857	3.27034	
AT2G09440	3.82997	4.88601	1.39245	3.9399	1.07159	3.57526	3.6565	2.1099	
AT2G09450	1.18209	1.85928	4.30022	4.12315	3.06169	3.15464	4.60289	6.0132	
AT2G09525	4.06639	3.50236	2.62109	5.77242	7.55216	3.32289	4.34478	4.32529	
AT2G09555	3.12072	3.58884	3.27636	4.26059	0.81645	3.28083	3.48443	2.95385	
AT2G09575	1.79678	3.89151	4.34118	5.81823	3.16374	4.24825	3.57047	2.37363	
AT2G09589	1.70221	3.11321	2.86682	4.07734	3.77608	4.33238	3.82857	2.21539	
AT2G09600	5.91045	7.43711	7.7404	7.33005	4.94973	2.60784	3.69952	3.58682	
AT2G09615	4.25553	4.84277	2.58013	3.52759	3.36786	4.29031	3.01124	3.16484	
AT2G09620	4.68108	3.93475	4.30022	5.90985	4.13328	4.62681	3.74254	4.64177	
AT2G09640	3.82997	7.04796	4.17736	4.76453	0.969534	3.23877	4.94703	3.16484	
AT2G09660	6.80884	6.70205	4.34118	4.76453	4.03122	5.51011	4.64591	4.21979	
AT2G09665	4.6338	4.84277	6.34795	5.26847	2.24524	4.66887	4.60289	3.48133	
AT2G09760	2.55332	6.61557	2.00677	1.64926	4.03122	2.90227	6.23756	4.69452	
AT2G09790	1.70221	2.16195	2.37536	4.03153	1.93907	5.04743	4.3878	2.79561	
AT2G09795	4.25553	4.5401	6.71654	4.58128	3.77608	4.12207	2.79615	4.16704	
AT2G09800	3.4517	6.01023	6.14318	5.54335	4.03122	3.5332	4.51685	5.85496	
AT2G09805	4.30281	6.87501	8.96904	3.48177	2.55141	5.04743	3.09727	2.69012	
AT2G09820	4.58651	2.68082	2.41632	4.16897	1.37776	7.23465	5.80738	3.21759	
AT2G09830	3.78269	3.58884	3.72686	3.5734	4.43945	4.33238	5.67833	4.90551	
AT2G09840	3.168	2.37815	2.37536	3.75665	4.18431	4.66887	5.97945	4.1143	
AT2G09850	4.35009	3.37264	1.18768	2.97783	4.8987	4.4165	6.5817	3.53408	
AT2G09855	4.39738	7.26416	3.19445	4.48966	3.21477	2.69196	5.89342	5.69672	
AT2G09860	2.22233	2.81054	2.45727	3.02365	1.47982	3.36495	3.69952	4.06155	
AT2G09862	1.56036	1.34041	1.39245	3.9399	2.04112	2.27134	5.20514	2.74286	
AT2G09865	3.35714	2.29167	3.11254	3.34434	1.6329	3.02846	5.72135	4.16704	
AT2G09870	6.24144	3.24293	2.04773	3.16108	3.11271	3.11258	4.55987	2.26814	
AT2G09880	4.96478	3.5456	2.703	4.71872	2.19421	4.33238	6.40963	5.64397	
AT2G09885	3.07344	8.43161	5.89745	4.6271	3.16374	3.32289	5.63531	3.1121	
AT2G09890	1.41851	1.81604	1.96582	3.5734	1.88804	3.70145	3.87159	4.27254	
AT2G09900	0.945673	3.45912	2.2525	3.9399	1.88804	4.58475	4.81798	3.90331	
AT2G09910	1.93863	2.94025	1.14673	3.39015	2.34729	3.82763	5.63531	3.42858	
AT2G09920	5.57947	2.03223	3.84972	4.67291	0.612337	5.04743	4.30177	2.42638	
AT2G09930	6.43057	4.58334	3.35827	5.86404	2.60243	6.5196	7.0549	7.91211	
AT2G09945	4.6338	5.05897	4.66882	4.16897	2.85757	4.16413	5.54928	3.63957	
AT2G09950	4.53923	3.15645	3.48113	5.13104	4.69459	4.24825	6.53868	4.16704	
AT2G09953	5.81589	2.7673	2.37536	3.11527	1.07159	3.78557	5.89342	4.21979	
AT2G09955	7.56538	7.52359	4.0545	4.6271	2.39832	5.17361	5.50626	2.26814	
AT2G09956	3.54627	2.29167	2.62109	1.51182	0.81645	3.99588	3.78555	3.37583	
AT2G09960	1.93863	2.16195	0.860045	2.70296	6.5316	1.97691	1.93579	1.21319	
AT2G09970	4.16096	3.89151	5.24218	4.67291	1.53084	2.90227	4.00064	2.21539	
AT2G09975	5.53218	5.79403	8.06804	7.46749	5.15384	5.25774	5.72135	3.16484	
AT2G09990	2.26961	4.36714	8.88713	3.2069	3.16374	9.00125	3.09727	4.48353	
AT2G09994	1.98591	3.84827	4.505	4.67291	2.24524	3.5332	3.39839	2.95385	
AT2G10000	5.15392	1.55661	2.74395	5.49754	1.93907	3.28083	4.51685	3.32309	
AT2G10010	1.51308	2.89702	1.18768	4.16897	2.95963	3.57526	3.09727	4.0088	
AT2G10025	2.17505	1.47013	2.29345	4.26059	1.6329	2.48165	3.09727	4.43078	
AT2G10030	3.30985	3.45912	2.62109	2.70296	2.55141	4.12207	2.88218	2.16264	
AT2G10040	3.59356	2.07547	1.76104	2.38227	0.81645	4.08001	3.78555	2.90111	
AT2G10070	6.00502	1.08098	1.59723	2.47389	1.9901	5.13155	4.04366	5.16925	
AT2G10080	3.35714	3.15645	2.62109	3.48177	1.42879	4.29031	3.61348	2.69012	
AT2G10100	7.47081	2.29167	3.07159	4.16897	4.64356	5.55217	5.67833	4.53628	
AT2G10110	3.78269	3.06997	2.12963	3.25271	6.27646	4.54269	6.02247	5.32749	
AT2G10120	1.70221	3.71856	2.58013	3.98572	2.85757	3.40701	4.94703	4.37803	
AT2G10130	2.45875	2.42139	1.76104	3.80246	4.79664	2.94433	4.30177	2.32089	
AT2G10140	1.60764	2.72406	1.10577	2.38227	3.72505	4.33238	4.55987	3.1121	
AT2G10150	3.68812	2.37815	2.00677	4.26059	1.73496	4.71093	5.97945	4.16704	
AT2G10160	3.21529	1.64308	1.76104	3.98572	2.55141	3.23877	3.18331	3.05935	
AT2G10165	3.40442	1.94576	3.23541	4.81035	2.95963	3.36495	3.74254	2.42638	
AT2G10170	3.64084	3.32941	2.04773	2.97783	2.80655	4.50062	4.51685	3.16484	
AT2G10175	5.39033	2.16195	2.58013	3.98572	3.67402	4.4165	5.33419	5.59122	
AT2G10180	3.73541	3.5456	2.33441	5.26847	5.35795	5.76248	4.99005	3.69232	
AT2G10190	3.26257	3.5456	2.29345	2.33645	2.70449	3.23877	3.74254	3.90331	
AT2G10200	6.00502	4.19419	1.43341	4.9936	2.34729	4.79506	4.60289	3.85056	
AT2G10205	4.01911	1.68632	2.66204	4.67291	2.04112	5.88867	4.00064	3.42858	
AT2G10210	2.83702	2.50786	1.63818	5.22266	0.255141	5.59423	5.54928	5.80221	
AT2G10220	5.01206	1.90252	1.31054	4.39803	2.44935	7.19259	6.71075	3.74507	
AT2G10226	3.07344	2.37815	1.59723	4.12315	1.37776	3.78557	5.07608	3.1121	
AT2G10230	6.47786	2.07547	2.49823	2.42808	2.44935	4.66887	4.04366	3.53408	
AT2G10232	3.64084	1.989	1.63818	2.01576	1.02056	2.94433	4.64591	3.1121	
AT2G10234	2.78973	2.59434	3.1535	3.06946	1.68393	3.82763	3.78555	2.42638	
AT2G10237	2.97887	2.85378	2.08868	2.19902	2.04112	3.49114	3.18331	2.95385	
AT2G10240	3.73541	2.20519	2.49823	4.12315	1.68393	2.48165	4.30177	3.69232	
AT2G10250	3.78269	2.50786	1.88391	4.35222	1.73496	3.07052	5.07608	3.16484	
AT2G10253	2.83702	2.29167	1.96582	2.33645	2.80655	4.03794	4.43082	3.95606	
AT2G10256	1.13481	0.562107	0.655272	3.43596	1.07159	2.1031	2.79615	2.05715	
AT2G10260	3.49899	3.71856	1.06482	3.75665	3.16374	4.08001	5.67833	2.53188	
AT2G10265	3.73541	1.55661	1.51532	2.65714	0.612337	3.44908	4.81798	2.84836	
AT2G10270	5.15392	2.7673	2.37536	2.84039	2.24524	3.95382	4.60289	2.05715	
AT2G10280	3.40442	2.20519	2.86682	4.03153	3.06169	4.33238	5.1191	4.32529	
AT2G10285	4.9175	5.01573	3.48113	7.05517	3.01066	9.1695	10.5823	7.70112	
AT2G10290	5.2012	2.81054	3.84972	4.16897	6.42954	6.26722	6.23756	5.06375	
AT2G10300	5.05935	2.89702	2.00677	2.65714	3.16374	4.96331	5.63531	1.84616	
AT2G10310	4.01911	3.06997	3.03063	4.44384	3.16374	3.74351	5.07608	3.37583	
AT2G10320	5.29577	2.68082	1.47436	4.26059	2.19421	5.13155	6.71075	3.63957	
AT2G10330	4.16096	2.33491	2.29345	4.71872	0.969534	5.46805	6.36661	4.58902	
AT2G10350	2.69517	2.89702	2.45727	3.80246	1.88804	4.20619	4.34478	3.32309	
AT2G10370	1.41851	3.15645	2.53918	3.66503	1.83701	2.81815	3.95762	5.06375	
AT2G10380	3.49899	2.16195	1.96582	3.71084	4.13328	5.59423	5.76437	2.95385	
AT2G10390	1.46579	1.34041	2.00677	3.2069	3.01066	4.83712	3.48443	2.74286	
AT2G10400	3.87726	1.94576	2.66204	3.43596	4.38842	4.24825	4.94703	4.69452	
AT2G10405	2.6006	1.85928	1.22864	1.4202	0.867478	1.47217	1.4626	2.47913	
AT2G10410	3.73541	3.93475	7.33086	4.94778	3.57197	11.8194	4.21573	3.1121	
AT2G10420	3.78269	1.989	2.21154	4.26059	3.06169	5.67836	4.47384	3.16484	
AT2G10430	4.20824	2.03223	2.58013	3.2069	1.78598	3.8697	6.62472	5.80221	
AT2G10440	4.06639	2.85378	1.802	3.71084	1.58187	4.12207	4.77496	3.42858	
AT2G10460	3.02615	0.951259	2.66204	2.70296	1.42879	2.9864	2.75313	2.1099	
AT2G10465	4.39738	2.24843	2.94873	2.88621	4.69459	3.28083	5.72135	3.37583	
AT2G10470	1.65493	1.59984	1.76104	3.98572	1.53084	3.61732	1.63467	3.32309	
AT2G10480	3.40442	2.59434	2.66204	4.35222	5.81721	3.07052	3.39839	1.63517	
AT2G10490	5.91045	3.19969	3.604	9.11675	0.918506	5.38392	4.68892	4.85276	
AT2G10500	2.3169	1.94576	2.00677	4.16897	4.33739	2.77609	3.44141	2.21539	
AT2G10510	3.92454	2.85378	1.92486	3.80246	3.41888	4.24825	4.08668	3.05935	
AT2G10520	2.3169	2.7673	2.49823	2.61133	3.46991	3.23877	3.87159	3.90331	
AT2G10530	2.8843	2.85378	3.76782	2.88621	3.77608	2.90227	4.68892	3.42858	
AT2G10540	5.86317	3.63208	2.21154	8.42956	3.87814	5.42599	5.24815	6.54068	
AT2G10545	2.45875	2.68082	1.39245	3.43596	2.19421	5.21568	7.22697	3.37583	
AT2G10550	3.40442	4.49686	2.29345	2.70296	2.09215	3.91176	4.73194	2.84836	
AT2G10553	3.30985	1.21069	1.14673	1.05369	5.15384	1.64041	2.10787	2.21539	
AT2G10555	2.36418	2.11871	2.00677	2.88621	2.24524	1.30392	3.35538	3.0066	
AT2G10556	1.65493	2.16195	2.12963	4.76453	1.9901	3.15464	2.79615	2.69012	
AT2G10560	3.68812	2.03223	3.1535	4.16897	3.36786	4.4165	5.24815	3.21759	
AT2G10570	2.0332	2.29167	1.22864	3.80246	3.72505	4.29031	3.48443	3.27034	
AT2G10590	3.30985	2.11871	3.19445	3.02365	0.714394	4.4165	5.1191	3.32309	
AT2G10600	2.55332	3.37264	1.31054	3.75665	2.65346	3.70145	4.47384	3.1121	
AT2G10602	1.98591	3.37264	2.21154	4.12315	2.19421	4.4165	4.60289	2.16264	
AT2G10605	1.08752	1.08098	2.62109	2.51971	1.07159	2.3134	1.80674	2.90111	
AT2G10608	3.78269	1.68632	2.17059	2.74877	4.18431	5.08949	3.48443	4.37803	
AT2G10610	4.68108	2.07547	1.43341	3.89409	1.93907	4.50062	5.20514	7.1209	
AT2G10614	3.21529	2.63758	2.37536	4.48966	2.04112	4.58475	4.90401	3.0066	
AT2G10615	3.30985	2.63758	2.37536	4.53547	3.16374	4.87918	3.39839	3.79781	
AT2G10617	4.72836	2.63758	2.21154	1.46601	1.53084	4.24825	4.64591	4.58902	
AT2G10620	8.6529	2.72406	2.08868	3.71084	1.47982	4.753	3.39839	2.47913	
AT2G10625	1.79678	2.07547	3.19445	3.98572	3.67402	3.5332	2.75313	3.95606	
AT2G10630	2.6006	2.85378	4.0545	2.38227	1.68393	3.95382	3.78555	4.37803	
AT2G10640	3.35714	2.33491	3.56304	5.77242	2.55141	5.42599	7.0549	5.27474	
AT2G10650	4.20824	3.06997	2.53918	4.67291	4.84767	3.99588	5.50626	5.1165	
AT2G10660	2.41146	2.5511	1.26959	4.44384	2.9086	4.45856	5.93644	2.79561	
AT2G10670	4.53923	3.11321	3.72686	6.36798	2.65346	6.1831	7.91525	4.58902	
AT2G10680	3.64084	3.67532	2.41632	3.71084	6.73571	4.16413	5.76437	3.42858	
AT2G10690	2.8843	2.33491	1.72009	5.22266	3.67402	3.23877	3.91461	3.85056	
AT2G10735	1.60764	7.3074	5.81554	3.9399	1.88804	3.95382	3.61348	2.95385	
AT2G10740	3.73541	1.94576	2.21154	4.48966	3.67402	5.34186	5.80738	4.32529	
AT2G10760	3.26257	2.37815	2.82586	3.43596	1.88804	4.29031	5.03307	4.32529	
AT2G10780	6.00502	2.50786	2.53918	4.30641	4.8987	5.42599	5.1191	4.06155	
AT2G10800	3.07344	1.85928	0.982908	3.29852	1.9901	4.03794	4.04366	2.26814	
AT2G10802	3.4517	1.42689	1.43341	6.00148	1.12262	3.65939	4.25875	4.95826	
AT2G10810	2.36418	2.85378	2.21154	3.52759	2.04112	4.29031	5.33419	6.32969	
AT2G10820	5.67404	1.12421	1.76104	3.98572	2.34729	6.1831	5.76437	4.43078	
AT2G10830	1.74949	1.64308	1.67914	2.93202	1.73496	1.85072	2.88218	1.89891	
AT2G10833	2.6006	2.37815	1.18768	3.2069	3.92916	2.94433	5.42022	2.47913	
AT2G10836	1.18209	2.42139	1.84295	2.19902	1.02056	1.93485	2.49502	4.64177	
AT2G10840	2.97887	1.38365	1.76104	3.02365	4.08225	1.38804	4.17271	3.74507	
AT2G10850	3.68812	2.72406	3.39923	4.94778	3.77608	5.08949	6.15152	4.16704	
AT2G10860	4.82293	2.89702	3.84972	4.58128	3.92916	5.13155	4.90401	2.95385	
AT2G10880	3.12072	1.64308	2.17059	3.34434	3.31683	3.74351	2.83917	3.63957	
