K36me3_ATXR3	unbound
0.964082512131552	0.794729358516382
0.952708115540942	0.786855052096974
0.942578285890302	0.778852177499405
0.932684766418137	0.771836310915723
0.921483663958409	0.764436717769528
0.910203791439189	0.756305274993797
0.897206731623048	0.748864144436196
0.886037137187116	0.741569383804502
0.871527692228734	0.733675297665377
0.861161552399618	0.725181886018822
0.847707626238426	0.716775505139023
0.833686555648892	0.708713291382302
0.824454704676458	0.700378117493484
0.816530436691587	0.69218535758663
0.805392350279452	0.683517884406564
0.79403370770074	0.674717887104393
0.783951140085795	0.665862506587014
0.772119877150133	0.657373050884402
0.761958539475696	0.649872581167649
0.750552634861289	0.641088407641252
0.738611093842338	0.632169732020777
0.729631307060277	0.623783130860695
0.717721274065123	0.61631430869549
0.71077375481795	0.608954274988729
0.702754962761689	0.601667426244922
0.694610138610241	0.594155088696338
0.686165988232724	0.588207326977384
0.676808105165103	0.582862846709803
0.669387965560979	0.577652868536299
0.662787034575569	0.574201307445652
0.660234884648036	0.571234349488076
0.656296381673448	0.570162288679405
0.657871782863284	0.570749746355005
0.659620478184001	0.571408411021587
0.662345922242416	0.574215153249454
0.668694789037451	0.579961161827294
0.675437506129946	0.586767363381973
0.686118726197029	0.595960977106517
0.697398598716249	0.607524201253177
0.711073081044018	0.621328467643794
0.729489520953192	0.639211312240092
0.751387597491901	0.658209733028439
0.777854337481133	0.681919683053416
0.805770446565013	0.709712167228019
0.842729358478547	0.741011595708477
0.881767799962663	0.776446963581797
0.926493439742084	0.816461336569642
0.981364663184045	0.862279079322507
1.0381893841014	0.913182188014657
1.10657754975215	0.9665755634192
1.18405578026824	1.02524023412837
1.26416493077136	1.08768678724746
1.35339565416363	1.15359281334509
1.4483293298631	1.22366444841516
1.55102973342846	1.29785422113034
1.66014201983644	1.37194509524693
1.77035708707731	1.44644936550561
1.88562919213755	1.52029101515377
2.00427265574404	1.59104702852605
2.12074206570856	1.6606024129115
2.23922798919607	1.72665283096306
2.35561862910109	1.79047011865856
2.46302948222406	1.84947302257489
2.57220478467964	1.90413032206936
2.67235303831746	1.95884696072298
2.76304888481627	2.00749715933935
2.85877026111066	2.05367291501909
2.94941884557378	2.09718434245293
3.03869683100174	2.13635412140885
3.11705728618414	2.16957811661779
3.18744621134598	2.20115841711824
3.2551254464613	2.23014559636376
3.31540029598439	2.25630427568972
3.36834952997476	2.28006960892991
3.41643077428853	2.30070579051084
3.45717064905766	2.31829589525532
3.49816258801718	2.3331168392394
3.53217549970572	2.3453347721087
3.56358899943103	2.356433172842
3.59377368622827	2.36423231632649
3.62469881158474	2.37078533746879
3.64558863136195	2.37495094644122
3.66167347751017	2.37778933622064
3.6700231038163	2.37900974492719
3.68405992841773	2.38092244382384
3.69522952285366	2.38265514727106
3.70140509551782	2.38326238466638
3.70643062531339	2.38303096194569
3.7130630643226	2.38182242107097
3.71582001640481	2.3800996074836
3.72112911841455	2.37932622044266
3.71719061543996	2.37723550406856
3.71807284010627	2.37552851425697
3.71947494716523	2.37246661364475
3.71829339627285	2.36966976127674
3.71268496803704	2.36651094003791
3.712070561573	2.36519361070474
3.70851015488397	2.36187061779226
3.70576895681366	2.35832015810302
3.69546583303214	2.3542791613648
3.68924299833229	2.35085726985373
