K36me3_ATXR3	unbound
0.0241539082033247	0.00787135827446132
0.0240465244100046	0.00780517610913605
0.0238810265812736	0.00774103065107788
0.0236041731469943	0.00767618773622298
0.0233709708378923	0.00761236647045408
0.0231321740575427	0.00754891228119327
0.022731203656983	0.00747361439106931
0.0223951089114087	0.00740426676653123
0.0219658887542054	0.00733936999266799
0.0216412491859607	0.00724315397241622
0.021210056092118	0.00714786681029989
0.0206940634665059	0.00706334436886016
0.0203499158408894	0.00695920516263672
0.0200518088158955	0.00687888295540482
0.0196628405086186	0.00680322150131917
0.0192901184350517	0.00671975697416873
0.0188069829665991	0.0066446791895979
0.0182698725439107	0.00657701075119989
0.017832465770559	0.00646578931190399
0.0173581458165641	0.00633735202212853
0.0168080646326185	0.0062091659498356
0.0163597257260337	0.00607279863307346
0.0157910736339849	0.00594518718020734
0.0153025005949165	0.00580949625200739
0.0148474070866638	0.00567827067265269
0.0143615278195415	0.00550867025819499
0.0139274382841898	0.00537527257861177
0.0134136098454272	0.005248481185069
0.0128876803016218	0.00508062266259923
0.0125934950952926	0.00491251469119442
0.0122535054173227	0.00472676426892478
0.0118595510821414	0.00453500742558171
0.0115539269288962	0.00434504692567642
0.0112980583455829	0.0042137534469095
0.0110365045298161	0.00407456868071826
0.0109105943209774	0.00397953442739027
0.0108321671175844	0.00392148125509908
0.0107699997620721	0.00389672228917409
0.0107920423276531	0.00387945376178917
0.010761962530057	0.00389474377314539
0.0108009967792653	0.00394590536513307
0.010926349922186	0.00399646292159175
0.0111467250095612	0.00407939889476776
0.0113181162138111	0.00419359258045502
0.0116627599087838	0.00434477576012236
0.0119269087193983	0.00451960967261637
0.012326954648512	0.00472492611924188
0.0127723161531632	0.00497447492824411
0.0131833112548961	0.00525525060111126
0.0137881803134927	0.00553065708217309
0.0145185191958328	0.00585424623222857
0.0152475359860389	0.00619060741818652
0.0160625538295368	0.00655421051137553
0.0170253676920435	0.00696110123543056
0.0179520202947455	0.00741295305554015
0.0189953240202326	0.00786414168091738
0.0200094894524964	0.00833336932710242
0.0210643258622268	0.00880281819714591
0.0222230082907409	0.00924622527189779
0.0232589236524171	0.00963289841104687
0.0243480475823003	0.0100177846161317
0.0253612410707952	0.0103857893996546
0.0263441783609892	0.0107325021973967
0.0272661056366432	0.0110512550915876
0.0281843937777135	0.0113880823397073
0.0289568717436189	0.0116949071085756
0.0297703704480972	0.0119997889557504
0.0305744896519182	0.0122753495092908
0.0313305592139948	0.0125209926532126
0.0319281382632159	0.0127211836978019
0.032475791723999	0.0129121893412351
0.0330494175592375	0.0130843643747988
0.0335674052456803	0.0132422364846342
0.0339067580244091	0.0133943494159067
0.0342480783872312	0.0135292406788701
0.0345640459489493	0.0136321555545052
0.0349529182195161	0.0137266242618345
0.0352534119649756	0.0137997337270321
0.0355940898769244	0.013874311247431
0.0358155550761447	0.0139260776644792
0.0360031895036553	0.0139666466493938
0.0361652439006664	0.0139886126176673
0.0362467107029746	0.0140031224099472
0.0362928148919307	0.0140079468707693
0.0364156260541419	0.014018849410274
0.0364933048324088	0.0140293325023882
0.0365380731556415	0.0140386529921
0.0365683412147315	0.0140480633221519
0.0366673411829158	0.0140359318013052
0.0368022716672469	0.0140190018263521
0.0369131000890769	0.0140199361901699
0.0369417886873117	0.0140033596775052
0.0369650079576187	0.0139933737827333
0.0369862559793195	0.0139802302483012
0.0370377898325814	0.013966956352015
0.0370699382079169	0.0139441072937566
0.0371150216287635	0.0139285336756264
0.0371603213131269	0.0139155880676947
0.0372217745277259	0.0139036948364315
0.0372165503487249	0.0138816315045791
0.0373254046515362	0.013868584662271
