K36me3_ATX1	unbound
0.0334036123366332	0.0070404868045286
0.0332963293762375	0.00697203045196068
0.0331912512757854	0.00690283166341707
0.0329815652043849	0.0068350452401812
0.0327914046345266	0.00676973739050448
0.0326310876300829	0.00670204096276219
0.0323237215677807	0.00662457997305676
0.0321176886149788	0.00655106720425641
0.031895124037038	0.00647858496431519
0.0315957429302398	0.00638282267486513
0.0312284920398408	0.00628999327061459
0.0309057744861978	0.00619949499973821
0.0304013774063076	0.00611343277692233
0.0299885723579953	0.00604809624395197
0.0295531412929733	0.00598463388067596
0.0289224257428291	0.00593076119368679
0.028283980359717	0.00588075570319882
0.0275808854756129	0.00584146088199883
0.0269351070333824	0.005753851749315
0.0261714382452704	0.00565432187665406
0.0252630525750042	0.00556410446407441
0.0245439018227008	0.00545388304243541
0.0237474994775145	0.00535195441898342
0.0228426337945024	0.00525321722225669
0.0218873323128322	0.00516443796786121
0.0208325962395336	0.00503808478038313
0.0199385628607869	0.00494104698712406
0.0191067246422961	0.00484185991887315
0.0181043931623683	0.00470906748159655
0.0171856247088347	0.00458032460891785
0.0164077877113906	0.00442183712936802
0.0156132971949091	0.00425473950716343
0.0148571142651963	0.00409035059434319
0.0142885816700928	0.00397864390667688
0.0137729644708831	0.00385375729754384
0.0133182949271694	0.00377619834109321
0.0129246575114255	0.00373745856951063
0.0127044945026773	0.00372251318686302
0.0125271467481525	0.00371475820136955
0.0124302199046947	0.00373273736729171
0.012503298546368	0.00377954935760561
0.0125909475600091	0.0038292966358563
0.0128022981734429	0.00390807316567529
0.0131532252987927	0.00400668016694283
0.0136683561332814	0.00414243071590923
0.0140003099626161	0.00430639477234805
0.0144365115017355	0.00450003486188121
0.0149860710712095	0.00473163610279774
0.0155892074240949	0.00498913147090615
0.0162977669557377	0.00524386898605675
0.0170903532319487	0.00554743017755843
0.0177837957977508	0.00586435550271661
0.0186014293947936	0.00620614999567237
0.0195118681447144	0.00659493316201775
0.0205094503347941	0.0070211753730954
0.0214535751157687	0.00745719917295958
0.0223635925445074	0.00791201757266731
0.0232468746466846	0.0083708050179612
0.0240275306372625	0.00881808989291749
0.0248812098976358	0.00919736955005986
0.0257413382257616	0.00957659210100144
0.02649644670669	0.00994506431449479
0.0271826308141852	0.010296478211134
0.027797236133148	0.0106232531825574
0.0284617974123081	0.0109679189383131
0.0290530926397614	0.0112792277357271
0.0297563047095345	0.011587566131845
0.0303596304734938	0.0118751690686472
0.0308902008622637	0.0121334781789699
0.0312558198552675	0.0123502245747358
0.0315373615823517	0.0125575106397638
0.0318351303369325	0.0127463537577377
0.0322010471724451	0.0129160178486398
0.0324566593378068	0.0130747782261034
0.0327157244409847	0.0132152680361073
0.0328659137881142	0.0133334524393542
0.0331193966837171	0.0134411450122107
0.0333120751737429	0.0135240294943621
0.033394680576252	0.0136159605361859
0.0335178918860234	0.0136757186019248
0.0335970986384091	0.0137297316547026
0.0335945079585485	0.0137698384138553
0.0334955150799393	0.0137994303542346
0.0333718857667501	0.0138173551300677
0.0333072692769059	0.0138427688335086
0.0333028732420747	0.0138609822297873
0.033271303633236	0.0138758711419394
0.0332606307677826	0.0138926046638365
0.0332570198898712	0.0138887610407481
0.0331291769425451	0.0138868871396491
0.0331533738898207	0.0138939457378975
0.0329920843147602	0.0138891526442218
0.032919920419373	0.0138875331731094
0.0329014082072559	0.0138798799094483
0.0328147575333446	0.0138781764927535
0.0327709320283573	0.0138618699279325
0.0326835379752431	0.0138520098656158
0.0327066761460234	0.013839417774032
0.0327245922196231	0.0138327798528199
0.0326770258438878	0.0138122186214497
0.0326301729398101	0.013808448205016
