K36me3_ATX1	unbound
1.6511469455139	0.708664729985253
1.63759148230765	0.701063008720628
1.62375196981419	0.69352456921471
1.61011760402816	0.686976884743541
1.59522079696564	0.680039621945335
1.58003994061592	0.672396372026559
1.56332837421845	0.665419558129162
1.54514921983708	0.659002392285326
1.52608635656217	0.651677528715042
1.50672366348409	0.644311136490607
1.48341584141699	0.637138544652212
1.46304319531773	0.629871030175756
1.43875698126136	0.623422223452566
1.41718501594943	0.616939798295064
1.395076513095	0.609646575604133
1.36905444228347	0.602683604591453
1.34378983623782	0.595730521353571
1.31770464336247	0.589026610040595
1.29239269576895	0.583424196840106
1.26472945129799	0.576676779318019
1.23290015061463	0.570249725699385
1.20525268665962	0.56420236263299
1.17927795739596	0.558495139019643
1.15268778801	0.553596735384764
1.12470893321992	0.548811052382581
1.09630400449902	0.543837501659237
1.0714970334161	0.539939740833906
1.0491991643702	0.536216004845017
1.02508653598935	0.53309740067376
1.00261508126792	0.531634010003671
0.982147752072922	0.530912202443424
0.964047500271327	0.531614234454075
0.950365792937428	0.534113863922984
0.938909138353333	0.536427603225692
0.93220241907201	0.540416331579164
0.932423346295394	0.54693039761602
0.93123980759869	0.554729874376603
0.937236403661991	0.564510861206685
0.949008668565207	0.576012320851601
0.965972723217966	0.589404323037875
0.992452428992226	0.606276821953009
1.01994208778767	0.624575137994001
1.05683693409293	0.646978858131081
1.1030265042963	0.672481406889821
1.15574920810548	0.70180656938543
1.21612546215334	0.734568722400788
1.28608048938653	0.771422436627517
1.3705851523312	0.81352853682689
1.46345348873259	0.859916043513753
1.56126112662821	0.90962584253271
1.66989419846969	0.964390272028352
1.78868992258687	1.02199249289099
1.91436595166089	1.08333624773716
2.04493394068128	1.1489475661861
2.18687968170599	1.21822527153009
2.32631632069369	1.28852339523324
2.46714164508552	1.35919923193366
2.60810899412096	1.42982958487001
2.73878744675304	1.49908751466441
2.86892936184263	1.56693940288255
2.99851895887375	1.63160940517073
3.11923990593756	1.6948951189872
3.22908807750766	1.75360279307225
3.33281340888681	1.80895455639089
3.43077885194199	1.86395431492672
3.52022281638091	1.91277025910395
3.6089566576018	1.95983211203203
3.68618650269073	2.0050350632981
3.76033914716823	2.04611085736353
3.81920047168432	2.08178792638931
3.87470054630176	2.11524222364052
3.92710763979182	2.14615140765875
3.97348657618666	2.17405866324834
4.01723016641685	2.19898376595889
4.05762828726435	2.2205885538923
4.08241947783131	2.24018216843181
4.10768408387695	2.25697952025848
4.12993461137499	2.27067606590853
4.14789283853298	2.28346491383214
4.1674922393504	2.29259528508052
4.18000618850355	2.30146066396431
4.18081099481731	2.30814677728265
4.18242060744483	2.3128019416575
4.17981682231208	2.31539649376447
4.18098458049282	2.31892445181236
4.18373039026918	2.32171478186033
4.18505595360949	2.32293097816047
4.18087411688113	2.32385449632659
4.1796274561206	2.32363498772608
4.17446722740297	2.322905269946
4.17489330133379	2.32274508799427
4.16473064905809	2.32143396905607
4.15816595442037	2.32066074506687
4.15278479847936	2.31844983862206
4.14222763330475	2.31682824355521
4.13185983432163	2.31426533232759
4.13013975808242	2.31308670957168
4.12755175346562	2.30964180883209
4.11975617858333	2.30672491526671
4.11079284552029	2.30251470075777
4.1009142425318	2.29955034587336
