CMA602_ATX3	unbound
1.10654592728569	0.926651011291714
1.10482574565764	0.926537054989554
1.10444348307362	0.926966582590006
1.10406122048961	0.927659086272367
1.10345307546959	0.929640172756085
1.10282755487757	0.927812488986814
1.10984728596581	0.928715373534704
1.11236674390589	0.930063125954489
1.11160221873787	0.931211454845494
1.11584185830601	0.931204880443446
1.1184829452501	0.93436059342636
1.12518991604233	0.936238680944663
1.13081960137052	0.939352756047941
1.13964639194682	0.941699817578983
1.14548458413902	0.944257259975553
1.15615318534738	0.94679059623128
1.16343355001563	0.949168338305212
1.17246884745594	0.951592101193477
1.17867192666015	0.954528667441466
1.18583066232439	0.959518638595698
1.19662089253676	0.964090039486224
1.20238958244096	0.96773444968802
1.20921818223719	0.971080820330318
1.21470886298938	0.974381170158281
1.21988678344555	0.979055570014222
1.22840081372584	0.981376333937073
1.23425638149004	0.984930893977549
1.24118923471828	0.98809318136251
1.24923412455455	0.992528711277383
1.25972897004291	0.995923294201365
1.26207467226299	0.999059283978135
1.26638381411914	1.00332826237447
1.27286490247536	1.0075972407708
1.28044065186762	1.01169090177919
1.28360300597173	1.01191004851411
1.28177857091166	1.01401604863674
1.28360300597173	1.01611985729201
1.28379413726373	1.01930844228516
1.28669585778783	1.02288272553178
1.28692174022384	1.02519910651994
1.28174381976766	1.02851917955404
1.27668752831549	1.03155874476745
1.26737422172317	1.03466405400133
1.2565318647948	1.03862403550141
1.24410833081438	1.0452093948859
1.23568117839409	1.05141124748426
1.22480407032172	1.05955254868671
1.21363157752534	1.07125498433168
1.20167718398893	1.08407068539007
1.19137346979258	1.09937370188985
1.18729021037244	1.11720786317801
1.17889780909616	1.1397295731262
1.17391101993199	1.16158069406553
1.16736042928777	1.18624785054864
1.16188712410758	1.21156148989977
1.15547553803936	1.23774952472326
1.14746539934709	1.26526997169508
1.14355589564695	1.29360783598818
1.13964639194682	1.32209033712632
1.1362060286907	1.34976856974729
1.13135824410254	1.37810424257303
1.12807426099443	1.40581534720424
1.11921271927413	1.42922898436358
1.1125578751979	1.45179014072406
1.10711932116171	1.47451127420104
1.09669397796136	1.49518338570647
1.08739804694104	1.51156022120739
1.07705958160069	1.52815620344322
1.06646048268033	1.54194710747202
1.056747537932	1.55610398654815
1.05271640522786	1.5701951216038
1.04569667413962	1.58299548239074
1.04074463611945	1.59529618862206
1.03163983639114	1.6069394546486
1.02350806869487	1.61744534912088
1.01617557731062	1.62933844242524
1.01032000954642	1.63765506101562
1.00592398983027	1.64745092006675
1.00130208767811	1.65678218803984
0.996158918365934	1.66649257986435
0.992388419241805	1.67594876147634
0.991815025365785	1.68600321367468
0.989625703293711	1.6949312516555
0.987731765945646	1.7056782075362
0.986758733913613	1.71623450575752
0.982519094345469	1.7255876884041
0.982188958477458	1.73454202399312
0.983040361505487	1.74435760625039
0.985281810293563	1.75309498657183
0.986706607197611	1.76250953030419
0.98872217354968	1.77019281483064
0.989955839161722	1.78039628680873
0.992996564261826	1.78861209790105
0.994264981017869	1.79774175087801
0.998469869442012	1.8056178845312
1.00173647697812	1.81515953336981
1.00347403417818	1.82259737355315
1.00752254245432	1.83201630022021
1.0127873407705	1.84051261913323
1.01643621089062	1.84880513158278
1.02253503666283	1.85608080318227
