ATXR3-TAG_ATXR3	unbound
0.0233825852250406	0.00746101192305465
0.0232865674564975	0.00746180903891953
0.0230987683520676	0.00745713718370481
0.0229636726021773	0.00744191714671035
0.0228069650288491	0.0074671715333712
0.0226776616436059	0.00744967224575718
0.0226011004043208	0.00744358806008572
0.0222418568142308	0.0074590372843693
0.0221469049093574	0.00745323679297612
0.0220089115900615	0.00746111837010356
0.021937540890174	0.00742010294114357
0.0219053217436071	0.00740426096311025
0.0218142186068769	0.00739977686965227
0.0218633568462096	0.00739345587294505
0.0217914574065323	0.00737718090690949
0.0215836742899287	0.00735384432175153
0.0214482784520638	0.00738018005031074
0.0213302955591521	0.00737795275256352
0.0213027112934955	0.00734272796050696
0.021168945274338	0.0073308729386411
0.0209162565975101	0.00731224879470752
0.0208718598873411	0.00731282290451235
0.0208724728953111	0.00726177334131093
0.0207051776962948	0.00724900277189128
0.0204679637773539	0.00726067819558324
0.020202634423937	0.00723991733410545
0.0199931083261597	0.00721027386040365
0.0200498018349398	0.00718443562097594
0.0195338580226265	0.00718870633363989
0.0191413797589286	0.00714033225619732
0.0191714035074662	0.00707892624637504
0.0191412930019148	0.00709220623467537
0.0188015002973649	0.00706968350197292
0.0185664637112699	0.00701212995629255
0.0184542261231938	0.00698745206954763
0.0184546020771552	0.00697435904374312
0.0183808581631518	0.00693377677939465
0.0182721902174207	0.00693379853822898
0.0182673893811081	0.00692997205886074
0.0181531189828674	0.00690595909619375
0.0181425456245621	0.00687002909644347
0.0181375931851855	0.00684929964399601
0.0181469040055417	0.00684310276444106
0.018214929694721	0.00684331594849693
0.0184441986438983	0.00685913731439356
0.0186034502271534	0.0068496812499399
0.01879171874591	0.00686027801837375
0.0190738988195688	0.0068778222291388
0.0193081582021393	0.00687949605124569
0.0195539207584514	0.00691420686663548
0.0199034790285454	0.00693994565397905
0.0200333635698975	0.00696350028590037
0.0203042966921615	0.00700489739940089
0.020496980548144	0.00702905442414101
0.0207646315920897	0.00701867305912006
0.0210124368347201	0.00702641132096398
0.0213424109675176	0.00705089768661679
0.0215009106165204	0.0070636651349745
0.0216220827485635	0.00707029944715427
0.0217604595673166	0.00708250240067928
0.0220551319190983	0.00709750333614301
0.0222733800263821	0.00710403159372487
0.0225040305809634	0.00711722584970208
0.0227421236498431	0.00714467412173254
0.0228797279413716	0.0071676204970894
0.0229995259305477	0.00721472609942599
0.0233184671070811	0.00722729425924322
0.0233867911642733	0.00728089427017985
0.0235802688314002	0.007287794304815
0.0237535744699314	0.00728457915109221
0.0238625585845475	0.00731370207426064
0.0240766470664795	0.00734393432019269
0.0240986335250626	0.00734821804402419
0.0243538256285619	0.00735708024991068
0.0246071771451458	0.00737464496564709
0.0248434343289341	0.00736350815505094
0.0250005298047522	0.00737461854259005
0.0253331485755876	0.00736662829946195
0.0254779563367059	0.00737512599132631
0.0255737341951611	0.00735369450062232
0.02568149982633	0.00739060296619568
0.0258118702833802	0.00738081072772539
0.0259787092041008	0.00738792055038441
0.0261019960419282	0.00739093034107808
0.0261515124549377	0.00740068538072416
0.0263011651485587	0.00738021106863858
0.0265015527297013	0.00737756217767199
0.0266474620431989	0.00736768925021758
0.0268387829334645	0.0073508748868905
0.0270249452322777	0.00735374140753012
0.0271771220979954	0.00736029500031435
0.0271285391891853	0.00737984994105743
0.027024649452197	0.00735693904459791
0.0269827028487879	0.00733468144190226
0.0271080831580352	0.00733723130208764
0.0271549820787904	0.00733713150645741
0.0271594895084368	0.00731869618864645
0.0271350693717667	0.00731274939834601
0.0272599629982665	0.00730345887898062
0.0271760217497683	0.00731293558143821
0.0272127170492612	0.00727406287587003
