ATXR3-TAG_ATXR3	unbound
0.591971855123657	0.0432395916620322
0.593665567726744	0.0410334004127558
0.59237966757396	0.0381134309475929
0.59604709154796	0.0373091229130373
0.607567650979178	0.0370553942196705
0.618148679585014	0.0340279430429445
0.61858828708817	0.0345894282397588
0.617264816987852	0.0360258811436543
0.611186580374125	0.0347361753052136
0.632589933483538	0.0362854073351825
0.644504760287021	0.0342945050207771
0.654053311719529	0.0311139929374952
0.666459240424751	0.0382930005804217
0.680972369958436	0.0408410324324667
0.681797468962615	0.0430948249545231
0.696333529656725	0.0454701819388934
0.71122767271382	0.0464840780584016
0.719430135581638	0.0466642519167379
0.72919351263813	0.0466368896231943
0.748478794328765	0.0507969171098709
0.759953763471868	0.052617724169664
0.784228845140207	0.0535895586587368
0.80669690548201	0.0589414279102353
0.824779233450037	0.0590098784634217
0.844720843070887	0.0668035331959001
0.861243555005564	0.0714223780059543
0.875201886866155	0.0728357063969242
0.900581916396827	0.0759188632323891
0.913992670321692	0.0791553188414009
0.942734323846023	0.087353243931881
0.96574575933395	0.0908468168744284
0.993484523763825	0.0962324712959726
1.01705913891144	0.105884163561812
1.04872984531288	0.114160684231014
1.07874517608755	0.121654635723577
1.10441495733675	0.13344935052163
1.14503679785025	0.141179235172427
1.18307405594625	0.14745063285396
1.23138475127911	0.15815017924572
1.27844452514993	0.168816279369117
1.3219287274395	0.181022266025934
1.37645112370576	0.195846800833595
1.43677897998259	0.213548021790845
1.49698074468301	0.227845904516688
1.57135662895592	0.243493797647296
1.63779840795929	0.257961118548081
1.70403500154918	0.274024602091066
1.7756930782726	0.291607759982204
1.849638818128	0.311738448164327
1.91710015631412	0.32391508904542
1.98789000103828	0.33798338335836
2.05159921811315	0.350624959909529
2.11879513810933	0.36795843538764
2.18594967217397	0.381884253370759
2.25479330580764	0.389161696791817
2.31338395769535	0.400347142407226
2.36543363866935	0.411498324343405
2.41509824043449	0.422340855512373
2.45825105201844	0.430105854301992
2.49616334974523	0.433852757709854
2.53726916229959	0.442326078249192
2.57032796992092	0.445893443290061
2.60160749970105	0.449402456250566
2.63374770059941	0.449751215691721
2.65745259404445	0.450450050234248
2.6784205533063	0.449585594603495
2.70166562096825	0.448593562609927
2.71131021564334	0.44977189878882
2.71915563941833	0.448138972712195
2.72429883023299	0.4458321193264
2.72800747191887	0.444228146262
2.72762574809822	0.442875585689051
2.72888897209877	0.438592217676848
2.72912603318556	0.435284338887973
2.7265874334646	0.431355143218609
2.72382604878759	0.429119881116987
2.71794287039279	0.423306274063371
2.71331763963164	0.4212486778194
2.69331912850526	0.414899671271369
2.67795234860847	0.409776324512737
2.65911372227153	0.406096416196894
2.63696371027386	0.399594911728957
2.61797006457125	0.393051335811053
2.59392689615258	0.389756793981405
2.5720153754089	0.382126306753955
2.5519118935881	0.377470689233257
2.53054308877422	0.366989989900657
2.50889755362784	0.358914478976324
2.49203782689373	0.353062306582595
2.46973553863879	0.343602452129664
2.45796826391469	0.338766449933708
2.43301848223508	0.332384282217124
2.41364672049423	0.325409783279639
2.39314846056544	0.317644840530199
2.38054852259339	0.312702031354574
2.35451610404384	0.30729492181598
2.32980587059716	0.301358637460467
2.30560899112776	0.295110762022145
2.292929977025	0.287473367304365
2.28806106673185	0.286437072226548
2.27568429885142	0.277574068504426
