H2Bub_ATX3	unbound
1.33171484332939	0.358802526085958
1.29613004276645	0.348909818370284
1.25798978076272	0.338817685269993
1.2221174907877	0.328300514228753
1.18907218003154	0.31794248061564
1.15668170626958	0.308061859286912
1.11799840870969	0.29845318166448
1.07858041598557	0.28936623307857
1.04358656588081	0.280662020079297
1.00621294230932	0.272219678797198
0.968551829325747	0.263271723661172
0.930140049543938	0.254907943894225
0.892462964926356	0.246483732192545
0.858251724887839	0.238067578082163
0.824248116091386	0.230872149053373
0.79062782651105	0.223338301190082
0.756384643204523	0.216328196761138
0.720735956105565	0.209501402534215
0.688153822735548	0.203268855665492
0.655699462437571	0.19656091091021
0.623308988675614	0.190916568206215
0.594080898446629	0.185376974189089
0.564932666387668	0.179509033326585
0.53546500164861	0.173997640879001
0.50788198972213	0.169408842634997
0.479739970605479	0.165039613753853
0.454137441295608	0.16116391233969
0.429333493685983	0.157926775035864
0.404226085030265	0.155306043466307
0.382217173371499	0.152405310599158
0.361677652041185	0.150032349962004
0.342320031627234	0.147933347428969
0.325869248602177	0.146783126271232
0.311303118389699	0.146140533365245
0.297072392491324	0.146247296449939
0.286674858754128	0.146660248003943
0.279503595085923	0.147925289837672
0.275175282270593	0.150431200731237
0.273689920308136	0.153974526504373
0.277012020181157	0.158361884965936
0.284295085287396	0.163828960661383
0.296657130007197	0.170822949907732
0.314673133164735	0.179104139363879
0.336442470313427	0.188825623264478
0.362971354395583	0.201012730102154
0.396128466589776	0.21500876618615
0.43530688480382	0.230630421314444
0.485873078063364	0.249839718968011
0.541039101916323	0.272227736388496
0.605292985518076	0.297294902915445
0.676734104422038	0.325349421415993
0.752679224115384	0.354554161074279
0.83675390551723	0.387431147966463
0.924901353590328	0.421732314120504
1.01418278767777	0.457546293040677
1.10985287536718	0.494943588650835
1.2055229630566	0.533638156459913
1.30532970395328	0.572699344673034
1.40496075687591	0.613116222621982
1.50778613659952	0.652425181767505
1.60912615436067	0.693690121200529
1.71177584611022	0.734342683694933
1.81191799132101	0.773695959592593
1.91023937025523	0.813077437059794
2.01143564331034	0.851767976073223
2.10327253883858	0.890071750704366
2.20454867006371	0.929606322406223
2.30751779449336	0.967658297309314
2.40898558532656	1.00648178657915
2.51358381642471	1.04531333344029
2.62236661563215	1.08352444577151
2.72876964137286	1.12089353981213
2.83734480933824	1.15956594924514
2.94882681469251	1.19691087051186
3.05586870579342	1.23503334933881
3.16051485179359	1.27058948533746
3.25484332222659	1.30676202707037
3.35527295684946	1.34319039732699
3.45824208127911	1.37847861841499
3.55796896400577	1.41248971128232
3.66211998935179	1.44562655549385
3.75614499873869	1.47784684869528
3.84226404929317	1.50977102541652
3.93113022089649	1.54005346791086
4.01811173968723	1.57126656220008
4.101962818213	1.60211505048309
4.18723537216522	1.63181130321053
4.26290897408048	1.66039963713455
4.32995789363309	1.68776724597697
4.40080806207887	1.71385974099654
4.46966177627404	1.74020806453982
4.5479387545321	1.76638314987019
4.62083329213051	1.79133751011897
4.68810581455919	1.81637043188291
4.75373325868537	1.84277314416744
4.82174047627827	1.86886161039137
4.89081779334951	1.89387640257488
4.96407967853003	1.91820025630462
5.04119072750573	1.94381332464199
5.1084153350324	1.96725890092029
5.1653382386259	1.99086764342236
