H4K16ac_ATX2	unbound
0.0338292589461238	0.00839711155179395
0.0340525501129521	0.00839798205349747
0.0342851109262412	0.00836539397369787
0.034658398346482	0.00833824586745045
0.034674364586874	0.00830561719807608
0.0347350483478656	0.00825234540118679
0.0348475777834203	0.00820293918030854
0.0347338585342711	0.00814112964091928
0.0346800628672214	0.0080987579611003
0.0345749523413815	0.00804239392839444
0.0344827654889371	0.00797827737907423
0.0342860192741072	0.00791664176882287
0.0340586215975051	0.00782851591493335
0.033887504884922	0.00775285078465261
0.0338209159152873	0.00767985437165688
0.0334255131289192	0.00761265622319798
0.0329759246480013	0.00753163594479146
0.0326016126732012	0.00746044816051991
0.0320005463223781	0.00741877916996234
0.0315259612183469	0.00729400665062171
0.0311138375146694	0.00717644902500184
0.0307008665951122	0.00706727955723349
0.0302219084460764	0.00697053350149232
0.0296366664704792	0.00686355886721894
0.0289876416848269	0.00673933863299642
0.0282960521675159	0.0066336877423658
0.0276503007429781	0.00654236494952971
0.0270170484988916	0.00645249873995485
0.0263546840314793	0.00635995306393545
0.0255237381804552	0.00625923853577683
0.0248872068001708	0.00616694962470333
0.0242610772896641	0.00609198107254266
0.0236278275808634	0.00604567226200464
0.0231389450479562	0.0060086730665772
0.0226280314930359	0.00600914864183187
0.022113120808063	0.00602355390784609
0.021731354926375	0.00607087651514488
0.021342883680619	0.00614239422679177
0.0211767916076531	0.00625339719144326
0.021258450116359	0.00640094406548478
0.0214508634890126	0.00658914337536041
0.0218871149421189	0.00682225281471481
0.022411674466533	0.0070910754489307
0.0228940437611833	0.00738221500733096
0.0234849829481496	0.00770006073584084
0.0240794322576336	0.0080339223994578
0.0246095145808611	0.00837652276545802
0.0251455340784171	0.0087010010889896
0.0255961848153269	0.00900619554803313
0.0261176204433178	0.00930616363062241
0.0266435188792257	0.00963867149181812
0.0271294433350714	0.00995476204538711
0.0275922110684183	0.0102561654126478
0.028121061957932	0.0105806814300753
0.0286484002933698	0.0109281378108978
0.029111786257908	0.0112855666823661
0.029563999990599	0.0116031410622972
0.0299033875880193	0.0119171619870842
0.0304201342383567	0.0122269230413425
0.0308653794343612	0.0125342265987779
0.0313541972107964	0.012824315337849
0.0318283727127797	0.0130837761539154
0.0322058921721789	0.0133293302502007
0.0325649083602739	0.0135717792643483
0.0328932444264631	0.0138256396424626
0.0331207384865757	0.0140597445391259
0.0333722019384019	0.0142808698415722
0.0336792926788572	0.0144851806004446
0.0341128501391874	0.0146632652001297
0.0343209446789479	0.0148169840550587
0.0345972722169125	0.014936524763206
0.0347376431340497	0.0150707889794236
0.0349419386181323	0.0151847944200684
0.0349229060831309	0.0152719078930924
0.0349729585953429	0.0153330300357245
0.0349289461082237	0.0153799001142672
0.0349632654396316	0.0154122386280449
0.0350470296216547	0.0154290664418181
0.0350831359928423	0.0154456901221539
0.0351541298693641	0.0154430426132612
0.0351311986426439	0.0153981098096471
0.0351690926003318	0.0153547167631444
0.0351375989152354	0.0152949508586502
0.0349311137343481	0.0152154213878127
0.03459757221732	0.015104343937238
0.0342682450118708	0.0149803226494058
0.0340665691621457	0.0148291020315418
0.0337614259408798	0.0146777208478729
0.0333957858898785	0.0145206582463068
0.0328647377349261	0.0143743747593548
0.0324138650538559	0.0142216362022138
0.0319010887273015	0.0140712454325825
0.0314922623993601	0.0139053861889393
0.0311039679044505	0.0137227155879621
0.0307418437146425	0.0135385768941278
0.0303447120919276	0.0133618881843094
0.0298044541023707	0.0131612139953487
0.0293344858350385	0.0129611106484182
0.0288433829435672	0.0127481319012648
0.0284032485636754	0.0125649650175982
0.0279045435780137	0.0123685272787597
