H1_ATX3	unbound
0.00991545490330162	0.00452430832578075
0.00991979386630973	0.00450498864541812
0.00986460357969878	0.00449064589214153
0.00974824508246511	0.00469902336189709
0.00969636241232636	0.00547456159180809
0.00975114624328049	0.006495242628007
0.00967546099913029	0.0074772543628496
0.00956387429206081	0.00859985662029179
0.00948577847529498	0.0096401171169841
0.00941498231854217	0.0107772787306487
0.0093817419623944	0.0118365878936198
0.00926397913038557	0.0132271154393575
0.00914651208429188	0.0145390280326852
0.00907707816149934	0.0166970657543703
0.00902876901992984	0.0199139451850445
0.00891269071681835	0.0226322524826772
0.00882716233642971	0.0255322192429422
0.00877867295334216	0.0285856890345075
0.0087752090113326	0.030801712501683
0.00876190569784595	0.0323983901066097
0.0086684582331359	0.033075355174588
0.00856388610134084	0.0336429203128295
0.00853481039997001	0.0339063932840191
0.00850665785854834	0.0341957309267408
0.00850970285010537	0.0345136085745539
0.00840041908627667	0.0347195741767144
0.00829424777452681	0.0348720299947953
0.00825391429399282	0.0350465142468511
0.0081520066161348	0.0346101400212492
0.00798694592559439	0.0328263601081406
0.00787651337758826	0.031037831766987
0.00773300574856689	0.028111336695307
0.00763498066901485	0.0250445933605816
0.00771520512622169	0.0218667282411877
0.00764647556048822	0.0186913262375842
0.00768533032829565	0.0165820890765602
0.00762374937338642	0.0149066713061112
0.00751041556392012	0.0134854204006954
0.00748506655772776	0.0123068513472356
0.00741279496063848	0.0110214897686024
0.00736630233891714	0.0097155047620576
0.00747085209185353	0.00837624379956326
0.00745753140097168	0.00709882267796663
0.007473227484396	0.00582154412100573
0.00745689876806349	0.00517220486511062
0.00739419319628098	0.00538038907197803
0.00743946126014593	0.00649083473931666
0.00749166379602232	0.00785696894913942
0.00742898844485089	0.00890538642703339
0.00747289161148693	0.00892864724369223
0.00742496729645415	0.00895648661565202
0.00749420175268764	0.00896405791881077
0.00744849058366809	0.00895304248288991
0.00742379311205221	0.00891376250646941
0.0074567136667724	0.00986733259097623
0.00747223142700026	0.0112290874155787
0.00738875095889242	0.0127307896901595
0.00736574116767048	0.0140616820085561
0.00730276660284526	0.0151268406856632
0.00739649150908857	0.0139557066314986
0.00750340984329485	0.012604472788189
0.00760319227800705	0.0109689523474944
0.00765474247188407	0.00938465485540144
0.00758150273899236	0.00833581763625015
0.00751624050239532	0.00833002527321865
0.0075312298801859	0.00833053106969872
0.00756714629540579	0.00832575854267541
0.00765374325839688	0.00832190997693689
0.00764304509723493	0.00833657397422274
0.00764854600459822	0.00743222138817542
0.00760316204226674	0.00634224704786135
0.00773067172479856	0.00542797844406914
0.00778596060082634	0.00493681939416265
0.00779885700197306	0.00482297694729764
0.00782820884471639	0.00482738299796258
0.00789554909467624	0.00482213903081151
0.00792849317490516	0.00480747348041021
0.007916366867734	0.00478517422495996
0.00799159473022895	0.00478886138142333
0.00810096485056594	0.00479536278425414
0.00809344116384239	0.0047951621350105
0.00820838623961638	0.00479286629356395
0.00825728176162249	0.00477808655046274
0.0083319349820146	0.00473941643426671
0.00831799371191958	0.0047321367529061
0.00839733215769261	0.00471578129893314
0.00828359454059447	0.00469273914538619
0.0082218197001752	0.00468651288989652
0.00821486111042805	0.00467168369404918
0.00819351246968019	0.00466148559173368
0.00824390550140504	0.00467436191689899
0.00825589327278116	0.00465510781204523
0.00827662863910296	0.00465379578760227
0.0082827460090482	0.00464223500401066
0.00826876822327078	0.00463653061113372
0.00818048804888504	0.00462499836509981
0.00810717426717109	0.0046315346616133
0.00814990969241078	0.00462778725005512
0.00821192385849646	0.00463119820355275
0.00837210274039215	0.00462684385993438
0.00838266246857988	0.00463808984703443
