ATX3-TAG_ATX3	unbound
1.07679021455893	0.420070263623086
1.07633641299506	0.42212250020111
1.08444407101788	0.420824527655569
1.09367765941372	0.418071976633198
1.10435012994619	0.41510011286865
1.11719261997213	0.41674566561937
1.12219399762365	0.416879877002339
1.13001113108011	0.418112489588728
1.13506587448052	0.417084764935977
1.14829148001313	0.419889973630636
1.16505511546754	0.417315130793356
1.18262324153056	0.413327873864421
1.19811101460228	0.418662278299582
1.21738355526524	0.420694348533164
1.23421377250618	0.420360226975979
1.24911716361852	0.422818869407349
1.26188802051938	0.42950431189117
1.27483812529408	0.429598272251295
1.27481250840889	0.429992244336017
1.29258226356143	0.434730147094416
1.29946511619887	0.4380363180218
1.308197931997	0.44303228086838
1.31741230294726	0.450715816314071
1.32106010373514	0.452699653645897
1.34058457445655	0.458289429177519
1.35132275387766	0.463239298662655
1.35509066482052	0.469426326521007
1.3780099380623	0.473199188403567
1.39104214134394	0.477553039970001
1.40115589749537	0.485088432752035
1.41265242198511	0.491185802220158
1.43700857441133	0.500673580012144
1.44856267297568	0.511860211320042
1.46852627058951	0.526780308017314
1.49833532475613	0.537752652379539
1.52812209822948	0.552497604207998
1.5538346141215	0.567155738239594
1.5861347399288	0.584197638533475
1.62854970183183	0.606343272908962
1.66906255772806	0.630509628391994
1.71529343240371	0.652850218718428
1.78227682992724	0.675406478539214
1.84909887369253	0.704469399695727
1.91959552007862	0.73017680516239
1.98893511042016	0.760852349531636
2.0566172378211	0.789627527139082
2.1324966417241	0.81845646729557
2.20931063179822	0.848441855718386
2.29040382013847	0.882450828146727
2.3674439316049	0.910324666977759
2.44799764149704	0.935890963145578
2.51118123668487	0.962758809695406
2.57856267162034	0.988899089083681
2.63734711942646	1.01047677892734
2.6879364799008	1.02604979443423
2.73184435136289	1.0437402379645
2.77273449549148	1.05867408493805
2.79983937882094	1.07165201949151
2.82257157912157	1.0787839890846
2.83646652635437	1.08499336948897
2.84839110765483	1.09264048615186
2.85924170772958	1.09411611278251
2.86379565844717	1.09803418634906
2.85532726568678	1.10025944002626
2.85297876610875	1.10083999279476
2.84458107312479	1.09959520407675
2.83104976996373	1.09721962962293
2.82423079074406	1.09685831365252
2.80793453818863	1.09360668406321
2.78072935074627	1.08966839561211
2.76165390099345	1.08328780902808
2.74220354818954	1.07749303765926
2.70810945984947	1.07182000182171
2.68020757450501	1.06410883605378
2.6486956038885	1.05720021797525
2.62509721313096	1.04993003675391
2.59159506094774	1.04181046412644
2.56196272544059	1.03591868517584
2.52900108966126	1.02584066260689
2.49927103554563	1.01605419171272
2.46506000949782	1.0082225588951
2.4279680240072	0.99743997131755
2.39913155906663	0.986581461899765
2.36982781393495	0.978809344540816
2.33189877240659	0.968529849130668
2.29406472315598	0.959530328367393
2.25144669781303	0.945843089485802
2.20894486588207	0.93672280973896
2.16318000356859	0.924389881078741
2.11621802374259	0.912762838254318
2.0821707858438	0.904220140500335
2.04554676910788	0.893308793011013
2.01212045466437	0.88140410211065
1.9734663460045	0.869134334542855
1.93567845513984	0.860382416204881
1.89377779791973	0.849661887151978
1.85891614580874	0.836217673497088
1.82488858872958	0.825799414641792
1.78506366564404	0.815434105362276
1.7541322039703	0.807020083116849
1.70732390107219	0.794437000421986
