WT nuclear genes	atxr3 nuclear genes	WT ATXR3-marked	atxr3 ATXR3-marked	WT ATXR3-bound	r3 ATXR3-bound
0.674746519944488	0.583129212864607	0.688670862115082	0.5380677971273	0.753831616301929	0.714265372690735
0.658120895854679	0.571085452631788	0.690155830102186	0.534320397678644	0.737862201803312	0.683710435453389
0.654646643464438	0.562367998174841	0.683442436756453	0.520244819062252	0.721736281566866	0.645065733300092
0.662615492295728	0.558694309080193	0.685119692220469	0.535096544070516	0.71447637580147	0.626135867319814
0.669336335445008	0.550766180361046	0.681222380331063	0.519405872459591	0.709280812389071	0.603244228627798
0.679543573794221	0.549203356496086	0.686290208587855	0.509685486380489	0.710038821179687	0.583221775242
0.676943952815007	0.489609247794698	0.702465692018952	0.505186002674961	0.724366379919181	0.593536439906323
0.687145346484269	0.48306501682607	0.713342607532497	0.494644883493171	0.741889063200933	0.592012776968219
0.696831298898531	0.484954962372143	0.733956608335012	0.498136920928903	0.75272874647254	0.590204874344406
0.700584070182712	0.473428500842843	0.752914823559326	0.477053240580577	0.774373905888281	0.588138427606625
0.71471531242761	0.47078202124898	0.780803183045984	0.485819256009417	0.795595588962288	0.588880199492776
0.734736058816111	0.482980667431302	0.810313365584245	0.502186914429932	0.843960794161959	0.656715386587066
0.754256895818167	0.485370925787587	0.836423692737155	0.514105975410576	0.873653755744055	0.634005557997037
0.782177828106843	0.49484615628138	0.873243896654731	0.53606431532022	0.895566165179991	0.645716291933743
0.819963724364175	0.505130638815932	0.944442481784084	0.581191436459518	0.953754717813981	0.675614231805058
0.864700236249451	0.530986991919812	1.03079379288932	0.650455783720753	1.02755718277244	0.725480831721948
0.914000865864399	0.562451616678517	1.15427612772714	0.760870943775727	1.12871701606025	0.820005887347215
0.963288957140222	0.585567329985084	1.2928198418441	0.866195517395199	1.23648438727654	0.895738427762773
1.01148918671789	0.624684841735002	1.45851641204788	1.01525963016295	1.36353634087261	1.00948017429111
1.0374284919794	0.657690098017307	1.62165069351299	1.1814601734251	1.51675440255357	1.14578178829616
1.04328883403496	0.695674286984387	1.76054824465396	1.39386330999328	1.64386201726338	1.33386942846847
1.05215961041554	0.812628265558625	1.93208437985496	1.89850742201778	1.79234068296738	1.7400995536808
1.05557224598935	0.959806183036158	2.13273227327853	2.59592228603085	1.99565211142132	2.38118008893891
1.04303663855889	1.05489338465705	2.24665586832409	3.16614536257305	2.10691035281722	2.89420130803343
1.02885462577549	1.1630596285909	2.29170139151846	3.57843119173032	2.15917789912432	3.26653870187121
1.01646733724686	1.20918565477759	2.36945768095845	3.95467566098599	2.16383700733129	3.5259939057628
0.998851104680555	1.2287459336774	2.3289191024704	4.07436842299253	2.11703850379091	3.63734380406753
0.98656565131967	1.24250867145883	2.30250213219766	4.20088123981847	2.11071722662218	3.79572718744949
0.970414716272306	1.23774129128434	2.21442695617723	4.09639319865399	2.05250820586874	3.74264593872407
0.964789662506658	1.23932506461251	2.19145740868649	4.12216825789246	2.04243032533218	3.76159206127065
0.956757420752286	1.23408064041402	2.1516560401898	4.05706534656843	1.99834645015649	3.71779943385493
0.943498182425886	1.23272182591536	2.12154272541902	4.09938985360173	1.93659268797165	3.72861734285461
0.940715341001972	1.23236946469132	2.15623199824162	4.23357029219518	1.92984490389541	3.77078288755179
0.942747181774181	1.23593668386541	2.19307388456324	4.32499891059588	1.97624242901201	3.86957618384774
0.932798177000384	1.19525337597832	2.17566425581165	4.39974474443837	1.9984492543656	3.98791194794386
0.92802322475155	1.20007241577893	2.15166874925819	4.36719708921282	2.01114071453266	4.01570871298583
0.923662052751838	1.20696568919673	2.14218559366416	4.37245599595645	1.9486834348221	3.89471598224804
0.914848866377251	1.19549941734747	2.12256308500506	4.34264943310079	1.94198198988226	3.8735221822685
0.91308817367058	1.19503962137285	2.15234510252467	4.38084617128355	1.99307210978291	3.97719973203786
0.910895903322438	1.19571128510291	2.13834567268004	4.30968695931067	1.97742081759836	3.89458100621115
0.905907222811997	1.19604928718618	2.10378456233415	4.25952536898363	1.95098290699054	3.8368960823338
0.90022613212195	1.19185558240576	2.09488426826534	4.27252371808932	1.93772220153805	3.83438590751534
0.896069290511945	1.19987285029185	2.09109676474045	4.36017407112559	1.960260643062	3.9619018402996
0.881023672803801	1.17477366148036	1.99674901893457	4.14551369483815	1.91780016329658	3.85959703654291
0.875997604166923	1.18180579366652	2.01104402953017	4.19158579996289	1.89898875336513	3.87508614334836
0.873274633020704	1.19181172339365	2.02722272036433	4.25956424280657	1.88292990973685	3.89491929302499
0.87277769475107	1.18429778555	2.01468868374159	4.27629132248447	1.88143083535705	3.90791878547769
0.879949465958221	1.18802897798824	2.02869038816643	4.29898385625902	1.88440070611381	3.93672251040082
0.893818692425951	1.19084529989861	2.03682711355618	4.26683947161833	1.88176330114429	3.87153192233758
0.901558458881276	1.19709721134415	2.02492814280179	4.22644474390528	1.86652607454816	3.79957728061694
0.896465908098178	1.2074666875486	2.00805549977565	4.23337450694299	1.81419912838645	3.80030878460857
0.886189346656083	1.18913266144224	1.96923484707997	4.17483780954547	1.79890192054783	3.74078980466126
0.881838243052182	1.19591690486579	2.01207682797921	4.23223439897399	1.83508996531949	3.79946904561812
0.868513842710084	1.19556014981944	2.04226591705461	4.30530523610955	1.86260158878836	3.79083164317442
0.846275818977119	1.20626727080062	2.00808459659953	4.23400982524483	1.83456914250196	3.70973026345582
0.850933856271239	1.21401571789251	2.03918670426336	4.24401041752346	1.83826242624771	3.66882994361391
0.85614165568154	1.23382210514392	2.08662208674321	4.38658977812716	1.86700944379259	3.79214120350943
0.867488583197719	1.25231366958982	2.21666892027507	4.50087953627525	1.97805754628815	3.93812020670482
0.868511821139288	1.25173405921607	2.19586117405258	4.4216290415374	1.98266034820252	3.92659201896246
0.867990459611477	1.2480495466801	2.15314112327458	4.33115719399481	1.96597486314545	3.88138365211998
0.877740247969577	1.26102105300862	2.20134836082318	4.44838178679256	2.00350887602439	3.93939303499379
0.889787565127052	1.27801678168441	2.28193335071431	4.56456259265208	1.9859421650464	3.93079649791673
0.892242992473082	1.28058605608026	2.28975582403344	4.585227411094	1.98188846078594	3.94211114161618
0.891560964562304	1.28598085439338	2.27834139162997	4.62207547856808	1.96940860865745	3.95258433594728
0.905438538406962	1.26743419046927	2.31246205545179	4.66165345714971	2.00550890538706	4.01137499850875
0.921529423478034	1.29046065654464	2.36659142715995	4.78082940277065	2.04312709918146	4.05152117206332
0.932845321889844	1.30300148726906	2.38355459829694	4.76907070912401	2.07370618909119	4.06420769920285
0.939091658003567	1.29827477244816	2.37498178974859	4.69432616402979	2.07610643543281	4.00427632003169
0.937147384531032	1.27375030414431	2.32512385262434	4.586436042518	2.08983382413678	3.95167463996016
0.946534607025285	1.27503872442454	2.32217202737848	4.56666502824551	2.09140827733752	3.95757703413992
