WT nuclear genes	atxr3 nuclear genes	WT ATXR3-marked	atxr3 ATXR3-marked	WT ATXR3-bound	r3 ATXR3-bound
0.0191317699569372	0.0453125248619583	0.017652644314726	0.0198782620184926	0.0205805434486549	0.0333212176903466
0.0156497486728863	0.0458680954174487	0.0178577877056477	0.0218616424501413	0.0205441414478635	0.0329914514754405
0.0156728529665988	0.0460310389758032	0.0179499751165593	0.0214426576993286	0.02015880050843	0.031581753219664
0.0169296925765675	0.0459443436255453	0.0204998306652452	0.0376571519735368	0.0198207985851865	0.0315909790369047
0.0180360889175829	0.0460699739820312	0.0200747187016316	0.0366530003400254	0.0185199083707941	0.0287469543778136
0.0211744194272131	0.0476219301053085	0.0195597546589929	0.0362780611993078	0.018572160163402	0.0276251515149327
0.0212114016510334	0.0187458700940856	0.0192903728136678	0.0357535280789016	0.0181230633327729	0.0368970871503457
0.0234430781296158	0.0202047280959548	0.0193895145079094	0.0344243565644361	0.0188869100607051	0.0389751646100804
0.0232870461796269	0.026897923922773	0.0199076120467666	0.0333895894087462	0.0188537197353862	0.0412479344416836
0.0191512539570836	0.0231523771210265	0.0182797069974513	0.0140841817365737	0.0195007696717942	0.0418934682743684
0.0168191211139566	0.0203675634473222	0.019400292024126	0.0146822823691771	0.0200074799034641	0.041740080091016
0.0129958433277246	0.0225744776384657	0.0201079700731286	0.0153491366574634	0.0217672106361999	0.0525208596624895
0.00938614563661279	0.0214961833966916	0.0204595338310716	0.0152371902320916	0.0217997646115301	0.0396433079965409
0.00818158337385258	0.0189116031546136	0.0208777462882156	0.0153869370080027	0.0220297870616579	0.0378573285116047
0.00808348604875085	0.0119113973155979	0.0223141162904098	0.0171198234216632	0.0239729763504802	0.0382506772554205
0.00837925773723841	0.0115563686397666	0.0239731962414251	0.019977639343708	0.0260007812742673	0.0395594394663679
0.00855336351525657	0.0117923845600165	0.027452355407624	0.0343271892393153	0.028966039567131	0.0479511515750861
0.00987516219585357	0.00826641873556109	0.0303969531185008	0.0380294810043684	0.0314688017663616	0.0496023711813902
0.0125924065089745	0.00870259568384933	0.0332762303319946	0.0401591553786	0.0331815946773221	0.050687443940082
0.0148321168361571	0.00927036591601201	0.0373015519046578	0.0428333976171015	0.0376417358522586	0.0519132721632249
0.0157357649060893	0.00990437526756459	0.0404726839233725	0.0464591349814846	0.0404162221735196	0.0543487868924648
0.0184755063929036	0.0149697114333523	0.0439050623963987	0.0582464043781747	0.0434665925497375	0.0593804775838451
0.0208557079778804	0.024058129164615	0.0596427975961101	0.106367018384092	0.0767587000320862	0.132734913361077
0.0215743844531397	0.0287680227362306	0.0702680649928353	0.141512885745334	0.0859563139331823	0.162894263636977
0.0226347046944869	0.0674118401817792	0.0734543371029804	0.145145217859752	0.0883927197866598	0.163301220238546
0.0206940016368967	0.0664879392374883	0.0761585915206887	0.156204120127995	0.0731863808720423	0.147733713398881
