CMA601_ATX4	unbound
1.2678696959177	0.912665900395811
1.26578363920154	0.911972250796586
1.26183791952137	0.91135386523012
1.2640533440959	0.910713103870132
1.26618791375894	0.910391706108614
1.26803140574066	0.906838023264487
1.26436059275952	0.907470647972285
1.2659453490245	0.905613457109843
1.26618791375894	0.904102073965489
1.26369758248539	0.903259930463789
1.26381077936146	0.903845769421493
1.26793437984688	0.903733890453876
1.26722285662587	0.903707446334258
1.27110389237685	0.903833564443208
1.27419254999534	0.904028844095776
1.28001410362182	0.904171235509106
1.28155034693992	0.904889295064903
1.28682208716834	0.906317277524306
1.28733955860181	0.907139079395529
1.28656335145161	0.910969408414127
1.28526967286795	0.91349990724532
1.2896681800524	0.915062144465863
1.29293471847614	0.918876200180081
1.29637913770514	0.922336311524019
1.30397949938416	0.927263054425263
1.31166071597465	0.932092157500224
1.32226888036067	0.93906323426429
1.33543205994943	0.946540817627203
1.34537721406133	0.956231570385886
1.36015749187967	0.967984964474818
1.37385431388419	0.981859990622379
1.39662305695663	0.997909537067805
1.42142934379835	1.01767956772726
1.44851573914377	1.04084461651313
1.48328335107968	1.06143034655467
1.52253032511151	1.08945297669816
1.57322635460876	1.12327297152727
1.62114097515113	1.16062834173308
1.67858030426571	1.20258092042642
1.74150159637856	1.24846146796464
1.81140875284318	1.29849781060908
1.88548802274011	1.35520213972349
1.970062260147	1.41816965686141
2.06615023694848	1.48588287638933
2.16700865352721	1.55765018287109
2.27745646260733	1.63503788185332
2.38478327210437	1.71599146865797
2.51777343050479	1.80800073162622
2.64880690004743	1.90301038508966
2.78351118257121	1.99829261640147
2.92007512805901	2.09725668282941
3.05977624411218	2.20127767859364
3.19876583694434	2.30356760160437
3.33701156459089	2.40216145035765
3.46907997700046	2.49933952162981
3.58683707007827	2.59295984173175
3.69869175461813	2.67734709576071
3.80296224846126	2.75384586549115
3.89722290426332	2.8232616794899
3.9795170331665	2.88500666463622
4.04581806057916	2.93683713908863
4.10131687181825	2.98042315070918
4.13016590423391	3.0065275650988
4.15128520711219	3.02438548249353
4.16566121037313	3.03988377075306
4.16900860370836	3.04640936580971
4.15700973484489	3.04008515289477
4.14049916192091	3.02876096720888
4.10772058080738	3.01490424852875
4.07499051264074	2.99620825595842
4.04248683822624	2.97246143654094
4.00691067717554	2.94910314226555
3.96615980179019	2.92582011202292
3.92333904067099	2.90168883578945
3.8796935594547	2.87517352046421
3.83202150364676	2.84903045697668
3.79334051399528	2.82301147743505
3.74762514704513	2.79751120947056
3.71167705340163	2.77406544618412
3.67348119321902	2.74915915382952
3.63517213616033	2.72402096688749
3.59932106841061	2.69876073016261
3.56597650291673	2.67462131727695
3.53651297317383	2.65211940564459
3.50129257373364	2.62863499326025
3.47116603371662	2.6067575696835
3.43685120928499	2.58607623397873
3.40758173132964	2.5647683760553
3.37207025420813	2.5439873663612
3.34267140839441	2.52551309756306
3.32354113633851	2.50860513431155
3.30022257986801	2.49074925107987
3.27876368636152	2.47360735907789
3.25827505179278	2.45725675650142
3.23052564617323	2.44256806513483
3.20940634329496	2.42686636057054
3.18700953281531	2.4130137102165
3.16236495579656	2.40068464798511
3.14446367839514	2.38489344024672
3.13167243139918	2.37181784017686
3.11354476024562	2.35901685211843
