CMA601_ATX4	unbound
0.103469519617493	0.0230825841600903
0.102584060985343	0.0229720939555806
0.101332992614179	0.0228319010682048
0.100031265651842	0.0227288477595924
0.0989450263051678	0.022550993903389
0.0979974903496995	0.0221708306993601
0.0960406273531519	0.0219587111510013
0.0951683719944756	0.0217230669857597
0.0932687332129308	0.0215225727866558
0.0913646651454251	0.0212793354109708
0.0897720608500199	0.0212127787898255
0.0890699854571512	0.0210846425136872
0.0874797616469851	0.0209859292688693
0.0862355884804819	0.0209434603794042
0.0850262822570599	0.0207910142023955
0.0843298158332063	0.0206588426455521
0.0829059981971775	0.0205231834207793
0.081945932806164	0.0204498750936483
0.0810604503177388	0.0203930511520628
0.0795554399225135	0.0205493907073247
0.0778081045143675	0.020535347664879
0.0769807697728216	0.020420466145583
0.0757873827525556	0.0203507323308536
0.0737443611604797	0.0202315547536726
0.0730473765177145	0.0201739926849854
0.0728343249639963	0.019925432783398
0.0720349852299308	0.01973384990206
0.0714471844934199	0.0195821319405019
0.0709396730133801	0.0195557455381412
0.070602509635824	0.019658582926056
0.0705966128447518	0.0197728964903799
0.0705338165775869	0.019914021969244
0.0710637566501135	0.0201539540776545
0.0714609252707942	0.0204857711134033
0.0729665367029256	0.0205153018569034
0.0746913105425027	0.0208335303480579
0.0773216021866428	0.0213536253614928
0.080080179456605	0.0219371351134535
0.0836094651626147	0.0226456035384961
0.0863513741555771	0.0235317320825537
0.0892346375125411	0.0245527577064246
0.092691231032028	0.0258333620518894
0.0965004307752929	0.0272852749141258
0.101242561292804	0.028926263819566
0.106500166667437	0.0308559041196
0.112747070854728	0.0329410213633529
0.11887622184285	0.0352706796422513
0.126967702740398	0.0383219012771448
0.135586345476141	0.0414322201244881
0.145209463355092	0.0447405599969719
0.154937776494692	0.0483329602730925
0.166526898232369	0.052394529438826
0.178229916043413	0.0563150698022006
0.189455039694425	0.0602130960762918
0.200638912081718	0.0640482667151008
0.210192564657649	0.0677283275172776
0.220382569152261	0.0711975887361443
0.230585958295456	0.0744026868663109
0.240111661918318	0.077525359885312
0.248927508802615	0.0803725954583345
0.255961109598268	0.0828880036601759
0.263786088739841	0.0851431781965121
0.270025049869216	0.0865311061301525
0.275689118486843	0.0878735463586865
0.280035820575244	0.0891078456334949
0.283514880625177	0.0899287221332966
0.284552143265128	0.0901014330742012
0.285623639533392	0.0900536209876127
0.286538122521244	0.0899515083827902
0.286607791439014	0.0897592599128713
0.286458783439799	0.0895403153754238
0.285905992343307	0.089249699782351
0.285564198769895	0.0889992657042322
0.285306969943362	0.0887077423065968
0.284519400516324	0.0882442102196456
0.283879899259641	0.0878225063003572
0.282077417856931	0.0873369422739391
0.279936054960079	0.0869371800982164
0.278574248801185	0.0864637783498832
0.276849820798036	0.0859379246508191
0.275718540962924	0.0851973226873035
0.274531780260557	0.0844614561323943
0.273257162475816	0.0839036442636955
0.271739924533925	0.0833209797062108
0.27012140919224	0.0827299796755561
0.26929495385651	0.0821315947545755
0.267363920359569	0.0814890412460412
0.26584136083638	0.0807305331379304
0.262840791713266	0.0800207910701128
0.261085764229301	0.0793396467589472
0.260015843121955	0.0788380042831421
0.259373649946938	0.0783267896518554
0.257778527286585	0.0777417592653807
0.255936455745731	0.0772247754561074
0.254051779374217	0.0767036450633947
0.25241439092136	0.0762469373273743
0.250885658261315	0.0757457066951512
0.249159059924082	0.075374661479317
0.248125193367855	0.0749041737001404
0.246945875233719	0.0744709466627327
0.245529289532027	0.0740375973936554
