ATAC_ATXR3	unbound
0.0131555981083504	0.00650155405803757
0.0132898782019839	0.00647128064884035
0.0133637090221625	0.00640478956055606
0.013330292254741	0.00635419025036894
0.0134840805192572	0.00636500038306295
0.0136532225437431	0.00439359411482985
0.013698057388839	0.00433160865397058
0.0137233436449258	0.00429770795573903
0.0139287016056808	0.00439935254962072
0.0139172037756069	0.00447805160006767
0.0140540239545298	0.00444095839708149
0.0141880812658655	0.00442692430228822
0.0144028017072623	0.00440085734345125
0.0145295389374349	0.00443906920908262
0.0146135676460582	0.00452309648780772
0.0147593785214688	0.00461227105304154
0.0148324786914445	0.00491071461984822
0.0149418056511088	0.00505635795929745
0.0151070083887904	0.00518644666054098
0.015250463165144	0.00708446939938693
0.0154542292062483	0.00716183438553463
0.0157194078281356	0.00721629230922577
0.0160758311263414	0.00718107738525173
0.0163038097977718	0.00711520888022734
0.0165642405031384	0.00713510145820812
0.0168106469733225	0.00716071179581498
0.0169689820863044	0.00719700511154502
0.0170346957700774	0.00726497267695329
0.0172645530321733	0.00736073057159444
0.0175768102802211	0.00732405021279799
0.0178255063558769	0.00735741361887071
0.018036288254998	0.00722428203328806
0.0180688444418067	0.00722313046674777
0.0180949396747311	0.00723514196790522
0.0180632699096692	0.00548695257737587
0.0180664213703066	0.00552462375786901
0.0180140110542762	0.00555312522488714
0.0179196611817501	0.00561205951818923
0.0178660791519523	0.00557741440814887
0.0176430096666881	0.00553402974951294
0.0173089666563577	0.00551633548446719
0.0170624020117883	0.00546588452355465
0.0167794614948289	0.00538035814544006
0.0164558977409059	0.00532040659088966
0.0160953211539892	0.00522466559714689
0.0156859429318811	0.00498909378920398
0.0152178813641368	0.00487144620442053
0.0150308187964592	0.00483615945900289
0.0146206616902802	0.00470659801271039
0.0142564496590514	0.00455199624755192
0.0138037033245079	0.00433320602695708
0.0132333475191331	0.00413512869576801
0.0127850047861568	0.00393232381781564
0.0123702906503636	0.00382023214213167
0.0120570172954601	0.00379779200918686
0.0116879645724971	0.00383098621046627
0.0113460212252941	0.00395420904821517
0.0111142029854981	0.00401882171155855
0.0107323149243734	0.0040946947610581
0.0103761636350369	0.00387956963312461
0.0100131178899205	0.00372241257600662
0.00973024400378857	0.00356580692682486
0.0093388946605084	0.00341428351751525
0.00902504282308261	0.00333633126840281
0.00874080254882979	0.00333108474638789
0.00845644445798638	0.003327172262812
0.00824211118851062	0.00332099609807756
0.00797941104798697	0.00327631574218797
0.00768975128935148	0.00320289102798872
0.00737969548670647	0.00303194332412145
0.00723329300002302	0.00285396387266147
0.00691009945541104	0.00266950301074514
0.00668681796396716	0.00255372456380205
0.00660269766189744	0.00246390410888901
0.0064513543199001	0.00247879580245827
0.00630679438880181	0.0025259171059661
0.00622731481408374	0.00263185469975113
0.00625913341020319	0.00278717980729478
0.00625877537686851	0.00297326805024241
0.00625168818429015	0.00301013858172867
0.0062135434775432	0.00292920307606593
0.00624004225606723	0.00285529418473379
0.00625579160869605	0.00285245378610135
0.00630252293966454	0.00278179457616998
0.00630455319968356	0.00272437544852377
0.00628852570677727	0.00278166963953199
0.00636984458532245	0.00286773741206166
0.00646275559033584	0.00293849980130906
0.00643376872146509	0.00297522403407984
0.00645678284511491	0.00291925922815699
0.00653198693390462	0.00281132069744831
0.00663558086782743	0.00275286364133299
0.00660490640520617	0.00266060499466292
0.00665762839323141	0.0025413265193204
0.00678623291061179	0.00234416939717124
0.00693492617742092	0.00229325559112839
0.0070194791947192	0.00226866468419926
0.00708902696116358	0.00219896074139526
0.00722523465039587	0.00222348096584268
0.00724115257305509	0.00227940396584365
0.00736022044319034	0.00224842606539046
