H2Bub_ATX4	unbound
0.0338943442043751	0.00779844792741542
0.0330740643559708	0.00762118004807132
0.0321820763190039	0.0074339997698813
0.031373569128764	0.00724072480698567
0.0306164923833788	0.00705230820757168
0.0297632311469634	0.00687741951376285
0.0288909186557969	0.00668620566751959
0.0279109082448698	0.00649678529121264
0.0270357827459891	0.00634334135981997
0.0259634654075062	0.00619429042076935
0.0249279006095892	0.00602930179520163
0.0239535998191054	0.00586556487205695
0.0230478539122847	0.00570557781080536
0.0221289125371576	0.00559808539635306
0.0213591144821378	0.00548356334254358
0.0204658227339708	0.00537729861862127
0.0197693125670286	0.00527563310584346
0.0188970553629376	0.00518977636579624
0.0180827074082642	0.00511050441852548
0.0173483588702747	0.00499397309146983
0.0167206170049058	0.00489634926535763
0.0160286245261371	0.00478191414119945
0.0154033578895128	0.00467311226055626
0.0147478634725167	0.0045595131937638
0.0142563742522696	0.00446077480841638
0.0136137494236234	0.00436691033327611
0.0130957150637155	0.00429809893159304
0.0125320979477903	0.00423807280046331
0.0121319627765825	0.00412453310882009
0.011624804999336	0.00400127752569817
0.011166981848105	0.00387996550520213
0.0107367824373458	0.00377048684904483
0.0105317528819699	0.00365113008424431
0.0103277423716559	0.00354355984156992
0.0101891775908254	0.00346425202583379
0.00999108100018808	0.00340465206224408
0.00969302865299755	0.00336716374881762
0.00957250443744169	0.0033516494648297
0.00966644387678862	0.00334260263359062
0.00948958410378804	0.00336393121241086
0.00949377724852218	0.00339107819335144
0.00944622358246606	0.00343519084376524
0.00947880360862366	0.00347588887611269
0.00995294386194421	0.00352527881144833
0.0103560330846042	0.00361380871530215
0.0106995972067159	0.00372332707166493
0.0111403074843635	0.00383606956797066
0.0115689873499766	0.00398633751763853
0.0121147834388141	0.00415914187529561
0.0125814811947983	0.00435163816532867
0.0130956364688942	0.00457734892688808
0.0138623518612384	0.00481190236561855
0.0146741769284826	0.00508504013365516
0.0154037920640537	0.00538573848789465
0.0162961476751597	0.00568943795959321
0.0172185027592969	0.00604004811544902
0.0183044298746693	0.00640499885729707
0.0193866082368621	0.0067851753526108
0.0203340545047991	0.00719126521524237
0.0215399079891662	0.0075872190078509
0.0226299952585424	0.00799083391376179
0.0237599522658948	0.00840006234539977
0.024898832736855	0.00879936034400261
0.0259679907805475	0.00920639515255775
0.0272953541277225	0.00960089972905053
0.0284328634072108	0.0100048657294426
0.029651724939968	0.0104133025478249
0.0308251693280359	0.0108250001383593
0.0319498530947399	0.0112492671182743
0.0331200995761117	0.011676159437269
0.0344031588416898	0.0120898273460983
0.0355863268820424	0.0124940203269579
0.0369082557026508	0.0129126072518978
0.0381102178626068	0.01333264031712
0.0392851082169032	0.013764029304457
0.0406535816103939	0.014170346394986
0.0417799954201515	0.0145607595384568
0.0429096327283967	0.0149873207171367
0.0442077019620046	0.0153961002385143
0.0453843364669876	0.0157825252508121
0.0465843340437669	0.0161612068994822
0.0475717992368474	0.0165500688979748
0.0485120198452224	0.0169019365943004
0.049571481898134	0.0172557009281575
0.050705005590454	0.0176092137083046
0.0516396126022979	0.0179706249207188
0.0526221417256363	0.0183241642530884
0.0534511240776925	0.0186597431365228
0.0543315458716346	0.0189601904662027
0.0551993678949899	0.0192471151308261
0.0558737725754683	0.0195452586411066
0.0566725642428718	0.0198611945192925
0.0575729302804752	0.0201451291139502
0.0583749694303307	0.0204377940638792
0.0592319687153361	0.0207511012519294
0.0600549048544578	0.021044281393679
0.0610380494554626	0.0213278364600388
0.0619816432178894	0.0216150049875264
0.0627098746625836	0.0219086338072324
0.0634621422268075	0.0221805488835685
0.0642684605835243	0.0224243154883572
