H2Bub_ATX4	unbound
0.824453985204815	0.422898631086725
0.801705017011723	0.411383705503135
0.776874862425175	0.399608999331877
0.754125894232083	0.38743354636259
0.73132889866068	0.375779668371643
0.709380386772764	0.36457889605686
0.686359263435912	0.352991473565084
0.66393047776489	0.341758480402219
0.639932797735725	0.331663285937277
0.615967135958766	0.321525801609227
0.591905419425186	0.310858687090815
0.569060396475473	0.300527877674268
0.545767117994861	0.290285675589949
0.521721410587385	0.280583172711016
0.501806057714615	0.271607652716952
0.481442449310946	0.262398531574287
0.461815260708039	0.253541825957528
0.440619177746988	0.244888514444291
0.42148827205329	0.236956144406908
0.403221859169182	0.228455881922064
0.386620395399839	0.220817527123436
0.369650721730115	0.21372894054522
0.352376874664424	0.206360435349286
0.335839447399495	0.199215462286925
0.322087608076578	0.192880038032645
0.307087056917586	0.186850711835151
0.293255171964151	0.181487954432371
0.279743469532786	0.176823986672386
0.267800661459565	0.172540627680379
0.255537670864274	0.16840830391376
0.243883027060917	0.164912341896776
0.232932784806114	0.161750671178652
0.224784139619426	0.159551598297001
0.217916224521019	0.15793652828685
0.211192391557543	0.157094758630687
0.20557318829521	0.156903447345196
0.202531454335543	0.157646540654105
0.201666961525953	0.15971471634042
0.204964841503277	0.162654868727975
0.206917954887905	0.167214118731691
0.211400510196889	0.173034009416646
0.219485118879163	0.180567646459006
0.230451370260069	0.189738505344572
0.245195775401405	0.200347219575833
0.262821823241373	0.213658457440039
0.281520482530276	0.229478893848693
0.305710272072684	0.246992938584699
0.337648478649192	0.268554727361107
0.371603835114743	0.293620533366518
0.408648952918272	0.322121887298758
0.451313273984135	0.353809077585185
0.495818644551901	0.386982454489431
0.547384039731316	0.423963932876462
0.599749891215907	0.462781999604213
0.655125458407958	0.502876817437245
0.714279179360439	0.544884748125193
0.775962342237274	0.587871387073656
0.839838755390291	0.631470222135692
0.90267457534658	0.676533091982491
0.969128457802262	0.720436011298308
1.03687907947233	0.76594393160925
1.10448561900746	0.81102291188009
1.16841005953879	0.85494999683197
1.23236651832233	0.898671673877321
1.30179809823326	0.94137638040506
1.36594666653004	0.98317890318648
1.43534622818877	1.02674148979442
1.50109570909589	1.06949452759429
1.5649240948706	1.11307121082327
1.63360324585467	1.15644047234271
1.70402739158403	1.19949759439636
1.77309076159458	1.24158406340151
1.84287454227979	1.28515671902447
1.91062516394986	1.32802454359563
1.97611849883933	1.37139380511508
2.04516585972378	1.41144834688801
2.10929841889446	1.45143643316176
2.17210222059854	1.49261669081459
2.24055724381716	1.53226645818347
2.30795566471295	1.57036358343537
2.37188010524428	1.60858153686758
2.42839232038968	1.64553884961855
2.48504861767001	1.68118517661315
2.54434642075742	1.71520435077957
2.6044126618978	1.74981961063552
2.65637828522981	1.78469465107914
2.70717524235625	1.81874403229064
2.75657940551169	1.85065072710463
2.80836892845656	1.87994954702692
2.86115101721984	1.90832805897584
2.90490395886074	1.93784638342569
2.9525471181448	1.9678903104599
3.00124687975168	1.99590231026188
3.04303069888185	2.02415395262148
3.0888007904118	2.05306612236678
3.13421868116746	2.08200849915715
3.18213399559528	2.1096982904783
3.23251471544303	2.13691483809324
3.28169475083302	2.16605658138113
3.3230783418106	2.19276565063876
3.36583871763309	2.21816574794303
