ID	H3_WT	H3_atx45	H3_atx3-1	H3_atx3-145	K4me2_WT	K4me2_atx45	K4me2_atx3	K4me2_atx3-145	K4me3_WT	K4me3_atx45	K4me3_atx3	K4me3_atx3-145	
AT5G39024	1.14824	1.56031	1.45934	1.22186	2.56403	0.796425	2.8894	2.01265	1.07325	0.893547	2.05663	0.966984	
AT5G39030	22.8418	23.8686	22.7485	23.9078	64.3856	57.409	72.4758	32.2616	32.7877	26.1682	28.3429	23.5944	
AT5G39040	25.4254	25.3867	25.8818	24.8039	27.6915	29.0695	26.4862	28.1179	32.1438	32.3592	29.7568	28.6872	
AT5G00560	4.18289	3.83753	4.80723	3.9507	12.6492	3.31844	12.7615	2.95978	6.01019	3.25506	5.20583	3.67454	
AT5G39050	15.8294	16.0248	15.5377	16.1286	43.3606	38.693	45.8692	29.7754	50.389	53.4852	38.1118	48.0913	
AT5G39060	16.1574	16.1092	14.1642	16.0064	10.3701	13.3401	7.40409	9.23451	8.37134	7.4675	9.76897	10.0566	
AT5G39070	8.36577	7.59072	6.69579	7.98285	5.18504	4.57944	5.23704	5.56438	4.40032	2.93594	5.65572	3.99687	
AT5G39080	13.6969	12.7777	13.6491	12.1372	29.002	20.6407	35.0942	23.7966	44.7544	49.9748	31.8134	45.6416	
AT5G39090	12.7127	13.7476	11.9322	12.7481	42.5629	20.3752	48.8188	13.9702	19.1575	11.6799	17.6099	10.1856	
AT5G39095	54.8696	54.5688	53.6092	48.9153	24.3868	25.552	21.8511	26.2828	20.2844	20.1686	28.5999	25.0771	
AT5G39100	10.2112	8.1811	9.52862	9.08253	3.98849	4.38034	4.63508	5.15001	3.97102	3.63801	6.87684	5.35064	
AT5G39110	10.0471	11.5548	10.988	8.96034	3.76058	3.05296	4.39429	5.2684	4.9906	3.95714	6.42695	4.06133	
AT5G39120	14.7631	12.9886	15.0655	13.8071	4.84317	6.30503	5.05645	5.20921	4.66863	4.08479	9.12627	5.02832	
AT5G39130	17.1006	16.1514	16.1386	14.9475	5.52691	7.76514	5.65841	5.74197	5.90286	5.80806	9.38335	6.89782	
AT5G39140	12.7947	11.7656	12.7478	11.9335	6.95137	7.69878	5.11664	6.86668	4.72229	4.14861	8.74066	5.09278	
AT5G39150	28.173	26.8627	27.6416	27.7363	12.2504	14.0702	10.2935	14.7397	11.0545	10.0205	15.6175	11.1525	
AT5G39155	156.489	155.821	149.024	147.52	62.5623	69.6208	53.7549	73.3433	60.4775	51.3151	83.6147	63.2407	
AT5G39160	30.4695	31.9232	29.616	31.4019	13.162	12.6764	13.2431	15.2725	12.4497	9.19077	19.1523	15.4073	
AT5G39170	16.8546	15.8983	16.8682	16.7395	8.14792	9.29163	6.86232	7.9914	7.51274	6.31866	10.2189	5.86637	
AT5G39180	26.5326	27.3687	25.3238	25.2519	10.8259	13.3401	8.90898	11.7207	11.6984	8.80782	16.2602	11.8617	
AT5G39185	145.909	149.115	142.157	135.871	62.8472	71.6783	51.2266	69.3772	54.682	48.1239	81.1082	61.887	
AT5G39190	31.0436	31.5858	28.9292	30.3837	14.6435	15.2648	13.0023	14.2069	12.2887	9.31842	17.6741	14.3758	
AT5G39200	14.9682	16.4044	14.3359	15.7621	8.09094	7.63241	4.99625	8.82014	7.24442	6.19101	7.58381	6.1887	
AT5G39205	2.78859	2.36156	2.78991	2.1179	1.42446	0.929163	1.08352	1.3023	1.2879	1.40415	1.67101	1.16038	
AT5G39210	8.4888	8.26545	6.18073	7.61629	10.7119	10.619	8.84879	7.81381	16.7963	16.5306	10.4759	13.6022	
AT5G39220	15.9934	15.7296	13.4774	16.7803	26.8938	17.5877	24.8609	11.8391	9.65923	7.85045	14.6535	10.7658	
AT5G39230	4.05986	3.79536	4.20633	5.00964	4.33036	2.65475	2.22725	2.07184	2.52213	3.12742	2.63505	3.35221	
AT5G00565	2.62456	1.68683	2.10316	2.93247	1.82331	1.65922	1.20392	1.42069	1.18057	2.17004	2.50651	1.93397	
AT5G05885	2.21447	2.27721	2.91868	2.60664	1.48144	1.52648	1.20392	1.00632	1.44888	0.829722	2.05663	1.03145	
AT5G05895	5.45416	5.18699	5.66567	6.47588	3.76058	3.05296	2.34764	2.13104	3.91736	2.17004	5.20583	1.99843	
AT5G39240	3.2807	3.79536	3.86296	3.54341	20.9681	7.16783	19.8044	6.74829	3.21974	3.70184	4.69168	3.80347	
AT5G39245	44.3304	42.0441	42.2779	41.0139	16.7517	21.1053	16.8548	19.9489	17.8159	17.488	27.7644	19.662	
AT5G39250	10.0881	9.27754	8.97064	10.3044	16.7517	19.0478	16.4937	19.7121	25.758	27.5723	17.7384	22.3051	
AT5G39260	10.1702	8.09676	9.09941	8.91961	6.95137	7.49967	5.83899	6.86668	4.77595	3.44654	6.7483	6.1887	
AT5G39270	10.4572	11.0487	10.3871	11.567	8.37583	6.03956	9.45074	5.86036	4.23933	3.63801	6.81257	5.28618	
AT5G39280	9.71906	10.2896	10.0437	9.16398	8.37583	4.38034	10.1129	6.57071	4.5613	4.91451	6.16988	5.15725	
AT5G39290	10.4162	10.7535	10.988	10.5895	9.5154	7.03509	7.94585	7.04427	4.13201	3.76566	6.94111	6.1887	
AT5G39300	8.4888	10.121	8.92772	8.59378	7.52115	6.30503	8.18663	4.85404	4.40032	4.02096	5.84853	4.51259	
AT5G39310	15.0092	17.4586	15.6235	16.4137	11.3387	9.88895	13.7246	8.76094	8.10302	6.06336	8.74066	8.50946	
AT5G39320	17.8798	18.3021	15.6235	18.8167	35.6685	38.7594	38.6457	33.3271	20.1771	20.041	20.1806	23.2721	
AT5G39330	14.5581	12.4825	13.8208	11.6892	11.2248	10.4199	9.27016	9.3529	8.47866	6.63778	11.2472	8.83179	
AT5G39340	12.5077	12.9042	11.0738	14.2144	20.1704	21.3707	20.7074	22.1983	25.6506	27.9553	21.6588	23.1431	
AT5G39350	19.028	19.1876	17.555	21.0161	25.1275	31.9897	25.523	32.084	22.3772	26.7426	22.7514	28.8161	
AT5G39360	13.1638	12.0608	11.6318	11.9335	17.2645	18.5833	14.5072	18.2322	21.3576	22.2749	19.1523	23.8523	
AT5G39365	4.2239	4.80745	4.03464	4.56163	4.04547	3.38481	3.19038	1.83506	2.36115	1.97857	3.53482	1.67611	
AT5G05905	3.89583	3.07846	3.69127	2.93247	4.72921	2.1238	4.15351	2.54541	2.68312	1.08502	2.18516	2.44969	
AT5G39370	5.86424	4.55443	6.00904	4.96892	8.03396	4.77855	9.14976	4.14369	3.97102	2.04239	4.11325	4.19026	
AT5G05915	1.47631	1.81334	1.28765	1.38478	1.93727	1.72559	2.8894	1.77587	1.07325	1.40415	1.34966	1.48271	
AT5G39380	19.8892	19.019	17.555	18.328	28.3753	31.1269	29.3756	28.769	20.499	20.2325	21.7874	20.6935	
AT5G39390	16.2805	15.3501	16.5678	15.4362	12.6492	11.2163	12.0994	10.3	8.8543	8.68017	11.5685	9.60537	
AT5G39400	20.0533	18.5551	19.5294	19.0204	15.783	15.3312	13.9052	15.1541	8.74697	9.5099	16.8386	10.379	
AT5G39410	20.5043	18.6816	16.7824	21.0975	37.3779	48.5819	37.6826	44.6334	28.0654	32.6145	26.1577	28.0425	
AT5G05925	4.2239	3.37365	3.39082	3.29903	2.62101	2.58838	2.8894	3.13736	1.93185	2.93594	3.27775	3.54561	
AT5G39420	27.5578	27.9591	27.1265	27.0439	27.2357	18.8487	28.292	20.8368	13.1473	12.6373	17.9955	15.9875	
AT5G39430	16.1984	16.9104	16.997	15.2733	13.162	10.9508	9.87211	9.70807	8.31767	6.38248	8.99774	8.18713	
AT5G39440	14.4761	12.9042	12.3615	12.8296	10.7119	9.75621	7.58467	8.22818	6.76146	7.02073	12.7896	8.57392	
AT5G39450	16.9366	17.2478	18.0271	16.0879	24.1019	27.8749	23.2356	30.7225	32.5194	29.2956	21.3375	28.6227	
AT5G39460	16.7315	17.1635	17.4262	17.1468	11.2248	11.15	10.2935	12.4903	8.31767	8.42487	10.8616	10.25	
AT5G05935	3.03464	2.36156	2.18901	1.95498	1.82331	1.72559	1.5049	2.6638	1.55621	1.40415	2.24943	1.09592	
AT5G05955	2.8296	2.1507	1.88856	1.62915	1.53842	1.72559	1.5049	2.24943	1.39522	1.08502	1.86382	0.838053	
AT5G39470	8.89889	9.15103	7.29669	9.0418	8.7177	7.03509	9.57113	6.21553	5.47357	3.51036	5.20583	4.57706	
AT5G39471	13.8609	12.103	13.5633	14.3773	8.60374	8.62794	7.40409	8.52416	7.40541	6.44631	9.96178	7.99373	
AT5G39473	6.56139	6.70513	5.9232	6.88317	9.23051	5.11039	7.94585	5.2684	3.59538	1.85092	4.4346	3.54561	
AT5G39480	19.3561	18.6816	18.4993	18.6538	9.05957	7.23419	8.54781	10.1816	7.62006	7.9781	9.31908	7.47801	
AT5G39490	18.1669	17.6273	16.6536	17.3912	10.7689	10.5526	10.3537	10.4776	7.24442	6.7016	8.54785	7.80034	
AT5G39493	3.60877	5.22916	5.3223	5.17256	2.79194	2.05743	2.04666	3.07817	2.20016	2.17004	2.63505	2.2563	
AT5G00570	6.52038	6.0304	7.85468	5.82422	6.03971	5.24313	3.55155	4.61725	3.64904	2.87212	4.37033	3.739	
AT5G39500	46.8729	44.237	44.9391	46.4309	41.1384	40.4849	36.9602	48.0076	57.9017	59.9953	56.6857	58.5992	
AT5G39510	18.2079	17.1635	17.2116	17.7578	18.9168	21.6362	19.6238	26.2828	39.2809	40.6564	31.3635	34.3602	
AT5G05975	2.66557	2.23504	2.14609	3.01393	3.98849	4.31397	4.3341	4.91323	3.05876	3.70184	3.21348	3.15881	
AT5G39520	10.7443	10.9222	10.5587	10.4266	9.40144	8.09699	10.4139	9.3529	9.44458	6.38248	11.2472	7.67141	
AT5G39530	13.4919	12.8199	10.3871	12.0965	18.0052	19.5124	22.8744	20.9552	50.872	50.5492	37.0193	47.6401	
AT5G39535	1.80438	2.23504	1.07304	1.46624	2.67799	3.05296	3.97292	4.14369	10.4105	10.6587	8.67639	9.15411	
AT5G39532	3.64977	3.37365	3.13329	3.13612	3.64662	1.92469	2.8894	2.78219	2.25382	0.893547	2.18516	1.67611	
AT5G39533	18.0028	16.5309	16.0957	15.5584	31.0532	29.0031	26.2454	13.6742	7.45907	7.7228	9.96178	8.18713	
AT5G39540	7.83266	8.09676	7.85468	8.06431	4.5013	5.70771	4.2739	4.67645	3.48806	4.02096	4.4346	5.41511	
AT5G39550	29.7723	27.9591	26.4827	28.3065	54.3574	72.3419	64.5901	68.7852	35.8465	40.8479	28.7285	33.4576	
AT5G39560	14.3941	13.1151	14.3359	12.2594	28.7171	21.5035	28.7736	11.6615	7.88837	5.23363	8.67639	7.80034	
AT5G39570	20.3403	21.3383	17.4262	17.9207	37.7197	43.4715	37.9234	45.9358	99.7584	112.587	69.2183	101.856	
AT5G39580	16.1984	16.8683	16.3103	16.2101	16.9226	12.9419	15.9519	16.5748	9.82022	8.68017	14.0108	10.7013	
AT5G39590	18.4129	16.9104	15.4947	18.5723	25.3554	22.4326	22.6938	26.342	37.0271	37.4652	29.3069	34.618	
AT5G39600	8.61183	9.1932	8.36974	10.3044	11.2248	13.3401	10.7751	12.9638	15.0791	18.5092	16.9029	14.2469	
AT5G39610	10.7443	10.2053	8.84188	10.3044	24.1019	10.1544	21.4899	10.1224	16.0451	8.68017	11.1829	9.08965	
AT5G39620	11.3594	10.0366	9.44278	11.0782	8.54677	7.49967	7.28369	5.86036	5.63455	4.72304	8.16223	5.47958	
AT5G39630	8.07871	8.77149	7.59715	8.87888	7.97698	6.43777	6.56134	8.0506	5.36624	3.95714	6.23415	4.57706	
AT5G39635	4.30591	3.50016	3.69127	2.64737	1.08259	2.19017	1.98646	1.95345	1.93185	1.40415	1.92809	1.35378	
AT5G39640	5.70021	4.09055	4.03464	3.66559	1.48144	1.26101	1.92627	2.723	1.66353	1.78709	1.4782	2.83649	
AT5G39645	3.3217	2.65675	3.13329	2.56592	1.48144	1.46011	1.02333	2.07184	1.44888	1.91474	1.60674	1.99843	
AT5G39650	9.26797	9.36188	9.09941	11.4855	31.0532	13.6056	39.2477	10.4776	7.19076	6.25483	7.45527	6.1887	
AT5G39660	19.8482	18.5129	16.7395	20.8124	27.0648	35.4409	32.8669	38.0035	43.5739	50.4216	32.7775	49.3806	
AT5G39670	7.01249	6.40994	6.65287	7.41264	13.276	8.42883	12.3401	11.8983	6.76146	4.78686	6.36268	8.70286	
AT5G05995	7.46358	6.7473	6.69579	7.7792	13.4469	8.89341	12.8217	12.6678	6.81513	5.55276	6.42695	9.08965	
AT5G39680	17.5107	20.1576	18.5422	21.1383	31.1102	41.215	33.1679	43.0352	19.2648	26.7426	21.3375	26.5598	
AT5G39690	16.9776	15.6875	14.3788	14.4587	10.1991	10.3535	9.45074	10.6552	7.5664	6.7016	9.89751	11.1525	
AT5G06005	1.96842	2.19287	2.5753	2.24008	1.5954	1.32738	1.26411	2.01265	1.12691	1.40415	1.60674	1.16038	
AT5G39693	5.1671	4.51226	4.42094	4.39871	5.64086	3.05296	10.1731	3.19656	2.5758	2.68064	3.14921	2.83649	
AT5G39700	5.98727	4.89179	5.40814	5.78349	6.83741	4.11486	7.46428	3.55173	3.21974	2.48917	5.46291	4.77045	
AT5G39710	19.5611	20.9588	17.8125	18.1243	34.244	38.0957	33.9504	45.2254	43.0909	46.0177	34.3199	43.1275	
AT5G39715	6.93047	4.34358	5.45106	4.76527	5.52691	4.18123	4.15351	3.84771	3.64904	4.14861	3.85617	4.57706	
AT5G39720	7.0535	5.65087	6.13781	7.12754	8.94561	6.23866	10.1731	4.55806	5.09793	4.85069	5.33437	5.15725	
AT5G39730	8.9399	7.16901	9.27109	8.7567	16.2958	12.6101	18.7209	10.8328	16.1524	11.297	14.2678	12.9576	
AT5G39740	16.7315	15.814	15.2372	15.1104	14.3016	18.2514	16.0121	19.2978	31.4462	30.0615	27.5716	29.2674	
AT5G39750	10.2932	8.39196	9.35694	10.0193	17.9482	10.9508	22.5132	8.16899	6.7078	5.36128	7.06965	7.8648	
AT5G39760	13.2868	12.3138	13.2199	14.2144	49.2863	28.1404	58.3297	20.0673	40.2468	30.6359	33.5487	26.6888	
AT5G39770	95.5913	98.2576	92.4534	86.4673	43.3036	49.9757	43.4012	43.9823	38.6369	39.0608	55.5932	40.6133	
AT5G39775	10.9083	8.39196	8.75603	8.51232	4.27338	5.17676	4.15351	4.85404	4.23933	2.87212	5.84853	3.35221	
AT5G39785	18.946	16.1514	14.9368	18.328	44.899	38.693	45.8692	26.5196	32.5731	26.8702	26.7361	20.3067	
AT5G39790	13.5329	15.3079	12.619	14.1736	24.6147	22.4326	20.286	26.1052	19.2648	20.9984	19.795	20.3711	
AT5G39800	11.0723	9.86793	8.45558	9.00107	19.4296	19.7779	18.1189	22.4943	20.2307	22.594	18.9595	21.5315	
AT5G39810	9.26797	9.99444	10.6875	10.3044	14.0167	10.2872	14.146	10.0632	5.15159	7.02073	8.48358	5.86637	
AT5G39820	15.0092	13.0307	12.7048	12.911	17.7203	9.75621	18.1189	11.188	7.9957	5.93571	10.9901	9.54091	
AT5G39830	18.4129	16.5731	18.8856	17.6763	20.1704	21.8353	21.9715	21.9616	28.7094	33.7633	29.564	24.8837	
AT5G39840	20.7504	22.2239	22.8344	22.686	34.472	40.2858	34.733	43.9231	24.953	32.1039	24.6152	32.0394	
AT5G39850	9.71906	8.26545	9.4857	9.36763	28.4322	23.1627	32.6261	23.619	15.7767	11.5523	13.8822	15.4717	
AT5G39860	9.14494	8.94018	8.67019	7.4941	16.2389	10.6854	13.9654	10.8328	11.3764	11.9991	9.44762	11.7327	
AT5G39861	9.22696	8.43413	9.09941	8.34941	8.14792	8.22973	9.93231	6.92588	4.18567	3.89331	7.90515	5.47958	
AT5G39862	32.766	31.6702	31.8479	30.4244	14.9283	17.1231	15.9519	16.9891	14.1132	14.3606	21.5946	15.1494	
AT5G39863	2.99364	2.8676	2.27485	3.29903	2.67799	2.72112	2.10685	2.01265	2.62946	1.2765	3.53482	2.19183	
AT5G39865	12.5487	14.591	14.1213	12.7888	34.244	32.5207	37.3214	31.8472	13.7376	13.6585	13.3038	13.7956	
AT5G39870	9.02191	8.34979	7.38254	7.24973	7.80605	5.64134	7.28369	6.15634	4.61497	3.89331	5.46291	5.28618	
AT5G39880	12.2616	12.9464	11.0738	11.2819	13.9027	10.0881	16.3131	8.16899	7.5664	4.59539	8.74066	6.70442	
AT5G39890	13.0408	13.832	13.4345	13.4405	25.5833	21.3707	24.3793	20.0081	16.9037	15.318	17.5456	17.2768	
AT5G39895	0.9432	0.885583	0.858435	0.814576	1.08259	1.32738	0.902937	1.42069	1.12691	1.21267	1.60674	1.61164	
AT5G39900	20.1353	20.1997	17.9413	20.6902	27.4066	33.118	24.3191	34.3334	30.8022	30.1253	24.9366	28.1715	
AT5G39910	11.4414	12.4403	11.503	10.8746	7.86302	6.90235	7.40409	8.70175	6.65414	4.85069	9.51189	6.89782	
AT5G39920	8.98091	6.91599	7.46838	7.08681	4.61525	5.64134	3.97292	6.09714	3.86369	2.80829	4.56314	3.28775	
AT5G39930	17.1826	15.3501	16.8253	14.6216	15.726	14.933	13.0023	12.727	8.80063	8.2334	9.57616	9.79877	
AT5G39940	21.0785	18.3864	19.9157	18.1243	30.0276	30.1978	29.3154	24.3294	29.89	23.9343	23.0728	17.728	
AT5G39950	8.69384	8.68715	6.99624	8.51232	12.0794	12.6764	14.0858	14.8581	27.1532	29.6785	22.1087	28.5583	
AT5G39955	6.1513	5.69304	5.40814	4.48017	3.53266	3.71665	2.28744	3.67012	3.11242	2.17004	3.85617	3.41668	
AT5G39960	26.2046	25.3024	24.9375	25.089	34.5289	40.684	35.3349	47.83	32.3048	35.8057	28.2786	37.39	
AT5G39970	24.8923	21.7601	22.5339	23.0525	26.1531	21.6362	26.4862	21.5472	15.2401	13.0203	18.7667	19.1463	
AT5G39980	18.782	19.1876	17.7267	17.717	35.3836	42.9406	32.9873	46.5277	40.1931	47.4218	33.2916	42.3539	
AT5G39990	17.5107	17.6695	16.4819	17.7985	24.9566	31.3924	28.7736	34.7478	48.7791	55.0808	37.5977	51.8948	
AT5G39995	11.9335	9.78359	9.70031	9.8971	9.11655	7.49967	6.92252	8.0506	6.06385	4.53156	8.54785	6.83335	
AT5G40000	15.4193	15.6875	15.881	14.418	13.333	12.411	12.6411	10.2408	7.83471	8.36105	11.1186	8.50946	
AT5G40010	16.1164	14.5489	14.4217	17.3097	12.0224	11.0172	12.1596	9.94485	8.58598	6.63778	9.89751	9.79877	
AT5G40020	11.9335	11.9765	11.1597	10.1415	8.54677	7.69878	7.70506	7.87301	5.95653	5.23363	10.1546	7.99373	
AT5G40030	17.1006	15.6453	16.3103	16.6174	47.9758	42.8742	53.3937	39.7202	23.8798	25.147	25.0651	19.0174	
AT5G40040	8.07871	7.4642	7.33962	6.27224	10.1991	6.17229	10.5945	5.62358	4.72229	2.93594	4.56314	3.739	
AT5G40050	14.4761	15.4345	14.808	15.314	15.84	11.0836	17.6976	12.1351	6.49315	5.99953	9.51189	8.83179	
AT5G40060	34.4473	35.2125	34.7666	35.3119	46.6084	47.1218	46.1702	44.6926	43.3592	43.5923	41.7752	41.3224	
AT5G40070	4.63398	4.21706	4.50678	4.56163	5.98274	5.44224	4.09332	3.90691	3.86369	2.74447	6.10561	2.57862	
AT5G40080	9.96511	9.61491	9.44278	9.44909	17.7203	18.1187	16.6742	18.2322	19.6941	20.041	19.9878	19.3397	
AT5G40090	15.8704	14.3802	16.4819	19.0204	15.3842	12.7428	20.9481	15.6868	11.0545	10.1481	11.8899	10.5079	
AT5G40100	35.9236	37.0258	39.4451	37.4705	33.7882	35.1754	38.5253	32.0248	23.6651	21.7643	29.3069	22.1762	
AT5G40110	8.03771	7.67506	9.14233	8.71597	4.10245	6.43777	4.57488	5.50519	3.81003	2.74447	6.29842	3.99687	
AT5G40120	10.2112	8.72932	10.6446	9.93783	25.2414	13.8047	27.8105	10.596	6.38583	4.65921	8.61212	6.70442	
AT5G40130	6.23332	4.89179	3.3479	5.70203	5.52691	4.18123	7.28369	3.19656	2.41481	2.74447	3.40629	2.32076	
AT5G40140	15.2552	15.1814	14.7222	15.925	44.5002	42.0778	50.3237	51.5593	90.2602	87.057	59.0637	61.1779	
AT5G40150	11.6465	11.5969	10.945	11.1597	28.0904	25.9502	31.1212	35.8133	66.6487	79.2066	45.8885	69.5584	
AT5G40153	6.19231	5.39784	5.10769	4.92819	13.276	13.141	16.4335	18.5282	44.3788	50.9322	28.4071	47.4467	
AT5G40155	3.85482	3.45799	3.30497	3.50268	3.41871	2.98659	4.03312	3.49254	2.25382	3.19124	3.72763	3.15881	
AT5G40160	12.6717	11.3439	11.9322	12.463	19.4296	22.1672	24.0181	27.8811	22.8065	27.5085	19.5379	26.4954	
AT5G40170	20.0943	21.254	21.0746	19.9571	27.2927	29.335	28.5328	27.1116	29.729	28.785	26.0934	27.2045	
AT5G40180	6.1103	5.65087	6.13781	6.76098	6.03971	5.50861	6.98271	7.69542	5.95653	4.65921	6.10561	5.8019	
AT5G40190	7.34056	5.86172	6.09489	8.14576	15.5551	18.7824	15.2295	20.3633	44.3788	56.5488	30.0139	47.5756	
AT5G40200	21.9807	21.7601	21.7184	23.9078	32.5347	42.476	41.2943	47.6524	54.2527	58.7188	40.2327	56.7297	
AT5G40210	14.271	13.5789	15.0655	15.5991	18.1761	12.3446	16.0723	12.4903	10.8398	9.5099	11.8256	9.79877	
AT5G40212	12.2616	11.5126	11.8893	11.1597	19.4866	11.0836	23.356	10.4184	7.78105	7.4675	7.84088	7.41354	
AT5G40220	9.14494	10.2053	8.92772	9.48981	20.6832	11.2163	16.1325	8.64255	5.47357	4.59539	5.52718	6.96228	
AT5G40230	17.5107	17.3743	15.2801	18.2872	19.5436	15.5967	18.7209	14.7989	12.074	9.19077	15.2319	13.5378	
AT5G40240	25.4664	23.1095	22.3193	25.1704	29.173	31.2597	30.3989	30.7225	29.89	29.2318	22.1087	22.8208	
AT5G40250	14.189	12.6934	12.8765	13.1961	28.5462	35.4409	30.5193	35.9909	36.7587	44.5497	29.1784	39.2595	
AT5G40260	12.0976	14.0007	12.4902	11.2004	17.4354	11.3491	16.3131	11.4247	8.21035	5.80806	9.31908	7.73587	
AT5G40270	26.3276	26.8205	25.9676	25.8628	34.7568	40.3522	30.0377	41.8513	44.4325	44.8688	35.2197	40.2265	
AT5G40275	12.5897	13.1151	12.1039	11.4448	20.1134	12.3446	23.8375	11.188	7.40541	6.7016	9.7047	7.41354	
AT5G40280	26.0405	25.8506	21.4609	23.6634	29.173	32.388	27.8707	37.4116	39.9785	41.4861	31.942	33.9089	
AT5G40290	21.5296	20.0732	18.8856	19.0204	21.9937	19.0478	16.8548	14.7397	12.396	10.3396	18.5739	13.8601	
AT5G40300	15.2552	14.8441	14.5075	14.9067	20.6832	23.3618	23.657	27.23	40.6224	46.273	31.3635	41.5803	
AT5G40310	16.8546	16.7839	15.0655	15.314	12.7062	14.2693	9.99251	12.5495	9.49825	7.65898	13.6894	9.34751	
AT5G40315	1.64035	1.05427	0.772591	1.22186	3.01986	0.597319	3.79234	0.591956	1.07325	0.446774	1.22112	0.58019	
AT5G40316	7.70964	7.4642	7.94052	7.08681	40.9675	6.43777	51.8888	6.6891	6.2785	3.76566	6.23415	4.51259	
AT5G40320	19.1511	17.4165	16.997	18.4094	19.8285	18.6496	19.2627	17.5811	9.49825	10.212	13.0467	9.66984	
AT5G40330	13.984	12.9464	12.0181	11.6892	14.9283	9.42436	14.0858	10.7144	7.29809	7.27603	10.9901	9.15411	
AT5G40340	30.5105	28.3387	26.0964	24.3558	40.6826	47.6528	39.6088	53.572	48.9938	51.6981	40.8754	42.096	
AT5G40348	24.1541	22.0552	20.3449	21.7492	16.3528	15.1321	13.7246	19.1794	13.04	10.5311	18.831	13.7956	
AT5G40350	15.0912	13.3681	13.0482	14.0922	8.77468	9.22526	8.30702	9.76727	8.69331	6.38248	11.8256	8.57392	
AT5G06015	3.07565	2.61458	3.13329	2.60664	1.65237	2.05743	1.98646	1.95345	1.60987	0.957372	2.05663	1.35378	
AT5G06025	3.69078	3.50016	3.73419	3.50268	1.53842	1.52648	2.22725	1.95345	2.09283	1.08502	2.69932	1.99843	
AT5G40360	10.0061	10.7113	10.5587	9.08253	10.598	6.96872	8.30702	7.04427	5.58089	4.78686	8.35504	6.63996	
AT5G40370	10.3342	11.4704	11.8035	11.4041	16.4098	23.76	17.1558	22.9679	22.5919	25.4023	18.4454	25.206	
AT5G40380	25.3024	23.9951	25.9676	26.5552	45.3548	32.6534	46.7721	25.3949	26.0799	25.2108	24.2296	19.0818	
AT5G40382	6.68442	6.15691	7.03916	8.14576	8.20489	6.83598	7.1633	5.15001	3.75637	3.70184	7.00538	3.22328	
AT5G40384	1.55833	1.4338	1.28765	1.38478	2.96288	2.32291	2.70881	1.77587	0.804936	1.0212	0.771234	1.09592	
AT5G06035	3.44473	4.13272	4.16341	3.17685	2.39309	2.85386	3.13018	2.723	1.98551	1.40415	2.57078	2.38523	
AT5G40390	30.3464	30.5737	29.4872	31.5648	60.796	55.0861	78.9769	31.6696	60.2092	49.9748	43.0606	31.7815	
AT5G40395	1.96842	1.98202	2.06024	2.56592	4.15943	4.91129	3.91273	5.3868	4.5613	6.25483	5.97707	4.06133	
AT5G40400	18.2489	18.4286	18.5851	19.5906	31.4521	43.0733	30.5193	43.0944	29.6216	35.4228	28.3429	29.5252	
AT5G40405	20.8734	21.9709	21.6326	22.1972	42.6768	46.0599	35.6961	32.2024	30.6412	35.4866	20.0521	22.8208	
AT5G40410	14.4351	14.4645	13.2628	15.477	20.6262	19.7115	16.1927	20.6592	11.0545	11.8714	12.1469	13.989	
AT5G40420	12.8767	13.3681	10.4729	12.3816	13.9027	11.2827	13.3635	8.46496	7.35175	5.74423	7.71234	5.73744	
AT5G40430	8.65284	7.4642	6.5241	8.7567	7.92	5.97319	6.62154	5.20921	4.40032	4.21244	6.81257	4.57706	
AT5G06045	5.33113	5.06048	6.60995	5.57985	5.35597	4.84492	6.62154	3.37415	2.25382	2.36152	4.56314	2.90095	
AT5G40440	19.6022	17.7117	17.3404	17.1876	19.9425	23.3618	20.7074	22.6127	21.4113	23.1684	23.0085	23.1431	
AT5G06055	2.62456	2.23504	2.48946	2.76956	1.53842	2.72112	1.92627	1.53908	1.50255	1.46797	1.73528	2.0629	
AT5G40450	81.1972	82.5701	81.0792	75.8778	77.8895	69.9527	79.6993	71.1531	50.55	50.4216	70.0538	57.4388	
AT5G06065	2.21447	1.93985	2.40362	2.56592	2.62101	3.05296	2.40783	2.42702	2.62946	2.17004	4.30606	2.57862	
AT5G40460	7.21753	6.66296	6.05196	7.209	25.5263	22.4326	34.6728	23.619	16.0987	17.2965	14.1393	13.8601	
AT5G06075	2.95263	2.78326	2.91868	3.05466	2.22216	2.58838	2.40783	2.95978	1.50255	1.85092	2.82786	1.74057	
AT5G40470	13.2868	12.0608	11.5459	11.8928	26.8938	30.7287	28.7134	34.4518	44.7544	47.2304	34.0629	41.8382	
AT5G40480	83.6167	82.1062	79.9203	82.8017	86.2653	101.013	82.8896	114.07	75.825	74.8665	76.4165	89.2849	
AT5G40490	22.5548	23.1939	22.1476	21.8714	25.1845	27.2776	25.0415	29.8346	42.5006	42.5073	33.9986	44.03	
AT5G40500	6.76644	7.4642	6.09489	9.24544	10.7119	14.6675	14.0256	14.9173	37.2954	36.5078	25.5793	33.5221	
AT5G40510	14.9272	15.2658	15.1085	16.2915	13.7888	11.3491	11.1964	13.319	9.76656	9.2546	10.9258	9.41198	
AT5G40520	21.2425	21.9287	23.049	20.3237	28.2043	26.813	24.4997	33.6823	30.4266	31.8486	26.8647	31.6526	
