ID	H3_WT	H3_atx45	H3_atx3-1	H3_atx3-145	K4me2_WT	K4me2_atx45	K4me2_atx3	K4me2_atx3-145	K4me3_WT	K4me3_atx45	K4me3_atx3	K4me3_atx3-145	
AT1G01010	15.8704	16.3622	16.9541	14.9882	48.4886	48.1837	49.6615	29.7162	21.3576	17.0412	18.5739	17.2768	
AT1G01020	12.6717	12.3138	10.6875	11.6892	17.6633	20.2425	21.7307	23.0271	29.0314	28.2744	25.9649	29.7831	
AT1G03987	1.8864	2.19287	2.70407	2.1179	2.9059	1.85833	3.37097	2.78219	1.55621	2.29769	2.69932	1.93397	
AT1G01030	14.6811	14.1693	14.5934	15.0697	53.1039	47.9846	57.0656	44.2783	37.832	38.3587	30.7208	38.6794	
AT1G01040	66.4751	60.0932	60.9918	59.7899	70.3114	81.0363	67.2989	90.4508	74.6444	80.2916	69.4111	84.1276	
AT1G03993	7.83266	8.56064	7.85468	7.4941	23.4751	28.7377	23.5366	33.6823	37.4564	41.0393	26.4148	35.3916	
AT1G01046	2.99364	2.65675	1.93148	3.42122	1.3105	2.1238	2.04666	2.723	1.98551	1.08502	1.60674	2.19183	
AT1G01050	11.8925	10.4583	9.82908	10.3451	16.7517	19.1142	14.8684	19.061	26.9922	28.8488	24.551	26.7532	
AT1G03997	2.29649	2.53024	2.10316	1.71061	4.95712	7.03509	5.41762	6.39312	14.0596	16.7221	11.2472	14.4403	
AT1G01060	31.9868	28.676	30.3886	30.0171	70.5393	87.0758	82.4683	101.284	61.4971	65.7395	50.0017	60.9845	
AT1G01070	16.1574	15.1814	14.1642	15.2733	14.1307	15.1321	14.0256	13.2598	12.5033	10.0843	14.5249	14.4403	
AT1G04003	2.00943	1.64465	1.20181	2.1179	1.82331	1.19464	1.02333	1.83506	1.2879	0.829722	1.79955	0.644656	
AT1G01080	14.5171	14.4224	13.5203	13.5627	31.5661	39.2903	37.502	41.0225	45.5057	53.549	39.3972	44.8036	
AT1G01090	20.7094	21.3805	22.5339	22.0343	30.3125	36.5028	34.6728	36.0501	66.0048	79.7172	51.9941	74.7801	
AT1G01100	9.02191	9.23537	6.99624	7.24973	11.5096	9.49073	11.1964	13.7334	29.407	32.2954	22.6229	33.78	
AT1G01110	20.8734	21.3805	20.1303	20.8532	47.2921	31.7243	54.4772	25.7501	25.1677	22.6578	24.1653	29.074	
AT1G01120	16.8956	18.0069	16.9112	16.6988	46.1525	27.6094	57.0054	19.8305	25.2213	25.4661	22.3658	21.9828	
AT1G01130	10.9083	9.61491	9.39986	11.8928	21.139	18.1187	23.8977	15.8052	23.8798	22.6578	19.1523	18.1793	
AT1G01140	23.2109	23.9108	21.7184	24.1522	38.6314	37.5647	43.1604	36.7604	42.1787	42.635	34.7698	34.4891	
AT1G01150	17.8388	15.9405	15.8381	16.0472	40.3977	27.6094	46.1702	19.2386	12.718	10.914	16.6458	12.2485	
AT1G01160	15.5013	14.1272	15.2372	15.4362	27.6345	25.2201	22.8744	28.769	38.315	42.0605	29.3069	44.5457	
AT1G04007	4.83903	5.3135	5.10769	4.48017	12.9341	11.8136	11.7382	15.3908	22.0552	25.0831	17.16	24.8837	
AT1G01170	4.83903	4.13272	4.16341	5.33548	9.45842	9.02615	8.06624	7.57703	15.1865	15.3818	12.6611	16.3743	
AT1G04013	1.96842	1.4338	1.50226	1.91425	4.33036	3.58391	3.73214	3.61093	9.82022	9.63755	7.77661	10.1211	
AT1G01180	10.8673	10.7535	10.7304	11.1597	39.8279	32.3216	50.5043	14.9173	27.2068	23.5514	18.6382	11.9261	
AT1G08765	12.3026	11.5548	12.1039	11.6484	16.2958	11.5482	14.5072	11.8983	13.6839	9.31842	11.6328	11.0236	
AT1G01183	2.46052	2.61458	1.84563	2.36227	3.36173	2.52201	3.67194	1.89426	2.52213	2.36152	2.12089	1.99843	
AT1G01190	19.1101	16.9526	16.9541	16.821	35.4406	22.2335	37.2612	20.3041	13.4156	13.7223	15.9388	13.8601	
AT1G01200	11.7695	11.5126	9.82908	11.6892	45.4118	23.8928	57.3666	13.2006	18.7282	13.0203	16.453	10.1856	
AT1G01210	6.1513	7.21118	5.75151	6.47588	18.7459	20.2425	15.9519	21.0736	23.1822	27.6361	17.0314	21.9183	
AT1G04017	4.10087	2.95194	4.12049	3.42122	3.64662	4.18123	4.87586	3.72932	3.59538	2.61682	3.59909	3.28775	
AT1G01220	37.1539	36.5198	38.372	36.3301	51.5655	62.1212	58.6909	68.4301	67.239	77.1642	59.3851	68.0757	
AT1G04023	3.2807	2.69892	2.74699	3.90997	7.92	9.49073	8.30702	10.3592	19.4795	18.6368	13.8822	17.2768	
AT1G01225	12.7127	11.0909	10.7734	13.1961	34.1301	30.065	30.0979	23.915	26.4556	27.1255	21.5303	25.0127	
AT1G01230	12.4256	10.3318	11.4601	12.3001	16.8656	17.9859	17.6976	21.2512	35.4709	38.3587	30.1424	37.9702	
AT1G01240	14.23	13.0729	11.8893	14.3365	22.3355	24.8219	25.824	25.0989	30.5339	28.6573	25.0651	27.14	
AT1G01250	10.9083	10.7535	10.6446	9.612	35.8964	19.3133	41.1137	13.615	9.76656	9.57372	11.5685	9.41198	
AT1G01260	22.1037	21.5914	19.7869	21.179	35.2127	46.9227	38.0438	50.9082	59.1896	66.6331	43.7676	57.6322	
AT1G01270	1.23026	1.34946	1.67395	1.50697	1.99425	1.32738	1.5049	1.65748	1.23424	1.65944	1.54247	1.48271	
AT1G01280	16.0754	13.6633	15.8381	16.7395	24.6147	16.4595	23.055	14.6805	13.3083	12.382	12.9824	13.6667	
AT1G01290	14.066	13.0729	12.0181	14.6216	23.9879	28.9368	25.4026	26.6972	25.2213	25.2746	21.7231	25.2705	
AT1G01300	17.4697	18.3021	14.4646	17.3505	44.956	44.0689	45.2071	44.1007	96.485	119.225	61.4417	98.6324	
AT1G01305	5.33113	4.84962	5.19353	3.99142	8.03396	4.51308	7.52448	4.49886	3.64904	4.14861	5.33437	4.51259	
AT1G01310	7.42257	7.63289	7.08209	7.7792	16.5237	11.7473	17.9985	9.3529	11.7521	8.2334	10.5402	8.18713	
AT1G01320	71.3551	65.9971	62.9662	62.9668	72.9324	74.9303	79.5789	83.8801	88.6503	93.9501	86.6353	87.4798	
AT1G01335	1.23026	1.18078	1.67395	1.46624	2.39309	2.05743	2.9496	2.6638	2.30748	2.29769	2.69932	2.32076	
AT1G01340	25.6304	26.9049	23.3923	25.537	33.7312	30.7287	32.3252	26.2828	17.6549	18.6368	21.466	20.5001	
AT1G01350	14.271	12.9042	13.0911	14.9067	19.3727	19.9106	17.818	22.3759	26.2946	26.8064	23.9083	25.0127	
AT1G01355	15.0912	13.9585	14.1213	14.7438	42.164	30.3969	48.4576	16.042	11.5911	9.70137	10.733	10.8947	
AT1G01360	9.22696	8.60281	7.25377	8.30868	24.0449	27.8085	25.824	30.8409	43.7349	49.0813	31.4921	39.9042	
AT1G01370	16.2394	15.3501	14.9368	13.3591	47.8619	56.0816	46.3508	48.9547	21.1967	24.3173	20.2449	17.9214	
AT1G01380	6.43837	5.90389	6.30949	6.39442	12.5353	6.3714	15.049	7.63623	5.31258	3.82949	6.36268	5.9953	
AT1G01390	17.0186	17.7538	17.555	18.4094	40.1128	35.1091	45.0867	26.5196	20.3917	19.2113	16.5815	15.2139	
AT1G01400	13.0818	11.9765	13.2628	14.1736	25.1275	21.3044	22.9948	11.4839	9.2836	8.04193	9.76897	9.73431	
AT1G01410	11.3184	9.48839	10.0437	9.612	10.655	9.95531	9.08957	8.10979	6.7078	7.2122	8.54785	7.92927	
AT1G01420	15.4603	15.561	14.5075	15.925	43.0187	33.8481	54.2966	22.6127	33.1634	29.2318	21.7231	18.1793	
AT1G01430	16.4445	16.0248	16.0957	16.5359	40.3407	42.7415	48.8188	49.6059	60.7995	63.0589	38.8831	52.0237	
AT1G01440	24.6462	24.712	22.6627	24.6817	30.5404	34.2463	36.5991	32.4392	36.7051	43.0179	31.4921	33.78	
AT1G01448	25.7945	25.8506	25.6243	27.329	30.8823	35.4409	35.0942	33.6231	32.7341	34.0186	28.4714	24.0457	
AT1G01450	15.7063	14.8019	14.3359	15.5584	13.6178	16.7913	15.9519	16.4564	11.1618	11.1055	12.2112	11.217	
AT1G01453	13.1638	13.7055	11.8893	14.1736	37.8337	21.5698	41.4749	17.6995	9.82022	9.57372	10.733	9.66984	
AT1G01460	20.9554	19.272	18.628	17.9207	26.7229	19.3133	30.0979	18.469	15.1865	13.3394	18.3168	14.5048	
AT1G01470	9.47301	9.82576	8.84188	7.29046	19.8285	14.1365	22.2725	10.5368	11.9667	13.0841	14.2036	13.0221	
AT1G01480	18.3309	16.0248	16.997	16.0064	26.7229	16.5258	27.0279	16.5156	13.6303	11.9352	17.6741	12.9576	
AT1G01490	13.2868	13.3259	10.945	13.2369	19.4296	19.7779	21.9715	20.6001	56.2382	55.2085	39.0116	48.5426	
AT1G01500	16.8546	14.591	14.2071	15.5584	40.0558	43.737	46.8323	51.2042	61.6581	73.6538	39.59	62.7895	
AT1G01510	30.9206	31.7967	30.5174	29.895	46.3235	52.6968	56.885	67.7789	91.3334	108.247	67.3545	83.9342	
AT1G01520	15.1322	12.2717	12.9624	11.6484	34.6999	36.7683	37.7428	36.3461	35.5245	35.1036	27.7002	25.0127	
AT1G01530	6.93047	6.78947	6.73871	6.06859	6.6095	5.44224	7.52448	6.6891	6.49315	4.27626	7.51954	5.35064	
AT1G01540	20.7094	18.9346	18.8856	19.2647	30.0846	33.3171	32.9873	41.0817	89.0796	99.1199	63.8197	81.7424	
AT1G01550	16.6905	12.6934	12.3615	13.5627	18.9738	20.9062	15.8917	20.5409	46.257	49.0174	35.4125	37.1322	
AT1G01560	14.148	13.9163	15.2801	13.2369	34.5289	23.6273	37.6224	20.4225	12.5033	12.9564	14.2036	13.8601	
AT1G01570	12.9177	12.0608	11.9752	14.5809	44.2722	39.4894	49.7217	27.5259	33.7537	33.508	26.6719	19.5975	
AT1G01580	29.0752	28.9712	27.6845	27.5327	43.3606	29.7332	43.8828	27.4075	18.8355	19.0198	22.8157	21.8538	
AT1G01590	25.3844	26.0193	25.9247	24.0707	39.543	22.2999	43.2808	21.2512	14.2205	15.1265	19.9236	17.4702	
AT1G01600	20.0122	20.0311	19.0143	20.1608	62.0495	54.5551	75.004	28.8282	26.9922	26.4873	22.1087	16.89	
AT1G01610	24.6872	24.6698	27.1695	23.5005	53.2179	38.3611	62.4231	28.5323	27.8508	29.2318	24.3582	25.4639	
AT1G01620	14.5171	14.4224	14.5075	14.6216	31.3381	28.6049	33.4689	31.6104	89.0259	104.481	69.0898	98.2456	
AT1G01630	14.6401	14.591	13.6062	13.6849	37.4918	27.6094	41.7157	18.765	22.5382	14.9988	20.9519	15.4717	
AT1G01640	11.8925	11.2596	12.8765	11.6484	14.7574	15.2648	13.6043	13.9702	9.44458	10.0205	12.9824	8.96072	
AT1G01650	36.4157	37.4054	34.552	36.2486	38.6884	41.6132	34.6728	45.699	62.0874	60.3783	50.5801	63.8854	
AT1G04027	1.72237	2.8676	1.67395	2.1179	1.70935	2.1238	2.22725	1.59828	1.39522	1.85092	1.99236	2.57862	
AT1G01660	21.1605	21.8022	21.7613	24.5595	42.392	26.0166	42.6788	24.9213	16.2597	15.7647	18.3168	17.5991	
AT1G01670	25.8355	25.0494	23.1777	23.4191	37.2069	31.6579	37.502	23.323	19.2648	17.9348	21.8516	19.7909	
AT1G01680	15.0092	14.4645	14.7651	14.5809	20.9681	17.0568	25.2822	16.9891	10.4642	11.9991	12.9182	11.4104	
AT1G01690	27.6399	23.5312	24.3795	25.9443	54.1865	70.019	54.7782	63.3392	36.4368	41.9329	31.8777	34.8759	
AT1G01695	12.5077	12.0608	11.7176	10.9968	18.575	15.0657	20.1054	14.7989	9.7129	9.76519	11.3757	10.7013	
AT1G08775	15.7883	13.6633	15.881	13.074	53.1039	21.3707	65.9144	15.5092	14.3815	9.63755	14.075	9.99217	
AT1G04033	2.3785	2.78326	3.3479	3.09539	17.7203	4.51308	21.0685	4.26208	5.68821	2.61682	3.72763	2.44969	
AT1G04037	2.3785	1.93985	2.61823	1.79207	7.63511	7.63241	8.24683	4.32128	6.60048	7.53133	5.07729	3.54561	
AT1G01700	18.0848	15.8983	16.2244	17.6356	33.8452	26.7466	38.2845	25.0989	16.528	15.1903	15.8746	17.0189	
AT1G01710	24.8103	22.6035	23.607	20.7717	35.2127	36.8347	35.6359	38.1811	43.4129	48.6345	34.9626	39.1306	
AT1G01715	11.1954	12.2295	10.6446	10.7931	21.4809	21.0389	24.5599	18.0546	22.0016	24.062	19.5379	17.5991	
AT1G04043	2.99364	2.61458	2.91868	4.56163	4.95712	6.70324	6.44095	7.22186	7.08344	7.91428	7.77661	7.92927	
AT1G01720	17.4697	15.9827	15.9669	19.0204	41.4233	56.4798	49.0596	60.7938	101.798	107.672	74.1028	95.4091	
AT1G01725	8.40678	10.9644	9.05649	10.1822	18.6319	16.3931	21.1287	14.4437	26.4556	16.1477	23.4584	14.3758	
AT1G04047	4.67499	6.62079	4.63555	5.57985	11.3387	9.68984	13.0023	8.28738	16.2597	9.63755	13.6894	6.96228	
AT1G01730	13.3278	13.0307	11.7606	12.9518	24.7286	33.3171	30.4591	33.0903	34.9879	38.5502	29.8853	33.3287	
AT1G01740	21.9397	21.7601	21.7184	20.0386	36.4092	36.7019	36.5991	41.6737	26.4556	27.5723	23.0085	26.8177	
AT1G01750	8.40678	9.15103	8.32682	9.69346	8.66072	9.02615	9.87211	8.40577	8.21035	7.9781	8.54785	8.38053	
AT1G04053	7.46358	7.25335	6.82456	8.34941	7.17928	8.16336	8.90898	7.04427	6.81513	6.82925	6.94111	7.15568	
AT1G01760	20.1763	19.019	18.5422	19.1018	31.2812	37.6975	38.1641	38.4179	32.5194	41.4223	26.5433	24.0457	
AT1G04057	2.8296	1.98202	1.9744	2.03644	2.56403	2.05743	2.76901	1.77587	1.82452	1.65944	2.63505	1.74057	
AT1G01770	34.1192	33.0196	33.6506	33.3162	49.8561	64.0459	57.0054	68.6668	62.7314	72.6326	49.4875	62.3382	
AT1G01780	11.4414	11.2174	12.0181	9.12326	16.6947	12.2119	14.0858	11.4247	13.7376	12.4458	13.4966	12.9576	
AT1G01790	56.346	50.2674	52.4074	52.0514	62.6763	78.9788	69.7068	89.1485	62.1947	70.7817	61.8273	72.5238	
AT1G04063	2.58355	2.65675	2.78991	2.52519	2.73496	2.38928	2.70881	2.48621	3.11242	1.59562	2.50651	2.51416	
AT1G01800	13.1228	12.4825	12.7048	11.4855	23.1332	29.0031	27.3289	29.5386	46.096	46.7198	32.3276	42.9341	
AT1G01810	6.1103	6.0304	5.36522	6.67953	20.7401	15.7294	19.2025	15.5684	15.2401	14.8712	9.89751	12.6353	
AT1G01820	15.1732	14.2537	14.5934	13.8885	22.1076	23.03	20.587	24.3886	27.6898	27.2532	28.5999	29.0095	
AT1G01830	21.6116	21.2118	20.86	21.2604	61.0809	69.5545	69.3456	82.4002	64.8242	68.2287	45.3743	51.0568	
AT1G04067	7.5456	6.95816	7.21085	6.84244	15.84	13.5392	20.7676	12.3127	29.1923	23.8705	20.2449	15.7941	
AT1G01840	9.06292	9.57274	9.09941	9.20471	19.2587	16.7249	24.0783	14.8581	32.7341	26.4235	23.4584	17.9214	
AT1G01860	18.3719	15.4766	16.6966	17.88	29.173	31.9897	31.9038	33.5639	49.745	57.6338	35.6696	43.7721	
AT1G04073	3.15767	3.5845	2.53238	3.58414	3.53266	3.71665	4.75547	3.61093	3.16608	3.51036	2.57078	3.28775	
AT1G01870	0.861183	1.39163	1.63103	1.46624	2.22216	2.58838	2.40783	2.48621	2.30748	3.25506	2.50651	1.93397	
AT1G01880	20.9554	19.6093	21.1604	21.7492	49.0584	63.714	55.2598	60.0243	32.8951	34.4016	28.5357	32.1039	
AT1G01890	1.31228	1.0121	1.03012	1.62915	1.93727	1.19464	2.40783	1.89426	1.60987	2.29769	1.22112	1.67611	
AT1G01900	32.93	33.9052	31.2041	30.8724	96.6354	60.4619	114.071	35.9909	28.9777	27.1255	26.2862	24.8837	
AT1G04077	16.8136	16.0248	16.6966	15.314	69.3428	42.3433	85.6586	19.1202	15.3474	13.6585	12.2112	12.8931	
AT1G01910	17.8798	18.1334	20.5595	18.8574	25.1275	29.1359	26.9075	32.3208	44.6471	54.5064	35.8624	48.6071	
AT1G04083	3.2807	3.1628	3.5625	2.93247	2.16518	3.31844	3.19038	4.14369	2.41481	3.25506	2.89213	2.70756	
AT1G01920	25.5074	26.1458	25.0234	23.4191	44.4432	49.6438	48.6984	51.5001	38.5833	45.0603	34.2557	39.324	
AT1G01930	24.8513	23.7421	21.7184	21.179	41.5373	54.2233	46.9527	61.2674	50.0134	62.1015	41.7752	50.7989	
AT1G01940	14.5581	17.0791	15.6664	13.6849	29.002	34.379	31.6028	33.1495	29.407	30.8274	25.0009	22.8853	
AT1G01950	41.0497	37.7006	36.3976	36.9003	48.1468	53.2277	46.3508	59.1364	66.0048	64.2078	58.421	66.464	
AT1G01960	64.2196	61.1053	62.7945	61.5412	88.8294	115.747	100.166	132.539	126.59	146.286	108.808	136.796	
AT1G01970	18.0848	16.7417	17.7267	17.4319	23.1902	27.1448	28.292	27.3483	30.6412	31.5295	27.4431	30.879	
AT1G01980	20.7504	22.3504	21.7613	20.5273	56.5796	40.0204	71.4524	21.192	13.9522	13.0841	14.1393	16.5032	
AT1G01990	14.23	13.4103	12.4473	13.6442	34.6999	47.6528	38.5253	52.8616	66.3267	73.8453	45.1172	72.5883	
AT1G02000	20.6684	23.0673	21.5896	20.731	53.3888	68.8244	65.7338	78.1973	96.6997	107.417	59.6421	89.7361	
AT1G02010	33.4631	36.6463	34.5949	35.2304	39.9419	46.9227	43.4012	48.1852	43.8958	49.1451	44.4745	40.2265	
AT1G02020	26.1225	28.2122	26.2252	27.8992	53.6167	65.6387	67.4193	80.6835	94.9825	124.905	74.2956	112.492	
AT1G02030	16.7726	16.5731	15.5377	15.4362	42.392	25.2865	50.1431	22.0799	18.0842	16.403	14.2678	13.6667	
AT1G02040	12.8357	12.4825	12.1898	10.7524	38.1186	14.6675	45.9294	13.7334	9.98121	7.53133	9.38335	11.0236	
AT1G02050	18.4539	18.5973	19.7869	19.3869	18.518	20.5743	23.4764	22.2575	11.8594	17.4242	17.16	16.3098	
AT1G02060	21.3245	23.9951	23.1348	23.9485	45.1839	60.4619	52.8519	65.8255	58.9213	71.42	43.1249	57.2454	
AT1G02065	21.9397	25.3446	22.1047	20.8939	56.1807	33.649	70.0077	29.657	20.7137	18.6368	18.2525	20.8869	
AT1G02067	2.46052	3.50016	3.39082	3.46195	5.52691	3.1857	7.1633	3.78852	3.16608	1.91474	1.60674	2.96542	
AT1G02070	8.73485	9.82576	8.32682	9.44909	14.9283	7.49967	16.6742	7.81381	6.76146	5.23363	5.84853	7.15568	
AT1G02080	98.2568	97.0346	91.6808	92.7802	90.8806	99.7522	94.0259	114.188	116.501	120.565	117.678	125.063	
AT1G02090	22.7188	22.8987	20.817	19.5498	34.6999	44.2016	41.4749	44.3967	56.7748	64.9736	45.0529	58.0835	
AT1G02100	21.9807	21.2962	20.817	21.179	27.6345	34.1799	29.7367	39.0691	47.4912	58.7188	44.6031	49.3162	
AT1G02110	36.3337	34.7486	31.8908	33.0311	56.6366	70.2181	69.8271	66.1214	84.9476	98.737	64.5266	73.942	
AT1G02120	34.2013	33.6522	34.3374	30.791	40.5686	49.5775	45.9294	53.276	59.136	66.7607	52.6368	58.019	
AT1G02130	13.3688	14.2537	13.177	12.9518	17.7773	22.2335	19.985	24.0334	31.7681	33.8271	24.1653	31.5881	
AT1G04087	2.78859	2.06636	3.00452	2.60664	4.38734	3.11933	5.23704	3.90691	2.36115	3.57419	3.59909	2.77202	
AT1G02136	5.00306	5.44001	5.06476	5.25402	4.38734	4.57944	4.81567	4.91323	4.29299	4.27626	4.4346	3.67454	
AT1G02140	9.51402	8.34979	9.91492	10.2637	14.7574	14.8002	16.2529	19.2386	36.4904	44.9327	28.1501	41.258	
AT1G02145	27.0657	28.1278	27.0407	24.9668	38.4035	43.3388	36.6593	48.3628	49.0474	54.2511	42.9321	48.6071	
AT1G02150	20.9965	19.1033	20.6883	21.0161	42.9048	64.3777	54.2966	64.9375	73.6248	89.1633	53.2794	70.7832	
AT1G02160	7.66863	7.50637	6.13781	8.26795	12.0224	14.402	13.6645	15.0357	23.9334	25.0193	17.2885	20.629	
AT1G02170	21.0785	20.8323	20.0015	20.8532	36.4662	46.9891	45.4478	56.0582	64.4485	80.6746	46.981	69.7518	
AT1G02180	9.8831	11.0909	9.18525	10.3451	18.0622	18.716	20.0452	19.0018	20.9283	19.9133	15.9388	18.3727	
AT1G02190	36.5798	33.3991	34.2086	29.732	33.9591	28.0076	37.3816	24.9213	21.6796	19.8495	23.7155	22.6274	
AT1G02205	35.3085	37.9536	35.668	33.3976	45.5258	38.9585	49.2402	31.6696	26.9385	32.423	28.1501	34.1668	
AT1G08785	4.51096	4.09055	4.12049	4.92819	15.4981	6.83598	19.6238	5.86036	5.95653	3.25506	5.65572	3.28775	
AT1G04093	4.01885	3.5845	3.73419	4.35798	15.0993	5.97319	19.2627	5.2684	5.31258	2.87212	4.56314	2.83649	
AT1G02210	2.17346	2.61458	2.70407	1.79207	1.82331	1.92469	1.98646	1.83506	1.34156	1.2765	2.37797	1.28931	
AT1G02220	16.3215	14.8441	14.5934	14.0922	56.6935	37.6975	63.8076	21.5472	23.6115	14.1053	20.502	13.7956	
AT1G02228	8.52981	7.71723	7.76883	7.33119	3.98849	4.97766	4.15351	4.49886	4.07834	3.38271	3.98471	4.89939	
AT1G02230	13.9019	13.9163	12.5761	13.6442	68.3741	24.291	73.9807	17.5811	14.7572	10.5949	17.417	12.3129	
AT1G02250	12.5077	15.6453	15.0226	12.2186	22.9623	15.5967	22.6336	12.4903	8.63965	8.80782	10.9901	9.9277	
AT1G02260	19.069	21.0431	20.2591	20.8939	43.8734	41.6796	48.9994	28.4731	23.3968	24.8278	20.3734	19.9843	
AT1G02270	18.946	17.2478	17.9842	18.2872	28.0334	30.7287	28.2318	31.7288	42.447	45.5071	32.2633	42.1605	
AT1G08795	5.2081	5.14482	5.27937	5.57985	5.92576	6.57051	5.59821	5.56438	4.29299	3.70184	5.07729	5.67297	
AT1G02280	13.7379	15.4345	12.1898	13.3998	20.3983	28.0076	23.9579	27.5259	37.832	42.8903	31.0422	34.1023	
AT1G02290	16.4855	17.0369	14.6363	17.1061	23.9309	23.8928	26.9075	28.5915	34.0756	40.082	29.0498	35.585	
AT1G02300	15.8294	15.4345	13.3916	15.7213	28.3183	26.5475	27.5095	28.1179	25.597	21.3813	21.8516	23.2076	
AT1G02305	17.3467	16.6152	16.9541	17.1468	18.3471	23.6936	20.5268	23.5598	31.4462	30.8912	24.2939	31.5881	
AT1G04097	2.29649	2.61458	2.14609	2.85102	4.67223	8.29609	6.01958	6.45232	17.7623	16.4668	10.7973	16.1809	
AT1G02310	17.1006	15.2658	14.0783	15.6806	18.461	15.8621	16.6742	17.5219	14.1132	13.85	18.5096	13.0865	
AT1G04103	3.97784	3.83753	3.43374	3.78778	4.55827	3.98213	3.31077	4.08449	3.32707	3.38271	5.52718	2.32076	
AT1G02320	2.21447	1.89768	2.14609	2.24008	2.33612	2.32291	2.70881	2.54541	1.7172	2.48917	2.76359	1.61164	
AT1G02330	11.5234	11.2596	10.5158	12.0557	18.0052	21.6362	21.6103	25.0397	38.154	41.7414	29.6283	35.4561	
AT1G02335	7.75064	8.13893	8.28389	8.96034	17.1505	10.8845	23.4764	9.3529	7.08344	7.53133	6.42695	7.22015	
AT1G02340	15.0092	14.2537	12.061	12.463	20.0564	16.2603	20.8879	15.1541	12.9326	13.9138	14.5892	13.6667	
AT1G02350	7.5456	7.42203	6.09489	6.76098	29.116	20.6407	30.6397	18.4098	23.8798	21.1898	16.0031	14.5692	
AT1G04107	2.8296	3.20497	3.90588	2.56592	6.78043	6.57051	7.46428	8.22818	16.2597	14.3606	10.9901	14.3758	
AT1G02360	10.8673	10.4161	11.2884	9.81565	20.5122	13.0083	19.3831	11.0696	10.5178	8.93547	9.83324	8.0582	
AT1G02370	17.6337	18.2177	16.5678	20.2422	49.6282	56.0816	56.2229	56.8869	48.9938	55.0808	29.4997	36.6165	
AT1G02380	12.9998	11.6813	11.9322	14.418	28.7741	25.7511	28.6532	23.323	20.7137	21.8281	22.0445	20.1133	
AT1G02390	20.1353	19.9045	19.0572	20.2422	36.5232	19.9106	39.0069	21.6656	15.2401	16.4668	19.795	17.0834	
AT1G02400	14.8451	14.085	12.4473	13.1554	31.0532	17.455	31.7232	16.1604	15.2401	11.9991	16.3887	15.4717	
AT1G02405	7.25854	7.00033	6.99624	6.6388	19.6576	10.2208	21.7909	6.51151	7.19076	5.42511	6.94111	5.09278	
AT1G02410	12.9587	11.9765	11.2455	13.0332	16.5237	15.4639	17.216	21.5472	33.5927	37.2099	26.1577	34.0378	
AT1G02420	14.5171	14.0007	12.4044	14.0922	24.4437	27.6094	28.593	36.642	31.9291	40.784	25.6435	34.6825	
AT1G04117	14.5171	14.3802	13.0053	14.7031	20.8541	22.0344	23.1152	28.2955	18.6745	22.9131	17.16	21.0802	
AT1G02430	8.57082	10.88	8.45558	9.97856	9.68633	8.76068	9.81192	10.9512	5.95653	6.57395	9.83324	7.41354	
AT1G04123	2.87061	3.1628	2.31777	2.64737	3.53266	2.98659	2.40783	3.37415	1.87818	2.29769	3.47056	3.54561	
AT1G02440	9.55503	8.01242	7.25377	8.30868	11.9655	8.95978	11.4372	8.46496	6.54681	5.29746	4.69168	7.09122	
AT1G02450	5.90525	4.84962	3.69127	5.62058	17.2075	9.09252	17.6374	7.39944	4.72229	4.08479	6.10561	3.739	
AT1G02460	18.2489	20.1154	17.8125	20.1608	22.3925	16.194	26.7269	17.8771	13.1473	11.5523	14.5249	15.2139	
AT1G02470	11.0313	10.627	10.6017	9.24544	13.7888	9.29163	13.9654	11.7799	8.47866	7.53133	9.76897	7.73587	
AT1G02475	11.4004	10.9222	10.3012	11.3633	22.0507	25.8838	25.1017	29.8938	39.1199	45.89	27.9573	38.5504	
AT1G02480	1.02522	1.34946	1.07304	1.18114	1.65237	1.72559	1.4447	1.53908	1.82452	1.59562	2.05663	1.03145	
AT1G02490	3.60877	3.71102	2.91868	3.33976	16.2958	5.04403	18.4199	6.21553	3.91736	3.38271	3.08494	3.99687	
AT1G02500	19.8482	21.8022	20.9887	21.627	24.7856	31.2597	27.9309	32.4392	43.8422	50.4216	39.333	45.1904	
AT1G02510	9.71906	9.53056	9.14233	8.47159	46.0386	16.9904	51.7684	11.188	7.24442	6.76543	8.93347	7.73587	
AT1G02520	48.8004	49.8879	43.8231	47.3676	70.2544	59.931	70.9107	43.3311	31.8755	28.0829	38.4332	33.8444	
AT1G02530	48.6363	44.5744	43.9948	44.761	73.958	59.5328	76.5089	42.088	26.6166	28.8488	32.9703	32.2328	
AT1G02540	10.0881	8.81366	8.54143	8.87888	9.00259	6.96872	9.51094	7.22186	5.90286	4.14861	7.00538	7.09122	
AT1G02550	10.1291	9.40405	10.2583	10.4673	17.4354	10.9508	19.2025	7.16266	4.5613	4.72304	5.97707	5.9953	
AT1G02560	15.8294	15.3923	15.366	15.8842	22.7344	24.3573	21.3695	30.7817	41.6957	47.8048	35.3482	45.835	
AT1G02570	9.47301	10.7113	10.3441	9.08253	16.9226	8.29609	22.3928	8.40577	5.95653	6.25483	7.51954	9.21858	
AT1G02575	9.84209	10.1631	10.988	8.96034	16.4668	10.4863	14.9286	8.0506	5.15159	5.04216	6.68403	9.15411	
AT1G02580	27.8449	25.3024	25.4955	22.1972	25.4694	21.5035	21.6705	20.6592	17.2793	16.1477	21.4018	15.1494	
