ID	H3_WT	H3_atx34	H3_atx3-1	H3_atx3-145	K4me2_WT	K4me2_atx45	K4me2_atx3-1	K4me2_atx3-145	K4me3_WT	K4me3_atx45	K4me3_atx3-1	K4me3_atx3-145	
AT5G42850	7.20549	8.74759	8.26966	6.82241	15.7022	24.5313	16.7068	26.1402	38.5164	59.9232	47.6614	32.1924
AT5G42860	12.8649	14.0547	11.7367	11.5774	36.0995	17.9248	32.0698	16.9193	18.4537	16.6085	18.4846	16.385
AT5G42870	32.0017	36.5642	31.2314	31.6312	31.6531	40.8684	30.8605	50.9755	49.0757	61.1371	54.4572	49.5752
AT5G42880	21.9082	22.6193	21.6261	23.4502	50.4647	38.5126	42.9987	16.3974	25.5938	17.8224	19.9344	13.9693
AT5G42890	12.719	10.6874	10.1452	10.1598	22.4184	28.9869	22.3504	32.0554	24.4373	30.6237	26.0054	21.5841
AT5G42895	4.84255	4.4653	5.03	5.13896	0.621869	1.02427	1.43329	0.7829	1.86045	0.606956	1.40447	3.04593
AT5G42900	10.0643	11.8953	10.4863	9.12608	22.2629	26.375	21.7681	24.3134	42.2876	63.1235	51.5123	36.3936
AT5G42905	11.6688	9.1868	11.3388	12.9655	2.3942	2.2534	2.95616	2.08773	4.47514	2.26229	3.85097	4.67393
AT5G42910	12.719	12.5541	11.623	11.9023	19.309	7.47718	18.4536	4.56692	6.53672	1.9864	5.25544	7.29973
AT5G42920	26.6049	26.1696	26.4288	23.3911	62.5911	98.5349	61.0044	116.739	49.3774	70.0207	57.1755	50.4679
AT5G42930	24.2711	26.7918	23.2176	24.2772	12.655	10.1403	13.0788	5.95874	14.2299	5.68332	9.19701	16.9102
AT5G42940	33.3728	36.1982	32.8513	34.5255	25.8698	38.2053	26.695	40.3194	47.3158	61.5233	55.2274	48.1572
AT5G42950	61.9322	64.8932	61.3546	61.4608	33.0834	43.9925	35.8322	52.6283	70.1943	78.2974	77.8801	71.1593
AT5G42955	4.31746	5.05091	4.12062	3.98712	1.61686	0.870631	2.32909	0.7829	2.06158	0.606956	1.76691	2.83587
AT5G42957	5.04676	4.17249	4.46164	4.10526	1.24374	0.71699	1.3885	0.7829	1.91073	0.77249	1.58569	3.20348
AT5G42960	11.8147	10.9802	10.742	9.45096	15.3602	23.8655	16.6172	28.2714	46.7627	72.3934	60.7547	41.8553
AT5G42965	3.50064	3.22087	2.89864	2.74669	1.39921	1.02427	1.47808	0.739406	2.21243	1.21391	2.4465	2.41574
AT5G42970	25.7881	24.0101	24.8658	22.6232	32.0885	51.1112	32.7865	62.0666	40.5779	54.902	49.1565	42.9581
AT5G42980	9.94766	11.4194	8.75276	8.77167	12.4685	18.1808	11.2872	21.6602	29.5661	43.8112	40.0954	29.5665
AT5G42990	12.3689	13.6155	9.49163	11.1049	23.9109	35.5422	21.5889	42.3636	27.052	35.976	33.7979	27.2033
AT5G43000	6.24281	6.18553	6.1383	5.13896	4.81949	2.50947	3.6728	2.21822	3.67062	1.54498	3.94158	5.25161
AT5G43010	18.9035	19.5082	21.0862	19.8766	20.3662	28.4748	22.7087	36.9703	38.8683	53.0259	40.6843	35.0807
AT5G43015	28.5011	26.865	27.7644	28.2347	4.78839	5.17257	7.88309	5.34982	11.7661	5.07636	7.61132	14.862
AT5G43020	16.0446	15.5919	14.8626	14.206	69.4939	47.0141	61.5866	40.8413	55.7633	70.0207	65.2399	46.5292
AT5G43030	14.9069	16.0677	15.772	15.8304	43.0334	38.4102	35.7426	13.6573	10.7102	7.28348	9.0611	10.3457
AT5G43035	4.95924	4.17249	4.66056	3.13063	4.53965	3.84102	4.47903	1.34833	1.7096	0.77249	1.35916	2.6258
AT5G43040	19.6328	17.788	17.5908	19.4631	40.7946	37.7956	33.1	18.6591	12.0678	10.9252	11.6435	14.1268
AT5G43050	8.25568	8.56458	7.95706	8.29913	17.1636	21.2024	17.1995	24.4874	22.778	31.8376	26.4131	18.013
AT5G43060	18.32	20.0206	17.9034	16.1848	36.4104	37.3347	35.4291	27.532	41.6842	46.846	47.8879	31.3521
AT5G43064	2.80051	3.22087	2.58604	3.3669	5.96995	2.20218	6.40501	1.21785	1.81017	0.717312	1.31386	2.25819
AT5G43065	31.7392	34.9903	34.329	33.8758	11.9399	8.55267	16.1245	7.17659	14.2299	5.7385	11.5076	17.6979
AT5G43066	3.23809	3.91628	3.09757	2.48088	4.41527	2.76553	2.91137	0.652417	1.81017	0.827668	1.08733	2.25819
AT5G43068	4.69669	3.69668	4.14904	3.63271	7.71118	2.71432	6.62896	2.3487	2.0113	0.77249	2.31058	3.15096
AT5G43070	7.03046	7.57636	6.70666	5.2571	28.1396	44.0437	26.695	58.2391	39.3209	63.3994	48.0238	35.3433
AT5G43080	13.8275	16.0311	12.646	11.9909	51.3042	73.2354	47.0746	76.1153	30.0186	38.1279	32.1669	20.5863
AT5G43090	19.5744	18.4468	18.3012	17.6319	18.9048	12.5473	20.514	5.5238	8.95028	5.02119	6.25216	11.3435
AT5G43100	28.9678	32.4649	28.958	28.6778	36.7525	56.0789	37.9374	67.9819	67.1271	81.4425	79.5564	54.5642
AT5G43105	49.6799	48.4228	56.5235	57.6509	11.1004	7.37476	13.6162	9.09034	19.0068	7.89043	14.8602	22.792
AT5G43110	18.4367	19.8742	18.5854	18.0159	17.8476	10.3451	16.7516	5.56729	7.19039	4.13834	6.02563	10.4507
AT5G43120	17.6199	19.1788	19.2959	20.733	25.0924	9.32087	23.0222	9.04685	6.83841	3.69692	6.34277	8.08747
AT5G43130	43.1162	44.7994	42.5134	38.4536	24.8748	31.8548	27.0533	38.971	48.5226	47.0667	47.9332	46.7393
AT5G43140	12.6607	11.6024	11.2536	10.2779	20.0242	25.2483	21.7233	35.4915	34.4435	44.6389	36.5162	33.8203
AT5G43150	6.70956	7.68616	6.93401	5.87732	34.0162	36.7714	30.9501	35.9699	15.0345	16.8844	17.1708	13.7592
AT5G43155	7.23466	7.86917	7.67288	7.20636	36.0062	55.1058	33.951	68.1993	45.2542	65.7168	50.8328	30.3543
AT5G43160	17.1823	16.5802	15.2889	15.4169	20.3351	22.2779	18.1401	25.5313	15.7887	9.15953	12.9121	14.652
AT5G43170	6.59288	6.91755	5.96779	5.90685	12.0332	9.37209	10.5257	10.2212	10.7604	7.66972	10.0578	9.24283
AT5G43175	10.006	10.9802	10.6284	9.89397	4.88167	3.78981	5.50921	3.21859	4.32429	1.9864	3.35261	5.67174
AT5G43180	11.027	13.6887	10.4294	11.7251	11.5357	6.65777	13.1236	6.52417	6.93898	4.91083	5.16483	8.40257
AT5G43185	4.84255	4.5019	4.14904	3.48504	2.82951	1.22913	2.50826	1.26134	1.86045	0.827668	0.996721	4.2538
AT5G43190	13.565	12.8835	11.5662	11.1935	63.0575	47.0653	55.0025	31.229	58.7802	61.9096	78.6503	35.5009
AT5G43196	19.6036	20.6794	21.4556	20.4672	39.1467	24.8898	32.7865	8.87287	11.4141	4.57976	6.79582	11.6061
AT5G43200	5.92192	6.47834	7.04768	7.97425	17.3812	13.0082	13.8402	3.00112	4.42486	1.37945	1.76691	3.62361
AT5G43210	9.0725	8.27178	7.75813	5.93638	25.2168	36.8226	28.2179	37.9272	27.9068	38.9004	31.6685	22.4244
AT5G43211	2.27542	1.39083	1.47774	1.18137	1.64795	1.17791	0.761435	0.913384	1.65932	0.331067	0.860804	1.26039
AT5G43230	33.9854	34.0387	33.9027	33.2556	34.5448	25.0947	29.0241	13.0048	14.5316	6.45581	15.2226	19.3259
AT5G43240	17.9408	18.1174	16.4825	18.1045	14.2097	13.3667	11.7351	7.39406	9.50339	3.36585	6.88643	10.3457
AT5G43250	7.11797	8.27178	6.36565	6.11359	45.6141	60.6881	34.9364	44.7558	11.5147	16.9948	9.69537	9.71547
AT5G43260	4.20077	5.85613	5.08683	4.60734	11.0071	15.2616	12.183	21.1818	32.4322	53.964	47.3895	30.4068
AT5G43270	20.012	20.4964	19.0685	17.6024	24.626	30.7794	26.3367	36.8398	32.1808	37.4106	33.4808	31.7197
AT5G43280	12.048	10.6874	11.4525	10.2189	21.7654	36.5665	23.3805	43.8424	69.8926	108.645	89.7502	58.2403
AT5G43285	2.80051	2.96466	2.9839	2.33321	0.839524	0.921844	1.16455	0.869889	1.05593	0.717312	1.26855	1.89058
AT5G43290	10.3269	10.175	10.8273	10.337	8.83054	6.4017	9.85386	7.43755	6.28531	3.91763	5.34605	6.45948
AT5G43300	17.4449	18.7762	16.9087	17.9273	12.9038	9.26966	14.1985	7.39406	8.79943	2.31747	7.65663	12.7614
AT5G43310	40.0823	43.5915	40.1831	37.5085	23.289	34.1595	27.546	37.1008	41.7344	43.4802	42.4965	45.2163
AT5G43320	22.6375	27.2676	24.1269	22.5051	24.4084	35.7983	23.1566	39.8844	50.4333	63.6753	59.3049	45.2163
AT5G43330	17.2698	17.6782	18.2444	17.6024	44.5258	28.0138	34.8021	15.832	19.1073	18.3191	22.3809	18.9058
AT5G43340	17.8241	18.3736	17.6476	18.6066	39.4265	16.9517	31.7563	6.69815	8.44745	2.9796	5.70849	7.61483
AT5G43350	24.0961	22.2167	20.6031	22.8595	23.1335	13.7252	17.9161	8.82938	11.8667	10.4286	13.637	17.2253
AT5G43360	22.2291	18.9958	21.2567	20.9693	18.7805	10.8061	15.1839	5.95874	8.44745	2.70372	5.30074	7.92993
AT5G43370	23.6877	23.1317	22.4218	24.6611	17.9409	12.24	15.2735	9.87324	12.0678	5.35225	8.69865	10.8183
AT5G43380	17.5907	15.9945	16.4825	16.3915	12.9038	7.68204	12.1382	6.95911	10.9616	6.2351	8.2456	12.9715
AT5G43390	19.8953	21.4847	18.8412	20.9398	25.6832	16.2859	21.365	6.61116	8.49774	2.86925	8.56274	11.1334
AT5G43400	19.0202	18.9958	20.4894	18.2522	66.6022	85.9364	64.7668	89.2072	44.6005	54.4054	40.7749	31.4571
AT5G43401	2.45045	2.92806	2.61446	2.98296	0.746243	0.614563	1.92598	0.869889	1.55876	1.04838	1.6763	3.256
AT5G43403	8.05148	9.3332	7.84338	8.59447	22.3562	24.0192	21.141	8.91637	24.6887	32.5549	24.8274	12.1312
AT5G43405	6.97211	6.22213	6.67824	6.58614	0.870617	1.07549	1.79161	1.21785	2.96667	0.717312	2.21997	2.73084
AT5G43410	6.47619	6.66134	6.50774	6.58614	12.0954	4.66044	8.73411	1.47881	2.31299	0.662134	1.81222	2.88838
AT5G43415	71.4714	67.9677	78.4338	81.869	10.9138	9.73058	16.7964	12.048	25.4932	11.0908	20.3875	26.8882
AT5G43420	10.8812	10.6874	11.8219	11.5184	39.6131	21.1512	35.25	28.4019	14.2802	12.3047	14.9508	14.1268
AT5G43430	11.5813	13.0665	10.9125	9.15562	17.288	28.3723	17.2891	31.5335	35.3486	48.4462	40.186	32.9276
AT5G43440	9.59759	10.8704	9.17903	8.624	26.6471	23.4046	22.3504	27.706	31.5774	38.0175	38.4191	26.6256
AT5G43450	11.5521	10.724	11.3104	9.77584	39.6442	34.6716	34.0406	39.058	21.4203	16.8292	26.549	22.1093
AT5G43455	0.612612	0.512411	0.397853	0.472548	0.590776	0.358495	0.806225	0.739406	0.905084	0.441423	0.860804	1.41793
AT5G43460	15.9279	18.5566	15.6299	14.6785	16.1686	20.0245	19.1255	24.5309	37.3096	44.0871	44.3541	36.4987
AT5G43470	32.8185	30.8911	29.5548	28.5006	60.4768	69.1383	57.5555	78.3335	66.0712	88.6708	80.236	59.9208
AT5G43480	3.06306	3.14767	3.35333	2.92389	9.11038	8.34781	9.00285	8.00298	4.47514	3.53138	4.75708	3.78116
AT5G43490	10.9687	10.4312	9.09378	9.42143	27.0513	20.9976	23.0222	11.4825	9.4531	4.19352	5.34605	7.87741
AT5G43500	29.6096	28.0728	26.9972	26.256	39.8307	47.8847	39.9977	50.4101	29.5158	28.858	27.9082	26.6256
AT5G43513	3.09223	4.06269	3.63751	3.13063	0.497495	0.256068	1.52287	0.39145	1.60904	0.496601	1.17794	2.10064
AT5G43516	3.55899	3.55028	3.26808	2.80575	0.559682	0.614563	0.851015	0.608923	1.86045	0.662134	0.49836	2.78335
AT5G43518	3.38395	4.06269	3.01231	2.89436	0.466402	0.358495	1.65724	0.434945	1.45819	0.331067	0.951415	2.99342
AT5G43520	10.3269	11.6756	9.88949	11.1935	10.4785	5.73592	8.19662	3.61004	5.78248	3.31067	5.84441	5.8818
AT5G43525	3.4423	4.02609	3.63751	3.1897	0.746243	0.819417	1.29892	0.478439	1.50847	0.331067	1.72161	2.67832
AT5G43530	48.4839	48.6424	49.2201	48.259	72.0746	70.5723	54.1515	34.5781	21.6717	10.2079	18.4393	29.1464
AT5G43535	1.75032	1.72024	1.27881	0.945096	0.497495	0.563349	0.806225	0.217472	1.10621	0.165534	0.90611	1.36542
AT5G43540	7.32218	7.72277	7.70129	7.08822	5.56573	2.86796	4.88214	2.3922	4.22373	2.09676	2.94486	4.88399
AT5G43550	4.49249	4.7947	4.85949	4.34154	1.52358	1.53641	1.88119	1.30483	2.11186	1.15874	1.6763	2.36322
AT5G43560	38.9738	40.1145	38.3928	36.209	39.4265	53.0061	36.7728	61.1532	50.383	64.4477	57.7192	51.7808
AT5G43570	6.18447	6.66134	5.68361	5.58197	1.52358	0.973058	3.76238	1.82677	2.81582	0.662134	3.48852	4.62141
AT5G43580	5.98026	7.50316	5.76887	5.99545	2.42529	2.20218	2.91137	2.65316	3.41921	1.26909	3.62444	3.88619
AT5G43590	18.3784	18.6298	17.5624	16.5392	8.64398	7.42597	9.36117	5.69778	9.65423	3.69692	7.06766	11.6061
AT5G43600	19.7786	20.7526	18.4433	16.7164	20.2729	29.3454	20.8275	33.1863	33.3373	40.1143	33.7979	30.6694
AT5G43603	3.20892	2.45225	2.01768	1.86066	2.33201	1.1267	2.68742	0.695911	0.854802	0.441423	1.58569	1.52297
AT5G43610	21.0622	21.4115	20.4894	20.9398	40.1106	22.2779	30.0991	5.82826	7.94463	3.42103	8.51743	10.3457
AT5G43620	10.3561	12.8103	9.6053	9.51003	34.1406	43.5828	31.0397	42.4071	20.9175	29.0236	28.9049	24.3149
AT5G43630	29.0262	30.7447	28.7591	27.7622	64.2391	92.4405	55.2712	106.779	35.5497	39.6729	38.7362	34.4505
AT5G43640	11.1437	9.04039	10.0032	9.03748	5.65901	4.40437	6.49459	2.82714	5.32994	1.9864	2.89955	6.09186
AT5G43650	10.7353	10.1018	10.5999	8.50587	12.313	6.70898	13.5267	6.48068	6.43616	2.20711	4.62116	9.03276
AT5G43660	17.0948	14.9697	15.2605	16.5687	57.212	62.2245	52.1807	39.9714	17.2972	19.1467	9.74068	13.234
AT5G43670	25.9339	23.2781	21.8251	19.9652	40.8257	53.3646	41.2519	75.3759	64.0599	99.8719	77.6989	53.4614
AT5G43680	10.006	12.7737	10.2021	9.98258	22.2318	30.6257	25.9784	32.9253	31.6277	46.9564	35.293	24.7351
AT5G43690	12.5148	13.1763	12.3903	10.8391	17.8166	8.55267	15.5422	6.52417	5.17909	4.46941	5.11952	7.35225
AT5G43695	3.79236	3.36727	3.01231	2.92389	0.932804	0.870631	1.65724	0.608923	2.16215	0.717312	1.40447	3.41354
AT5G43700	7.96396	7.94237	6.90559	6.02499	21.2057	21.7658	20.7827	25.3138	39.522	54.6813	52.2372	35.7634
AT5G43710	31.885	32.1355	27.2245	27.7622	27.4244	38.0005	29.8303	37.9272	38.6672	44.0319	36.5162	36.2886
AT5G43720	15.7821	16.4338	14.8626	14.8853	17.972	26.1189	22.7535	33.0993	37.4102	49.0531	46.9818	35.2908
AT5G43725	3.67567	3.69668	4.17745	3.39644	13.65	18.0784	15.1391	22.1822	24.5881	38.9004	26.549	16.7001
AT5G43730	30.1055	31.1107	29.3559	30.184	23.0403	32.5718	25.7992	43.2335	23.6328	18.9812	21.1577	23.4222
AT5G43740	24.9129	25.4009	23.8428	23.0072	36.8458	35.9519	38.2061	27.0101	27.1022	26.7613	25.2805	26.7307
AT5G43745	41.045	43.9575	40.5526	40.3143	30.6271	38.7175	33.1	39.7974	36.8068	32.6653	33.9791	31.8247
AT5G43750	8.92664	7.72277	8.12757	7.53123	26.958	33.7498	25.3961	45.2342	26.7503	38.0727	30.4	22.792
AT5G43755	8.69326	7.79597	7.70129	7.56077	20.3662	11.4206	17.1099	3.74052	4.07288	1.9864	3.262	5.25161
AT5G43760	20.9163	21.2651	17.9886	18.6952	49.8739	44.7095	43.8945	48.7138	65.6689	98.5477	79.6924	66.0127
AT5G43770	6.85542	7.21035	6.59299	6.94055	12.2508	3.99466	10.9288	2.30521	3.62034	1.54498	3.94158	4.04374
AT5G43780	19.5744	18.5566	20.802	18.8429	65.3274	86.4485	54.3754	22.1387	43.4943	41.6593	36.924	18.5907
AT5G43790	9.0725	11.5292	10.0316	8.97841	28.7925	43.8388	28.0835	48.4963	51.4892	70.2414	59.0784	41.5927
AT5G43800	88.362	78.5087	83.8049	91.9992	15.0803	14.5959	19.7973	13.4833	34.2424	15.7257	25.8241	36.5512
AT5G43810	39.0322	43.4085	38.7622	36.3862	76.2412	70.6747	71.127	71.8964	74.5186	88.2846	82.0482	69.7939
AT5G43820	16.628	16.6168	15.0047	14.6195	17.8166	21.6633	18.1849	19.964	22.1243	29.6857	21.2936	20.3762
AT5G43822	26.1381	26.5356	23.047	23.273	21.299	26.6311	24.0524	26.2272	30.1192	33.9344	28.2253	29.0414
AT5G43830	15.257	14.8233	13.1576	12.0204	16.1997	21.6633	18.1849	29.8807	49.5785	76.2006	64.8322	48.4723
AT5G43840	9.21836	8.12537	7.01926	7.5017	28.4816	6.91383	25.4857	4.00149	6.68757	1.82087	5.39135	5.30412
AT5G43850	12.8649	12.0783	11.5662	11.607	18.7183	24.7874	16.4828	26.4881	32.5328	45.6873	37.2411	29.6716
AT5G43860	11.873	12.9567	11.0262	12.6997	25.621	5.32621	24.5451	6.43718	12.1684	3.36585	11.3264	11.1859
AT5G43870	29.4346	28.4754	27.6508	28.0871	64.3946	37.3859	60.1981	27.532	28.9124	24.7749	27.5457	33.1902
AT5G43880	29.2012	29.244	28.8159	25.4881	38.4004	49.9332	40.8935	56.8038	51.0367	66.1031	58.0363	46.7918
AT5G43890	16.4822	16.2507	13.868	14.5309	37.1878	15.9786	34.5333	10.4822	8.49774	4.19352	5.70849	10.2406
AT5G43900	73.601	73.7872	68.8285	69.9076	32.1506	40.3051	36.952	45.9302	58.6796	52.3086	56.5866	60.8136
AT5G43910	19.0493	19.8742	18.5286	16.5096	46.7957	52.9548	47.1194	32.7948	30.1695	30.0168	24.1478	18.1706
AT5G43920	22.1124	21.7775	23.0186	19.2268	26.9891	32.9815	27.1877	39.1015	38.5164	50.874	42.27	36.026
AT5G43930	30.8056	33.8557	32.6808	31.2177	26.1807	36.0031	25.7992	37.8837	43.6955	53.7432	43.4027	39.4921
AT5G43935	11.0854	12.9201	12.7029	10.7209	16.635	7.93811	12.0486	5.39331	5.38022	3.08996	5.02891	7.87741
AT5G43940	17.5324	17.0194	15.6015	15.1215	25.8698	33.801	24.7242	45.1473	62.6519	90.1055	76.7022	57.295
AT5G43950	13.39	14.0913	13.3565	12.4635	38.0584	46.1434	37.8478	45.4082	46.9135	62.5717	49.0658	27.5709
AT5G43960	22.3458	22.4729	20.7736	19.2268	22.3562	28.6284	22.5743	36.1439	70.2446	100.644	87.5755	68.5335
AT5G43970	5.04676	5.92933	4.00695	4.45967	13.8988	20.0757	13.5715	20.3989	36.3039	54.0743	46.2116	33.4002
AT5G43980	9.94766	10.9436	10.1168	9.5691	73.3184	55.9764	70.6791	33.8822	25.7446	26.7061	25.3258	17.4879
AT5G43990	32.556	34.8439	31.6009	32.1923	41.4787	53.9791	38.3853	56.9778	33.8904	36.914	31.0343	35.0282
AT5G44000	14.411	14.4939	15.2321	12.9065	45.0855	66.5777	45.9548	83.9878	51.6904	69.6896	53.4152	34.4505
AT5G44005	5.6302	6.44174	5.88254	5.37523	11.3802	6.09442	10.1674	4.43644	11.4141	10.4286	12.0513	10.0831
AT5G44010	13.3316	16.3972	13.2712	11.666	49.6874	59.2029	45.1038	44.0599	19.0068	17.7673	18.3034	17.1202
AT5G44020	14.4401	13.6155	13.6975	13.4381	19.2158	15.0056	18.9911	15.9625	18.3531	26.375	22.1997	20.3237
AT5G44030	35.0939	35.9054	35.1531	35.766	97.1982	101.505	84.5193	103.299	50.8859	62.1855	52.5997	44.271
AT5G44040	14.1776	15.7017	12.3903	13.4086	59.4507	82.6075	52.8077	94.122	26.2474	34.7621	33.7526	27.4134
AT5G44050	25.5839	25.95	22.1945	19.8766	49.3142	16.3371	46.2684	12.8309	17.5486	5.79368	14.2259	20.0611
AT5G44060	3.70485	4.31889	3.23966	3.45551	11.9088	14.0325	13.6162	14.1357	26.9514	33.2723	30.5812	25.2077
AT5G44063	6.15529	7.13715	4.37638	5.31617	11.9399	8.2966	12.6309	7.39406	7.4418	3.03478	6.88643	6.82709
AT5G44065	2.9172	2.81826	2.18819	3.01249	2.98497	0.819417	2.82179	1.13086	1.86045	0.882846	1.13264	2.15316
AT5G44070	21.2372	22.3997	21.7398	20.0833	28.5749	41.6366	31.0845	45.1038	41.9356	54.6813	46.4834	36.7087
AT5G44080	14.9361	15.4821	13.7543	13.3495	35.4465	56.4374	33.8167	71.2874	74.3678	116.039	87.1678	64.9624
AT5G44090	41.1909	40.7001	37.2277	36.4157	27.0202	40.6636	31.398	43.7554	46.3604	47.6737	47.8879	47.2645
AT5G44100	23.6877	25.3643	23.5302	23.8046	22.0453	29.1405	22.3951	38.0142	47.5169	59.7576	47.6614	45.689
AT5G44110	12.9815	12.7005	11.7082	10.5142	45.5519	42.6609	43.133	36.6223	22.3254	32.8308	23.3776	18.6432
AT5G44120	19.341	20.3866	17.9034	17.8092	40.7635	19.6148	34.4885	8.17696	9.85536	3.25549	7.24888	10.0831
AT5G44130	11.3771	11.3462	9.71898	9.71677	43.5619	31.3939	37.4895	30.7071	17.1966	20.1951	19.8891	14.2844
AT5G44140	9.53925	9.1868	10.06	10.0121	8.23977	4.35315	8.24141	5.4803	5.02825	2.53818	3.89627	6.87961
AT5G44150	11.9605	12.5907	12.0208	11.3116	14.5517	20.8951	15.3631	22.1822	29.8678	33.4378	24.6915	20.7964
AT5G44160	20.683	20.2036	22.4787	20.4082	38.2761	22.3291	34.8021	11.7435	15.6378	12.3598	14.4071	15.8073
AT5G44170	6.76791	7.24695	7.67288	4.87315	16.1997	22.4315	15.9453	28.0974	41.2819	63.4545	55.2274	34.5556
AT5G44180	54.8726	58.2684	55.1879	53.2207	50.8689	70.5723	50.7922	85.6406	69.5406	76.7524	74.301	70.4766
AT5G44190	14.761	14.8233	15.1752	12.493	48.1327	55.3107	42.282	60.3268	76.0774	114.163	96.9537	64.1746
AT5G44200	15.3445	15.7017	15.09	15.1806	22.4806	29.2942	23.6941	35.2305	38.5164	51.0947	47.163	36.9188
AT5G44210	8.22651	8.45478	7.41711	6.43847	60.4457	40.1002	57.242	22.1387	17.096	15.7809	19.0283	11.1334
AT5G44220	9.21836	10.8704	9.1222	8.59447	54.3514	30.0624	45.5069	5.87175	5.38022	2.26229	3.94158	4.46387
AT5G44230	16.4238	19.252	15.772	17.3661	42.0073	52.8524	40.8487	71.8094	47.9695	69.193	45.4414	34.3455
AT5G44240	47.988	48.7888	43.167	44.5081	29.4766	39.9978	31.4428	41.5807	43.796	49.5497	44.4447	45.794
AT5G44250	11.3479	13.2129	12.1061	11.607	17.0392	25.2483	17.8713	29.0978	45.6565	62.351	56.4506	40.5424
AT5G44255	5.95109	5.49012	5.68361	5.16849	8.73726	1.53641	6.18106	1.43532	2.81582	0.938024	2.94486	2.99342
AT5G44260	15.3153	15.6285	14.6637	14.7671	81.7136	38.4102	74.4862	27.5755	33.5887	25.9336	43.312	22.5294
AT5G44265	5.16345	4.7947	4.60373	3.1897	2.05217	1.58762	2.59784	0.956878	2.46384	0.77249	1.44978	3.256
AT5G44270	17.0948	16.507	16.1699	18.0159	14.6761	9.32087	14.1985	9.04685	9.95593	4.02798	7.20357	10.9233
AT5G44280	26.1965	27.8166	25.0079	24.1	58.3313	84.7073	53.5692	98.6455	39.522	46.3494	38.3738	36.4987
AT5G44283	0.320892	0.402609	0.625197	0.20674	0.435308	0.512136	1.03018	0.260967	1.1565	0.275889	1.08733	0.682709
AT5G44286	0.87516	1.13462	0.88096	0.620219	2.58076	3.63616	1.92598	3.61004	5.43051	9.10435	8.2909	7.03715
AT5G44290	22.9	23.8637	23.9564	22.2393	41.1988	59.4078	40.0873	72.6793	48.8746	64.3926	56.1788	49.9953
AT5G44300	7.40969	8.23518	7.24661	8.09239	6.56072	4.30194	6.22585	1.78327	4.07288	2.70372	3.66974	4.77896
AT5G44306	3.87988	4.13589	4.20587	4.19386	4.88167	2.56068	3.89675	1.21785	1.86045	0.662134	2.35589	2.46826
AT5G44310	11.8438	11.5292	12.2482	12.5521	9.70116	4.35315	8.64453	3.43606	5.38022	1.93123	2.76363	5.40916
AT5G44313	9.8018	9.99201	9.40638	10.0121	2.42529	1.63883	1.74682	1.6093	4.42486	1.15874	3.03547	4.51638
AT5G44316	13.565	13.6155	13.2428	13.6153	10.7894	6.50412	12.9892	6.74164	6.23503	3.64174	4.57585	8.87522
AT5G44320	15.4028	16.69	14.408	15.0329	43.0023	69.8553	40.2665	84.9012	66.7751	107.928	84.8572	65.1199
AT5G44330	16.7739	13.5057	14.749	14.3832	46.5469	32.1621	37.3551	8.56841	9.50339	4.63494	7.97377	10.4507
AT5G44340	15.6945	19.5082	14.2943	15.0625	34.1406	55.2082	33.7271	60.8923	58.2774	88.7812	69.997	60.0784
AT5G44345	9.39339	11.5658	9.66214	9.89397	10.1054	2.71432	10.884	2.87063	4.37457	1.21391	3.39791	4.83148
AT5G44350	6.5637	8.38158	7.41711	7.85611	43.1266	26.0677	44.8351	5.34982	20.9175	12.5254	21.8826	9.92554
AT5G44360	17.4449	16.5436	15.6015	15.3578	18.3141	6.91383	18.4088	4.00149	7.99491	3.86245	5.66319	8.87522
AT5G44370	21.7332	19.1788	18.3581	19.6107	25.8387	34.8252	27.8596	44.8428	37.3096	52.5293	45.1243	36.6562
AT5G44375	0.670956	0.695415	0.596779	0.41348	0.528589	0.460922	1.03018	0.7829	1.05593	0.551779	0.996721	1.3129
AT5G44380	19.2244	22.5461	19.0685	18.6066	24.4084	13.4692	23.4253	9.96023	14.2802	8.05597	13.4557	16.0174
AT5G44390	19.166	20.0572	18.4149	15.8599	37.5609	12.0352	38.1165	17.1803	12.1684	4.85565	11.9606	16.8577
AT5G44400	18.3492	19.8742	19.6653	17.6319	26.3673	16.7981	21.9472	13.2223	12.5203	9.82166	10.6921	12.4988
AT5G44410	11.7855	14.2743	10.9978	11.0163	40.6392	34.1082	34.8021	39.58	43.444	47.8392	54.9556	32.8225
AT5G44415	28.2385	24.9251	26.6277	27.9985	5.06823	4.81408	5.68837	4.78439	9.55367	3.91763	7.65663	11.0284
AT5G44416	38.6237	34.0021	37.796	38.0401	6.00104	5.68471	9.36117	6.52417	15.135	6.06956	10.8733	16.8051
AT5G44417	18.1742	16.5802	19.1538	17.8978	30.3472	17.515	23.3805	4.7409	9.20169	4.80047	7.06766	9.19031
AT5G44418	5.57185	5.41692	4.03536	4.60734	4.94386	1.99733	5.01651	3.21859	2.61469	0.77249	2.40119	2.57329
AT5G44420	7.03046	6.33194	5.31418	4.96175	3.88668	2.15097	4.12071	3.87101	1.91073	1.15874	1.85753	5.25161
AT5G44430	6.00943	6.62474	5.76887	5.96592	4.41527	2.61189	5.73316	3.56655	2.81582	0.938024	1.81222	4.77896
AT5G44440	18.5242	17.605	17.1645	17.0117	16.7905	12.1376	17.2443	4.30595	7.08983	2.75889	5.48196	9.55792
