ID	H3_WT	H3_atx34	H3_atx3-1	H3_atx3-145	K4me2_WT	K4me2_atx45	K4me2_atx3-1	K4me2_atx3-145	K4me3_WT	K4me3_atx45	K4me3_atx3-1	K4me3_atx3-145	
AT1G78300	15.1111	13.1031	12.9018	11.223	18.0653	27.3481	22.3504	32.0119	73.3621	107.155	94.0089	69.7413
AT1G78310	11.4354	10.3214	8.61067	8.4468	41.9762	53.723	39.2811	70.6785	67.4791	111.735	85.4462	53.6714
AT1G78320	9.4809	8.71099	8.21282	9.4805	10.5407	3.53374	10.884	4.04499	4.47514	3.80727	4.21341	5.51419
AT1G78330	10.006	9.5528	11.3956	10.4551	32.0885	11.8816	27.9939	6.56766	5.53107	2.81407	3.35261	4.93651
AT1G78340	8.86829	9.95541	8.35491	8.41726	18.0342	6.81141	16.0797	5.4803	6.33559	2.15194	4.25872	6.45948
AT1G78350	39.5281	40.4805	42.2008	44.0356	9.76335	7.06747	12.0934	8.69889	16.6938	6.78688	13.2745	17.8029
AT1G78355	8.57657	8.16197	7.67288	7.97425	1.98998	1.74126	1.52287	1.34833	2.81582	1.32427	1.85753	3.78116
AT1G78360	11.5813	10.2848	11.5662	9.39189	11.5668	7.27233	11.0184	5.08885	4.8774	2.9796	4.57585	6.98464
AT1G78370	11.7271	11.1632	11.7367	10.9867	22.8848	14.4934	20.4692	16.1364	12.4701	14.0704	13.2292	13.3916
AT1G78380	11.9897	12.1515	10.9694	11.0753	32.1506	39.8442	29.2928	51.7149	57.4729	88.6708	73.4402	52.9887
AT1G78390	14.0609	15.8847	15.1468	14.7671	148.005	95.0524	132.087	14.5272	24.387	21.0228	19.8891	13.4966
AT1G78400	13.7984	14.9697	13.9817	12.9951	13.6811	7.73325	13.3923	4.34945	7.64293	2.42783	5.57258	8.45509
AT1G78410	4.46332	4.28229	3.83644	4.10526	26.8648	9.67937	25.3065	6.74164	10.6096	3.75209	12.1419	6.24941
AT1G78420	20.012	21.7409	19.8074	19.5517	24.5016	31.7012	24.5451	33.8387	40.6785	51.812	51.1046	40.805
AT1G78430	17.0656	16.7998	17.1361	15.6827	86.4398	67.4483	71.7988	53.2807	17.6491	16.8292	19.7985	15.9124
AT1G78440	12.8357	13.0665	11.2536	10.5733	82.0867	29.0381	69.9176	7.22008	12.5203	5.7385	14.1806	7.35225
AT1G78450	8.78078	10.5776	8.83802	9.80537	30.2228	9.83301	25.9784	8.43793	8.09548	4.13834	9.9219	7.87741
AT1G78460	10.0643	10.3214	9.34954	8.18099	30.7514	12.5473	27.7252	9.56878	13.1237	12.3598	15.7663	13.2866
AT1G78470	12.8065	14.4939	12.3334	12.0795	12.3441	6.76019	10.2122	3.958	5.32994	2.9796	4.25872	7.61483
AT1G78476	15.4903	16.0677	15.431	13.8811	52.548	48.3456	49.3589	19.1811	23.7333	28.1959	20.4781	17.0152
AT1G78478	2.77134	3.22087	2.89864	3.3669	4.10434	3.99466	4.07592	2.04424	1.65932	0.551779	1.58569	2.15316
AT1G78480	6.62205	6.95415	5.99621	5.64104	43.3132	42.917	40.8487	14.7446	17.0458	25.437	13.637	10.7133
AT1G78490	25.1171	26.865	22.5355	23.7751	25.1857	14.1862	25.7992	10.5257	18.8056	8.33186	15.0414	21.2165
AT1G78500	31.8558	31.0741	32.1977	30.8042	27.3001	19.666	23.5149	10.0037	13.5763	7.33866	10.4203	17.6454
AT1G78510	18.991	19.0324	18.3865	15.8008	37.0634	47.3726	33.0552	52.1499	39.17	54.4606	49.1565	38.7043
AT1G78520	5.33848	6.40514	5.56994	5.67058	10.6962	3.94345	11.2424	2.78365	3.97231	2.04158	2.76363	4.35883
AT1G78530	12.1356	12.0417	10.5147	11.7251	20.5217	6.45291	18.1849	6.52417	9.25197	3.86245	8.33621	8.66515
AT1G78540	26.7507	26.316	25.8889	24.986	42.9712	52.1354	43.6257	55.2815	37.1085	41.273	34.2056	30.5644
AT1G78550	10.7353	10.8704	9.09378	8.88981	33.3011	43.89	31.5324	50.8015	45.9079	66.1031	58.6253	39.7547
AT1G78560	17.8824	17.239	15.1184	15.3873	35.4465	45.5801	38.3853	62.3276	51.4892	77.1938	55.8617	46.3717
AT1G78570	22.9584	26.7918	23.5302	23.0072	53.9161	74.2597	44.6111	84.4663	53.4	86.85	66.6444	58.1878
AT1G78580	56.1853	54.7548	51.8914	53.3093	91.0728	85.5267	82.1454	77.9856	43.6452	32.3342	37.7848	42.433
AT1G78590	16.2196	14.5671	15.0332	13.0837	23.2579	32.5718	22.9774	31.3595	34.5441	38.9004	30.5812	27.9385
AT1G78600	11.1729	13.5789	11.6798	11.5479	30.0052	41.0221	28.9345	55.2815	63.0039	95.4577	76.8834	50.2054
AT1G78610	25.0879	25.0349	24.0133	23.273	75.4016	108.112	64.9011	129.57	58.5288	82.822	67.8676	53.5139
AT1G78620	16.3947	15.7383	14.9479	15.7713	34.4205	50.9063	36.2353	58.2391	47.7683	73.9383	52.7809	41.8553
AT1G78630	13.9442	15.4089	13.2428	12.3749	23.1646	28.7308	25.62	39.8409	49.7294	78.3526	60.3016	47.2119
AT1G78635	10.5603	9.73581	10.5431	9.4805	25.0613	9.93544	19.3942	4.00149	5.58135	2.09676	4.34933	5.35664
AT1G78640	9.39339	9.1868	8.95169	8.59447	20.0864	8.45024	15.8558	2.87063	5.43051	2.15194	3.39791	4.62141
AT1G78650	19.9245	20.6428	19.5232	17.3661	49.1899	56.8471	47.209	57.9346	28.3593	32.3342	20.2062	18.2756
AT1G78660	16.4238	18.2638	16.1983	13.763	36.8768	55.8228	39.1467	50.4101	41.8853	58.323	40.0501	29.2515
AT1G78670	16.4238	16.3605	16.5677	13.7925	59.4818	57.5641	52.6734	50.932	37.8627	48.1703	43.2667	30.5118
AT1G78680	17.3282	18.8128	13.0723	14.8557	43.5619	63.5048	42.7299	75.8544	66.926	99.8719	78.152	61.0762
AT1G78690	14.5277	15.0795	13.2428	12.9065	16.3863	20.5366	18.7671	24.0959	28.9124	35.976	25.6429	22.5294
AT1G78700	17.5907	18.703	16.0846	17.1889	45.6141	54.0303	42.282	66.764	58.8305	88.2846	70.2688	54.9318
AT1G78710	14.3526	13.8351	12.7881	11.8432	14.645	5.42864	12.7204	4.43644	6.28531	2.37265	5.21013	10.2406
AT1G78720	19.341	21.6677	16.994	20.7921	25.0613	16.7981	21.2754	9.26432	10.861	4.30387	8.92518	12.0262
AT1G78730	14.1484	13.6887	12.305	14.5013	30.8447	37.2323	25.9784	40.4064	25.6441	31.1755	28.1347	20.0611
AT1G78740	9.74345	9.95541	9.57689	9.51003	24.0663	17.4638	19.4838	4.43644	4.92768	2.15194	3.17138	5.67174
AT1G78750	18.2617	16.9462	14.2943	15.4759	31.4044	23.8143	25.2169	8.43793	12.4701	5.18672	9.42354	10.3457
AT1G78760	14.4693	15.1893	14.0954	13.1132	21.0503	15.0568	17.513	6.21971	8.09548	3.75209	5.7538	8.13999
AT1G78770	33.4311	33.3799	31.8566	31.6312	66.882	96.6912	68.35	91.6863	36.8068	35.4242	29.7204	31.9823
AT1G78780	9.68511	9.91881	9.54847	10.4551	7.43134	6.14563	7.74872	5.82826	9.85536	5.07636	7.47541	7.77238
AT1G78790	11.4354	14.0181	11.5946	12.109	29.4144	40.049	28.8002	48.3658	34.2926	43.425	35.7007	23.9998
AT1G78800	16.4238	17.2024	15.6299	14.0878	23.8176	33.5961	21.7681	35.5785	40.6282	51.2051	44.0822	35.2383
AT1G78810	17.0073	17.5684	16.6246	15.3283	50.247	74.4645	51.3297	107.518	63.1045	91.2642	66.6444	47.0019
AT1G78815	12.2231	10.3214	8.69593	9.86444	27.2379	12.957	22.3504	7.00261	9.35254	6.84206	9.55946	7.5098
AT1G78820	13.1858	12.1881	11.0546	9.77584	63.0886	50.2917	52.9421	37.5357	36.5553	43.9768	44.0369	27.0458
AT1G78830	10.6186	11.8221	9.77581	11.0163	38.0273	50.1381	39.4155	67.025	67.3785	100.644	85.5368	57.6626
AT1G78840	11.9314	13.5789	13.0155	12.6111	56.1237	36.6177	46.4923	10.6127	11.1124	8.38704	8.92518	9.24283
AT1G78850	12.1356	14.4207	12.4187	12.3749	91.0417	90.9041	77.9351	106.692	28.0576	35.4794	33.6167	25.4178
AT1G78860	15.9279	14.4939	14.55	14.7081	70.7998	41.0733	61.1387	25.4443	11.4644	6.06956	10.4203	9.1378
AT1G78865	11.9605	11.4926	10.4294	11.1049	13.5257	17.7711	15.7662	27.7495	9.80508	7.00759	9.65007	14.0743
AT1G78870	15.432	13.9083	11.8787	11.9909	15.4224	22.7388	16.3485	26.9666	39.4717	53.5225	46.3475	36.4462
AT1G78880	27.1591	25.0349	25.6331	24.9564	24.8748	38.359	23.6941	43.0595	55.4616	72.5589	61.0265	48.6824
AT1G78890	14.5277	14.7867	13.6691	14.1764	18.9048	31.0354	18.8119	33.0558	56.1152	86.9051	74.0292	54.039
AT1G78895	12.6607	14.0547	12.0208	12.5521	21.3612	26.2214	21.4993	35.622	35.6503	43.3698	36.9693	26.8357
AT1G78900	35.1231	35.576	34.1869	33.61	25.5588	31.8548	28.2179	35.448	64.3616	79.6768	71.0843	58.0303
AT1G78910	19.166	21.7775	19.779	19.404	33.0524	37.3859	36.0114	34.7521	46.4107	54.9572	42.27	21.269
AT1G78915	25.0879	27.5238	25.7752	25.7539	39.8618	55.1058	41.0279	46.2781	35.248	32.1135	34.4775	26.8882
AT1G78920	45.4208	47.0686	44.0196	42.7361	22.8848	26.0165	25.8888	32.7948	45.6062	53.6329	50.6968	45.899
AT1G78922	9.16001	7.61296	8.46858	7.47217	5.09933	3.94345	6.76333	3.82751	3.87175	1.60016	4.34933	4.88399
AT1G78930	22.1707	22.1435	20.0632	20.3196	62.529	88.958	59.0784	113.086	43.796	57.716	46.8006	35.0282
AT1G78940	26.284	26.3526	26.4004	26.1083	75.1218	76.974	64.6324	24.5744	24.3367	21.4642	19.8438	16.6476
AT1G78950	33.9562	34.5145	34.869	36.5634	58.8288	66.8337	55.2264	21.8342	22.9288	19.4778	17.7598	21.8992
AT1G78955	36.5817	38.1014	39.2738	38.8671	51.8639	45.8874	51.5536	19.5725	40.3265	36.2519	29.7657	25.9429
AT1G78960	35.7065	37.8452	35.1247	32.2514	42.7224	56.8983	40.1321	58.674	42.4887	54.0743	42.5872	40.0698
AT1G78970	37.8069	41.5419	35.2952	35.7069	34.607	23.6095	31.8907	18.2242	22.3254	13.2979	20.5687	26.9407
AT1G78980	28.7344	33.1969	29.4411	28.6187	25.5277	12.3937	24.4555	7.00261	15.0345	5.29707	11.5076	15.5973
AT1G78990	15.8112	16.9462	13.7828	15.9485	16.9148	10.55	19.9765	8.35094	7.4418	3.64174	7.11296	8.45509
AT1G78995	8.05148	9.3698	7.01926	6.34986	29.5077	21.6121	30.3678	26.3576	34.2926	59.7576	50.8328	31.8773
AT1G79000	69.196	71.0787	64.3669	68.8148	52.3614	72.9281	55.5847	87.0759	84.5248	94.5197	87.5302	84.2883
AT1G79010	14.9361	15.6285	12.6745	13.3495	17.63	22.3291	16.8859	25.1833	27.2028	37.3002	28.4065	21.9517
AT1G79020	22.7542	22.9121	21.4841	21.2351	36.2861	48.448	36.5489	55.9774	33.1361	34.2103	31.8951	29.8816
AT1G79030	25.6714	27.8166	23.7575	24.543	53.6362	75.6937	48.06	92.2518	53.1988	67.0411	63.7901	45.5839
AT1G79040	6.50536	7.53976	5.76887	5.40477	14.3341	17.0541	12.9892	17.0933	48.3214	74.9867	61.6155	37.1289
AT1G79050	22.1999	24.7421	21.1999	22.0916	34.6381	45.7849	31.2636	53.5852	51.9921	72.0623	58.4894	45.9516
AT1G79060	12.5148	12.6273	13.3849	10.8686	114.642	129.775	102.794	145.359	64.0096	85.9119	78.3332	55.457
AT1G79070	8.22651	8.27178	6.90559	7.61984	24.0352	29.3966	27.0981	35.8394	35.3486	48.0599	35.9273	23.8948
AT1G79075	4.69669	5.38032	4.54689	3.98712	9.82553	10.7036	10.3913	12.7874	13.878	17.6569	15.9475	11.1334
AT1G79080	16.3072	16.3605	17.5339	17.0413	41.2921	53.467	38.3853	71.07	46.109	66.4341	49.6548	39.8072
AT1G79090	32.6143	35.9054	32.2261	33.6986	23.7243	30.2672	26.1575	36.9703	60.0373	83.7048	72.3529	59.5532
AT1G79100	5.45517	5.78292	5.74045	5.81825	33.2389	43.1731	22.6639	6.95911	11.4141	17.381	6.25216	4.51638
AT1G79103	10.8812	10.541	11.1399	11.3116	20.0864	13.8277	18.4536	8.6554	7.59265	3.64174	6.70521	9.03276
AT1G79110	9.4809	10.4678	9.57689	8.77167	61.5962	68.6262	54.3754	70.8525	59.1322	88.726	76.974	55.5095
AT1G79120	22.9875	23.7539	20.7168	19.0791	43.9351	39.6393	43.133	35.7525	30.27	23.2299	30.6718	31.6147
AT1G79130	5.33848	6.69794	5.5131	5.64104	34.4516	22.1243	28.8897	2.87063	3.51977	1.76569	3.66974	3.51858
AT1G79150	36.0274	34.8439	33.9312	33.7281	55.9371	78.6641	52.9869	95.4269	46.6118	55.6193	49.7454	52.0434
AT1G79160	10.5894	10.358	9.49163	10.5142	26.7404	26.8359	23.0222	24.3569	26.5491	37.3554	32.5293	24.3149
AT1G79170	4.08408	3.95288	3.55226	3.54411	27.7665	4.19951	24.769	1.78327	6.93898	1.37945	5.93502	2.57329
AT1G79180	12.4273	13.9449	11.7082	10.337	36.1928	22.0218	32.8313	17.3978	11.3638	7.66972	10.6015	12.1312
AT1G79190	47.2003	45.934	45.0995	43.2972	50.4647	66.424	54.6889	86.3365	59.1825	62.0199	58.58	54.1966
AT1G79200	12.3398	11.3828	11.8503	10.5142	17.5056	21.4585	16.7516	26.4881	28.5102	38.1831	28.9502	24.4725
AT1G79210	19.3702	20.6794	18.3581	16.3324	26.7093	36.7714	26.0679	41.2762	33.0356	37.852	38.1925	33.6103
AT1G79220	12.0189	13.4691	9.86107	10.7209	38.4937	42.4048	41.0727	44.0164	35.4994	50.5429	32.3481	25.3653
AT1G79230	23.1626	25.95	22.8197	21.0579	23.7243	31.4451	25.0378	34.6216	39.2203	49.8808	44.5353	41.3827
AT1G79240	0.962676	0.988221	0.653615	0.886028	0.652963	0.614563	0.806225	0.565428	1.1565	0.551779	1.31386	0.787741
AT1G79245	38.2153	37.1132	32.9934	33.9939	59.7927	98.4325	58.5409	102.169	118.063	158.526	146.79	105.662
AT1G79250	21.9665	22.1801	22.706	23.3025	56.5279	28.065	51.0609	8.87287	13.878	6.78688	9.19701	12.2888
AT1G79260	7.0888	6.11233	6.42248	4.54828	28.4194	35.5934	29.7855	39.319	32.4825	41.1627	33.2995	21.4791
AT1G79270	23.1334	24.8885	21.4556	21.3237	82.2422	77.7422	68.35	84.5532	44.8017	45.4114	46.9818	32.2974
AT1G79280	104.494	110.315	101.424	101.716	77.6715	101.915	77.308	120.828	113.588	121.005	118.882	113.435
AT1G79290	0.787644	0.366008	0.653615	0.472548	0.621869	0.256068	0.985386	0.434945	1.55876	0.827668	1.631	1.10284
AT1G79300	0.845988	0.805217	0.966214	0.826959	1.24374	0.921844	1.3885	0.39145	1.40791	0.662134	1.13264	1.05032
AT1G79310	14.4985	15.6651	14.8626	14.4127	70.1158	29.1917	61.4075	14.7011	11.2633	7.7249	11.9606	10.2931
AT1G79320	12.9524	14.3841	14.1806	13.5267	16.1064	10.1915	15.1839	6.61116	9.00056	3.75209	6.43338	8.19251
AT1G79330	13.9734	12.8469	14.2374	13.9402	21.0814	14.5959	18.2744	6.39369	8.29661	4.41423	5.39135	9.50541
AT1G79340	14.7319	13.8717	12.646	13.1723	26.9891	32.1621	27.0533	40.4064	52.9977	77.4697	57.2208	45.6365
AT1G79350	68.1458	70.6761	66.2425	64.6209	87.839	129.109	85.5942	170.89	102.124	120.288	110.274	97.2598
AT1G79360	16.3947	14.6769	16.1699	14.4127	94.3998	81.7881	70.4103	61.9796	18.7554	16.5534	15.9475	18.5907
AT1G79370	19.8078	18.5932	19.1822	19.2268	31.933	18.8466	22.3056	6.65465	8.84971	3.58656	6.84113	11.396
AT1G79380	18.1742	19.3618	17.1077	17.9568	32.8347	41.9951	34.8468	41.7112	37.6113	47.5633	42.8137	30.8794
AT1G79390	8.28485	9.11359	8.41175	7.47217	21.9831	33.801	25.0826	42.7116	27.2028	34.2103	25.2352	19.3784
AT1G79400	22.9	24.7787	25.491	23.4207	105.967	27.6553	89.7149	12.4394	16.8446	6.01439	15.2226	15.3872
AT1G79410	14.8486	15.9579	13.6975	15.2397	78.8219	63.0951	69.9624	67.2424	31.0243	23.0643	41.1827	22.3718
AT1G79420	15.4612	17.5684	16.4541	14.5013	74.2823	55.8228	75.9643	19.964	28.8621	20.0296	24.8727	19.9561
AT1G79430	18.1158	18.5932	17.9034	17.6615	17.4123	9.83301	16.7068	5.65428	11.9672	7.89043	9.60476	11.3435
AT1G79440	40.4616	39.3824	37.7392	36.2681	29.9741	41.0733	32.9209	48.6268	55.8638	64.6133	56.0882	52.6211
AT1G79450	21.0914	20.8258	19.5232	19.2563	74.6554	63.2488	56.4805	25.2268	17.4983	11.3115	11.6888	13.8642
AT1G79460	32.8769	30.9643	31.9419	30.3612	40.0484	37.1298	37.4447	24.6179	27.6554	22.7885	24.5556	22.5819
AT1G79470	20.4788	19.5814	18.4717	20.0833	67.9392	96.1791	58.9888	110.998	31.0746	38.6245	29.4033	25.1027
AT1G79480	14.411	13.7619	13.2428	10.9572	21.8276	8.39903	24.4107	7.69852	11.3136	5.68332	7.74724	12.3938
AT1G79485	3.41313	3.00126	2.95548	2.51041	5.00605	3.0216	6.40501	2.00075	3.77118	2.04158	2.35589	3.20348
AT1G79490	25.0296	24.6689	22.3366	23.4797	40.2971	54.7473	43.2674	58.5436	33.7395	38.5693	27.0474	28.2536
AT1G79500	21.5873	20.9722	19.779	19.1087	32.6792	35.1837	32.9209	37.4922	33.1361	39.2866	36.1538	30.5118
AT1G79510	11.2312	11.3096	10.8273	9.92351	26.0874	34.7228	23.8732	42.3201	52.7463	71.0139	61.253	40.805
AT1G79520	22.1707	21.8507	20.8304	21.6781	86.1289	98.3813	70.9478	90.077	50.6344	59.9783	54.5025	43.4833
AT1G79529	6.24281	6.95415	5.28576	5.19803	12.7172	13.2131	15.2735	23.6175	22.8282	39.6177	29.7204	21.8992
AT1G79530	27.8884	27.5604	24.8374	26.4627	48.1949	49.4723	48.5527	55.8034	46.6621	58.2678	53.1433	44.3761
AT1G79540	25.9339	24.6323	22.8481	24.543	57.3053	82.4027	51.9567	108.301	71.5519	98.1062	72.9871	60.551
AT1G79550	20.8288	19.3618	18.7275	17.2775	23.0714	34.1082	25.5305	40.7978	49.2265	72.3934	62.1591	44.061
AT1G79560	43.9039	44.6164	43.4796	45.8076	56.0926	76.257	53.0317	95.7748	56.5678	67.5929	62.4763	53.0937
AT1G79570	51.051	50.3627	49.1348	47.9341	38.8979	47.3214	39.1915	56.0644	47.4164	46.3494	45.7132	45.3214
AT1G79580	20.7996	24.4859	21.7967	20.4082	63.8971	32.6231	49.4933	8.82938	12.8723	5.68332	11.87	12.5513
AT1G79590	17.4157	19.1056	17.9886	16.8641	25.4655	32.4694	25.3513	43.7989	37.5107	45.6873	37.1958	28.9364
AT1G79600	25.2046	25.5473	24.809	21.3828	43.1577	63.4536	39.9529	82.2915	89.6536	137.283	117.704	83.1855
AT1G79610	30.3097	33.4165	29.7253	29.298	53.0454	72.7745	46.5371	79.7689	48.5729	56.5573	53.4152	45.0063
AT1G79620	41.4243	39.9315	38.5633	39.2215	85.165	72.8769	71.7988	64.5458	33.5384	27.92	35.2477	30.5644
AT1G79630	21.879	22.0337	19.6653	19.9356	71.5772	71.8014	64.7668	77.3767	45.1034	54.0191	52.9168	39.6496
AT1G79640	32.1476	34.8073	33.7038	32.3105	88.8029	69.3432	73.5456	45.8432	27.3034	16.443	22.1997	29.304
AT1G79650	23.2501	22.8755	22.2229	22.3279	27.4866	37.3859	30.2334	44.6688	37.6113	42.3766	40.186	35.0807
AT1G79660	7.26383	8.27178	6.96242	6.5566	15.7333	21.0488	15.9901	26.1402	33.1864	46.5701	37.3317	26.7307
AT1G79670	20.0412	19.984	18.3296	18.3703	57.212	77.9471	55.8087	104.561	69.6915	104.01	74.6634	53.6189
AT1G79680	26.8091	25.1813	24.1838	25.6653	38.9912	24.2752	36.2353	31.9249	15.3864	6.40063	13.3651	16.1749
AT1G79690	35.9107	39.8583	37.3982	33.4918	38.2761	46.041	39.2811	59.5439	52.1932	58.323	45.1243	44.4286
AT1G79700	15.7529	17.5318	13.4702	13.2609	43.251	28.4748	40.9831	19.3985	35.0972	24.4438	26.096	20.6913
AT1G79710	15.8696	17.3854	16.9087	18.0159	75.0285	116.408	65.6626	135.355	56.0649	63.5649	62.1138	39.3345
AT1G79720	13.9442	15.1893	16.312	12.6702	23.5688	24.224	20.8723	28.7933	25.4932	29.9616	24.1478	23.1596
AT1G79730	29.4054	30.0126	26.6561	29.0026	47.0755	67.8068	51.2401	85.5971	69.1384	106.052	81.6405	62.4416
AT1G79740	23.9502	24.3395	23.8712	23.1253	55.4707	84.4512	51.6432	99.2109	54.7073	72.0071	58.9424	50.2579
AT1G79750	34.8606	37.3694	35.6362	35.4116	82.2111	117.484	76.0091	147.142	74.8706	108.314	87.3943	71.5794
AT1G79760	14.9944	14.9331	14.9479	15.4759	65.9803	28.0138	58.5409	18.6156	14.7328	9.87684	15.4945	10.7658
AT1G79770	11.7855	11.456	11.2251	12.2272	19.2779	9.62815	17.2443	6.95911	7.24067	5.90403	7.02235	8.56012
AT1G79780	11.2896	11.639	10.1452	11.1049	17.972	9.67937	18.2296	8.56841	8.34689	4.35905	6.88643	6.82709
AT1G79790	11.4938	11.09	11.3956	10.1598	32.9902	41.3294	31.174	53.0633	46.0085	71.5105	54.8649	39.072
AT1G79800	9.01415	7.94237	9.46321	8.00378	57.7717	32.9815	50.0307	9.78626	8.54802	5.68332	5.84441	5.5667
AT1G79810	23.8627	23.5343	21.0294	21.2351	49.5319	72.0575	45.283	91.6428	57.4729	71.6209	66.5991	49.3126
AT1G79820	40.7533	40.7001	39.8421	38.3059	48.9411	56.2325	40.0425	52.4978	33.639	31.01	35.0664	36.6562
AT1G79830	48.4255	47.0686	43.3944	46.103	42.1938	51.5721	44.7455	72.3748	68.3339	80.1183	69.0003	60.0784
AT1G79840	32.6727	35.21	33.6186	36.9474	43.6863	35.3374	40.0873	25.6617	25.2921	23.7265	24.4197	24.42
AT1G79850	6.82625	7.35676	6.7635	6.79288	20.8015	24.3777	17.8265	32.8383	71.8034	109.583	98.1317	62.0215
AT1G79860	23.0751	21.5213	23.1323	23.273	49.0344	31.9061	36.6832	13.6138	16.7441	13.96	16.2647	16.28
AT1G79870	12.3689	10.4678	11.282	10.7505	30.7514	44.1973	29.9199	59.4569	71.2	109.087	94.5979	68.8486
AT1G79880	17.474	17.239	16.1983	16.2734	41.1367	54.2352	44.208	59.0655	43.0418	56.447	47.5708	36.1836
AT1G79890	31.8558	29.2806	30.5778	30.7156	93.7468	92.3381	82.7724	59.0655	26.0966	16.3326	21.1124	21.4266
AT1G79900	18.9326	19.2154	18.6138	18.518	93.4048	81.2247	82.1454	38.6666	24.5881	25.5474	20.1609	13.4966
AT1G79910	22.6375	19.1056	20.4326	20.5263	88.5853	83.0172	68.2156	21.9647	21.3198	30.4582	15.4492	16.5951
AT1G79915	15.0528	13.4325	13.4986	14.5013	33.1145	26.6823	29.7407	12.9614	10.2073	7.55937	7.15827	8.77018
AT1G79920	31.3891	30.8545	29.9811	30.1545	40.2038	58.0762	36.2801	66.1986	53.1988	68.4206	63.3371	51.3607
AT1G79930	34.423	38.3576	36.0909	35.0867	28.7925	41.4318	30.9949	47.1045	46.2096	64.227	50.6968	45.4264
AT1G79940	29.5512	31.5499	29.2138	29.5638	28.6682	36.925	28.4418	39.5365	50.383	57.3298	50.425	42.328
AT1G79950	59.3942	60.4279	57.8308	56.2037	80.5321	105.91	76.0539	113.956	69.2389	68.8068	65.7383	60.8661
AT1G79960	10.9103	10.5044	11.8503	10.1302	8.79945	5.42864	11.8694	5.21934	6.0339	2.75889	5.16483	6.03935
AT1G79970	13.6525	13.5423	11.8503	11.4002	24.4706	27.5017	21.8577	34.5346	37.913	51.1499	45.3961	33.9779
AT1G79980	0.845988	0.47581	0.795706	0.443014	0.90171	1.63883	1.03018	1.65279	3.51977	3.97281	3.71505	2.57329
AT1G79985	12.4273	11.3462	11.4241	9.89397	14.5517	24.0704	17.737	25.2268	39.6729	53.0811	45.8945	28.6738
AT1G79990	52.1887	51.3509	50.7547	52.63	40.5459	57.0007	41.0279	60.0224	64.3616	72.7796	67.777	58.6079
AT1G80000	36.7859	36.3446	35.9204	35.7364	50.7134	78.6641	51.9119	92.7302	60.7412	84.1462	61.1171	52.411
AT1G80010	23.7752	21.3383	22.2229	22.5051	64.9232	103.605	59.168	123.655	52.7966	72.1726	61.6155	47.9472
AT1G80020	35.1523	34.4047	37.114	34.4665	49.7495	76.4107	46.8058	90.6425	35.7005	43.3146	41.4545	38.7569
AT1G80030	31.8267	33.5629	31.203	31.4244	37.2189	50.8039	37.2655	57.7607	64.6632	84.367	70.7672	61.4963
AT1G80040	18.145	18.337	16.653	17.9864	27.8597	43.3267	26.7398	54.803	81.6084	126.523	110.138	77.8813
AT1G80050	14.4985	17.6782	14.0954	15.2397	19.1225	10.8061	19.7525	12.2219	15.1853	8.88364	15.2226	16.1224
AT1G80060	22.5791	24.4859	22.0524	23.4207	61.0987	71.4942	61.1387	60.6313	33.5887	40.7213	24.6462	23.4747
AT1G80070	86.145	87.9151	84.0038	79.2699	71.5772	91.6723	69.7833	114.521	95.3355	113.611	111.814	100.621
AT1G80080	15.0236	12.4809	12.646	13.2904	123.876	102.325	104.585	35.4045	33.4881	42.3214	37.4676	20.9539
AT1G80090	15.5195	14.8599	16.8235	14.5013	29.1968	14.2886	22.3504	6.74164	7.39152	4.19352	6.16155	7.77238
AT1G80100	8.51823	9.00379	8.55384	8.56493	9.73225	7.37476	9.36117	4.26246	5.43051	2.75889	4.62116	7.03715
AT1G80110	15.6945	15.1527	14.0669	14.3241	47.9461	51.1624	39.6842	40.3629	21.5209	26.8716	20.614	19.536
AT1G80120	11.1729	10.5776	9.83265	9.53956	104.785	55.1058	89.7597	32.7948	16.8446	11.1459	17.6238	12.1312
AT1G80130	14.3818	15.2259	12.4471	11.3707	78.1068	44.8119	65.5282	55.6729	13.3751	8.93881	13.8182	16.9627
AT1G80133	6.18447	5.81952	6.62141	5.84778	5.03714	2.81675	4.70298	2.69666	3.41921	1.21391	2.40119	3.99122
AT1G80140	13.6525	14.0547	13.3849	13.5562	14.6139	11.267	12.7652	4.78439	8.69887	3.08996	5.93502	7.66735
AT1G80150	17.5616	17.971	16.8803	16.7755	52.237	79.2786	49.6276	94.4265	38.4661	52.75	38.0113	32.2449
AT1G80160	13.7108	13.5789	12.7029	13.8516	57.2431	29.3454	50.5234	8.48142	11.7158	3.91763	12.3684	8.40257
AT1G80165	3.55899	2.81826	2.61446	3.1897	6.93384	4.1483	6.62896	1.87026	1.65932	0.551779	1.76691	1.73303
AT1G80170	19.4577	19.1422	19.6085	19.2859	46.8268	64.017	47.7017	64.7198	34.1418	47.784	27.727	22.7395
AT1G80180	7.96396	7.79597	6.7635	6.468	31.2489	30.1648	31.6667	23.835	44.3491	58.7092	52.5091	32.2449
AT1G80190	19.0785	20.3866	17.2498	17.9568	49.6563	74.0036	47.7912	74.7235	28.5604	31.1755	25.96	23.1071
AT1G80200	8.86829	9.2234	7.5592	9.39189	16.0753	16.1323	13.1236	5.74127	14.6322	13.2979	7.29418	6.61702
AT1G80210	19.8953	20.4598	19.3527	20.8512	32.1195	47.0653	30.6813	48.4093	39.5723	49.4945	41.4092	38.4418
