CMA601_ATXR3	unbound
0.17975192354206	0.0134759000239285
0.177697972106554	0.0136109816101553
0.175134818568566	0.0137559882698392
0.172909652036772	0.013882337392787
0.170476929605605	0.0139472712640984
0.167851619898092	0.0137382767227816
0.164364707471729	0.0138496677235262
0.161432997886493	0.0139326411733828
0.157850441579942	0.0140704804021835
0.154333245648424	0.0141239295536973
0.151922546324961	0.0142763810788326
0.149675852918349	0.0143933694674958
0.146909444698903	0.0145472638610843
0.144710469913517	0.0147152301360118
0.141672486520336	0.0148572073570364
0.139650943906685	0.0149116265322244
0.137095798539499	0.01497212462644
0.135500087403957	0.0150110697536247
0.133218377618662	0.0151775388793721
0.13110535623353	0.0155457900660691
0.129482920200464	0.0155959383554088
0.128017376677403	0.0155617492775574
0.126432899496422	0.0155706777925031
0.124282340431779	0.0155212967262422
0.123163690484674	0.0155186997861814
0.121533230235279	0.0153647316437242
0.119989641897091	0.0152233782183774
0.118994116616869	0.0150758955688422
0.118478039714174	0.0150299112081606
0.119019413846238	0.0150229296317126
0.11939753031592	0.0150682296966087
0.120468976807873	0.0150442518251005
0.122480205062155	0.0150657314685157
0.125488873045769	0.0150448503912951
0.129036202723791	0.0145968318576905
0.133167570092961	0.0144464452331424
0.138848927569302	0.0143855143399215
0.145506921594983	0.0142330758327449
0.153342106424496	0.014081753197642
0.16192989114277	0.0139393589114845
0.171463635155206	0.013789610387618
0.182935142128721	0.0136765305935805
0.195989976303525	0.0134757996281985
0.210731125103003	0.0132405481362721
0.227383776296431	0.013076637796396
0.245079175536618	0.0129855245091702
0.264339332357966	0.0129079974295622
0.289125394132874	0.0130469360976154
0.314244306825954	0.0132365420686084
0.340626177131417	0.0136558232997301
0.368940155731511	0.0141851315802463
0.401181223660878	0.0148696578429975
0.432204710192966	0.0156182350380488
0.46301079751407	0.0163086691863028
0.493239894009405	0.0170439044932684
0.521789412933671	0.017733433545919
0.549015069937102	0.0184601971758764
0.574381397647632	0.0191860991207018
0.599348978071967	0.0197557377090915
0.622193775553435	0.0202538600361559
0.642290990001568	0.0205879238056443
0.660710219502915	0.021032528660567
0.672276919327149	0.0214000975833458
0.683724421198874	0.0216624455978093
0.694009160895942	0.0218837799108655
0.701084638695146	0.0219860145421218
0.702777393643396	0.0219811133000659
0.702719026225386	0.0220592721878253
0.702139317516517	0.0222298408756206
0.701111575626552	0.0221831341988163
0.699708735971989	0.0222266837058489
0.697721025254608	0.0222588724455065
0.696492422716573	0.022078150452643
0.694835335048186	0.0220271895676505
0.691883129174742	0.0218541519361431
0.689392602710399	0.0216698253369463
0.685870708573396	0.0215018794616118
0.683029681330988	0.0212692596761284
0.679769383058274	0.0210698325657356
0.676092273983487	0.0208147789117566
0.670955029732877	0.0206067013276756
0.666007600099069	0.0203035910595787
0.662574688246153	0.0198939921189916
0.658774952541617	0.019524407576486
0.654511934596031	0.0193382903766037
0.650522697351294	0.0191695766079356
0.645858154038094	0.0188688372036533
0.64025325310649	0.0187066251730339
0.634481927415166	0.0185080343124544
0.629222445786908	0.0184021242028435
0.625482123358408	0.0183458044208535
0.621970807511228	0.0182382106954679
0.617623077850349	0.0180417493976068
0.613657039669088	0.0178675129751474
0.609485322888002	0.0177919958895608
0.60597544257584	0.0176908473759631
0.601877855011324	0.0177085386751585
0.59867959288622	0.0177252174899294
0.595033304340211	0.0177292391204041
0.591679756540193	0.0176601928885357
0.588252953760968	0.0175804268517711
