H2Bub_ATX2	unbound
0.0388159085342037	0.00725089937101873
0.0380086149935557	0.00707608012853278
0.0369618387346869	0.00690779249864788
0.0360658971261784	0.00672662271491876
0.0352153766515586	0.00654861123897173
0.0342972904080325	0.00638565070815537
0.0332555209771138	0.00621379543271379
0.0321929889274946	0.00603837277305848
0.0313404297584456	0.00588977766976
0.0303711649662954	0.00574119098135705
0.0293818811318863	0.00558133858177923
0.0283774950562182	0.00542960046214405
0.0273551973484276	0.00528778150068726
0.0265796394183852	0.00518020545096223
0.025723820457425	0.00508215889772098
0.0247523829701177	0.00499517541872598
0.0240762860622588	0.0049019092049291
0.0231434643112383	0.00483463925333608
0.0222306751678657	0.00477642461315911
0.0213102196300509	0.0046826357871325
0.0204884220359207	0.00460746473408713
0.0197022471695402	0.00450721867088068
0.0189322726557223	0.00441584185949989
0.0181980208586721	0.00431480666516905
0.0175502646849783	0.00423219764888712
0.0167461217942154	0.00415714074845147
0.0160814101076183	0.00410418237861547
0.0154355387237932	0.00405659902292026
0.0147188997626262	0.00396487924901437
0.0139677916485851	0.00385948018865427
0.0133514353925234	0.00374970191260341
0.0126068139379	0.00366066608388133
0.0120721890320187	0.00355951756666386
0.0115646235161299	0.0034688692757274
0.0110634945685235	0.00340965911277821
0.0107316063805126	0.00335809576250941
0.0103214727963892	0.00332773960970258
0.00993979004766974	0.00332579632853911
0.00971602488153769	0.00333227463076414
0.0094567221513432	0.00335790260861715
0.00947770205529712	0.00338427390769231
0.00933825836243009	0.00343217782166346
0.00945757205843876	0.00346839619240895
0.00953723817875761	0.00353441727249756
0.00975154236914638	0.00363028052210855
0.0101450252349063	0.00373618977572143
0.0104255975619793	0.00385449457559138
0.0108416704889419	0.00400287756728359
0.0112826097342251	0.00417742081606168
0.0119577337049383	0.00435623357165233
0.0127617457328018	0.0045643111360003
0.0135419430013654	0.00479352115599508
0.0145074601254202	0.00505430075608217
0.0155041409911961	0.0053364699942346
0.0166424834066537	0.00562243849173338
0.0177566101798186	0.00595823504464559
0.018931322322472	0.00631294606877828
0.0199951817757746	0.00669002992977167
0.0212928246342612	0.00707379993478273
0.0224914377903891	0.00746579974962545
0.0237081439842514	0.00785771348062734
0.0250768893113089	0.00824943998377894
0.026310268516073	0.00863950297753187
0.0277488886974802	0.00902264541917479
0.0291055460588706	0.00941080070440383
0.0302442306907157	0.00981112528557836
0.031559655488558	0.010210761790084
0.0328136430261337	0.0106145041346677
0.0340432413021938	0.0110305040766352
0.0353465014826575	0.0114470506063114
0.0365912167061632	0.0118571458134451
0.0378656726691482	0.0122528104162123
0.0393310640724519	0.0126567100902815
0.0406836596134352	0.013064432093493
0.042062416126432	0.0134793398894892
0.0432898449814326	0.0138895498092185
0.044415668536706	0.014276888530368
0.0456433364754564	0.0146953386269163
0.0468026344636222	0.0151097114721714
0.0479433591227496	0.0154979169097063
0.0490562973904477	0.0158783739069537
0.0501188469586835	0.0162611284151662
0.0512236276451434	0.0166023482765653
0.0523061891650294	0.0169531196184983
0.0533219670391943	0.0173102516932008
0.0544710176090828	0.0176607651727309
0.0555225052620254	0.0180090155351902
0.056271739318226	0.0183488197955283
0.0570307970462248	0.01865566768823
0.0578392191140409	0.0189458104099133
0.0587200388690474	0.0192334106697193
0.0597077762946781	0.0195396128011282
0.0605100069115635	0.0198269813627545
0.0611822489597418	0.0201249405508293
0.0619919142413693	0.0204392893870275
0.0628713217226861	0.0207280990353165
0.0637091693413106	0.0210167515493023
0.0644354953326375	0.021313568404179
0.0652428404907606	0.0216014446890805
0.0659359718273453	0.021873740649337
0.0664026899972151	0.0221315153601663
