H4K16ac_ATX3	unbound
2.48081383370057	1.26869225915727
2.48799110618876	1.26362498116461
2.49511636945603	1.25816412818224
2.50442602000231	1.25303125435796
2.50533618136857	1.24741297137969
2.50419197850813	1.24282782274944
2.50546620442089	1.23789173642002
2.50268371110119	1.23307372258752
2.4942582173107	1.22818027354866
2.48910930443874	1.22326058617714
2.47886348791573	1.21873775358693
2.46752547775322	1.21437891057577
2.452676845178	1.20777341033162
2.44027264598645	1.20255854171782
2.42844054822511	1.19753390101571
2.41408600324872	1.19121046284753
2.39723501566774	1.186431806514
2.3815282309472	1.18088567895051
2.35841013224428	1.17780923444753
2.3332116647042	1.17379476955237
2.31045763054778	1.17006236673319
2.28692345807743	1.16708759576921
2.26156896287457	1.16479830124567
2.23696860137517	1.16320760232888
2.21000182032351	1.16138403820984
2.18813194292289	1.16094454613798
2.16805638364431	1.16128564446241
2.14995717476104	1.16300753504244
2.12715113138369	1.16623484995815
2.10411104651217	1.17164322627523
2.08936643237881	1.17873413567337
2.08354139963476	1.18683850067004
2.07922463429766	1.1991082009746
2.08203313222783	1.21351304559839
2.09565954811121	1.23062371827651
2.11383677082588	1.25189972626251
2.1436900636391	1.27765592954817
2.1883399798066	1.30980444662521
2.23930901631698	1.34364861594964
2.30263024279798	1.38296019783961
2.37429894923807	1.42401662885067
2.46047822831735	1.4697074053657
2.56241630133809	1.51898955366193
2.67121959152146	1.57336849807505
2.78675807581513	1.62784911602719
2.90671734388776	1.68609165492273
3.02938109144869	1.74962777743003
3.16317481228842	1.81493498739107
3.29764465300023	1.87710671660067
3.43068424013649	1.94323059466538
3.56944484157494	2.00893137961614
3.71025980724008	2.0740614808318
3.85567758895743	2.13581995630219
4.00379985016308	2.20139610917288
4.15389846176404	2.26742815307332
4.30342497193478	2.33395216571092
4.44054728291396	2.39655026782604
4.56009047721916	2.45670492521332
4.67887953782089	2.51378969768077
4.79301377314947	2.56764387544093
4.89414570324582	2.62001558740647
4.99283319995851	2.66516519831064
5.07828434994478	2.70689726638739
5.16051092823345	2.75033154629468
5.24091718378961	2.79113871314559
5.32337780357247	2.82945979797809
5.39639874975671	2.86701669137222
5.45849775954588	2.90189071525308
5.51011691131787	2.93266827944927
5.55146424195639	2.95886397480678
5.58488016640324	2.98356080541177
5.61416135778624	3.005938823369
5.64372859988435	3.0241580656015
5.65878526934328	3.03507649177467
5.65764106648284	3.0460375552384
5.65956540765721	3.05145249113865
5.64123215727976	3.05543415811799
5.62386107748949	3.05642793496704
5.60308339372837	3.05340724692093
5.57257998565354	3.04492570589244
5.52920429539879	3.03479770949029
5.47930144791746	3.02231810252455
5.41769652572712	3.00739505083096
5.35871806919369	2.9884444150759
5.28322668501531	2.96819826164633
5.20562892738932	2.94089727652602
5.12293426611228	2.91189407957516
5.03506468735282	2.88264161846414
4.94729912703521	2.85450100669909
4.86163994016523	2.82523542642175
4.76825738398729	2.79559922969576
4.68735704083231	2.76502173278602
4.59641891803803	2.73343406006933
4.49903165184857	2.70149544965347
4.40525902651367	2.67065884920882
4.30990011994043	2.63710658133511
4.21365705661141	2.6001498898003
4.11933833445675	2.56473142051699
4.01885651962202	2.52987051580246
3.93049285326372	2.4943208548559
3.83596609422535	2.46051932282203
