K36me3_ATXR7	unbound
1.81683426453175	1.28468344853386
1.79503758108733	1.27677611469894
1.77286482258707	1.26873220864008
1.75354396659356	1.25937998026211
1.72828425867666	1.25134201212603
1.70550037821067	1.2438760638844
1.6876838224405	1.23487219364283
1.6667333078717	1.22458771138845
1.64658195279656	1.2145862701199
1.62939218878611	1.20496089729406
1.60623223326428	1.19574919975521
1.58637860427501	1.1849778078329
1.56553777826416	1.17404015407275
1.54526106483707	1.16428018833057
1.52141163837955	1.15261612868372
1.50097822701253	1.14084320711923
1.4807955323494	1.12862296203868
1.45783928414948	1.11633146188477
1.43301833046439	1.10313739746835
1.4113626751659	1.0890189964059
1.38535081713733	1.0735724799484
1.35656540557198	1.0580942945694
1.33060055692539	1.04194314460871
1.30283368196958	1.02653225568789
1.27251263059291	1.0098842995213
1.24532553801485	0.993315515658435
1.21591333468977	0.976420146042692
1.1869398855965	0.958719198236509
1.15669718318979	0.939446680201306
1.13104573042306	0.921454774178919
1.09859358706332	0.902726565731853
1.06952611920609	0.884115136432787
1.04111678269657	0.864638749715483
1.01408638805845	0.847014994905435
0.983922034621702	0.82938134355742
0.955058274086384	0.811076706935304
0.931475234126745	0.794286240622002
0.906591601265678	0.778309269729514
0.884622550087331	0.76173256863628
0.866931352669104	0.746549300088675
0.848535014521186	0.731597610529476
0.835670113652839	0.71748910600499
0.82023536656962	0.705106557701794
0.809391869126384	0.693737414886327
0.797780551777486	0.682920498889369
0.789428551579155	0.673370339752073
0.782110757784371	0.664410014277557
0.78070047632499	0.656928231575178
0.776892716384663	0.650210461603783
0.773586389852116	0.644559538425134
0.774981001517503	0.641176901748318
0.774730284813613	0.637515182700857
0.778506705165954	0.635434930420381
0.780998202410859	0.634065249565872
0.783959793475558	0.633819815424312
0.78935020260919	0.634680814227364
0.792750547905696	0.636586887439636
0.799002795708949	0.638671098335299
0.80323364008709	0.64131347397225
0.810849159967744	0.644565476347914
0.818057265204577	0.648820987673341
0.828446338622012	0.655154771971652
0.837315442022116	0.661324273739724
0.848096260289379	0.667014783070237
0.861870009209327	0.673869125265565
0.871334564781169	0.680582936621774
0.885076974113131	0.688989055970187
0.897471781161685	0.697927609061178
0.912201387515214	0.707703409264101
0.929140434821771	0.717576195539092
0.946471226978157	0.727728064184727
0.963958717074474	0.738804269476397
0.983028856364095	0.749977460840135
1.00413606887282	0.761948313163942
1.02181159649706	0.774166578936901
1.04194728177821	0.786551106547691
1.06333655057881	0.797993483744107
1.08130980428891	0.810298839051168
1.10406234516692	0.82352061377389
1.12349288971838	0.836211934061629
1.14933238001303	0.849532674164013
1.17175585521718	0.863037489872566
1.19402263248139	0.876142485447289
1.21791906832089	0.888744736893333
1.24068727899289	0.901443974411445
1.26420763977656	0.913693909105896
1.28381055206194	0.925646947661363
1.30338212475934	0.938362019640221
1.32542952490766	0.95016265151101
1.34938863992313	0.9621968416778
1.3728933309128	0.974205300845877
1.39324839330986	0.985811960572531
1.41413622870268	0.997980743655659
1.43419356501387	1.00982689960109
1.45635065372014	1.02161961424151
1.47584387744757	1.03253351631053
1.49304931125201	1.04322771523671
1.51354540179501	1.05346073549367
1.53328934222633	1.06448745809551
1.5495232488032	1.07525093278745
1.56483263753447	1.08537904974197
