H2Bub_ATXR3	unbound
0.67923745015818	0.441215758226214
0.660940358045176	0.429139514887005
0.639227594924224	0.416970656143728
0.618557172721191	0.404532004701643
0.601061881314279	0.392210129203817
0.581337583944433	0.380727832477658
0.563665896382181	0.368466358330312
0.543941599012335	0.356891446200083
0.525387930673382	0.346109805139486
0.505407057077587	0.335469100563341
0.488649422320279	0.323882108163017
0.471939895605336	0.312778326566529
0.455855773441145	0.301628237268007
0.44079795618075	0.290794248370327
0.424874194157777	0.281315263101739
0.409094756261901	0.271528230945705
0.393684146690826	0.262139847702836
0.378722545515162	0.252701130001234
0.364658961130321	0.244130178368187
0.349007811347419	0.235299500928079
0.335393235357989	0.227284241719445
0.322275775806335	0.219709912369311
0.308901740028732	0.211849683293574
0.296666261253779	0.204162604755879
0.287301229006633	0.197274837422862
0.27594773100838	0.190785719003011
0.267368463453203	0.184761690981852
0.257490278754159	0.179639656461187
0.247788490210454	0.175073314364934
0.240492103785023	0.170315701325496
0.233853193938587	0.166188275709395
0.228721669419603	0.162294401981814
0.225065458199827	0.1595300335082
0.222788344194527	0.157337464485793
0.221313030895319	0.155835484237202
0.222740236152162	0.154758326820317
0.223044920420477	0.155080467356208
0.226492663456669	0.156606608144991
0.230357342860029	0.159475672292769
0.2378301254408	0.163341358723459
0.246842365377266	0.16859224945848
0.259687212688849	0.17552833787188
0.27690989185569	0.183914058696789
0.297484097973992	0.193791692878542
0.320896678591858	0.206377320940128
0.349136099460394	0.221000487891224
0.381961820367771	0.237431668600007
0.422420683997138	0.257925846817713
0.469839177755377	0.281303182831643
0.525403966687504	0.307481128129474
0.58763973749431	0.33671336838322
0.655744689469705	0.366926123893084
0.731049811785799	0.400930070834713
0.81299384394833	0.436037349111768
0.899732644333286	0.472197624265517
0.991442609096008	0.510121618853268
1.08568626408998	0.549024115318788
1.18315315792244	0.588409822588144
1.28482148745481	0.628600881197227
1.38915179533141	0.667753036578062
1.49769957492205	0.708143419643728
1.61019221398666	0.747591541641912
1.7160940512472	0.786252432705514
1.82212417662071	0.824695878907389
1.92844295024842	0.862774903628038
2.03485793996085	0.899275439722821
2.14446409648353	0.93779539430197
2.25245061557991	0.97525027173433
2.35549804232676	1.01390713604123
2.46048582678236	1.05272305723773
2.5653613591391	1.09146045667861
2.6674145530104	1.1294106251849
2.77628305288348	1.16808158314025
2.88046903663298	1.20638006610097
2.98340421128098	1.24505303743467
3.08148047365007	1.28146901163878
3.17286971813035	1.31804001597579
3.27240525778453	1.35461303369115
3.37617430516686	1.38983507453412
3.46960012344062	1.42467054673401
3.55053388671347	1.46075834026719
3.63177233425464	1.49461531058932
3.71289852969696	1.52719378565963
3.79950904196894	1.55778908305586
3.88502910528064	1.58921389233202
3.96589872449701	1.62046353769178
4.04534113845653	1.65091991198191
4.11485725967465	1.6803051689902
4.18309049976302	1.70754416467813
4.24781185275871	1.73442880577657
4.30668006059993	1.76205235672921
4.36878754329376	1.79028394794334
4.42913106443419	1.8168383949925
4.48195369495149	1.84370692906414
4.54462243813958	1.87050096813687
4.61128414884401	1.89677958235216
4.67789775150608	1.92212600239172
4.73817712859002	1.94810462323297
4.79346930528208	1.97648319106661
4.84245932842426	2.00224034028943
4.89268412465381	2.02670691399034
