H2Bub_ATXR3	unbound
0.0316268201326575	0.00798032233426216
0.0311225512781056	0.00778172119555725
0.0302613668698141	0.00759106043060708
0.0294089667960418	0.0073998661550325
0.028767084526234	0.00720311614380461
0.027954305829455	0.00702439046225754
0.0272615264430299	0.00682033322858194
0.0263827379316331	0.00662296463378277
0.0257177267065062	0.00645383877200385
0.0248115020211259	0.00629151366664234
0.024186416846952	0.00609823047162697
0.0234807627314958	0.00591563800921028
0.0228579847383531	0.00573594099483067
0.0224426791964619	0.0055945516902356
0.0217997857010064	0.00547119320090026
0.0211034047715945	0.00535207397273262
0.0205430184154819	0.00524144286022454
0.0199099337625952	0.00514078709386233
0.0192811495691657	0.00505074215481565
0.0186030319025162	0.0049312703779414
0.0180321310163173	0.00483065226013545
0.0174314643388421	0.00471126427891515
0.0168193495846458	0.00460200417717466
0.0163250041629218	0.00447965571081015
0.0159339138417673	0.00437530503968965
0.0153170781583076	0.00428124887275153
0.0150310517932619	0.0042004598953478
0.0145699335903064	0.00413679071136444
0.014145913335057	0.00402445914026505
0.0137403696355983	0.00389584039603242
0.013562976492028	0.0037587850585299
0.0133103695702813	0.00363930072008465
0.0132098339009211	0.00351124746786335
0.0132160263328682	0.00338855956286682
0.0132789973869518	0.00329429399362218
0.0132691058059783	0.00322178304248135
0.0131642138497475	0.00317417682585608
0.0131019309187828	0.00315560208852895
0.0131198903915046	0.00314927398106948
0.013081560295674	0.00316538936770936
0.0131361750144781	0.00319037450582935
0.0132232259776042	0.00322874137291724
0.0133048549930298	0.00326723915281798
0.013747779013807	0.00331196547240297
0.0141435554591946	0.00339810979124416
0.0145638764249809	0.00350148823301413
0.0151018128155437	0.00360492487879729
0.0155171055034112	0.00375515761134597
0.0162946524326924	0.00391011658857482
0.0168820252693945	0.00409294369722284
0.0176917642829356	0.00429778899792868
0.0187019347382108	0.00450938975995796
0.0199290393572786	0.00474885719054587
0.0211248012220784	0.00501328799743697
0.0224238930081346	0.0052801788002498
0.0237928740520457	0.0055927405072036
0.0253797536559043	0.00591315185760043
0.02704470859455	0.0062430753502523
0.028673934195368	0.0065945684001178
0.0305327255167094	0.00693033606591943
0.0323374876519783	0.00727032433880204
0.0342339987698128	0.00760879461077073
0.0360280893050634	0.00794596873322406
0.0376853012604918	0.00829746949761754
0.0395495343932926	0.00863355964274415
0.0414266143228843	0.00896751158470843
0.0431825890616954	0.00931897920637186
0.045014233626572	0.00966574260700093
0.0468234939711542	0.0100288006916155
0.0487340136784721	0.0103894790477529
0.0505182620512626	0.01075069274564
0.0521188777926582	0.0111109678928725
0.0538234868813389	0.0114825449402633
0.0554554510222415	0.0118574704870857
0.0571986523790863	0.0122359720733018
0.0589011709235549	0.0126024575150068
0.0603983592625183	0.0129573134335192
0.0621419606839029	0.0133287306043374
0.063983335095029	0.0136794512150108
0.0655255481745903	0.0140277652926008
0.0668350857778232	0.0143941841379167
0.0683598925641747	0.0147420833109588
0.0696243880366184	0.0150646363246019
0.0711359372694667	0.0153733460487391
0.0725852278983845	0.0156914509966626
0.0741218212577568	0.0160028306834647
0.0756570787609472	0.0163082598781947
0.0770030025526744	0.0166058342226474
0.078177666068435	0.0168797806826245
0.0793128367098386	0.0171434775311298
0.0804354442842344	0.0174127309426012
0.0816138605413269	0.0177032579403987
0.0827324119640041	0.0179682503746109
0.0837429517436398	0.0182493134494639
0.0850640954983062	0.0185278836472817
0.0862808953814645	0.0187865836488766
0.0875665457617461	0.0190380171485841
0.0887443330841215	0.0193048540237708
0.0895632249328907	0.0195980954227302
0.0904906412665517	0.0198613950435121
0.0912453449475102	0.0201073487364202
