H2Bub_ATXR7	unbound
0.0506861395927669	0.0125746787217208
0.0501487401615323	0.0125022215949264
0.0495579374200817	0.012410800222402
0.0489689923352009	0.0123371871422924
0.0482652175690507	0.0123055653056404
0.0475806197884002	0.0122513862617336
0.047035773559428	0.0121878253175817
0.0464787382845522	0.0120917902642085
0.0458494598495101	0.0119910129967382
0.0453008678390242	0.0119056090934226
0.0445739361249893	0.0118059607222338
0.0440998738770013	0.0117017205353166
0.0433785924181111	0.0115884552943873
0.0428840090487107	0.0114877765866105
0.042078498812365	0.0113858743761084
0.0414057561009381	0.0112791997980134
0.0407987848620115	0.0111594660868639
0.0400514597994066	0.0110490242481295
0.0393594830354936	0.010888846523075
0.0386826947684901	0.010727199132498
0.0378340066643306	0.0105562363050004
0.0368683129521554	0.010388733929205
0.036020562029796	0.0102013644000999
0.0350685451750871	0.0100229783269342
0.0341934331722699	0.00984536309710118
0.0333621139613205	0.0096446925001857
0.032125540268379	0.00945379935758818
0.0312317019007198	0.00925291912600463
0.0301622285300322	0.00904777997761375
0.0291435576761044	0.00882957064962115
0.0282362161096675	0.00860352376872009
0.0271009353370335	0.00835831100564258
0.0260873415478341	0.00813232923540954
0.0250856915260107	0.00791225990777807
0.0240828791699338	0.00767614212160314
0.0231704060348859	0.00748094275195732
0.0222440705312657	0.00729299358091656
0.0212919051948231	0.00714270048178308
0.0205222902818651	0.0069986399599845
0.019772525360851	0.0068521746348638
0.0191365478229699	0.00674338541711158
0.0186318858769481	0.00663864388735584
0.0181324773184071	0.00653526448287562
0.0177334435508045	0.0064329294437431
0.0172339281362734	0.00636694591138854
0.0167260675834177	0.00629868949051297
0.016457480969457	0.00627387283375472
0.0161984053373362	0.00621954636336838
0.0161483894056164	0.00619596492897423
0.0160645233992813	0.0062167583650398
0.016194910433919	0.00622710792542141
0.0163458908566564	0.00622765751220412
0.0165728127751838	0.00623527475411243
0.0166831659963611	0.00624473719229084
0.0168931286880689	0.00627758660337811
0.0170402043412407	0.00630339026810128
0.0173232980901712	0.00634071765232721
0.0176046052992709	0.00639060013440686
0.0180762431454642	0.00643599307841283
0.01858594661902	0.00648634807628528
0.0191808472327404	0.00653044825271036
0.0195719888526733	0.00658614044698634
0.0199920448689553	0.00665129544864958
0.0202740232386079	0.00668812142315259
0.020722646938898	0.00670768343259823
0.0210932393917699	0.00673893099005384
0.0214661697150748	0.00679103643826764
0.0219596516093945	0.0068472164684291
0.0225102392363056	0.00690528538624006
0.0230197063108934	0.00697014415477818
0.0236360744855279	0.00704421888891577
0.0239691798516411	0.0071203556330628
0.0244270015690321	0.00720943574161064
0.0249730764254807	0.00729886258522334
0.0255827330972999	0.00738532918734321
0.0261795416474267	0.00747236013942828
0.0268941420623012	0.00755983261269673
0.0275197145480731	0.0076614946636186
0.0281776151981495	0.00777342652107288
0.0287668354576597	0.0078981459938496
0.0293923354288123	0.00801603760802636
0.0300295352592149	0.00815056808438604
0.0306846607436068	0.00828467390995663
0.0313034337577012	0.00842236159420614
0.0319674925335848	0.00853352620790191
0.0325368083836528	0.00865856441382774
0.0336242489295638	0.00877533586982578
0.0345195013573221	0.0088856507601367
0.0351515512661887	0.00901857249640882
0.0359829236641479	0.0091631852704228
0.036498568904398	0.00929505909671852
0.0370922959163502	0.00943753229489986
0.0378811773392562	0.00957947899602916
0.0387575432349699	0.00971519867731835
0.039517606290126	0.00985326238802677
0.0402960803192695	0.0100030279123203
0.04107506813603	0.0101442898567768
0.0419180740981562	0.0187825956975018
0.0426498560383388	0.0188556813117516
0.0434192289731542	0.0189284242929672
0.0439984167208779	0.0190015248959339
