gid	gname	tid	strand	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101
AT4G32020	F10N7.170	AT4G32020.1	+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.352446866285262	0.58741144380877	1.33146593929988	1.37062670222046	2.31048501231449	47.7369700001927	81.0627792456102	83.1382996804012	84.1173187534158	88.5424849634419	88.6599672522036	88.9340925926477	88.9732533555683	89.0515748814095	89.5606647993771	89.2473786960124	89.2082179330918	88.5033242005213	88.6991280151242	87.7984304679508	42.6460708205167	9.35942233801973	7.36222342906991	6.3832043560553	1.99719890894982	1.87971662018806	1.60559127974397	1.56643051682339	1.56643051682339	1.09650136177637	1.05734059885579	0.861536784252862	0.900697547173447	0.665732969649939	0.626572206729354	0.352446866285262	0.313286103364677	0.234964577523508	0.274125340444092	0.234964577523508	0.234964577523508	0.234964577523508	0.234964577523508	0.156643051682339	0.117482288761754	0.156643051682339	0.156643051682339	0.0783215258411693	0.0783215258411693	0.117482288761754	0.117482288761754	0.117482288761754	0.117482288761754	0.0783215258411693	0.0783215258411693	0.0783215258411693
AT4G24570	DIC2	AT4G24570.1	+	0.0391607629205846	0.0391607629205846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0391607629205846	0.195803814602923	0.234964577523508	0.313286103364677	0.822376021332277	0.900697547173447	0.900697547173447	1.0181798359352	1.17482288761754	1.17482288761754	1.17482288761754	1.21398365053812	26.8251226006005	32.3859509353235	32.3859509353235	32.4251116982441	32.2684686465617	32.2293078836412	32.1509863578	31.6418964398324	31.5635749139912	31.5635749139912	31.4460926252295	31.2894495735471	31.3286103364677	31.3286103364677	31.2894495735471	5.71747138640536	0.156643051682339	0.234964577523508	0.156643051682339	0.156643051682339	0.156643051682339	0.156643051682339	0.156643051682339	0.156643051682339	0.156643051682339	0.195803814602923	0.195803814602923	0.156643051682339	0.156643051682339	0.156643051682339	0.156643051682339	0.156643051682339	0.0783215258411693	0.0783215258411693	0.0783215258411693	0.0783215258411693	0.0783215258411693	0.0783215258411693	0.0783215258411693	0.0783215258411693	0.0391607629205846	0.0391607629205846	0.0391607629205846	0.0391607629205846	0.0391607629205846	0	0
AT1G32920		AT1G32920.1	+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0391607629205846	0.0783215258411693	0.117482288761754	1.56643051682339	1.60559127974397	12.8447302379518	14.7244468581398	14.7636076210604	14.9985721985839	14.9985721985839	14.9985721985839	14.9985721985839	15.0377329615045	15.0377329615045	15.0377329615045	14.9985721985839	14.9594114356633	14.9202506727427	13.4713024446811	13.4321416817605	2.19300272355274	0.313286103364677	0.274125340444092	0.0391607629205846	0.0391607629205846	0.0391607629205846	0.0391607629205846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G06320	NHL3	AT5G06320.1	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0391607629205846	0.0391607629205846	0.0391607629205846	0.0391607629205846	0.0391607629205846	0.117482288761754	0.274125340444092	0.391607629205846	2.70209264152034	11.1999781952872	11.3566212469695	11.9048719278577	12.4922833716665	12.5706048975077	12.6489264233488	12.8838910008723	12.9230517637929	13.667106259284	13.7062670222046	14.0978746514105	14.0195531255693	13.9412315997281	13.9412315997281	11.7482288761754	3.25034332240852	3.09370027072619	2.545449589838	2.0363596718704	1.99719890894982	1.95803814602923	1.76223433142631	1.72307356850572	1.0181798359352	1.09650136177637	0.704893732570523	0.744054495491108	0.665732969649939	0.548250680888185	0.430768392126431	0.430768392126431	0.430768392126431	0.469929155047016	0.391607629205846	0.352446866285262	0.313286103364677	0.234964577523508	0.234964577523508	0.234964577523508	0.117482288761754	0.117482288761754	0.0783215258411693	0.0783215258411693	0.117482288761754	0.117482288761754	0.117482288761754	0.156643051682339	0.117482288761754	0.156643051682339	0.234964577523508	0.274125340444092	0.5090899179676	0.5090899179676
AT2G41100	TCH3	AT2G41100.4	+	0.156643051682339	0.234964577523508	0.274125340444092	0.313286103364677	0.313286103364677	0.352446866285262	0.352446866285262	0.391607629205846	0.352446866285262	0.352446866285262	0.352446866285262	0.352446866285262	0.313286103364677	0.313286103364677	0.274125340444092	0.274125340444092	0.195803814602923	0.156643051682339	0.117482288761754	0.156643051682339	0.156643051682339	0.156643051682339	0.117482288761754	0.117482288761754	0.117482288761754	0.0783215258411693	0.0783215258411693	0.0783215258411693	0.0783215258411693	0.0783215258411693	0.0783215258411693	0.0783215258411693	0.0783215258411693	0.0783215258411693	0.0391607629205846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0391607629205846	0.156643051682339	0.156643051682339	0.156643051682339	31.6027356769118	94.5340816902913	98.2935149306674	99.0767301890791	99.5858201070467	99.6249808699673	99.6249808699673	99.6641416328879	99.6641416328879	99.6641416328879	99.6641416328879	99.6249808699673	99.5074985812056	99.5074985812056	99.5074985812056	68.0614059559761	5.13005994259659	1.37062670222046	0.58741144380877	0.0783215258411693	0.0391607629205846	0.0391607629205846	0	0	0.0391607629205846	0.0391607629205846
AT3G15450	MJK13.11	AT3G15450.2	+	0.430768392126431	0.430768392126431	0.313286103364677	0.234964577523508	0.234964577523508	0.234964577523508	0.195803814602923	0.195803814602923	0.0783215258411693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0391607629205846	0.0391607629205846	0.0391607629205846	0.0391607629205846	0.0391607629205846	0.0391607629205846	0.156643051682339	0.274125340444092	0.313286103364677	1.13566212469695	182.802441313289	304.435770944625	307.294506637828	310.77981453776	311.680512084933	311.758833610774	312.15044123998	312.267923528742	312.346245054583	312.502888106265	312.542048869186	312.542048869186	312.463727343345	312.463727343345	311.641351322013	130.013732896341	8.4195640279257	5.71747138640536	2.23216348647332	1.48810899098222	1.44894822806163	1.05734059885579	1.09650136177637	1.0181798359352	0.939858310094031	0.979019073014616	0.861536784252862	0.822376021332277	0.822376021332277	0.861536784252862	0.822376021332277	0.783215258411693	0.665732969649939	0.665732969649939	0.5090899179676	0.469929155047016	0.5090899179676	0.391607629205846	0.391607629205846	0.313286103364677	0.234964577523508	0.234964577523508	0.274125340444092	0.274125340444092	0.313286103364677	0.352446866285262	0.352446866285262	0.313286103364677	0.352446866285262
AT1G07135	F10K1.16	AT1G07135.1	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0391607629205846	0.0391607629205846	0.0391607629205846	0.0391607629205846	0.0391607629205846	0.0391607629205846	0.0391607629205846	0.0391607629205846	0.0391607629205846	0.0391607629205846	0.0391607629205846	0.0391607629205846	0.0391607629205846	0.0391607629205846	0.0391607629205846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0391607629205846	0.0391607629205846	0.0391607629205846	0.0391607629205846	0.234964577523508	0.430768392126431	2.46712806399683	34.5789536588762	35.4013296802085	35.5971334948114	35.7537765464938	35.7537765464938	36.1453841756996	36.6153133307466	36.6544740936672	36.6153133307466	36.6544740936672	36.6544740936672	36.6544740936672	36.4586702790643	36.302027227382	34.2656675555116	2.15384196063216	1.33146593929988	1.13566212469695	0.979019073014616	0.979019073014616	0.58741144380877	0.117482288761754	0.0783215258411693	0.117482288761754	0.0783215258411693	0.0783215258411693	0.0783215258411693	0.0783215258411693	0.156643051682339	0.156643051682339	0.156643051682339	0.156643051682339	0.156643051682339	0.156643051682339	0.156643051682339	0.195803814602923	0.195803814602923	0.195803814602923	0.156643051682339	0.195803814602923	0.195803814602923	0.195803814602923	0.195803814602923	0.0783215258411693	0.0783215258411693	0.117482288761754	0.117482288761754	0.117482288761754	0.117482288761754	0.117482288761754
AT3G15210	ATERF-4	AT3G15210.1	+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.195803814602923	0.195803814602923	0.195803814602923	0.195803814602923	0.195803814602923	0.195803814602923	0.195803814602923	2.93705721904385	11.0433351436049	16.9566103446131	16.9566103446131	16.9566103446131	16.9957711075337	16.9957711075337	16.9957711075337	16.7999672929308	16.7999672929308	16.7999672929308	16.7999672929308	16.7999672929308	16.7999672929308	16.7999672929308	14.0587138884899	5.95243596392887	0.0391607629205846	0.0391607629205846	0.0391607629205846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G59870	PEN3	AT1G59870.1	+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0391607629205846	0.0391607629205846	0.0783215258411693	0.195803814602923	0.861536784252862	0.900697547173447	1.84055585726748	2.31048501231449	3.36782561117028	10.4559236997961	148.654256046539	149.124185201586	149.163345964507	149.868239697077	149.946561222919	149.946561222919	150.02488274876	150.02488274876	150.06404351168	149.437471304951	149.476632067872	148.536773757778	148.06684460273	147.048664766795	139.99972744109	1.80139509434689	1.33146593929988	1.29230517637929	0.58741144380877	0.5090899179676	0.626572206729354	0.704893732570523	0.665732969649939	0.5090899179676	0.469929155047016	0.391607629205846	0.430768392126431	0.430768392126431	0.391607629205846	0.391607629205846	0.391607629205846	0.391607629205846	0.391607629205846	0.391607629205846	0.430768392126431	0.274125340444092	0.117482288761754	0.117482288761754	0.117482288761754	0.117482288761754	0.117482288761754	0.0783215258411693	0.0783215258411693	0.0783215258411693	0.0391607629205846	0.0391607629205846	0.0391607629205846	0.0783215258411693	0.0783215258411693	0.0391607629205846
AT2G41430	ERD15	AT2G41430.1	+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0391607629205846	0.0391607629205846	0.0391607629205846	0.0783215258411693	0.117482288761754	0.117482288761754	0.117482288761754	0.234964577523508	0.274125340444092	0.430768392126431	0.430768392126431	0.548250680888185	0.744054495491108	1.37062670222046	1.60559127974397	1.60559127974397	5.79579291224653	13.667106259284	13.8237493109664	14.1370354143311	14.332839228934	14.4894822806163	1105.89994487731	1210.73330721572	1219.93608650205	1221.34587396719	1221.30671320427	1221.933285411	1221.933285411	1225.02698568173	1226.43677314687	1228.51229358166	1221.26755244135	1221.34587396719	1221.30671320427	1221.50251701888	1221.42419549303	131.110234258117	26.9034441264416	17.8573078917866	16.4475204266455	17.6615040771837	16.9566103446131	16.3691989008044	13.0405340525547	11.5915858244931	5.3650245201201	4.73845231339074	4.46432697294665	4.15104086958197	3.79859400329671	3.72027247745554	2.545449589838	1.87971662018806	1.68391280558514	1.68391280558514	0.391607629205846	0.274125340444092	0.234964577523508	0.274125340444092	0.274125340444092	0.234964577523508	0.234964577523508	0.234964577523508	0.234964577523508	0.195803814602923	0.234964577523508
