WT_2 nuclear genes	atxr3_3 nuclear genes	WT_2 ATXR3-marked	atxr3_3 ATXR3-marked	WT_2 ATXR3-bound	atxr3_3 ATXR3-bound
1.17467321581776	1.15334470503766	1.01956105196028	1.09858954674943	2.17908532779527	1.92532753227732
1.18340455052208	1.17164900541347	1.03759578691632	1.12315057506163	2.24381831883733	2.03444276983328
1.18544526794597	1.17627982665881	1.04964525243034	1.14218422429198	2.15881433832244	2.01270970291179
1.18519773381557	1.1955926616399	1.04291018000329	1.12982566574685	1.94559404736518	1.94222184707898
1.23593647394008	1.23967687447565	1.05644609704907	1.14994275473079	2.14531788459166	2.08592452151421
1.27365952409165	1.29327586796993	1.23939802539958	1.32950912134824	2.36499700477096	2.29524875458395
1.3590530424723	1.37323437996722	1.28296552516209	1.39088873789668	2.53707021261919	2.43244160880484
1.37771308627915	1.40250800095021	1.3179300222541	1.4484212251506	2.5785593111249	2.48429062819886
1.41142378087515	1.43172034642431	1.35730125618803	1.49759837193196	2.66031414537127	2.55083953780888
1.45218488073182	1.47405870951507	1.38324180858285	1.52607080138846	2.72616526367172	2.60842711521977
1.58128112549552	1.58631945986079	1.41211580072618	1.52889876277917	2.87673096484371	2.69607555494622
1.66259896563608	1.67501023413263	1.36511499255848	1.48164977149148	2.82998009100436	2.65693399842476
1.73843507610979	1.76227861298508	1.42032417024665	1.5332967936433	2.71193216139424	2.61926151275562
1.79374024527944	1.82370781290179	1.54939551918074	1.65963688694269	2.7912534245488	2.70456862081119
1.88587331210583	1.92430411719527	1.6600506544471	1.78981492784377	3.15848587952158	2.99987940720569
1.96366091258433	2.00425459306024	1.81005071477072	1.94404900395155	3.23672847873274	3.0159381879601
2.05716693034329	2.10535416013981	1.88113729952814	2.016997553462	3.3994751898021	3.19253886779443
2.13919139407703	2.1908927615119	1.95093474932882	2.09048782284923	3.49751521870607	3.27712062211667
2.23829571280843	2.28136353909106	2.20607823525682	2.3108117239257	3.62920430086864	3.41309231119158
2.26984767952303	2.33895649034488	2.27965100885939	2.37601092469016	3.59988305782195	3.43372357497382
2.29783198862563	2.38099952557314	2.17737525081184	2.28908783869704	3.4260997729903	3.29340894519175
2.25000177453332	2.35245217004793	2.20923530045701	2.2895193782599	3.32133782609761	3.19527501225688
2.24721701556631	2.34683993614388	2.38722800555557	2.32900983910879	3.39210870433501	3.17007126544679
2.22276582442961	2.33632164346277	2.4247839269994	2.37895824808762	3.40788087589758	3.20733975663154
2.16679144961674	2.28054686714476	2.4050259606216	2.362963739183	3.36732574251358	3.16313908736241
2.01677281422646	2.14235150879208	2.3448312508048	2.3020707523544	3.18468952068308	3.01155852048162
1.89253082889208	2.01360463300635	2.3593405962873	2.30630351274764	3.13976711377217	2.97802697827745
1.74711604049688	1.86865088737849	2.31248448694128	2.26788730995951	3.05063263962038	2.90120375439402
1.6541036518468	1.76710330592247	2.18499167060728	2.14544943611159	2.92316613216305	2.76321209289718
1.51716115081015	1.62746546181962	2.04883007941112	1.98557780060803	2.47044298245702	2.37316459991379
1.40416757688979	1.50509927509037	1.86149772309535	1.79708682856274	2.20015873800648	2.12786649434791
1.27309681569056	1.36513797666192	1.84835643919959	1.78525162650875	2.00947199991552	1.9198093348883
1.1416936103976	1.23133938720097	1.82174501044973	1.76125986315183	1.87849325742299	1.81022583099817
0.97102890154958	1.07195375245559	1.56607534698837	1.54499427030489	1.5956070610484	1.5747980452213
0.843485501708564	0.937602678898118	1.4762568420432	1.452433624916	1.40153963230557	1.38689470151694
0.716395434722643	0.80622296526336	1.46027419946728	1.42996602256835	1.32459932248948	1.30285466707149
0.648078893035819	0.72588072794813	1.4199558459733	1.42336438542574	1.21869293946173	1.20327920836278
0.576129931900554	0.656643420972854	1.25631463309722	1.37833736380218	1.0414105740332	1.10627462364562
0.541580211734647	0.615350759599314	1.2877537407157	1.37247944377856	1.00376257152104	1.01791001187866
0.53735486169478	0.620305035170246	1.34291030065054	1.44155331891601	0.985977770893349	1.00859977535209
0.545935085447399	0.638773071741938	1.39237098878671	1.51880808236231	0.971586815355855	1.02057270279849
0.566552375866726	0.6717232232581	1.45318395720521	1.61387532989297	0.932702295640287	1.02534718306853
0.617455179310226	0.739519048999741	1.63372862334059	1.82735886981333	0.999158518104107	1.13773110327089
0.687842660611276	0.834038028231549	1.81512832796768	2.04637897050837	1.14356794213574	1.32227394740058
0.775298483694625	0.949886911654997	2.04452857807587	2.31721136382611	1.30784056805185	1.52585044076061
0.906554895491655	1.12035537737647	2.41952215166576	2.72366654189133	1.56798274054681	1.83638447386226
1.094633342583	1.35579195478197	2.81293193892338	3.18871928357841	1.84806704155624	2.19861143757987
1.36525290894769	1.67749741708349	3.55260600644923	3.98137482533251	2.34840925803167	2.78319145648871
1.81995439751928	2.20607602900068	4.7615909704204	5.28255842430949	3.32502106883115	3.83526654737661
2.58196231322406	3.06591104647332	7.0905974319093	7.56484262862172	5.21245934432132	5.62083035144147
6.49273245215004	7.25083041364416	21.2656754819025	20.815843353149	18.0755663326258	17.5530094450711
12.0586884851673	13.0584126490611	43.5897439177276	41.7481656615011	38.0859400731828	36.2840668066164
14.6227866055968	15.6513370379251	54.6094536900844	51.4547942307965	47.9338261698623	44.7870672632215
17.2610068065622	18.2138828376131	65.4881610379382	60.8138406364332	57.6179789725974	53.0351196550996
19.6047160801234	20.536930799528	75.6064760778899	69.6076528499477	67.0092482058239	61.3359208722688
21.5869996185647	22.4362807168585	84.8092816731039	77.1638095971551	74.5153811902688	67.5066152620402
23.2507858845355	24.0182596607537	92.9291744413407	83.9588040090049	80.9651733131712	72.7093664122975
24.4964423905496	25.2083475717593	98.7846753491857	88.8104104987868	85.4344332004932	76.5142415564168
25.3437402056967	25.9937589633652	103.12504804971	92.2923379611023	88.7492595796154	79.241470595125
26.0990690173364	26.6376872139859	107.136336166431	95.3778917440766	92.1261485987979	81.8359507189406
26.6827732057969	27.1354532855821	110.410804728744	98.0628574507022	94.0202824834001	83.3384153880708
27.2793232643036	27.5763807978455	114.863200626122	101.239291629278	96.7566950545341	85.2697202023785
27.7597366410946	27.8900320465363	119.133881112352	104.203114528752	99.3731128391845	87.037205253267
27.8922753372532	27.8443285530395	121.796549902185	105.807688803811	101.112484756786	87.9739766456336
27.5774392672697	27.3804860094858	122.410849017949	105.900543263371	101.516247087013	88.1351245364401
24.1872276479692	23.6484097297653	111.828313849187	95.509272586738	90.5357112320148	77.8909078521244
19.175986966269	18.2765415657737	93.745407339971	77.5935311848439	73.735822865714	61.4187305598754
16.9356102397829	15.9607843848998	85.1158195496032	69.7436796291795	65.8365826460932	54.3383874983483
14.5985541655521	13.678066757514	76.1898754180067	62.0601268939976	57.5336853317525	47.1867577737125
12.523200672384	11.5549828804587	68.1816769856647	54.7824233451544	49.8752239513989	39.9984839130041
10.6391694747369	9.73901587200739	59.6373562645785	47.746253407818	42.7847843727496	34.1426297702702
9.05985135246157	8.2147594619995	52.1554669099834	41.3207303153262	36.9372287456585	29.338960898738
7.85729456817568	7.03644950741513	46.7733679289056	36.6997312225871	32.6090370550313	25.5840158002119
7.03960298634604	6.24537666059475	42.9544897816977	33.5469858115048	29.7391200892447	23.1414835109902
6.24778016029524	5.53493434733633	39.0725624115546	30.4757646510334	26.359547564642	20.5148307355089
5.57702167213739	4.90320896363285	35.7322295765025	27.6371984051051	24.3465633296913	18.8242423620464
4.83119126317585	4.26271415054286	31.0703755575312	24.1503220103558	21.3686878884968	16.5437577695283
4.12781727503383	3.67491326154541	26.2575217409228	20.5683600046902	18.2717910892554	14.2318809692346
3.59551239742961	3.23122533783258	22.687722883571	17.8303332952175	15.574420891097	12.2625547649304
3.19340759411246	2.87626033292085	19.8632939655436	15.564622046458	13.4854566203286	10.5041228631693
2.68824224343325	2.4405040718009	16.315397248018	12.7578703661752	11.6663819608607	8.88293890578602
2.13549565194407	2.00350823727167	12.0820622122179	9.74451223389951	8.51165825070266	6.67770746767789
1.80261117772008	1.71705728742705	9.67612859535127	7.87617546899932	6.59695082454592	5.30943323921409
1.51586159662554	1.4456097966107	7.90465984821443	6.35017812115348	5.16958902979053	4.21371756231951
1.33619067505631	1.30868515168001	6.65213369335742	5.55420798828883	3.73917540534163	3.34186991993261
1.33538762828443	1.2756466027084	6.97153661054745	5.67236719327937	4.12717871844393	3.47703362003874
1.29354428618322	1.22919976697265	6.68965015148625	5.48535447377923	3.83951746095406	3.24464497458761
1.20882716920541	1.1544396280653	6.11213084530471	5.09853893667094	3.65715748232858	3.10046485212537
1.13856777242532	1.08675429914296	5.7147089543552	4.75850412451617	3.32912525359139	2.783017004325
1.11471239018389	1.05320947383564	5.71711621657034	4.75145258442504	3.4824007690602	2.81125989146082
1.12076258485951	1.06189954641555	5.98622971600914	5.03893138683812	3.84735750620118	3.02109829932886
1.09572134143522	1.04220298611652	5.92853434947582	5.05979219294104	3.80548692898377	2.9912761610268
1.05748307489596	0.998078592619203	5.75784235765268	4.87834357929405	3.79689708075161	2.9555226491585
1.02250880491338	0.973214799242944	5.51234107502356	4.74643019844867	3.87232463015928	3.037065263155
1.00026527282339	0.9561962800372	5.55023901186408	4.79721414147476	3.82588946283995	3.03354867480226
0.989273030451284	0.940155155424018	5.51343289340529	4.75323383283347	3.76875973715499	2.97267405135932
0.98236222292695	0.933424894611924	5.53867626056841	4.79535025783088	3.77021987981008	3.0017891993137
0.966096927916533	0.914992016119102	5.50256732734134	4.75925702332798	3.70785468766816	2.93551574048848
0.954310273684069	0.897336633427556	5.37938916678092	4.61378228217714	3.84710757187283	3.00127502451539
0.853169554984541	0.804471088419137	4.45988077278973	3.8046823285699	3.54838343174399	2.75458130163981
0.774863859814502	0.748186017699254	3.47945417487336	3.10009758441229	2.78578117820182	2.29000600797974
