WT_2 nuclear genes	atxr3_3 nuclear genes	WT_2 ATXR3-marked	atxr3_3 ATXR3-marked	WT_2 ATXR3-bound	atxr3_3 ATXR3-bound
0.125392395055451	0.0936586643877953	0.231360266849936	0.279816789724134	0.662076848362251	0.463751018640816
0.123360756374761	0.0936231277308344	0.236540270448962	0.287023065175494	0.638425996829943	0.469210707865133
0.119881806540056	0.0931759903207626	0.240384868258041	0.293679149976647	0.574671314683712	0.457537149682417
0.117973903557001	0.0956523989250266	0.23693903501913	0.290239790628611	0.509676952891696	0.450333544215333
0.113732579106594	0.0971829459430815	0.236834661391027	0.291237833276068	0.531920872083989	0.459062559824824
0.110852766854679	0.100141876125623	0.260878091108566	0.309714365446501	0.551949586490723	0.473694017497637
0.115202594570447	0.10469281754333	0.263345775151841	0.313716094537593	0.565209160257123	0.483099545358127
0.109548345950185	0.101525823004577	0.266262341333002	0.318730896961614	0.566366660795345	0.496449687002381
0.112169868951844	0.101954620748279	0.272044810412324	0.32524862741503	0.569908735277994	0.500904362280838
0.113929674186567	0.102392983683425	0.273337083990842	0.324116397608936	0.572954875865388	0.502824255908125
0.120306198294785	0.105374413863166	0.245250605764436	0.277363626464045	0.57044751379259	0.482249919158224
0.124068166554939	0.109982264679156	0.212813447951304	0.227258872473849	0.526742644772883	0.44262008138617
0.134127711834747	0.124815927904798	0.216356092122585	0.227528264213781	0.45352211581558	0.418537772966796
0.136108960691328	0.12735439944526	0.241507888016153	0.249742636247244	0.459069060013881	0.42185989286973
0.138233668909922	0.129564838358745	0.247607190248329	0.257419534392579	0.519210678683151	0.449492957504767
0.140844226048375	0.131500226464637	0.26821413587162	0.280385667260258	0.521632414146369	0.420747803231301
0.144790396981636	0.13552694190226	0.282024394373293	0.29255855182133	0.538635575408239	0.440329509409282
0.146395258648895	0.137296791538957	0.291998981144816	0.30216980718013	0.542698284160986	0.445283014715732
0.152981114127017	0.14012162339291	0.356865500327699	0.355760640995163	0.544146784380482	0.455297895084758
0.152154149828072	0.141319485186347	0.365716861670882	0.360519246313186	0.527716470805779	0.451643122514541
0.158435417966592	0.143996129721373	0.357902785691951	0.354703933095095	0.515372549102799	0.441180879621434
0.154688815829023	0.140702123449098	0.363989233673471	0.351752271647179	0.493771652009921	0.414157115367934
0.154379582468478	0.140297087976331	0.404172690587324	0.355860939635654	0.511976280790895	0.40958451893278
0.152954576871504	0.139728927053788	0.416472269584261	0.361062726787047	0.511156816959811	0.410752232948219
0.151310961305216	0.138073134980824	0.420025705890089	0.36178151283659	0.509895969034262	0.406276391668628
0.141572121305147	0.130146470213559	0.419872277771879	0.361267632418982	0.486839588070802	0.385568660575319
0.134169496975611	0.121100533384694	0.432240746677583	0.375926719082488	0.490773091187126	0.396481647723005
0.12325780707211	0.109650404871451	0.430705761388284	0.371334345752244	0.478697810469211	0.390924115341964
0.120913522390469	0.106612647439671	0.424326956424249	0.360671704112707	0.472377293024653	0.382092520371611
0.116489827124489	0.102813606474317	0.415801561046991	0.344726332983121	0.417784991094021	0.344597980206974
0.116110907174633	0.102198108250742	0.384949765850257	0.314987284497975	0.385096335933675	0.315105657512625
0.109817043024871	0.0957357660533837	0.385680966078051	0.316284212862528	0.372514640864183	0.294542041750672
0.102116434939817	0.0891343699055732	0.377392839249467	0.307122693618681	0.367758548540215	0.292376222458865
0.0794476039707683	0.0764101893195447	0.333346895727458	0.273310387354659	0.33343682828331	0.270567332417239
0.0736526233075906	0.0709114506141222	0.321856724575507	0.258579884924027	0.321206049754408	0.260373424929531
0.0656822499835175	0.063962258439465	0.31645806637998	0.254198136702158	0.316455006671595	0.256061469827219
0.063002402053492	0.0603416433456796	0.303032095340098	0.246649043527169	0.302363170950597	0.246738016192582
0.0561064467068621	0.0564519247894387	0.214282262155046	0.224943220757302	0.213217204875616	0.218394406113444
0.0540379994770121	0.0538785661306291	0.211667586520737	0.216027043046578	0.206695404305544	0.205280930035494
0.0534411669109461	0.0534384095809348	0.210220341758068	0.215482170335951	0.20155049982667	0.199093627758994
0.0522482640734577	0.0528457009024177	0.202097912636769	0.212060078439677	0.186365969708405	0.186062854396177
0.0495206323218549	0.0502134377306813	0.185268394028307	0.197410617371446	0.160258555887711	0.161263281005868
0.0479236571353469	0.0493507569861295	0.193969043706153	0.211249205754046	0.1623003025914	0.171062897078699
0.0466977162778781	0.0493316433404777	0.201755177158194	0.22014817276811	0.165623405581113	0.176227110721055
