gid	gname	tid	strand	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101
AT5G20250	DIN10	AT5G20250.2	+	0.0273338995459511	0.0273338995459511	0.0273338995459511	0.0273338995459511	0.0273338995459511	0.0273338995459511	0.0273338995459511	0.0273338995459511	0.0273338995459511	0.0273338995459511	0	0	0	0	0	0	0	0	0.0273338995459511	0.0273338995459511	0.0273338995459511	0.0546677990919023	0.0546677990919023	0.0820016986378534	0.0820016986378534	0.0820016986378534	0.0820016986378534	0.0820016986378534	0.0820016986378534	0.0820016986378534	0.109335598183805	0.136669497729756	0.136669497729756	0.164003397275707	0.191337296821658	0.191337296821658	0.191337296821658	0.191337296821658	0.164003397275707	0.164003397275707	0.164003397275707	0.300672895005462	0.300672895005462	0.300672895005462	0.300672895005462	0.273338995459511	0.24600509591356	0.24600509591356	0.191337296821658	0.164003397275707	0.191337296821658	2.84272555277892	16.1816685312031	18.1770431980575	18.9150584857982	21.5664467417554	21.9764552349447	22.0857908331285	22.1677925317664	22.2224603308583	22.3044620294961	22.3317959290421	22.386463728134	22.386463728134	32.1719997655845	34.5227151265363	31.898660770125	18.5597177917008	16.6190109239383	15.8809956361976	13.2569412797863	12.7102632888673	12.6009276906835	12.5462598915916	12.4915920924997	12.4095903938618	12.3822564943159	12.327588695224	12.327588695224	2.54205265777345	0.164003397275707	0.109335598183805	0.109335598183805	0.0820016986378534	0.0820016986378534	0.109335598183805	0.109335598183805	0.109335598183805	0.0820016986378534	0.0820016986378534	0.0820016986378534	0.0820016986378534	0.0820016986378534	0.0820016986378534	0.0820016986378534	0.0820016986378534	0.109335598183805	0.109335598183805	0.0820016986378534	0.0820016986378534	0.0273338995459511
AT3G13750	BGAL1	AT3G13750.1	+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0546677990919023	0.0820016986378534	0.382674593643316	34.2767100306227	202.434860037314	203.582883818244	205.796929681466	206.015600877834	206.316273772839	206.534944969207	208.256980640602	230.124100277363	233.51350382106	233.978180113342	234.716195401082	235.208205592909	239.52696172117	241.795675383484	208.120311142872	39.9894950357265	38.8414712547966	37.9667864693261	37.9121186702342	37.8301169715964	38.9508068529804	37.4201084784071	15.8263278371057	12.6282615902294	14.3229633620784	14.541634558446	14.0496243666189	9.7308682383586	7.1614816810392	6.97014438421754	6.94281048467159	6.94281048467159	5.60344940691998	5.43944600964427	5.22077481327667	3.88141373552506	3.6900764387034	3.44407134278984	3.25273404596818	1.09335598183805	0.136669497729756	0.0820016986378534	0.0546677990919023	0.0546677990919023	0.0273338995459511	0.0273338995459511	0.0273338995459511	0.0273338995459511	0.0273338995459511	0.0273338995459511
AT3G22380	TIC	AT3G22380.2	+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0273338995459511	0.0273338995459511	0.0273338995459511	0.0273338995459511	0.0273338995459511	0.0273338995459511	0.0273338995459511	0.0273338995459511	0.0273338995459511	0.0273338995459511	0.0273338995459511	0.0273338995459511	0.0273338995459511	0.0273338995459511	0.0273338995459511	0	0	0	0	0	0	0	0	0	0	0	0	0	0.164003397275707	0.191337296821658	0.218671196367609	0.765349187286632	0.765349187286632	0.874684785470436	0.902018685016387	0.902018685016387	1.44869667593541	1.47603057548136	1.50336447502731	1.53069837457326	1.55803227411921	2.76072385414106	4.42809172644408	5.82212060328759	10.05887503291	76.9449272218524	81.2363494505668	265.056823897088	437.069053739759	481.021964209648	487.82810519659	492.584203717585	493.513556302148	515.790684432098	529.07495961143	535.55309380382	535.361756506999	537.275129475215	536.400444689745	532.38236145649	465.605644865732	460.767544646098	277.138407496398	105.071509854636	61.1185993847467	54.3397922973508	49.0916835845282	48.2169987990578	25.9672045686536	12.6555954897754	6.150127397839	5.13877311463881	1.55803227411921	0.874684785470436	0.628679689556876	0.49201019182712	0.49201019182712	0.382674593643316	0.328006794551414	0.300672895005462	0.300672895005462
AT4G27440	PORB	AT4G27440.1	+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0546677990919023	0.136669497729756	0.136669497729756	0.136669497729756	0.164003397275707	0.164003397275707	0.164003397275707	0.164003397275707	0.164003397275707	0.164003397275707	0.164003397275707	0.164003397275707	0.164003397275707	0.164003397275707	0.164003397275707	0.109335598183805	0.0273338995459511	0.0273338995459511	0.0273338995459511	0	0	0	0	0	0	0	0	0	0	0	0	0.136669497729756	0.136669497729756	0.382674593643316	0.519344091373071	0.874684785470436	3.82674593643316	6.91547658512564	464.12961429025	522.542157619948	524.892872980899	527.188920542759	527.462259538219	530.441654588728	530.687659684641	530.906330881009	530.933664780555	531.179669876468	531.398341072836	531.453008871928	531.261671575106	528.528281620511	525.521552670456	68.4440844630616	10.2775462292776	7.98149866741773	6.01345790010925	5.95879010101735	3.08873064869248	2.92472725141677	2.70605605504916	2.54205265777345	2.29604756185989	1.83137126957873	1.64003397275707	1.47603057548136	1.25735937911375	1.1753576804759	1.31202717820565	1.20269158002185	1.39402887684351	1.20269158002185	1.120689881384	1.09335598183805	1.20269158002185	1.31202717820565	1.36669497729756	1.58536617366517	1.77670347048682	1.88603906867063	1.94070686776253	2.07737636549229	2.13204416458419	1.99537466685443
AT1G15690	AVP1	AT1G15690.2	+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0273338995459511	0.0273338995459511	0.0273338995459511	0.0273338995459511	0.0273338995459511	0.0273338995459511	0.0273338995459511	0.0273338995459511	0.0273338995459511	0.0273338995459511	0.0273338995459511	0.0273338995459511	0.0273338995459511	0.0273338995459511	0.0546677990919023	0.0273338995459511	0.109335598183805	0.136669497729756	0.136669497729756	0.164003397275707	0.300672895005462	0.49201019182712	2.54205265777345	3.79941203688721	50.895720954561	164.52274136708	175.401633386368	181.606428583299	196.694741132664	198.116103909054	198.936120895432	198.854119196794	198.88145309634	198.936120895432	198.936120895432	198.826785297249	198.690115799519	196.640073333572	195.410047854005	148.313738936331	34.7140524233579	23.8351604040694	17.6576991066844	2.59672045686536	1.14802378092995	0.355340694097365	0.355340694097365	0.300672895005462	0.24600509591356	0.24600509591356	0.24600509591356	0.218671196367609	0.218671196367609	0.191337296821658	0.191337296821658	0.164003397275707	0.191337296821658	0.191337296821658	0.218671196367609	0.218671196367609	0.24600509591356	0.300672895005462	0.328006794551414	0.328006794551414	0.300672895005462	0.273338995459511	0.24600509591356	0.24600509591356	0.24600509591356	0.24600509591356	0.24600509591356	0.218671196367609	0.191337296821658	0.136669497729756	0.136669497729756
AT5G13630	GUN5	AT5G13630.1	-	0	0	0	0	0	0	0	0.0273338995459511	0.0273338995459511	0.191337296821658	0.218671196367609	0.24600509591356	0.24600509591356	0.24600509591356	0.24600509591356	0.24600509591356	0.24600509591356	0.24600509591356	0.24600509591356	0.24600509591356	0.24600509591356	0.24600509591356	0.218671196367609	0.218671196367609	0.0546677990919023	0.0273338995459511	0	0	0.0273338995459511	0.0273338995459511	0.109335598183805	0.109335598183805	0.109335598183805	0.109335598183805	0.109335598183805	0.109335598183805	0.109335598183805	0.109335598183805	0.109335598183805	0.164003397275707	0.382674593643316	0.49201019182712	3.28006794551414	4.67409682235764	12.2729208961321	14.3229633620784	17.0836872162195	20.9377670521986	22.1951264313123	23.7531587054315	147.43905415086	251.717880918664	543.616594169876	642.401307128943	645.626707275366	654.728895824167	699.693160577257	711.993415372935	719.45556994898	717.733534277585	717.89753767486	717.323525784395	716.448840998925	716.038832505736	715.082146021627	591.833592968934	487.609434000222	196.312066539021	97.855360374505	94.5752924289909	85.3364343824594	40.290167930732	25.4478604772805	16.5916770243923	10.7148886220128	8.47350885924485	6.36879859420661	5.05677141600096	4.31875612826028	4.67409682235764	5.65811720601188	5.63078330646593	5.02943751645501	4.70143072190359	4.72876462144955	4.67409682235764	4.64676292281169	4.45542562599003	4.45542562599003	4.45542562599003	4.45542562599003	4.37342392735218	2.78805775368701	2.70605605504916	1.83137126957873	0.410008493189267	0.437342392735218	0.464676292281169	0.546677990919023	0.628679689556876	0.601345790010925
AT1G72150	PATL1	AT1G72150.1	+	0	0	0	0	0	0	0	0	0	0	0	0	0.0273338995459511	0.0273338995459511	0.0273338995459511	0.0273338995459511	0.0273338995459511	0.0273338995459511	0.0273338995459511	0.0273338995459511	0.0273338995459511	0.0273338995459511	0.0273338995459511	0.0273338995459511	0.0273338995459511	0.0273338995459511	0.0273338995459511	0	0	0	0	0	0	0	0	0.0273338995459511	0.0273338995459511	0.0273338995459511	0.0273338995459511	0.0820016986378534	0.109335598183805	0.956686484108289	0.984020383654241	0.984020383654241	1.06602208229209	1.44869667593541	1.47603057548136	2.43271705958965	3.96341543416291	7.43482067649871	22.1677925317664	22.6871366231394	27.989913135054	35.5887372088284	38.0761220675099	463.965610892974	1467.61173442121	1477.75261115276	1479.69331802052	1493.71560848759	1498.77237990359	1499.20972229633	1499.70173248815	1498.33503751086	1494.91830006761	1480.26732991098	1480.07599261416	1474.90988559998	1467.44773102393	1465.06968176343	1039.28952853615	34.9600575192715	24.8738485868155	23.0424773172368	9.07485464925577	3.85407983597911	3.41673744324389	2.02270856640038	2.13204416458419	2.15937806413014	2.24137976276799	1.94070686776253	2.02270856640038	1.99537466685443	1.88603906867063	1.96804076730848	1.83137126957873	1.88603906867063	1.99537466685443	1.94070686776253	1.72203567139492	1.69470177184897	1.69470177184897	1.42136277638946	1.42136277638946	1.25735937911375	1.25735937911375	1.09335598183805	1.01135428320019	1.06602208229209	0.874684785470436
AT3G56940	CRD1	AT3G56940.1	+	0.0820016986378534	0.0820016986378534	0.0820016986378534	0.0820016986378534	0.0820016986378534	0.109335598183805	0.109335598183805	0.109335598183805	0.109335598183805	0.109335598183805	0.109335598183805	0.109335598183805	0.109335598183805	0.0546677990919023	0.0546677990919023	0.0273338995459511	0.0273338995459511	0.0273338995459511	0.0273338995459511	0.0820016986378534	0.0546677990919023	0.0546677990919023	0.0546677990919023	0.0546677990919023	0.0546677990919023	0.0546677990919023	0.0546677990919023	0.0546677990919023	0.0546677990919023	0.0546677990919023	0.0546677990919023	0.0546677990919023	0.0820016986378534	0.109335598183805	0.0546677990919023	0.0546677990919023	0.0546677990919023	0.0546677990919023	0.0546677990919023	0.0546677990919023	0.0546677990919023	0.0546677990919023	0.0546677990919023	0.0546677990919023	0.0546677990919023	0.109335598183805	0.109335598183805	0.191337296821658	1.06602208229209	1.58536617366517	2.15937806413014	10.9882276174724	29.3019403132596	32.0353302678547	1011.81895949247	1148.67979451905	1167.2668462103	1178.6924162205	1182.60116385558	1185.41655550881	1186.70124878747	1187.32992847703	1187.52126577385	1186.97458778293	1186.8379182852	1186.40057589246	1178.22773992822	1160.35136962517	1157.97332036467	178.299026738239	41.6021951089376	23.2064807145125	11.9449141015806	8.20016986378534	5.57611550737403	4.23675442962243	3.66274253915745	3.38940354369794	3.08873064869248	2.73338995459511	2.59672045686536	1.99537466685443	1.74936957094087	1.53069837457326	1.47603057548136	1.33936107775161	1.20269158002185	1.09335598183805	0.956686484108289	0.847350885924485	0.929352584562338	1.01135428320019	1.09335598183805	1.09335598183805	1.06602208229209	1.120689881384	1.09335598183805	0.956686484108289	0.847350885924485	0.792683086832583	0.765349187286632
AT3G60750	TKL-1	AT3G60750.1	+	3.41673744324389	3.85407983597911	4.37342392735218	4.97476971736311	6.01345790010925	6.01345790010925	6.0407917996552	6.0407917996552	6.0407917996552	6.01345790010925	5.9861240005633	5.54878160782808	5.00210361690906	3.82674593643316	3.49873914188174	2.70605605504916	2.26871366231394	1.74936957094087	1.14802378092995	0.109335598183805	0.109335598183805	0.0820016986378534	0.0820016986378534	0.0820016986378534	0.109335598183805	0.109335598183805	0.109335598183805	0.109335598183805	0.109335598183805	0.109335598183805	0.0273338995459511	0.0273338995459511	0.0273338995459511	0.0820016986378534	0.0820016986378534	0.0820016986378534	0.355340694097365	0.464676292281169	0.464676292281169	0.49201019182712	0.49201019182712	0.49201019182712	0.519344091373071	0.519344091373071	0.546677990919023	0.574011890464974	0.574011890464974	0.574011890464974	0.574011890464974	0.683347488648778	0.847350885924485	0.73801528774068	0.628679689556876	0.628679689556876	0.792683086832583	0.820016986378534	0.874684785470436	0.847350885924485	0.847350885924485	0.847350885924485	0.820016986378534	0.902018685016387	0.929352584562338	1.2300254795678	1.20269158002185	8.99285295061792	24.3271705958965	36.4087541952069	40.7275103234672	107.531560813772	113.162344120238	207.19095855831	293.921421817612	328.034128450959	331.505533693295	334.293591446982	335.632952524734	342.056418918032	344.871810571265	346.211171649017	338.366342479329	326.421428377748	321.993336651304	318.029921217141	251.143869028199	245.622421319917	151.593806881845	64.890677522088	30.8053047882869	27.3612334454971	24.6551773904479	23.3431502122423	16.9196838189437	13.8582870697972	12.5735937911375	12.6282615902294	9.12952244834768	1.47603057548136	1.20269158002185	1.09335598183805	1.06602208229209
AT4G13340	LRX3	AT4G13340.1	+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.136669497729756	0.300672895005462	0.300672895005462	0.300672895005462	3.25273404596818	6.69680538875803	6.72413928830398	6.77880708739588	7.18881558058515	7.3801528774068	9.78553603745051	10.086208932456	10.4415496265533	10.4962174256452	10.8788920192885	10.7968903206507	10.632886923375	10.7148886220128	10.7148886220128	7.92683086832583	4.53742732462789	4.51009342508194	4.7560985209955	4.42809172644408	4.29142222871433	1.91337296821658	1.64003397275707	1.31202717820565	1.25735937911375	0.956686484108289	0.984020383654241	0.984020383654241	0.902018685016387	0.902018685016387	0.765349187286632	0.710681388194729	0.710681388194729	0.464676292281169	0.382674593643316	0.328006794551414	0.300672895005462	0.601345790010925	0.574011890464974	0.628679689556876	0.601345790010925	0.574011890464974	0.73801528774068	0.73801528774068	0.73801528774068	0.710681388194729	0.710681388194729	0.710681388194729	0.656013589102827	0.656013589102827	0.656013589102827	0.656013589102827	0.328006794551414	0.328006794551414	0.273338995459511	0.218671196367609	0.164003397275707	0	0	0	0.0820016986378534	0.24600509591356	0.273338995459511	0.273338995459511	0.273338995459511	0.273338995459511	0.273338995459511
