CMA602_ATXR7	unbound
0.281075805423228	0.0303426040805295
0.281174684474597	0.0304886301779367
0.281378074681334	0.0306380674375886
0.281397631315889	0.0309194167065585
0.282051829267783	0.0311661565490458
0.282295957645271	0.0314470018529004
0.283049189568418	0.0316769179857909
0.283456477481637	0.0318741460446955
0.28385990266039	0.0319971790743583
0.284233074604594	0.0320777012086596
0.284776044130706	0.0321141623585196
0.284832378290922	0.0322575385341996
0.284917069186311	0.0323485048203709
0.285522462143815	0.0323719250996864
0.28669120624762	0.0325745252974555
0.286450562848712	0.0326514913161723
0.286847257092251	0.0328287875338897
0.286685486265263	0.0329416332901072
0.286948900881943	0.0329883052316038
0.286618603927339	0.0329271049928992
0.286209113316749	0.0329723318186816
0.285023521206916	0.0330347175828594
0.284444298130122	0.0331530687538588
0.283456074718854	0.0331808984715296
0.283030788812359	0.0332811076768674
0.282130840484409	0.0334351017634359
0.280800839833727	0.0335265861518941
0.279090300015454	0.03355261376331
0.277118197431886	0.0335581691943348
0.275077978384641	0.0335417540331683
0.273842075281106	0.0334833166125299
0.271786643648403	0.0332902824298592
0.270717644721855	0.0333091092557109
0.270339240958098	0.0333512191076229
0.268916751388095	0.0334042163862195
0.267558154180636	0.0333021885708346
0.266333819828258	0.0332770254391165
0.264838731169584	0.0331102867686614
0.264220739824469	0.0331064670197495
0.262960416726365	0.0330734434876119
0.262264507265902	0.033093188091697
0.261740874339545	0.0330311062959171
0.261663214668562	0.0331231282832082
0.261714905900959	0.0331896288587754
0.26152538266226	0.0331978732426079
0.261227582736575	0.0333040287250262
0.261181977405381	0.0335103055053302
0.260824750421708	0.0335866820042488
0.260293050881455	0.0336795381873558
0.260067202556658	0.0338405575607849
0.259625176465079	0.0339789597535501
0.259162491551375	0.034052016916028
0.258759269613337	0.0342493312904414
0.257761562607535	0.0343049791362534
0.256638123895888	0.0344216322157622
0.255467727510279	0.0344321097751517
0.253854142659786	0.0344833622498305
0.252538604574118	0.0343490291634733
0.250583577177608	0.0342575135360302
0.248151857363213	0.0341365851422725
0.245881802021986	0.0339349988469547
0.24320357930553	0.0336896757437199
0.239878340415245	0.0333680920276779
0.236728026753992	0.0330217833470299
0.23344516123825	0.0325982637408694
0.230355572740383	0.0321737531601482
0.226926057763867	0.0317287250492037
0.223622290628318	0.0312129888684054
0.2202989949917	0.0307274968702051
0.21763079882968	0.0301912357431614
0.214010162980537	0.0296553980361918
0.210747188614615	0.0290328592553557
0.207109468120986	0.0285198657474735
0.204290975693611	0.0279555929770983
0.201641476345118	0.0273803354523035
0.198926628815115	0.0268581278999129
0.196345684334097	0.0263264176702602
0.19399409521631	0.0258214525134074
0.191787913324861	0.025286766676565
0.189930852575108	0.024819114788183
0.187863079179638	0.0243675112242622
0.185597119574348	0.0238853629340593
0.18353757422562	0.0234861653784555
0.181958314882685	0.0231316799887911
0.180228169883606	0.0227556726044481
0.179058790754773	0.0224211241720366
0.177997147417391	0.0221390340328917
0.176842964096968	0.0218636628863749
0.17560881768654	0.0216356125059451
0.174499938265918	0.0214390194031177
0.173460689240164	0.0212181672771169
0.172413495374029	0.0210054960606433
0.172616914620551	0.0208332568161131
0.172227851109256	0.0207099257789893
0.172551653859251	0.0205940837551427
0.173145664307852	0.0204723111700708
0.173651308383525	0.0204007932430133
0.174976837178749	0.0203200396788714
0.175160540292937	0.0201990380404715
0.175833835740783	0.0201173310808791
0.175669277369924	0.0200574540986592
