H1_ATX2	unbound
1.08258826268223	0.989633325030642
1.07399178076953	0.984868882925493
1.06595215598478	0.97974758104787
1.05655519195065	0.97649360255111
1.04466397203093	0.973651833505819
1.03719280556429	0.97105476830451
1.02709977012022	0.96806734220923
1.01722715728931	0.964000597373529
1.0043498362055	0.961496752684214
0.994732449558232	0.958526805434932
0.984941045058475	0.955521900493653
0.973583479886364	0.952276661419892
0.964070503950581	0.949373716413606
0.954116682788506	0.947337430854756
0.945380986593818	0.94633822349183
0.935531576143233	0.945430780070396
0.927004701371525	0.944500031520965
0.917538130196405	0.945461368050894
0.910414999434734	0.944558294340961
0.90482322577492	0.943375559095048
0.89653997599669	0.941528627701184
0.88915001786121	0.939779286530812
0.882108095430697	0.937888658021952
0.878384113387544	0.936051922621587
0.872943155199882	0.935035236412662
0.86766461367454	0.933619449886766
0.861202750752307	0.93355827392577
0.854114423561132	0.933277155819291
0.849682768917877	0.933012059988311
0.842640846487365	0.93138798388093
0.837582727575168	0.930773311129975
0.83250140628264	0.929434722840574
0.827756519504915	0.928206833909164
0.822965227966527	0.927832495290692
0.817141430503401	0.927385328147225
0.815157626985085	0.928368513234653
0.811213222328785	0.930779137411975
0.808950990246496	0.934875013657674
0.807141204580664	0.939291335413348
0.804101692757279	0.944782606197944
0.803985680855624	0.951198799249972
0.807187609341326	0.957770845345488
0.809565853325272	0.96480899400097
0.81209491278137	0.972295766370419
0.81672378765744	0.982566044965162
0.82400933508143	0.99359665336085
0.829612709931409	1.00756662102532
0.837083876398048	1.02204930150576
0.843568941700612	1.03517591485079
0.851353340301722	1.04776505368136
0.857072727053357	1.06037312792843
0.864799119703639	1.07227039577156
0.872154274268622	1.08327769903925
0.878117286013735	1.09387716256697
0.886284523890309	1.10474609163717
0.891748684458302	1.11634039281631
0.898767404508483	1.12772057813198
0.906458993588268	1.13863320431717
0.914301398140206	1.14858886368394
0.919521933714721	1.1559722195479
0.927236725174837	1.16321283150286
0.933257742870778	1.16904202664343
0.937851814176351	1.17321801426663
0.943188361652522	1.17823007335676
0.947202373449815	1.18412627074032
0.953803450654035	1.19060509632385
0.959720057638485	1.19652459883541
0.966715575308335	1.20267132634496
0.973676289407689	1.20878746587401
0.980811021359526	1.21280031760121
0.986739229534141	1.21673888423292
0.992969068653062	1.22012686721567
0.998653651834201	1.22331093032844
1.00473267548097	1.22727717179965
1.0119022110033	1.23074089644839
1.01698353229583	1.23387252302316
1.02436188924115	1.23673468405545
1.03332960923915	1.23946721031325
1.0395826507384	1.24240074330003
1.04629973984427	1.24511579071183
1.0535736860781	1.24726277562868
1.05953669782321	1.249673399806
1.06475723339772	1.25141254498287
1.07199637606105	1.25315460330074
1.08033763179011	1.25630807843301
1.08790160777807	1.25825988290287
1.09287851835911	1.2591527606193
1.09978122650764	1.26122109072915
1.10609227395772	1.2618925697296
1.11584887488698	1.26422453909993
1.12227593423871	1.26580637466281
1.12837816026581	1.26740860221269
1.13530407079467	1.26958763168053
1.14343650510075	1.27111120442342
1.15264785009222	1.27294065697128
1.16000300465721	1.27426759269669
1.16697531994673	1.27578096944608
1.17711476015145	1.27765848882044
1.18474834328041	1.28003415530576
1.19105939073049	1.28107705978369
1.19851895600696	1.28274483300606
