K36me3_ATX2	unbound
0.0339529508745606	0.00690558311062488
0.0338185141567464	0.00684021013897657
0.0337750446981843	0.0067652826640526
0.0335627270283362	0.00669747249535093
0.033451746786471	0.00662459142535888
0.0333026383250453	0.00655597912265743
0.0330838427667048	0.00646982237337397
0.032971190389112	0.00638604093016308
0.0327813532749268	0.0063088834538073
0.0323787050694377	0.00622331739421595
0.0319523354421246	0.00613330040081992
0.0315594248989398	0.00605043763248149
0.0310170633715342	0.00596726068707533
0.0305770376027421	0.00590717350587097
0.0301373819388285	0.0058447478116747
0.0295483161742455	0.00579026752889646
0.0288959594149667	0.00574532166982422
0.0281910154817976	0.00570988822462532
0.0275319376377451	0.0056251045927134
0.0267406299659365	0.00553226556998108
0.0258918017624811	0.00543868484893505
0.025141948314866	0.0053336303276647
0.024287200641004	0.00524028151076337
0.0233684304930047	0.00514697855196083
0.0224662042200126	0.00505918053824455
0.0213978286164056	0.0049403855780611
0.0204816239554626	0.00484884882542864
0.019541856380616	0.00476275822473806
0.0184859205116218	0.00463714612995612
0.0175814066722113	0.00451260311964396
0.0166965101224576	0.00436290288293885
0.0159205028118295	0.00419600676056345
0.0150788294786864	0.00404001403683842
0.0144593733224847	0.00393403807684917
0.0138933352092444	0.0038134830326327
0.0133479378808691	0.00374396330268025
0.0129349743084704	0.003706732781607
0.0126459628239051	0.00369690203681459
0.0124222841179333	0.00369488734558848
0.0123749374335799	0.00370943474485942
0.0124998273262362	0.00375295657326105
0.0125345095365294	0.00380669811910401
0.0127703512305539	0.00388340233222243
0.0129935949346546	0.00398866660635559
0.0134353253026516	0.00412607936096722
0.013774386392831	0.00428971945984058
0.0141670644760053	0.00448526359843988
0.0147419802436785	0.00471433405695639
0.0153225702938334	0.00497330487754361
0.015939111701603	0.00523002717953573
0.0166979424582758	0.00553366073690887
0.0173796930119886	0.00585101589753829
0.0181207106624007	0.00619442844742023
0.0189816370175516	0.00658082848473364
0.0199286029287535	0.00701157967032148
0.0207403136325583	0.0074513924383753
0.0216790283394722	0.00790368616843616
0.0225325268765153	0.00836406470606794
0.0233816368922737	0.00880589608653387
0.0241190750356651	0.00918868127243937
0.0249313323933148	0.0095688138156636
0.0256795971090139	0.00993575632903185
0.0262937169070378	0.0102900828367337
0.0268087919863628	0.0106198652308805
0.0274845756007697	0.0109631050512614
0.0280499923602561	0.0112754860460942
0.0286385611166884	0.0115914540375944
0.0291611432573188	0.0118819881869762
0.0296207056593344	0.0121468305790326
0.0299039502191754	0.0123687495289224
0.0303025394911976	0.0125708977800454
0.0306465748065626	0.0127564859053079
0.0310077256916593	0.0129213390486113
0.0312941610423273	0.0130796771704261
0.0315759428677622	0.0132182840093993
0.0316924191603208	0.0133360884966616
0.0318502962437193	0.0134493692249733
0.031987065293518	0.0135368204717636
0.0322152261235413	0.0136254164776941
0.0323279340534836	0.0136888780577286
0.0323606859910322	0.0137460970269504
0.0324196138670171	0.0137812247969852
0.0323880484829482	0.0138081370411131
0.0323702124563126	0.0138207940398581
0.0323911889773508	0.013838277012865
0.0323592649738627	0.0138605571112645
0.032318325772922	0.0138773792682208
0.0322795045241733	0.0138986085710063
0.0323010023161101	0.0138951490381612
0.0321683547338881	0.0138985328268661
0.0320878310973314	0.0139127342204305
0.0320549369424431	0.0138969233631996
0.0320185928495925	0.0138923798911532
0.0319699600402086	0.0138838025329186
0.0318721507778701	0.0138826097733858
0.0318533264363389	0.0138635461453128
0.0318279056936391	0.0138486762933375
0.0318945016697141	0.0138345427897189
0.0318904164173683	0.0138260930929203
0.0318690346371499	0.0138049850589655
0.0318179509550015	0.0137994923457894
