H4K16ac_ATXR7	unbound
0.0211615932871371	0.00841686306410058
0.0209124284351845	0.00838814869075844
0.0205796025212122	0.00835634616922052
0.0204704118665721	0.00833933772288023
0.0202243323509853	0.00833411156217984
0.0200002705764324	0.00828378103645916
0.0197960329465433	0.00825847166236989
0.0195933190599257	0.0082074998992153
0.0194719667635169	0.00814201677191031
0.019164981742832	0.0080812640089215
0.0190346564930594	0.00800351707721642
0.0188809995900784	0.0079192834465719
0.0186794285080218	0.00784953285075307
0.0185272337460606	0.00778716028152541
0.0183703930928376	0.00769432580230291
0.0180584715758982	0.00761670852768077
0.0177553716641251	0.00753614088652859
0.0176470615824963	0.0074577684669845
0.0174670103964542	0.00737517002742713
0.0172152644496499	0.00727114193970533
0.0169930992787048	0.00718918346017539
0.0167803404774592	0.00708462557120456
0.0165476278098208	0.00699308785849255
0.0163624266865021	0.00691003046572121
0.0161849871655226	0.00682091441982084
0.015922903704157	0.00673215437331252
0.0156849051833003	0.00664601102962441
0.0153527223098677	0.00654381100908817
0.0150040982301036	0.00643604208026313
0.0148129465713093	0.006336161202651
0.014744004612542	0.00623635047396338
0.0146178193347916	0.00613047314227676
0.0144417339803025	0.00602540755012787
0.0142673669554258	0.00591918290886331
0.0140582541501129	0.0058241388279467
0.0138895147326739	0.00573818215162854
0.0137808602179831	0.00564047227075499
0.0136834589309986	0.00554862771194084
0.0135400334572885	0.00545000728053317
0.0133058424316831	0.00536856716732508
0.0131811458213316	0.00528882753748776
0.0131670001774569	0.00520949594148507
0.0131595949625311	0.00513809916878366
0.0130872827160691	0.00507332128727328
0.0130894030650473	0.00502783610162643
0.0131340500106556	0.00497749245762111
0.0131652034677398	0.00493739561819594
0.013133916469088	0.00491767264094134
0.013121375067452	0.00489341354291356
0.013021862313225	0.00488146130521786
0.0129759260303163	0.00487627758242662
0.0129647183494023	0.00489310461217499
0.0129791193316411	0.00491572425070797
0.0130209672710872	0.0049517835823947
0.0131253377528603	0.00497777514309485
0.0131987174893364	0.00502030023339683
0.0133552133686185	0.00508127045310176
0.0134282888434384	0.00516159314471978
0.0135338304513407	0.00525553105475028
0.0136948627401021	0.00536119566636415
0.0138185755780966	0.00545328649969239
0.0140136410033134	0.00555869028512576
0.0143202326400193	0.00568459072179065
0.0146630057960134	0.00582043360369296
0.0151438060722725	0.0059538430825851
0.0154619602811887	0.0060849661001701
0.0158294738372821	0.00620827332009465
0.0162802390181949	0.00634541837068103
0.0167246192020805	0.00649969978098457
0.0170792671197063	0.00665797162417005
0.0175545294258593	0.00682591984487218
0.018042346211136	0.00697569924196402
0.0186364259944553	0.00712170867012401
0.0191914647879941	0.00726147097419629
0.0198136524141906	0.00740759911938639
0.0201489380222314	0.00757007181400134
0.0205391728408555	0.00771613410705286
0.0208696059804541	0.00786380492057782
0.0211934858649547	0.00801001250107013
0.0216468602466425	0.00814590321825658
0.022108562979602	0.00829666737316621
0.0226376154187731	0.00844669050959964
0.0230044520999761	0.00858696202363747
0.0235381713875544	0.00871263244206753
0.0239631227654359	0.00884187154418607
0.0243560537082319	0.00895468986986749
0.0247066068454072	0.00906300027941297
0.0251355983368166	0.00918847677299037
0.0254994844374639	0.00930057464695593
0.0256404430886245	0.00940156624615009
0.0259682148501716	0.00947964562538333
0.0262945658424603	0.00955506320939009
0.0264585743472992	0.00963110566436028
0.0268517243334341	0.00970693029776199
0.0271329858905268	0.00974206704439394
0.0273198547443658	0.00979405231790108
0.0274152162867606	0.0098385475882851
0.0276456885572464	0.00986683871273774
0.0277016455854208	0.00989483134583481
0.0277732638812219	0.00990982627040721
0.0278370434483779	0.00993185121440094
