H4K16ac_ATXR7	unbound
1.98492807644681	1.65101088527204
1.98884952478708	1.65290036413554
1.99032980661089	1.65498010302349
1.99144651044289	1.65653498667158
1.98630447884439	1.65949057774106
1.9884080372256	1.66050748476829
1.9905115956068	1.66205580772588
1.99256321427489	1.66186554770143
1.99622496404958	1.66073382859048
1.99461483294298	1.66042219579181
1.992615153988	1.65784056408074
1.99217366642652	1.65553776171585
1.98853788650839	1.65271338445634
1.98414898075007	1.65039746071045
1.98009768312701	1.64596571427886
1.97030704720462	1.64269192972022
1.95958149644613	1.63688571862925
1.94979086052374	1.6309876578713
1.94438913035966	1.62514536298258
1.94161035570794	1.61676736121629
1.93156002121997	1.60836639703325
1.92688544703952	1.59895836685872
1.9165494441294	1.5908395123671
1.90483703882171	1.58279938616147
1.89792905697726	1.57230556170947
1.88478830955888	1.56133608719636
1.87042697888226	1.55035349130224
1.85570207021383	1.5391150284787
1.84191207638149	1.5267382858537
1.83414708927063	1.51504713538577
1.82887520838934	1.50161412159055
1.81960396959811	1.48847633886776
1.80986527338883	1.47478089745261
1.79677646568356	1.46176120715878
1.78153215988397	1.44874807755545
1.76948214644102	1.43617451421551
1.75306919709632	1.42196733894149
1.7411230630796	1.40812100164488
1.7284238032227	1.39342505492874
1.71193294430833	1.382947632203
1.70120739354984	1.37307051265784
1.68967677723806	1.3605035100084
1.68149627242226	1.34906494612465
1.67843182934841	1.33932888142521
1.67134205850805	1.3300487847154
1.66123978430696	1.32152316741289
1.65664311969618	1.31249893763251
1.6528515206387	1.30396675963951
1.64960528856894	1.29605128655334
1.64596950865081	1.29023523442662
1.64711218233937	1.28602655147197
1.64537220194998	1.2832710614627
1.64791724789267	1.28012193002352
1.64929365029025	1.27784209007537
1.65846100965525	1.27494554522038
1.66046068861022	1.27358092159674
1.66866716328257	1.27460110896922
1.67116026951215	1.27638889713
1.67165369678675	1.27731395449026
1.6782500403525	1.27935432923523
1.68944304852903	1.28313000661698
1.69972711172603	1.28786682515674
1.70642733471801	1.29492940847813
1.71650363906255	1.30170660176285
1.72852768264894	1.30836242227335
1.73553954391962	1.31438841649602
1.74527824012889	1.32155925121063
1.75195249326432	1.32915653080763
1.76317147129741	1.33887947412608
1.77574088187152	1.34795946977569
1.79316665562199	1.35913888638475
1.80674889060186	1.36903896834665
1.82142185955717	1.37902761963028
1.83586109980346	1.38976746997595
1.84972900320547	1.4007992710488
1.85970142812377	1.41224439562305
1.86855714921008	1.42394866747197
1.88429488228427	1.43535442790322
1.89470879476406	1.44731128633633
1.90569404408813	1.45740818901317
1.9200813446213	1.46957498954223
1.93413103701922	1.4807216026988
1.94799894042123	1.49106781161458
1.96347697492984	1.50130248879189
1.97251448501205	1.51179303289863
1.98534359415174	1.52196866386145
1.99643272290204	1.53066157877167
2.01191075741065	1.54036484001862
2.02196109189863	1.54908071734558
2.02598641966513	1.55760961499334
2.03466035175553	1.56418014652736
2.04808676759605	1.57172822094563
2.05642309155119	1.5786628708023
2.06725252173591	1.58658818492422
2.07519929784268	1.59133812484497
2.07912074618295	1.59665556449382
2.08691170315038	1.60195660241643
2.09496235868338	1.60698865202861
2.09807874147035	1.61078401148186
2.10319480321229	1.61450720333963
2.10184437067127	1.61800077102996
